Speaker,Brazilian Portuguese (PT)
,"Erika sentou‐se no assento mais baixo da hierarquia. Ou seja, estava na ponta final da mesa."
,"Como o assento de Kinzo, localizado no início da mesa, estava vago, se você a virasse ao contrário, pareceria que Erika era a anfitriã do jantar..."
Gohda Toshiro,"""Muito bem, pessoal. Se me permitem, eu gostaria de dar início ao jantar desta noite."""
,"Após o pronunciamento de Gohda, o jantar teve início com os aplausos de sempre."
,Finalmente tinha início o jantar orquestral conduzido por Toshiro Gohda.
,"Sentar‐se à tamanha mesa de jantar magistral não era algo ordinário para nenhum dos ali presentes, exceto por Krauss, que era a senhoria da casa."
,"Contudo, todos já estavam acostumados a agir como se tal acontecimento fosse completamente normal."
,"......Se houvesse alguém surpreso, esta pessoa só poderia ser Erika."
,"Entretanto, ela não demonstrou qualquer expressão de surpresa diante do jantar, e comportou‐se com compostura, misturado‐se aos demais."
,"......Não havia qualquer traço do pavor que seria esperado de alguém de fora, que caíra de paraquedas como um filhotinho perdido."
Ushiromiya Natsuhi,""".........Ela é mesmo uma criança intrigante. Ela não parece estar minimamente afobada diante do grandioso jantar da família Ushiromiya."""
Ushiromiya Kyrie,"""As crianças de hoje em dia têm nervos de aço. ...Não posso dizer que tal coisa me desagrade."""
Nanjo Terumasa,"""Furudo‐san, você está acostumada a refeições desse tipo...? Estou impressionado com sua compostura."""
Ushiromiya Hideyoshi,"""Pois é. Ela tá claramente acostumada. Até hoje eu ainda me confundo com qual garfo devo usar a seguir. Sim...seria este? Ou este aqui...? Waha{0}ha{0}ha{0}haha!"""
,"Erika degustava seu {i:hors d'oeuvre} de forma graciosa, sem demonstrar qualquer expressão de confusão diante dos utensílios dispostos à sua frente."
,"Hideyoshi começou a fazer piada, segurando um garfo em cada mão."
,"É claro, um presidente de uma companhia que atua no ramo da indústria de serviços alimentícios, como Hideyoshi, obviamente sabia sobre as boas maneiras à mesa."
,"Contudo, pensando que Erika poderia estar nervosa por causa do jantar, ele intencionalmente falou em tom cômico."
