Speaker,Brazilian Portuguese (PT)
,"...Mesmo sendo um mundo completamente escuro onde nada podia ser visto, ......por algum motivo, eu conseguia sentir a presença da Beato ao meu lado."
,"......Por isso, eu tentei chamar por ela.{n}...Você pode trocar palavras com alguém sendo essa pessoa um humano ou uma bruxa."
,"......Então, mesmo em um mundo onde as bruxas são negadas......eu devo ser capaz de falar com ela..."
Ushiromiya Battler,"""...............Beato......"""
{f:5:Beatrice},"""......Battler, é você...? ...............Terminou. ......Eu...fiz isso."""
Ushiromiya Battler,"""...Sim. ......Eu não ouvi, .........mas eu observei você...até o final... Eu estava observando......como você bravamente permanecia de pé perante aquela terrível bruxa..."""
{f:5:Beatrice},""".........Com isto, ...eu não sou mais uma bruxa. ............Mas eu definitivamente vou...me tornar uma bruxa novamente... ......E......ao fazer isto, poderei ser chamada novamente de Bruxa Dourada, .........e então, ......quando eu estiver pronta para ser aceita como sua oponente, .........eu retornarei novamente......"""
Ushiromiya Battler,"""Não. .........Você...é uma bruxa."""
{f:5:Beatrice},"""...............Hã......?"""
Ushiromiya Battler,"""...Eu...estava observando. .........Quando você derrotou aquela bruxa maligna ......e mandou ela para longe com a sua magia incrível, expondo a verdadeira forma dela, ...eu estava observando com meus próprios olhos..."""
{f:5:Beatrice},"""A‐Aquilo não era magia, ......mas o vermelho—"""
Ushiromiya Battler,"""Não, era magia. .........Você definitivamente é...a Bruxa Dourada. .........Mesmo que você negue isso a si mesma, .........eu irei reconhecer. ............‘Você definitivamente é...a Bruxa Dourada’."""
,.........Quando Battler disse aquelas palavras...
,"No mundo que havia se tornado escuro, ...de repente um pequeno grão..."
,"...Um pequeno grão de ouro, como uma semente, brilhou de forma radiante.{n}...Mesmo que fosse pequeno, ele tinha um forte brilho dourado."
,"E......ele iluminou sobre os dois, sentados de costas um para o outro..."
,"E assim, eles passaram a ter consciência de suas próprias formas."
,...Eles não existem apenas como uma consciência.
,"......Eles passaram a estar cientes de que tinham corpos, e que definitivamente existiam."
,"...Não, talvez se deva dizer que eles haviam recebido uma existência chamada corpo."
,"Quando Battler olhou para a sua própria forma, ele não estava surpreso."
,"...Mas quando Beato olhou para a sua própria forma, ela parecia estar um pouco assustada."
,"......Da perspectiva de Battler, ela parecia normal, ......mas por um breve momento, ela estava surpresa com aquela forma..."
{f:5:Beatrice},""".........O que..................está acontecendo.........?"""
Ushiromiya Battler,"""O brilho daquele grão de luz......estava ficando cada vez mais forte..."""
,"Aquele grão de trigo não possuía mais uma simples coloração dourada, era como a luz do sol."
,Quando ele gentilmente.........começou a se aproximar do peito de Beato.
,Quando aquele grão do sol......foi atraído para dentro de seu peito...
,"......o mundo começou a ser envolvido por um profundo céu azul, e um profundo oceano azul se estendeu aos seus pés."
,"Uma ilha surgiu, florescendo e desenvolvendo uma floresta, paredes nos cercaram e o teto nos absorveu."
,"E passou a ser decorado com cada vez mais objetos, ......até percebermos que aquele era o hall da mansão dos Ushiromiya."
,"Naquele fantástico hall, onde muitas borboletas batiam suas asas, ...muitas mesas estavam dispostas junto à toalhas brancas, como se fosse uma festa, e uma maravilhosa comida junto à frutas havia sido colocada sobre elas."
,"...E ao redor......havia uma grande quantidade de figuras.{n}Todos estavam lá, conversando e sorrindo juntas."
Ushiromiya Battler,"""P‐............Pessoal........."""
,"Lá estava meu pai e a Kyrie‐san, o tio Krauss, a tia Natsuhi, a tia Rosa e, é claro, a tia Eva e o tio Hideyoshi também."
,"......o George‐aniki, a Jessica e a Maria, ...espera, espera, até mesmo a Shannon‐chan, o Kanon‐kun, o Gohda‐san e a Kumasawa‐san estão aqui."
,"Todos, todos estavam na festa, aplaudindo e celebrando o nosso retorno..."
Ushiromiya Battler,"""P‐Por quê...? Todos estavam mortos...! Por que eles estão vivos...?!"""
{f:5:Virgilia},"""......Na Terra Dourada, a alma de todas as pessoas mortas pode ser revivida. ......Bem‐vinda de volta, {f:5:Beatrice}. E bem‐vindo, Battler‐kun. Bem‐vindo à Terra Dourada."""
{f:5:Beatrice},"""............Eu...fiz isso? ...Eu cheguei...à porta para a Terra Dourada?"""
Ronove,"""Sim. ......Ojou‐sama, você finalmente foi capaz de convidar todos para a Terra Dourada. ...Bem‐vindo à Terra Dourada, Battler‐sama."""
Ushiromiya Kinzo,"""Battler. .........Então você finalmente chegou até aqui."""
Ushiromiya Battler,"""V‐Vovô... .........Onde é que eu...estou..."""
Ushiromiya Kinzo,"""...Meu sangue, o qual é...incompatível com magia, corre mais profundamente em suas veias do que na de qualquer outro. ...Além disso, você foi o único que não foi capaz de chegar até a Terra Dourada, e a {f:5:Beatrice} estava procurando por você desde então. ...Ela tentou de tudo para trazê‐lo até aqui."""
