Speaker,Brazilian Portuguese (PT)
,"O jardim de rosas está mesmo maravilhoso este ano.{n}As rosas estão florescendo como nunca, como se estivessem competindo entre si."
,"No jardim de rosa, Kinzo, Kanon e Natsuhi podiam ser vistos..."
Ushiromiya Kinzo,"""Mais uma vez, as flores estão crescendo de forma esplêndida este ano. Deve ser resultado de seus cuidados."""
Kanon,""".........Muito obrigado. Mas só aconteceu de fazer um tempo bom este ano."""
Ushiromiya Natsuhi,"""Graças ao seus cuidados, o jardim está ainda mais lindo do que de costume. Ótimo trabalho."""
Kanon,"""Eu fico agradecido..."""
Ushiromiya Kinzo,"""Se hoje não fosse um dia tão especial...poderíamos passá‐lo admirando as rosas enquanto aproveitávamos de um bom chá preto."""
,Kinzo deu de ombros. Hoje é a conferência familiar.
,"......Quando o assunto são os negócios dos outros irmãos, eles nunca ouvem nada de bom."
,"Pelo contrário, os irmãos provavelmente estavam planejando mudar o rumo da conversa para a questão do tempo de vida restante de Kinzo, e dar início a uma contenda sobre a herança."
Ushiromiya Kinzo,"""......Eles são mesmo desagradáveis. E por falar nisso, como anda o Krauss?{n}O pagamento de suas dívidas está progredindo bem?"""
Ushiromiya Natsuhi,"""Aparenta ser um plano bem realístico. .........Contudo, parece ser um plano de larga‐escala, e ainda não demonstrou ser frutífero como era esperado."""
Ushiromiya Kinzo,"""Se possível, eu gostaria que algo fosse feito antes da conferência familiar de hoje."""
Ushiromiya Natsuhi,"""......Certo. Eu peço desculpas."""
{f:5:Beatrice},"""Tem certeza que está tudo bem fazer isso, Kinzo? Andando casualmente em um lugar desses."""
,"Como ela havia aparecido ali?{n}......Bom, é bem inútil tentar divagar sobre esse tipo de coisa quando se está lidando com uma bruxa."
,"{f:5:Beatrice} estava casualmente sentada no telhado do gazebo, quase como se estivesse se aquecendo ao sol."
{f:5:Beatrice},"""Aqueles parentes são como um grande nódulo de toxinas antimagia, e estão vindo para nos perturbar. Se colidir com eles, sua alma vai evaporar em segundos."""
Ushiromiya Kinzo,"""Hmph. Eu já estou morto. Mesmo evaporar não seria algo prejudicial."""
Ushiromiya Natsuhi,"""......Não podemos permitir que isso aconteça. Por favor, pelo bem da família Ushiromiya, empreste‐nos sua força por mais algum um tempo."""
{f:5:Beatrice},"""Natsuhi. Parece que o barco com os parentes já deixou o porto. É possível que seja uma boa ideia encerrar logo sua caminhada."""
Ushiromiya Natsuhi,"""......É mesmo? Obrigada. ...Por favor, retorne para seu estúdio, pai."""
Ushiromiya Kinzo,"""Francamente... É uma pena ter que voltar logo quando o clima está tão perfeito."""
{f:5:Beatrice},"""Não reclame, Kinzo. Neste momento, você não é nada mais do que um fantasma na qual eu concedi a vida. Seria um problema, tanto para mim quanto para Natsuhi, se você se dispersasse por causa das toxinas. Seja um bom garoto, se tranque logo em seu estúdio e cubra‐se com um cobertor ou algo assim. *gargalhada*gargalhada*!"""
Ushiromiya Kinzo,"""Hmph. ......Só de ter a oportunidade de aproveitar as rosas após a morte já faz de mim um homem extremamente afortunado. Eu entendo. Devo retornar para o estúdio."""
Ushiromiya Kinzo,"""Mas vou querer um pouco de chá preto. Kanon, diga ao Genji para me levar um pouco. Um Marco Polo seria ótimo no dia de hoje."""
Kanon,"""......Certamente."""
Ushiromiya Kinzo,"""Então, devemos nos separar agora. Natsuhi. ......Quero que conduza uma esplêndida conferência familiar sem mim."""
Ushiromiya Natsuhi,"""É claro, pai. Ele não consegue dizer em minha presença, mas meu marido já é o chefe da família Ushiromiya. E sendo sua esposa, eu irei fazer todo possível para não envergonhá‐lo."""
Ushiromiya Kinzo,"""......Comparado com Krauss, que está com dor de barriga desde de manhã, você possui muita compostura, Natsuhi. ......Não tenho esperanças em meu filho."""
Ushiromiya Natsuhi,"""Meu marido é talentoso à sua própria maneira. Fornecer suporte a ele nas áreas em que possui deficiências é meu dever como esposa."""
Ushiromiya Kinzo,"""Mm. Faça o seu melhor. Farei minha parte e permanecerei trancado para não me meter nessa farsa."""
Ushiromiya Natsuhi,"""Kanon. Acompanhe o pai até o seu estúdio. E depois peça ao Genji para servir um pouco de chá preto."""
Ushiromiya Kinzo,"""Não sou tão velho para precisar de sua ajuda para levantar. Lá vai......"""
,"Recusando a mão que Kanon estendeu para ele, Kinzo se levantou do canteiro de flores onde estava sentado."
,O chefe aposentado deixou tudo nas mãos de Natsuhi e retornou para seu estúdio em um trote vagaroso......
{f:5:Beatrice},"""......Você parece bem. Possui um senso de dignidade similar ao da falecida esposa de Kinzo."""
Ushiromiya Natsuhi,"""Em um improvável evento em que as toxinas antimagia cheguem até o pai, ......a magia irá se dissolver em um instante?"""
{f:5:Beatrice},"""Sim. Em um piscar de olhos. ......Se necessário, eu posso simplesmente apagar minha forma, mas se alguém que já faleceu, como Kinzo, perder sua forma, ele será soprado pelos ventos do sol e desaparecerá como poeira em questão de segundos. Você precisa tomar cuidado."""
Ushiromiya Natsuhi,"""Sim. Eu entendo."""
{f:5:Beatrice},""".........Você pode até ter talento como bruxa. As toxinas antimagia estão se acumulando em seu sistema há anos, e mesmo assim, você é capaz de compreender a magia. ......Se tivéssemos nos encontrado durante sua juventude, é possível que hoje você fosse uma poderosa bruxa."""
Ushiromiya Natsuhi,"""Sou esposa de Ushiromiya Krauss, a esposa do chefe. Eu me tornaria uma bruxa ou até um demônio para proteger sua honra. ......Sou profundamente grata pelo poder de sua magia. Não teria sido capaz de proteger a honra da família Ushiromiya sem você."""
{f:5:Beatrice},"""Vamos conversar sobre isto em outro momento. Eu gostaria de aproveitá‐lo entre duas mulheres, acompanhadas de um bom chá."""
Ushiromiya Natsuhi,"""Uma amiga que visitou o Sri Lanka me enviou um chá preto com uma maravilhosa fragrância de rosas."""
{f:5:Beatrice},"""Hoh, se refere ao de Dimbula. Não é nada mau. Neste caso vai precisar de {i:patis} como acompanhamento. ......Deve servi‐lo a mim como recompensa se eu for capaz de enganar a todos durante o decorrer da conferência familiar.{n}Prometa‐me agora."""
Ushiromiya Natsuhi,"""Tudo bem. Eu prometo. Pois bem, nos veremos mais tarde."""
{f:5:Beatrice},"""Mm. Até mais."""
,"A bruxa fez seu corpo fracionar ao farfalhar do vento, transformando‐se em pétalas douradas e desaparecendo no ar."
,"Natsuhi a observou ir, virou‐se de costas e seguiu em direção à mansão."
,Após aquilo não restou mais ninguém no jardim de rosas......
{f:5:Lambdadelta},"""Muito bem. Agora é o {i:break time}, né? Alguma reclamação em como as coisas estão seguindo até aqui?"""
{f:5:Bernkastel},""".........Nenhuma. Se precisa fazer xixi, por que simplesmente não vai de uma vez...?"""
{f:5:Lambdadelta},"""Que coisa mais rude de se dizer. {p:1:Kinzo já está morto}, lembra? Mas ele estava andando e falando, não estava? Não significa que é magia?!"""
{f:5:Lambdadelta},"""Bem, duvido que esse movimento funcione com você depois de todo esse tempo, Bern. ......Mas e quanto a você, Battler? Não é estranho? Não quer aceitar a existência da magia que reviveu o Kinzo? Hahhi{0}hhyah{0}ha{0}haaaah!"""
Ushiromiya Battler,"""......Se está tentando imitar a Beato, já pode parar, porque só tá me irritando."""
{f:5:Lambdadelta},"""*risos*! Já descobriu?! Bem, então vamos à sua resposta, Battler? O Kinzo só saiu para dar uma passe~io."""
{f:5:Lambdadelta},"""Por que não começa como de costume, segurando sua cabeça e gritando ""{i:isso não faz sentido nenhum!!}""...? Vamos, use o seu ""{i:isso não está nada certo}"" de sempre e deixe‐me ouvir seus clássicos contra‐argumentos malucos."""
{f:5:Lambdadelta},"""Não é possível que um humano que deveria estar morto esteja andando por aí, é? Seria por que algum tipo de vírus desconhecido chamado Síndrome de Rokkenjima tenha causado uma delusão em massa? Ou as escamas de uma forma misteriosa de borboleta que só vive em Rokkenjima emitiu alguma tipo de droga alucinógena?! Ou talvez seja tudo porque uma organização secreta chamada ""Yamainu"" criou uma ainda‐não‐descoberta droga chamada Purupurupikopuyo que causa delusões em massa?!"""
{f:5:Lambdadelta},"""Deixe‐me ouvir incontáveis besteiras maravilhosas, kyaaa{0}ha{0}ha{0}haa{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}hahaha!!"""
Ushiromiya Battler,""".........Dá pra calar a boca? Isso nem é um problema."""
,{p:1:O vovô está morto naquele momento}. Não é possível que ele exista.
Ushiromiya Battler,"""O único motivo por trás de tudo que o faz existir de verdade...é por causa da mentira que a tia Natsuhi criou na tentativa de ocultar a morte dele durante a conferência familiar."""
{f:5:Lambdadelta},"""Oh? Uma mentira da Natsuhi? Você pode reviver os mortos mentindo? Isso não faria com que fosse uma magia da Natsuhi?"""
Ushiromiya Battler,"""Este mundo é como um tubo de Braun antes que você olhe dentro dele. ......É o mundo da caixa de gato antes de você abri‐la."""
Ushiromiya Battler,"""Enquanto a tia Natsuhi disser que saiu para uma caminhada com o vovô e, enquanto ninguém puder confirmar que é uma mentira, é possível exibir uma realidade dele onde ""a tia Natsuhi caminha pelo jardim de rosas com o vovô"". Dessa forma é possível que o vovô apareça."""
,"Clap, clap, clap..."
,Este aplauso extremamente desfavorável vinha de {f:5:Bernkastel}.
{f:5:Bernkastel},"""......Bravo. ............Você fica muito mais calmo sem a Beato por perto."""
Ushiromiya Battler,"""Cala a boca. Você também, fica quieta."""
{f:5:Lambdadelta},"""Espera um pouco, Battler. De acordo com a sua teoria, claro, é realmente possível que o Kinzo apareça se a Natshui for a única pessoa lá. Se a Natsuhi afirmar que observou o Kinzo em um mundo sem ninguém, sendo ela a única exceção, então ninguém pode negar isso, certo?"""
{f:5:Lambdadelta},"""Mas o Kanon também estava ali, e também estava olhando para o Kinzo, não estava? Como vai explicar isso?"""
