Speaker,Brazilian Portuguese (PT)
,......Era......um quarto completamente escuro.
,"Não haviam janelas, e a fraca luz incandescente permitia que fosse visto apenas aquilo que estava muito próximo dos arredores deles."
,"Aparentava ser um antigo e esquecido depósito subterrâneo empoeirado, com alguns móveis jogados a esmo em seu interior......"
,"Entretanto, mesmo com aquela única e tênue luz, dava para saber que aquele lugar não era um depósito."
,......Porque aquele cômodo estava trancado por barras de ferro.
Ushiromiya Kyrie,"""......Que lugar...é esse.........?"""
Ushiromiya Krauss,"""Não faço ideia... ......Este lugar está debaixo da mansão......? Este cômodo está......diretamente embaixo da sala de jantar......?"""
,"Eles foram jogados no que parecia ser um alçapão, e {i:caíram} neste cômodo."
,"Consequentemente, era apropriado pensar que este lugar se localizava exatamente abaixo da sala de jantar."
,"......Porém, nem mesmo Krauss conseguia acreditar que tal mecanismo de armadilha estava debaixo da adorada sala de jantar, onde, por anos, eles saborearam suas refeições, ...e estava exatamente sobre este cômodo que aparentava ser um calabouço."
,"Mas ao olharem para cima, viram que o teto era feito de rochas maciças, ......sem conseguiram entender como poderiam ter caído daquele teto."
,"Não, as cinco pessoas que foram jogadas aqui pensaram a mesma coisa."
,"Embora tivessem a sensação de terem sido jogados em um fosso, ......não havia como ter armadilhas na sala de jantar, muito menos existir um calabouço debaixo dela."
,"......Mas, de fato, eles {i:haviam} caindo neste lugar, e estavam trancafiados.{n}......E por isso, ...estavam tão confusos."
Nanjo Terumasa,"""......Foi muita sorte ninguém ter se machucado depois de cairmos de uma altura dessas..."""
Ushiromiya Krauss,""".........Shannon, Kanon. Algum de vocês sabia sobre este cômodo...?"""
Kanon,"""......Não. Nós também não tínhamos conhecimento sobre este cômodo."""
Ushiromiya Kyrie,"""..................Mesmo...?"""
Shannon,"""S‐Sim...... Nós realmente......não sabíamos nada sobre este lugar......"""
,"Parecia que Kyrie pensou que havia uma boa chance de, apesar da idade deles, conheceram sobre os truques secretos da mansão, por serem serviçais com permissão para vestir a Águia de Uma Asa."
,"Houve um longo silêncio, como se estivessem avaliando suas respostas..."
Ushiromiya Krauss,"""......Não, provavelmente eles realmente não sabem nada. Afinal, a Shannon é uma pessoa muito minuciosa."""
Ushiromiya Krauss,"""Se ela soubesse sobre este quarto, ela provavelmente teria esfregado ele até ficar brilhando. A sujeira desse cômodo é uma prova de que vocês não sabiam da existência dele. ......Mais importante do que isso, eu acredito que deveríamos nos preocuparmos com o que fazer agora, não acham?"""
Nanjo Terumasa,"""I‐Isso mesmo...... Precisamos ligar para a polícia...o‐ou então, chamar uma assistência médica o mais rápido possível......"""
,As palavras de Nanjo ecoaram vazias.
,...Obviamente.
,Seis pessoas haviam sido mortas na sala de jantar.{n}Todos eles tinham testemunhado o exato momento em que seis pessoas foram assassinadas.
,"E mais do que isso, todas tiveram metade de suas cabeças destruídas — qualquer um poderia perceber que havia sido uma ferida fatal apenas olhando de relance."
,Todos entendiam que chamar por uma ambulância agora eram completamente sem sentido......
Ushiromiya Kyrie,"""Obrigada, Doutor Nanjo. ......Nós já entendemos que nossos parentes não estão mais vivos. .........Eu agradeço por tentar nos consolar mencionando assistência médica."""
Ushiromiya Krauss,""".........Natsuhi...... .............................."""
,"Mais uma vez, um opressivo silêncio tomou conta deles."
,"Mas Krauss sacudiu sua cabeça bruscamente, repetidamente, e decidiu esquecer, momentaneamente, a dor da perda de sua esposa, e dedicar‐se a descobrir onde estava."
Ushiromiya Krauss,"""Pessoal, me escutem. ...............O pai............não tem mais salvação. ...O momento de tentar entendê‐lo e buscarmos por explicações...já passou."""
,Ninguém respondeu.
,"......Sem qualquer tipo de discussão ou misericórdia, seis pessoas foram mortas em um instante."
,E Kinzo proclamou vigorosamente que eles deveriam se tornar sacrifícios em um ritual de assassinato de treze pessoas.
,"......Por estarem presos neste cômodo agora, eles provavelmente serão os próximos sacrifícios do ritual."
,"Depois de certo tempo, seus olhos começaram a se acostumar com a escuridão, e, pouco a pouco, começaram a reparar no interior daquele calabouço."
,......Aquilo que pareciam ser móveis jogados a esmo naquele calabouço se mostraram não serem móveis.
,"Eles eram......pequenas gaiolas que poderiam ser usadas para aprisionar uma única pessoa, uma mesa ortostática, ......ou seria um cavalete de tortura?"
,".....Independentemente do que fora, era óbvio que aquele lugar era mais sombrio do que uma simples cela."
,"Visto que os objetos estavam oxidados e cobertos com uma espessa camada de poeira, não haviam dúvidas de que estavam parados e esquecidos há muito tempo."
,......Talvez você pudesse considerar essas coisas como uma loucura selada e esquecida de Kinzo.
,"Porém, é neste cômodo que eles estão trancados agora."
,".........Não eram objetos exatamente confortáveis para se ficar olhando, enquanto esperam serem libertados sem ferimentos..."
Ushiromiya Krauss,"""......Seja o que for, vamos dar o fora daqui. Nós perdemos pessoas amadas e queridas e poderíamos passar muito tempo derramando lágrimas por elas, mas mais importante do que isso, ......eu estou preocupado com as crianças."""
Shannon,""".........Eu, ...eu me pergunto se as crianças estão seguras......"""
Ushiromiya Krauss,"""Tudo o que podemos fazer agora é rezar que sim... ......Parando para pensar, a Kumasawa‐san e o Gohda‐san não estão aqui."""
Shannon,"""Talvez eles tenham conseguido...escapar com segurança..."""
Nanjo Terumasa,"""Nunca se sabe. Eu ficaria mais aliviado se eles tivesse encontrado com as crianças..."""
Shannon,"""O Gohda‐san é muito confiável em tempos de crise, e a Kumasawa‐san é calma e experiente... Tenho certeza que eles poderiam ajudar as crianças..."""
Ushiromiya Krauss,"""......Hahaha. Espero que sim."""
,"Shannon e Krauss deram um leve sorriso forçado. Mas rapidamente perceberam o quão inapropriado era aquilo, e pararam, dando uma leve tossida."
Kanon,""".........Não podemos ser otimistas demais, nee‐san. Há a chance deles terem sido atacados logo depois de nós."""
Ushiromiya Kyrie,"""Eu concordo. O que o pai conduziu na sala de jantar foi......os seis assassinatos do primeiro crepúsculo do epitáfio da bruxa, certo? Então, no segundo crepúsculo ""separar os dois que são próximos""."""
Ushiromiya Kyrie,"""......Não podemos ignorar a possibilidade do Gohda‐san e Kumasawa‐san já terem sido mortos, enquanto fugiam para irem se esconder juntos. .........Não podemos nos apegar demais no pensamento otimista de que eles definitivamente chegaram até a casa de hóspedes e estão protegendo as crianças."""
,Kyrie friamente analisou o pior cenário possível.
,"Mesmo para ela, era desolador ter perdido seu amado marido.{n}......Mas neste momento, o mais importante a se fazer era proteger o filho de seu marido, junto com as outras crianças, para que não sejam feitas de sacrifício pelo ensandecido chefe da família."
,Ela superou sua tristeza com seu instinto materno de proteger as crianças.
,"......Parecia que tanto Kyrie quanto Krauss eram fortes o bastante para superar suas tristezas, mesmo que apenas por ora..."
,Eles não podiam permitir que suas lágrimas escorressem.
,"......A partir de agora, para proteger as crianças, eles precisavam agir."
Ushiromiya Krauss,"""De qualquer forma, vamos sair daqui logo... Parece ser uma cela bem velha. Talvez possamos quebrar algumas barras? Vamos procurar por todo lugar para vermos se há alguma forma de escapar."""
Ushiromiya Kyrie,"""Há todo tipo de ferro‐velho aqui, então deve ter algum tipo de ferramenta que possamos usar. Pode ser que tenha algo que dê para ser usado como arma, ou algo para quebrar essas barras de ferro."""
,Kyrie puxou um isqueiro de seu bolso.
,"Embora não fumasse, ela sempre andava com um em seu bolso para acender os cigarros de Rudolf."
,......Era uma fonte de luz muito valiosa na busca através daquele calabouço penumbroso.
Ushiromiya Krauss,"""Shannon, ajude a Kyrie‐san a procurar pelo cômodo. Kanon, você me ajuda a verificar essas barras. Esta é uma cela bem antiga. É possível que essas barras tenham afrouxado."""
Nanjo Terumasa,"""O‐O que eu deveria fazer para ajudar......?"""
Ushiromiya Krauss,"""Por favor, apenas mantenha suas energias. ......O pai provavelmente logo virá até aqui. Suas palavras são as únicas que podem chegar até ele. De certa forma, nossas vidas podem estar em suas mãos."""
Nanjo Terumasa,"""......Minhas palavras...dificilmente chegarão até ele. Eu peço desculpas, mas não acredito que eu serei de algum uso......"""
Ushiromiya Kyrie,"""Neste caso, ofereça a nós sua espertice como médico. .........Me pergunto se há alguma droga que faça as pessoas desmaiarem instantaneamente?"""
Shannon,"""......Uma droga que faça as pessoas desmaiarem instantaneamente......? Do que você está falando......?"""
Ushiromiya Kyrie,"""Nós pensamos ter pisado em um alçapão, e caído neste calabouço. ......Neste lugar completamente incoerente... foi o que acreditamos que aconteceu."""
Ushiromiya Kyrie,"""......Mas vendo o quão grande este lugar é, eu percebi uma coisa. Este calabouço não pode estar localizado debaixo da sala de jantar."""
Shannon,"""Como você pode ter certeza disso...?"""
Kanon,"""............Você é idiota, nee‐san? Este calabouço é muito exíguo em relação à sala de jantar."""
Ushiromiya Kyrie,"""Exatamente. A segunda pessoa a cair foi o Krauss nii‐san. Logo depois eu caí. Quando você caiu neste cômodo, chegou a se movimentar nele, Krauss nii‐san?"""
Ushiromiya Krauss,"""......É vergonhoso admitir isso, mas eu fiquei deitado no chão, gemendo de dor no mesmo local em que cai. Imediatamente após isso, você caiu próxima de mim."""
Ushiromiya Kyrie,"""A distância em que estávamos na sala de jantar, comparada com o local onde caímos, é claramente estranha."""
Nanjo Terumasa,"""C‐...Certamente, quando coloca desta forma. ......Eu fui o próximo a cair, então lembro vagamente onde vocês dois estavam. ......A distância entre vocês na sala de jantar possivelmente era bem mais do que todo este cômodo."""
