Speaker,Brazilian Portuguese (PT)
,Duas silhuetas podiam ser vistas na capela.{n}Um irmão mais velho...e sua irmãzinha.
,"O irmão que nunca retornaria daquele dia, doze anos no passado, e sua irmãzinha, que esperou sozinha por seu retorno, doze anos no futuro."
,"Porém, o irmão mais velho sabia tudo, entendia tudo.{n}Já a irmãzinha não sabia nada, não entendia nada."
,"Por isso, não importava quanto tempo se passasse, a irmãzinha permaneceria como a garota que era doze anos atrás."
,Para sempre ela permaneceu uma garota de seis anos......
,Seus soluços contra o peito de seu irmão finalmente diminuíram......
,Ela silenciosamente esperou pelas próximas palavras dele.
,"Após fazer carinho em sua cabeça, o irmão mais velho procurou dentro do bolso."
,"Então, ......ele puxou algo para fora."
Ushiromiya Battler,"""Preste atenção, Ange? Cuide muito bem disto."""
Ushiromiya Ange,""".........O que é isso...? .........Uma chave...?"""
,"Battler pegou uma grande chave, presa em um colar, de dentro de seu bolso e a entregou para Ange."
,"Era grande o bastante para ocupar toda palma de Battler, e a pequena Ange provavelmente sequer seria capaz de fechar sua mão enquanto a segurasse."
,A chave reluzia ouro e possuía um belo e intrincado design.
,Apenas seu peso já era o suficiente para indicar que a chave era algo muito importante.
,Battler colocou o colar no pescoço de Ange.
Ushiromiya Battler,"""Esta preciosa chave pertence apenas a você, Ange."""
Ushiromiya Ange,"""Pra que ela serve......?"""
Ushiromiya Battler,"""A hora de usá‐la logo vai chegar. E quando chegar, terá que decidir sozinha. ......Entendeu?"""
,"......É claro, ela não fazia ideia do que Battler estava falando."
,"Mas percebeu que Battler estava dizendo para ela cuidar muito bem daquela chave. Por isso, Ange assentiu, ao menos em resposta a essa parte."
,"Em sua mão, a chave era muito pesada. Contudo, agora que estava ao redor do seu pescoço, ela parecia tão leve quanto um simples pingente."
,Que estranho.
Ushiromiya Battler,"""Certo, vamos indo."""
Ushiromiya Ange,"""Para onde......?"""
,Ela tinha certeza que seu irmão estava prestes a sentar.
,"Segundos atrás, ele havia dito que contaria o que aconteceu em Rokkenjima naquele dia."
,Ela havia pensado que ele contaria a ela......
Ushiromiya Battler,"""Naquele dia, naquela ilha... O que aconteceu?"""
Ushiromiya Ange,"""Você não ia me contar, onii‐chan...?"""
Ushiromiya Battler,"""Sim, eu vou. Eu vou contar uma história, e você vai ouvi‐la. ......Porém, talvez não seja o tipo de coisa que você realmente possa sentir apenas ouvindo alguém contar."""
Ushiromiya Ange,""".........O que quer dizer...?"""
Ushiromiya Battler,"""O que você realmente quer...não é saber o que aconteceu na ilha naquele dia?"""
,"......Então, ......ela realmente entendeu."
,O que aconteceu na ilha naquele dia?
,"Tentar responder essa pergunta é tudo que sou capaz de fazer, por isso não desejei por mais nada."
,"......Mas, se eu pudesse..."
,Eu gostaria......de ir até lá.
,Até a ilha. Até aquele dia.
,"Para Rokkenjima, para o dia que eu não pude ir... Para a mansão da família Ushiromiya."
,"Pai, mãe. Todos os meus primos, meus parentes. E...todo mundo."
,Eu quero voltar......para a ilha daquele dia.
,"Por isso, eu continuei sempre como era naquele dia.{n}Meu coração e minha alma pararam, presos aos seis anos para sempre..."
Ushiromiya Ange,"""......Eu quero voltar lá."""
