Speaker,Brazilian Portuguese (PT)
,Espalhado sobre a grande cama estavam fofas jujubas de várias cores e moedas de chocolate.
,"Um garfo estava enfiado no {i:shortcake} que espreitava da caixa de presente, e haviam decantadores com bebidas de várias cores, todos alinhados na mesa ao lado."
,Mas a venenosa cor da bebida servida nos copos não combinava com a cor de nenhum deles.
,Alguém provavelmente havia brincado com elas e as misturado.
,"Deixando o sabor de lado, haviam muitas coisas divertidas para se fazer."
,"Sobre a cama macia, repleta de cor, grandes travesseiros recheados com sonhos."
,"E deitadas sobre aquela cama que parecia saída do sonho de uma criança, {f:5:Bernkastel} estava deitada de bruços, e {f:5:Lambdadelta} olhava para cima, abraçando um travesseiro enquanto relaxava......"
{f:5:Lambdadelta},"""Ahahhahahhahhah, dessa vez foi bem agitado, não foi? Eu fiquei mui~to ansiosa quando a Beato disse que ia parar o jogo."""
{f:5:Bernkastel},""".....................Que bruxa mais rude, começando um jogo dessa escala e tentando pôr fim a ele o deixando de lado."""
{f:5:Lambdadelta},"""A Ange não foi uma boa peça? Depois que a Beato tentou fugir, ela a arrastou de volta e a fez continuar o jogo. É uma pena que ela tenha dado ao Battler um entusiasmo excessivo."""
{f:5:Bernkastel},"""..................Porque ela sabia que o Battler era fraco contra emoções."""
{f:5:Lambdadelta},"""Realmente. Parecia que ele iria pegar leve até com a Beato, sua inimiga."""
{f:5:Bernkastel},"""............Baseado no último jogo, eu fiquei incomodada que ele pudesse começar a sentir compaixão pela Beato, levando o jogo para uma direção estranha.{n}.........Ange foi um trunfo para colocar o Battler de volta nos trilhos se ele confundisse seu objetivo."""
{f:5:Bernkastel},""".........Na verdade, eu queria ajudar um pouco mais antes de descartá‐la.{n}Ela realmente jogou e se descartou logo depois. Que desperdício para uma peça que necessitou de tanta preparação."""
{f:5:Lambdadelta},"""Ehheheheh! Eu estou mui~to feliz que a algemei com a regra de não dizer seu nome! Se eu não tivesse imposto isso, o time de irmãos teria consumido a Beato e vencido em um piscar de olhos."""
{f:5:Bernkastel},"""............Eu pensei que seria a minha chance de aplicar muita pressão de uma vez só, mas você estava observando ela tão de perto que eu não fui capaz de fazer o melhor uso dela. ......Aaah, que desperdício foi essa peça."""
{f:5:Lambdadelta},"""Isso era óbvio. Aquela peça era muito injusta, eu tive que aposentar ela para não ter problemas. Bem, no fim ela fez um bom trabalho prevenindo que o jogo fosse suspenso, eu acho, e isso também me ajudou. As ações dela acabaram coincidindo com nossos interesses, e nesse sentido, ela foi uma peça realmente maravilhosa."""
{f:5:Bernkastel},"""..................Ela é uma criança inocente, assim como o Battler, por isso foi fácil fazer com que ela fizesse o que eu queria. .........Um idiota ou impulsivo, esses dois tipos são sempre as melhores peças. ......Aaah, aquela peça era mesmo muito preciosa."""
{f:5:Lambdadelta},"""E agora ela virou picadinho! Ei, vamos fazer hambúrgueres mais tarde{p:0:☆}{n}Ah, espera, você não gosta mais de {i:gyoza}? Me pergunto qual seria o gosto de uma irmãzinha, *risos*, é hilário!"""
{f:5:Bernkastel},"""..................Está tudo bem para você ficar tão relaxada assim? O Battler se empolgou bastante graças a Ange. Ele começou a ir atrás da Beato como um louco, e agora o jogo deu uma grande reviravolta ao meu favor, eu acho...?{n}Ou melhor, o Battler não resolveu a maior parte dos mistérios?"""
{f:5:Lambdadelta},"""Hã? Ne~m chegou perto! Quase todas as verdades azuis do Battler estavam erradas! O vermelho insosso da Beato está cheio de buracos. Qualquer criança com meio cérebro poderia facilmente passar por eles se organizasse uma discussão de forma adequada."""
{f:5:Lambdadelta},"""......Ahhh, isso realmente me irrita. Se fosse eu, faria questão que cortar cada uma daquelas coisas com o vermelho."""
{f:5:Bernkastel},"""............Ora, é mesmo? Eu estava sob a impressão de que todas aquelas respostas estavam corretas. ......Bem, é claro, eu tenho minhas suspeitas sobre aquilo de terem engolido bombinhas."""
{f:5:Lambdadelta},"""E das verdades azuis do Battler, nenhuma delas sequer é válida. ......Beato estabeleceu claramente, dentro do primeiro jogo, que ela {p:1:garantia a identidade de todos os cadáveres não identificados}! Isso quebra o raciocínio do Battler sobre o culpado do quarto fechado da Eva/Hideyoshi ter sido cometido por alguém que usou de um corpo falso."""
{f:5:Lambdadelta},"""Seguindo, ele disse que a morte do Kanon na caldeira provavelmente foi um acidente, mas...*risos*! Que tipo de acidente acabaria afundando uma estaca em seu próprio peito? Isso não é idiota? Eu vou partir isso com aquele preciosa espada vermelha ou seja lá que quer que ela seja."""
{f:5:Lambdadelta},"""{p:1:Kanon não morreu em um acidente}! E para o próximo, os assassinatos dos três, incluindo Genji na sala de visitas, o pensamento de que foram assassinatos simultâneos, onde eles atiraram uns nos outros em padrão no sentido horário ao mesmo tempo é cômico. {p:1:Genji, Kumasawa e Nanjo não são os assassinos}!"""
{f:5:Lambdadelta},"""A armadilha final X para o assassinato da Natsuhi também é muito idiota.{n}{p:1:Aquilo que atirou na Natsuhi não era uma armadilha, foi o disparo de um assassino de verdade, que apontou a arma e puxou o gatilho}! *risos*, minhas condolências...!"""
{f:5:Bernkastel},"""......Pare com isso. Você não deveria dizer algo assim em vermelho. Aquela criança está tentando fazer parecer que ela matou Natsuhi ricocheteando a bala da Natsuhi de volta com sua magia."""
{f:5:Lambdadelta},"""Oh‐hoh‐hoh‐ho, oopsie, você está certa, eu esqueci...! Mesmo as verdades azuis dele para o segundo jogo eram ingênuas demais."""
