Speaker,Brazilian Portuguese (PT)
Ushiromiya Ange,"""Alguémmmmmmmmmm!! Tem alguém aí?! Onii‐chaa{‐}a{‐}a{‐}a{‐}a{‐}a{‐}an!! Uwaaaaahh!!"""
,Ange saiu correndo da casa de hóspedes enquanto chorava.
,Ainda havia alguém vivo na ilha?
,"Quando foi ver o quarto dos primos, ele estava completamente vazio."
,"Contudo, ela lembrou que não havia encontrado o corpo de Battler, George ou Maria."
,O que ela não sabia era se isso significava que eles estavam bem...ou se ela ainda estava para se deparar com seus cadáveres.
Ushiromiya Ange,"""Cadê vocês?! Cadêêêêêêê?! Respondaaa{‐}a{‐}a{‐}a{‐}a{‐}a{‐}a{‐}a{‐}aaam!!"""
,Ela saiu correndo debaixo da chuva.
,Para onde ela estava indo? Ela não tinha rumo algum.
,"A irmãzinha perdida ficou correndo em círculos, procurando por seu irmão."
,Encharcada pela chuva e sozinha......
,.........Logo eu pensei ter ouvido a voz do meu irmão vindo além de um arbusto.
,"Não, não foi apenas a sua voz. Eu ouvi as vozes do George onii‐chan e da Maria onee‐chan também."
,"Eu gritei o mais alto que pude para eles me ouvirem, mas ninguém respondeu."
,Mas agora está tudo bem. Eles estão bem ali. Do outro lado desta cerca.
,Eu meio que conseguia vê‐los através dela.
,Eu corri fazendo a volta na cerca e me deparei diante de uma espécie de depósito ou galpão.
,Deve ser o depósito de ferramentas do jardim de rosas.
,Os três estavam na frente do jardim.
Ushiromiya Ange,"""Onii‐chan...!!"""
,"Eu gritei, mas minha voz não chegou até eles.{n}Mesmo tendo gritado tão alto?"
,Tem algo muito estranho nisso.
,"......Quando as pessoas ouvem uma vez, mesmo quando fingem que não ouviram nada, seus corpos tendem a demonstrar um leve sinal de que a notaram."
,Mas não havia sinais disso nos três.
,"Mesmo eu tendo gritado tão alto, .........realmente não havia chegado aos seus ouvidos."
,"No momento em que entendi isso, ......minha corrida até eles foi interrompida."
,"Embora aparentasse que estivéssemos no mesmo mundo, .........na verdade, estávamos em mundos completamente diferentes."
,Como uma televisão... Ou estaria mais para fantasmas...?
,"Eu conseguia vê‐los claramente, ......mas até onde eles tinham noção, eu não existia."
,"......Afinal, veja."
,"Mesmo se eu ficar bem na frente deles, ......seus olhos não conseguem me ver."
,Será que eu conseguiria tocá‐los se tentasse? ......E se minha mão passasse direto através deles...
,"Esse pensamento me deixou tão apavorada......que eu não consegui fazer mais nada além de permanecer em estado de choque, mesmo estando tão próxima deles..."
Ushiromiya Battler,"""Merda...!! Eu não estou entendendo mais nada...! Alguém deve mesmo ter se infiltrado na ilha!! E essa pessoa massacrou a família Ushiromiya!"""
Ushiromiya Maria,"""......Não importa o quanto nos tranquemos, alguém sempre é morto.{n}......Uu! É mesmo obra de uma bruxa!"""
Ushiromiya George,"""Pessoal, vamos nos acalmar...! Vamos nos acalmar e pensar. ......Não existe mais ninguém nesta ilha exceto aqueles com relação direta à família Ushiromiya."""
Ushiromiya Battler,"""Isso não faz sentido...! Afinal, acabamos de presenciar diversos assassinatos que seriam impossíveis para nós!"""
Ushiromiya George,"""......Bem, isso é verdade...... Mas será mesmo? Talvez tenhamos deixado algo passar despercebido."""
Ushiromiya Maria,"""Despercebido?"""
Ushiromiya George,"""Por exemplo...... .........Isso mesmo, alguém que estivesse se fingindo de morto! Por sermos os únicos nesta ilha, o culpado deve ser um de nós. Isso significa que alguém que pensamos estar morto, forjou a própria morte...!"""
Ushiromiya Battler,"""Aniki, isso é impossível! Cada um dos cadáveres foi examinado! Não tem como alguém ter falsificado isso!"""
Ushiromiya George,"""Eu não quero imaginar isso, ...mas e se as inspeções dos corpos......também tiver sido forjada?"""
Ushiromiya Maria,""".........Uu...?"""
Ushiromiya George,"""O que posso concluir com isso é: há múltiplos culpados desde o começo. Um bancou o morto, e o outro mentiu e confirmou que o primeiro culpado tinha morrido. Então, o culpado que se passou por vítima cometeu os crimes, criando a ilusão de que um estranho teria se infiltrado na ilha...!"""
Ushiromiya Battler,"""Você ainda......suspeita que alguém da família Ushiromiya seja um dos culpados?!"""
Ushiromiya George,""".........O doutor Nanjo foi morto. ......Como ele foi morto, creio ser seguro afirmar que ele não era o culpado. E também podemos considerar suas examinações médicas como sendo as mais confiáveis."""
,"Sendo assim, provavelmente podemos assumir que as pessoas cuja as mortes foram confirmadas por ele são quase que certas."
,Quem ele conferiu?
,O corpo de Genji.{n}Os corpos de Krauss e Natsuhi.{n}O corpo de Shannon.{n}Os corpos de Gohda e Kumasawa.
Ushiromiya George,"""Vamos voltar a pensar nos corpos da sala de jantar. Das seis vítimas, o doutor Nanjo só examinou o Genji‐san."""
Ushiromiya Maria,"""......Mas o resto de nós não conferiu nossos próprios pais?"""
Ushiromiya George,"""Sim, mas ele não chegou a verificá‐los pessoalmente."""
Ushiromiya Battler,"""Do que está falando?! Como que nossos próprios pais poderiam ter sobrevivido depois de serem mortos daquela forma?!"""
Ushiromiya Battler,"""Seja como for, o que acha que está dizendo, George‐aniki?! Isso não significaria que um de nossos pais é culpado?! Isso é loucura!!"""
Ushiromiya Battler,"""Eles foram mortos logo no começo, e tantos deles...! Como pode chamá‐los de criminosos dessa forma?! Eu não permitirei, nem mesmo você, que suspeite e difame nossos pais depois deles terem sido mortos...!!"""
Ushiromiya George,""".........Me‐.........Me desculpe......"""
Ushiromiya Maria,"""......A mamãe da Maria morreu mesmo. Então, quer dizer que os pais do George onii‐chan ou do Battler são os culpados?"""
Ushiromiya George,"""Vamos parar com isso, Maria‐chan...... Eu posso ter me deixado levar um pouco..."""
Ushiromiya Maria,"""O George onii‐chan não poderia ter matado a Shannon."""
Ushiromiya Battler,"""Chega disso...! Nenhum de nós matou a nossa família, ouviu?!"""
Ushiromiya Maria,"""Então, não acho que o George onii‐chan poderia ter mentido e dito que seus pais morreram, não se eles estivessem vivos. .........Não teria como ele ajudar em um crime onde a Shannon seria morta."""
,"Calma, ......como se estivesse respondendo um quiz ou um enigma, Maria falou para George."
,"Então, com uma expressão vazia em seu rosto, ela se virou para Battler e falou."
Ushiromiya Maria,""".........Battler, você viu os cadáveres da sua mãe e seu pai, certo?"""
Ushiromiya Battler,"""Sim, eu os vi!! Todos nós vimos!! Aqueles lamentáveis e manchados de sangue......!!"""
Ushiromiya Maria,"""Acho que está mentindo."""
Ushiromiya Battler,"""Quê?! De onde tirou isso?!"""
Ushiromiya Maria,"""Porque, dessa forma, tudo faz sentido. ......No momento em que fomos até a sala de jantar, seus pais estavam vivos. Um deles matou a tia Natsuhi e o tio Krauss, se trancou por dentro e ficou esperando no quarto. ......O outro assumiu os assassinatos em seguida."""
Ushiromiya Maria,"""......Para penetrar o quarto fechado da casa de hóspedes, eles precisavam de um cúmplice que estivesse dentro. Esse era você. ......Isso explica tudo."""
Ushiromiya Battler,"""C‐Chegaaaaaaaaaaaaaaaaa!!!"""
Ushiromiya George,"""P‐Pare, Battler‐kun...! Você também, Maria‐chan...!"""
Ushiromiya Maria,"""Finalmente, todas as peças do Lobos e o Enigma do Carneiro se juntaram na minha cabeça. .........Os culpados são os membros da família do Battler. Uu. ......Acertei?"""
Ushiromiya Battler,"""D‐Do que está falandooooooo?!!!"""
,"{a:c:""Correto.""}"
,"A voz veio por trás de Ange. Ela se virou, surpresa."
,"......Lá, cobertos de sangue, ......mas com expressões animadas, ......estavam Rudolf e Kyrie."
Ushiromiya George,"""Tio Rudolf, tia Kyrie, .........E‐Estou feliz que estão v—"""
,"Logo após dizer esse tanto, George percebeu o significado de suas palavras e seu rosto se contorceu em uma expressão de choque e terror."
,"Maria não estava surpresa. Entretanto, ela não demonstrou alegria por ter dito a resposta certa."
,Quanto a Battler...
,......Ange...viu.
,A terrível expressão...que ela nunca esqueceria durante toda a sua vida.
,Era o...sorriso de um demônio.
,"Um hediondo demônio, o qual ela jamais conseguiria olhar novamente para seu rosto distorcido em um sorriso de ponta a ponta, e o quão horrível era..."
,...o que ela viu estampado......na face de seu irmão......
,Rudolf e Kyrie ergueram suas armas e as seguraram atrás dele.
,"Os canos das armas estavam apontadas para a testa de George, quem estava vacilando para trás, e Maria, que estava sorrindo como se não se importasse com o que estava acontecendo."
,O flash de um raio e o estrondo de um trovão. Nada mais pôde ser ouvido.
,"Então, como se George e Maria tivessem trincado devido ao estouro, ......as cordas que os seguravam foram cortadas."
,"Dois bonecos caíram sobre poças, fazendo a água saltar...e deixaram de se mover......"
Ushiromiya Ange,"""......Pa‐......Pai... ......Mãe........."""
,Tudo isso aconteceu diante dos olhos de Ange...
Ushiromiya Rudolf,"""Heh...ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}haha!!"""
Ushiromiya Kyrie,"""Eheheheheheh, haha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}haha!!"""
Ushiromiya Battler,"""Ihihi{0}hi{0}hi{0}hi{0}hi{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}haha!!"""
,"Ange, que permanecia junto deles, não era vista por seus olhares."
,"Eles gargalharam, sendo suprimidos pelos risos. Então, diante de Ange, eles começaram a fazer piada e se parabenizarem por terem ido tão longe nos assassinatos."
,"Os três rostos hediondos......as faces de sua família......fizeram Ange querer chorar e vomitar ao mesmo tempo, fazendo‐a sentir como se fosse sufocar."
,"Ange saiu correndo, cobrindo sua boca."
,"Ela queria fugir, o mais rápido possível, daquelas horrendas risadas que vinham da sua família."
,Ela então escorregou e caiu de cara contra uma poça de lama.
,Ange não tentou se levantar.
,"Na verdade, ela optou por cobrir seus ouvidos para bloquear as horrendas risadas que ainda continuava a ouvir."
,"Enquanto fazia isso, .........das sombras da cerca e arbustos daquele jardim de rosas tingido de preto, ......diversas coisas pretas começaram a surgir."
Ushiromiya Ange,"""...............?!?!"""
,"Ange olhou ao seu redor, atônita.........em ver aquelas ominosas figuras negras que continuavam a aparecer de todos os cantos do jardim...e lentamente começavam a cercá‐la."
,Era uma.........multidão de pessoas com cabeças de cabra.
,Suas roupas eram todas diferentes.
,"Algumas usavam ternos, outras estavam vestidas mais casualmente. Entretanto, todas estavam cobertas pela escuridão, e todas elas tinham cabeças de cabra."
,"Ange, atordoada, acidentalmente deixou que suas mãos caíssem de seus ouvidos."
,Agora ela já não conseguia mais ouvir aquela risada.
,"Porém, eu seu lugar, ......ela pôde ouvir as palavras proferidas pelas cabras."
,‘............Kyrie e Rudolf são os culpados.’
,‘Battler é o culpado...... Battler é o culpado......’
,‘......Teoria do Battler culpado. Teoria da família assassina do Battler......’
,"Enquanto as cabras continuavam a murmurar com vozes sinistras, ......elas cercaram Ange e começaram a se aproximar."
,"Pressionando pelos lados, cada um falando sobre como a família de Ange era culpada......"
,".........No começo, todos haviam se juntado na teoria da Eva culpada."
,"A única sobrevivente de Rokkenjima que havia conseguido quase toda a riqueza para si, por isso era uma teoria natural."
,Por que Ushiromiya Eva era a única que escapou para Kuwadorian? E por que ela se recusou de forma tão obstinada a nunca contar o que aconteceu naquele dia?
,Ficou decidido que a teoria da Eva culpada explicaria tudo isso.
,"Contudo, quando Eva morreu adoecida, e as pessoas aprenderam que sua vasta riqueza, construída sem escrúpulos, iria para Ange, a opinião pública — ou melhor, as Falsificações — criaram uma nova teoria de culpado que acabou se espalhando."
,"Por isso que.........surgiu a ""Teoria da família assassina do Rudolf""."
,"Se era normal que todos viessem para as conferências familiares, por que Ange foi a única que não compareceu naquele ano?"
,Teria a família de Rudolf algum motivo para não levar a jovem Ange junto?
,"Eles levaram Battler, mas ele não era filho de Kyrie."
,"Então, quando foi revelado por algumas revistas que a família de Kyrie tinha uma ligação íntima com uma grande organização de gangster, todos os olhares se direcionaram para ela de uma hora pra outra."
,"Assim, quando veio à tona a verdade despida sobre como Rudolf fez diversas práticas fraudulentas nos seus negócios, quase que imediatamente, o casal se tornou as pessoas mais suspeitas da ilha."
,"A empresa de Hideyoshi e Eva poderia ter problemas, mas ao menos eles operavam dentro das leis."
,"Contudo, quanto mais a empresa de Rudolf era investigada, mais sujeira era encontrada debaixo do tapete."
,"Além disso, problemas acerca da venda de ingressos na época que Rudolf e Kyrie eram estudantes também testemunhava isso. Estava claro que eles eram mais suspeitos que a família de Eva."
,"E assim, em pouco tempo, ......a ""Teoria da família assassina do Rudolf"" eliminou as outras teorias conspiracionistas, incluindo a teoria da Eva culpada, e reinou como sendo a maior de todas."
,......Não foi porque ela realmente era mais plausível que a teoria da Eva culpada.
,As pessoas simplesmente ficaram cansadas da velha teoria e buscaram por uma nova sensação......
,A forma das cabras parecia se ondular e distorcer.
,"O céu rapidamente ficou branco, ......transformando‐se em um céu iluminado por lâmpadas fluorescentes."
,"As cabras mudaram completamente, .........assumindo a forma de garotas......usando máscaras de cabras."
,Todas as garotas vestiam as mesmas roupas.
,Era um uniforme. ......O Uniforme da Academia St. Lucia.
,‘......Ouviu que os verdadeiros culpados eram o Rudolf e a Kyrie?’
,"‘Ah, ouvi, sim! Sim, eu sabia que tinha algo estranho neles deixarem aquela criança pra trás!’"
,‘A própria Ushiromiya Eva não disse que tinha sido envenenada?! Não é óbvio quem está por trás disso?!’
,"‘Deve ser bom pra ela. Conseguiu toda a riqueza da família só pra si, né?’"
,"‘Eu sempre soube que a ""Teoria da família assassina do Rudolf"" estava certa!’"
,‘Sempre pensei que tivesse algo estranho sobre a Ushiromiya‐san!’
,‘Nós sempre achamos ela estranha. *risos*risos*.’
,‘*risos*risos*risos*risos*.’
,‘Rudolf e Kyrie fizeram tudo.’
,‘O Battler também não participou?’
,‘Teoria da família assassina do Rudolf!’
,‘Rudolf e Kyrie são os culpados!’
,"‘Eles tentaram ficar com toda a grana pra eles, mas falharam e ela caiu nas mãos da Eva—’"
,"‘Mas no fim, Ushiromiya Ange ficou com tudo mesmo, não?’"
,"‘Rudolf e Kyrie são culpados, isso é óbvio!’"
,‘Teoria da família assassina do Rudolf!’
,"‘Rudolf, Kyrie e Battler mataram todo mundo!’"
,"‘Rudolf, Kyrie e Battler mataram todo mundo!!’"
,"‘Estão dizendo que foi a sua família, Ushiromiya‐san!’"
,"‘O que acha disso? Qual é, diz aí!’"
,"‘Mas no fim, você ficou com toda a grana, não foi?!’"
,"‘Mesmo em seu final, a Ushiromiya Eva nunca contou nada, né?!’"
,‘Eu sempre soube que tinha algo errado com essa garota!’
,‘Isso explica por que a Eva odiava tanto ela!’
,"‘Ei, ei, diz aí, diz o que você acha!’"
,"‘Ela é mesmo estranha, né?’"
,"‘Ao menos diga o que acha dessa teoria, nojentinha!!’"
,Uma lâmina de ar passou por mim enquanto eu estava agachada segurando a minha cabeça.
,"Em um flash, a ilusão das garotas com cabeças de cabras, que estavam me cercando, foi despedaçada."
,"......Eu estava curvada em uma poça de água no jardim de rosas, cercada por cabras."
,"Mas então, as cabras foram partidas ao meio, com seus torsos deslizando para o lado."
,Foi como ver um mestre espadachim cortando bambus.
,"{a:c:""Por aqui......!""}"
,"A voz veio......daquele gato preto.{n}O gato preto com um sininho, que havia me guiado até aqui."
