Speaker,Brazilian Portuguese (PT)
Ushiromiya Battler,"""Ei, pessoal, bom trabalho terminando ""Umineko no Naku Koro ni""! Puxa, eu ainda não faço ideia do que estava acontecendo quando a história terminou!"""
Ushiromiya Jessica,"""Então, o que aconteceu? Foi basicamente um ""{i:bad ending}"", onde o tempo acaba antes do culpado ser exposto?"""
Ushiromiya Maria,"""Uu. Definitivamente um {i:bad ending}. Uu."""
Ushiromiya George,"""Eu também acho. A carta da {f:5:Beatrice}, a qual a Maria‐chan leu no primeiro dia, nos dizia como resolver o enigma do epitáfio. Nós estávamos tão ocupados tentando nos proteger e encontrar o culpado que nem prestamos atenção nisso."""
Shannon,""".........Sim, é verdade. Se nós tivéssemos tentado resolver o epitáfio, tenho certeza que as coisas acabariam diferentes."""
Ushiromiya Battler,"""Eu me pergunto o mesmo. Shannon‐chan, você fez um bom trabalho também!"""
Ushiromiya Battler,"""Você não precisa ser a nossa garçonete e servir chá. Afinal, essa é uma festa de encerramento. Como parte do grupo que se deparou com uma morte horrível, vamos nos dar bem e lamber as feridas um dos outros~! Lambelambelam~be!!"""
Ushiromiya Jessica,"""Falando em um destino horrível, a Shannon nos deixou bem surpresos, não deixou? Ela era uma personagem tão linda, então eu pensei que ela fosse sobreviver até o final, mas ela foi morta logo no início, e além disso...o que foi aquilo? Metade do seu rosto foi esmagado, não? Aquilo foi horrível!"""
Shannon,"""............Era o meu papel, por isso, bem,......não havia como ser de outro jeito..."""
Kanon,"""...Nee‐san, você não precisa se preocupar com isso. Jugando pelo epílogo final, até mesmo a madame e os outros tiveram uma morte consideravelmente trágica."""
Ushiromiya George,"""Ahahaha... Parece que foi mesmo. Eu acho que me lembro de ver essa imagem horrível, como se todo o meu corpo tivesse sido devorado e desmembrado."""
Ushiromiya Battler,"""Falando nisso, você não acha que o Kanon‐kun teve os últimos momentos mais legais de todos? Mesmo que a mesa estivesse virada contra ele, foi um confronto direto com o culpado, não foi? É muito melhor do que os nossos últimos momentos completamente confusos!"""
Kanon,""".........Embora, no fim, eu não tenha sido páreo para ela."""
Shannon,"""Mesmo assim, ...eu acho que a morte do Kanon‐kun foi uma grande dica. Quero dizer, por causa dela, ficou claro que existe uma 19ª pessoa."""
Ushiromiya George,"""Sim. Naquele momento, a localização de todos era óbvia. Então é impossível para qualquer um, além de uma desconhecida 19ª pessoa, ter matado o Kanon‐kun."""
