Speaker,Brazilian Portuguese (PT)
,O barco balançou bruscamente.
,Parece que chegamos na ilha.{n}O piloto do barco apareceu e pulou para o atracadouro com uma corda de amarração.
,Um homem grande vestindo um smoking estava esperando por nós com um caloroso sorriso no rosto.
,"......Eu não sei quem ele é, mas, julgando pelas suas roupas, acho que é um dos serviçais que servem ao chefe da família Ushiromiya."
Gohda Toshiro,"""Bem‐vinda de volta, ojou‐sama. Você estava demorando, então eu comecei a ficar preocupado."""
Ushiromiya Jessica,"""Ah, obrigada por se preocupar! Esse idiota ficou superassustado com o barco. Então tivemos que diminuir a velocidade para ele. Sério, isso foi um saco!"""
Ushiromiya Battler,"""C‐Cale a boca... Eu vou me lembrar disso quando estivermos em outras posições... ugghh."""
,"Nesse ritmo, isso vai se espalhar por toda a família e esse vai ser o assunto principal durante o jantar."
,"Apesar que mesmo sem isso, todos vão estar falando a respeito de mim por causa dos meus seis anos sem aparecer... mas agora eu acabei dando a eles um assunto ainda melhor...!"
,"Merda, por que a família principal tem que viver nessa ilha isolada!"
,"Nesse meio tempo, o barco terminou de ser ancorado.{n}Uma pequena tábua foi baixada para que nós pudéssemos descer."
,"Um por um, nossos parentes desceram do barco."
Gohda Toshiro,"""Vocês devem estar cansados por causa desta longa viagem. Madame, por favor, me permita ajudá‐la."""
Ushiromiya Eva,"""Obrigada. Já faz um tempo, Gohda‐san, como tem passado?"""
Gohda Toshiro,"""Obrigado pela sua preocupação. É sempre um prazer servi‐los."""
Ushiromiya Kyrie,"""Battler‐kun, essa é a primeira vez que você se encontra com o Gohda‐san, não? Se não estou enganado, você não trabalhava aqui há seis anos trás, certo?"""
Gohda Toshiro,"""Sim. Por isso, me permita cumprimentá‐lo pela primeira vez. É uma honra poder lhe conhecer, Battler‐sama."""
Ushiromiya Battler,"""......Eu estou bastante confiante da minha altura, mas você também é bem alto. ...Sem dúvida, esse é mesmo o nosso primeiro encontro. Se eu já tivesse encontrado com um cara do seu tamanho, eu nunca me esqueceria...!"""
Ushiromiya Battler,"""Prazer em conhecê‐lo. Meu nome é Battler."""
Gohda Toshiro,"""O seu retorno foi imensamente aguardado. Eu estou trabalhando para a família Ushiromiya desde o ano retrasado; meu nome é Gohda ({p:0:郷田}), ao seu dispor."""
Gohda Toshiro,"""É um prazer conhecê‐lo. Se tiver qualquer coisa que você precise, fique à vontade para pedir para mim."""
Ushiromiya George,"""Gohda‐san, já faz algum tempo."""
Gohda Toshiro,"""Já faz bastante tempo, George‐sama. Por favor, me deixe ajudá‐lo."""
Ushiromiya Hideyoshi,"""Como de costume, você é um profissional em receber as pessoas... Se você precisar de um trabalho, é só me dar um grito, certo? Eu posso te contratar a qualquer hora!"""
Gohda Toshiro,"""É uma honra ouvir isso. Por favor, me permita ajudá‐lo, Hideyoshi‐sama."""
,"Gohda‐san estendeu a mão para cada um que desembarcava, cumprimentando todos que passavam."
,Sua forma de falar e as suas boas maneiras são refinadas como a de um profissional.
,"Ele é muito educado, o que contrasta com a sua aparência inicial de parecer rude."
,"O fato dele ser bem grande o torna um pouco assustador à primeira vista, mas ele é muito mais educado do que a minha primeira impressão me levou a acreditar."
,"Ele disse ter começado a trabalhar nesta ilha dois anos atrás, mas sem dúvida, ele já trabalhou em algum outro lugar semelhante antes."
,"Depois que todos desembarcaram, a corda usada para ancorar o barco foi desamarrada e o barco começou a se afastar do atracadouro."
,Ele provavelmente está retornando para o porto de Niijima.
,O capitão se despediu acenando para nós.{n}Maria conscientemente acenou de volta.
Ushiromiya Battler,"""............Hmmm, acabei de perceber o porquê de eu estar achando que falta alguma coisa aqui. Eu não consigo ouvir o pipilar das gaivotas."""
Ushiromiya Jessica,"""Gaivotas? Os pássaros?"""
,"Eu me lembro de que sempre que eu vinha para esta ilha, as gaivotas nos davam as boas‐vindas com seus alegres ""nyaa nyaa""."
,"E por causa disso, sempre que eu ouço o pipilar de uma gaivota em qualquer outro lugar, eu tenho o sentimento de que estou na conferência de família."
,"Exceto pela pequena parte da ilha onde fica a casa em que o chefe da família Ushiromiya vive, Rokkenjima foi mantida intocada, aparentemente transformando ela em um paraíso para pássaros selvagens."
,"Parece que uma falésia do outro lado transformou‐se em uma colônia de gaivotas e, por causa disso, a ilha está sempre repleta delas."
,Eu me sinto um pouco solitário pelo fato das gaivotas não terem vindo nos receber.
Ushiromiya Rosa,"""O que houve, Battler‐kun?"""
Ushiromiya Battler,"""Ah, tia Rosa. ...Não, não é nada — eu só estava comentando que eu não consigo ouvir as gaivotas, isso é um pouco solitário."""
Ushiromiya Rosa,"""Ora, você tem razão. Elas costumavam ser sempre tão animadas, mas não estou conseguindo ver nenhuma hoje."""
Ushiromiya Maria,"""......Uu? Por que não tem gaivotas?"""
Ushiromiya Rosa,"""Hmmm, talvez elas estejam se reunindo em algum outro lugar? Maria, você quer ver as gaivotas?"""
Ushiromiya Maria,"""Uu, eu quero."""
Ushiromiya Battler,"""O que aconteceu para todas elas desaparecerem? Talvez a Jessica tenha feito {i:yakitori} com tooodas elas e comido!"""
Ushiromiya Maria,"""......Uu?!"""
Ushiromiya Jessica,"""Que diabos, não diga coisas perturbadoras como essa! Você vai deixar a Maria confusa!!"""
Ushiromiya Maria,"""Uu‐uu‐uu! Jessica onee‐chan transformou elas em {i:yakitori}, transformou elas em {i:yakitori}! Uu!!"""
Ushiromiya Jessica,"""Eu não fiz isso, eu não fiz isso! Por que eu faria uma coisa dessas?!"""
Ushiromiya Battler,"""Isso mesmo, isso me~smo, a Jessica transformou todas elas em {i:yakitori}! A pele em almôn~degas, o fígado em cebo~las!"""
Ushiromiya Maria,"""Pele em alm~ôndegas! Fígado em cebo~las!! Uu‐uu‐uu! Ahaha, ahaha! *risos*risos*!"""
,"Eu comecei a debochar da Jessica, e a Maria se juntou a mim e parece estar se divertindo."
,"Ooh, ela é do tipo que entra no mesmo clima dos outros!{n}Certo, a partir de hoje, eu vou fazer de você a minha seguidora número um!"
,"Eu sorri para ela, e ela sorriu de volta para mim, eu fico feliz com esse pouco de solidariedade!"
Ushiromiya George,"""Não foi isso, Maria‐chan. Eu ouvi dizer que as aves selvagens estão sintonizadas com o tempo e a pressão atmosférica. E parece que o tempo vai ficar ainda pior essa noite. É possível que elas tenham voltado correndo para os seus ninhos."""
Ushiromiya Maria,"""............Uu. Sem {i:yakitori}? A Jessica onee‐chan não transformou elas em {i:yakitori}?"""
Ushiromiya Jessica,"""Eu não fiz isso, eu não fiz isso!! Eu já disse que nunca faria uma coisa dessas! Vamos, Battler, admita que você estava mentindo!"""
Ushiromiya George,"""Battler‐kun, a Maria‐chan é uma garota ingênua, então ela leva até mesmo piadas a sério. Você deveria escolher as suas piadas com mais cuidado."""
,...O George‐aniki gentilmente me repreendeu.
,"...Mesmo que eu tenha ultrapassado ele na altura, ele ainda merece respeito por ser mais velho. Não tenho escolha a não ser obedecê‐lo e pedir desculpas."
Ushiromiya Battler,"""S‐Sim, foi mal, foi mal... Maria, isso foi só uma piada. É só hoje que as gaivotas estão quietas em seus ninhos."""
Ushiromiya Maria,"""......O Battler mentiu? George onii‐chan, é verdade?"""
,"{i:Eu estava me divertindo, mas na verdade, você só estava me enganando...?}{n}Os olhos puros dela pareciam estar me acusando.{n}......Talvez eu tenha ido um pouco longe de mais."
Ushiromiya Battler,"""Simmmm, isso mesmo. O que o George‐aniki disse é verdade. O tempo não está bom hoje, então elas provavelmente devem ter ido para casa. Não significa que elas se foram, entendeu? Certo, tia?!"""
Ushiromiya Rosa,"""Isso mesmo. Amanhã, quando o tempo melhorar, tenho certeza que elas vão voltar e você vai poder ouvir o ""myaa myaa"" delas."""
Ushiromiya Maria,"""Uu. Vou esperar o tempo melhorar para que elas possam voltar. Esperar até amanhã. Esperar até o tempo melhorar. Uu‐uu!"""
,"O humor da Maria melhorou, e ela começou a esperar ansiosa pelo amanhã, quando as gaivotas vão voltar e preencher o céu."
,"Ainda assim, o George‐aniki é mesmo incrível cuidando de crianças."
,"...Eu me lembro do aniki tomando conta de mim quando eu ainda era só um pirralho, seis anos atrás."
,......O aniki deve ter algum tipo de talento para esse tipo de coisa.
Ushiromiya Rosa,"""George‐kun, você é incrível lidando com crianças. Você poderia trabalhar cuidando de crianças!"""
Ushiromiya Jessica,"""Sim, é como se você tivesse nascido pra isso. Para mim, isso parece mais ""você"" do que trabalhar como presidente no escritório de alguma empresa."""
Ushiromiya George,"""É claro que não. Cuidar de crianças é um {i:trabalho} muito respeitável. Mas não é algo que você possa fazer só por gostar de crianças."""
Ushiromiya Rosa,"""Você é mesmo modesto, George‐kun. Mas, Battler‐kun, você também é muito bom com crianças, sabia? Pouco antes, mesmo que por pouco tempo, a Maria parecia estar se divertindo muito. Continue brincando com ela como você fez há pouco. Só escolha as suas piadas com mais cuidado, certo? *risos*."""
,"A tia Rosa piscou para mim, enquanto ria um pouco."
,"Uma mãe de verdade, eu pensei comigo mesmo, que fica feliz em poder ver a Maria feliz."
Ushiromiya Rudolf,"""Ei, Rosa. Vocês também, pirralhos, o que vocês estão fazendo aí?! Vamos logo!"""
Ushiromiya Rosa,"""Tá, tá, já estamos indo."""
,O velho desgraçado está fazendo sinal para nos apressarmos.{n}É melhor irmos.
,Não é como se fosse ficar muito tarde para termos a mesma conversa depois que levarmos nossas malas para os quartos.
Gohda Toshiro,"""Bem, pessoal, eu vou levá‐los até a casa de hóspedes onde vocês vão ficar. Por favor, venham por aqui."""
,"O Gohda‐san chamou a todos e começou a nos guiar.{n}A Kumasawa‐san nos acompanhou, indo por último."
,Um serpentino e sinuoso caminho nos levou pela floresta.{n}Subindo uma grande colina.
,"Creio que o caminho tenha sido feito dessa forma para que não se sentisse tanto a subida, mas pessoalmente, eu ficaria muito mais feliz se eles tivessem tido mais coragem e feito uma escada em linha reta."
,"......Sem dúvida, eles fizeram sinuoso por um motivo: dar um ar de ser algo distante e importante..."
,"Depois de um longo percurso, nós vimos degraus feitos com pedras de jardim."
,"...Ahhh, eu me lembro desta parte.{n}Depois de subir aqui, e..."
,"No topo dos degraus de pedra, era possível ver uma bela casa de hóspedes."
,"A fachada era adorável, é claro, mas era muito mais do que isso, ......era impossível não ter nossos corações roubados pelo esplendor do belo jardim de rosas que se propagava antes da entrada."
Ushiromiya Hideyoshi,"""Haah~! Está bonito como nunca este ano... Um verdadeiro deleite para os olhos..."""
,"Ao chegarmos ao topo dos degraus de pedra, as pessoas, recebidas pelo jardim de rosas, deram suas impressões uma por uma."
Ushiromiya Eva,"""As flores não estão menos vívidas esse ano? Deve ser porque o verão não foi quente o suficiente."""
Gohda Toshiro,"""Eu também acredito nisso. Quando comparamos com as florações dos últimos anos, é uma pena este ano estar tão inferior."""
,"Ainda assim, é um jardim de rosas encantador.{n}Eu me lembro que uma grande quantidade de rosas costumava me receber todos os anos, mesmos há seis anos atrás."
,"...Esse jardim de rosas é a primeira coisa que cumprimenta as pessoas que vêm a Rokkenjima. Mesmos os nossos pais, que vêm todos os anos, não conseguem se conter em admirar essa beleza."
,"Além disso, ele parece uma versão aprimorada do jardim de seis anos atrás que eu tenho em minhas memórias."
Ushiromiya Kyrie,"""Esse lugar é sempre incrível. Seria maravilhoso poder ter um jardim de rosas como esse na minha casa."""
Ushiromiya Rudolf,"""Desista — quem você acha que vai acabar cuidando dele? Rosas são um saco, cheias de insetos e doenças para se preocupar."""
Ushiromiya Rosa,"""Sim, são mesmo. É mesmo, eu ouvi que a Kyrie nee‐san cuida da ""rosa"" dela todos os dias, para ter certeza de que nenhum inseto a acabe mordendo sem ela saber."""
Ushiromiya Rudolf,"""Hã? Eu nunca ouvi nada sobre isso, do que você está falando?"""
Ushiromiya Kyrie,"""Sim, isso mesmo. Apesar de que, neste caso, é a rosa que vai atrás dos insetos, como uma planta carnívora desagradável."""
Ushiromiya Rudolf,"""...Ah, é disso que você estava falando. Vamos, Rosa, você não pode parar com isso só por hoje? Eu já deixei esse tipo de coisa completamente para trás."""
Ushiromiya Rosa,"""Será mesmo? Afinal, você é um mulherengo quase que em um nível genético...!"""
Ushiromiya Kyrie,"""Não precisa se preocupar, Rosa‐san. Se uma rosa me der muito trabalho, eu corto ela pela raiz."""
Kumasawa Chiyo,"""Hoh‐hoh‐hoh‐ho...que conversa mais assustadora."""
Ushiromiya Hideyoshi,"""Caras que são populares entre as mulheres sempre são forçados a viver com o perigo ao seu lado. Espero nascer um pouco mais bonito na minha próxima vida!"""
Ushiromiya Rudolf,"""Hideyoshi nii‐san, eu já te disse, não é nada disso. ...E Kyrie...pare com isso, você já está me assustando. Está fazendo a minha rosa murchar."""
Ushiromiya George,"""Ei, Maria‐chan, venha ver isso. Essas rosas estão especialmente magníficas."""
Ushiromiya Maria,"""...Rosas são magníficas. ...Uu!"""
Ushiromiya Battler,"""Hmmm~~, elas têm um cheiro bem doce. Olha, essa combina com a minha elegância perfei~tamente."""
Ushiromiya Jessica,"""Ei, não faça isso! A Maria vai tentar te imitar e vai acabar se machucando com os espinhos!"""
,Ela gritou comigo enquanto eu me inclinava exageradamente para poder sentir o aroma das rosas.
,"...Eu pensei que ela estava exagerando, mas quando percebi, eu vi a Maria imitando cada um dos meus movimentos, e assim colocando um largo sorriso no rosto do George‐aniki."
Ushiromiya George,"""Ei, Maria‐chan, tome cuidado. Os espinhos das rosas podem machucar."""
Ushiromiya Maria,"""......Uu? ............George onii‐chan. Esta rosa está estranha. Uu."""
Ushiromiya Jessica,"""Estranha? O que foi?"""
,Maria apontou para uma única rosa.{n}Imediatamente eu entendi o motivo dela ter achado estranha.
,"No meio de todas aquelas magníficas rosas, havia apenas uma única rosa que estava murcha."
,Não tem nenhum motivo específico para isso.{n}Algumas rosas florescem e outras murcham.
,"Isso é tudo, mas a Maria parecia estar muito preocupada sobre o motivo de ter apenas uma rosa enferma no meio de um grupo de rosas saudáveis."
,...Ela deve estar sentindo como se alguém a tivesse deixado para trás.
Ushiromiya George,"""Então, você está triste por essa rosa ser a única que não está saudável...?"""
Ushiromiya Maria,"""......Uu. As outras estão saudáveis, mas essa é a única triste."""
Ushiromiya Jessica,"""Bem, elas florescem e murcham, cada uma no seu ritmo. Aposto que a única razão para ela já estar murcha é porque ela floresceu antes de todas as outras."""
Ushiromiya Battler,"""Sim, isso mesmo. Ela provavelmente já floresceu em todos os lugares, e agora que cumpriu o seu dever ela foi descansar. Você não deveria ficar tão preocupada com isso."""
Ushiromiya Maria,""".........Uu."""
,Parece que a pura e sensível natureza da Maria faz com que ela sinta uma dor emocional por ver aquela única rosa murchando.
,"Mesmo que ela entenda a lógica disso, ainda é algo solitário para ela."
Ushiromiya George,"""Certo, Maria‐chan, por que você não fica cuidando dessa rosa até irmos embora?"""
Ushiromiya Maria,"""Uu?"""
,O George‐aniki se abaixou e procurou algo no seu bolso.{n}Ele pegou o papel da bala que havia comido durante a viagem de avião.
,"Ele torceu de forma que virasse uma pequena corda, e gentilmente amarrou a rosa, como uma forma de marcá‐la."
Ushiromiya Jessica,"""Até que ela ficou bem bonita!"""
Ushiromiya George,"""Vamos usar isso para identificá‐la. Mais tarde, você pode vir aqui e dar um pouco de água para ela. Tenho certeza que a rosa vai ficar feliz."""
Ushiromiya Maria,"""......Uu! Vir dar água pra ela!"""
Ushiromiya George,"""Acho que você deveria dar um nome para a rosa. Tenho certeza que isso vai fazer ela feliz, e você será capaz de entendê‐la um pouco melhor também."""
Ushiromiya Maria,"""Nome...? Nome.........Uu...uu..."""
,"Embora ela ainda estivesse com a sua cara aborrecida, Maria cruzou os braços e começou a considerar isso atentamente."
,"Ao menos, ela parecia ter sido completamente puxada para fora de sua tristeza. Muito bem, aniki."
Ushiromiya Jessica,"""O George nii‐san sempre foi bem compreensivo. Eu não posso deixar de respeitá‐lo."""
Ushiromiya Battler,"""É mesmo. Acho que ele tem um dom pra isso. Precisamos aprender algumas coisas com ele depois!"""
Ushiromiya Hideyoshi,"""Esse jardim já era assim quando vocês eram crianças?"""
Ushiromiya Eva,"""Foi só quando eu saí de casa que ele ficou assim. Embora eu admirasse mais o jardim mais rústico que havia antes. O nii‐san perde tempo demais com ele, fora o seu gosto questionável. Era muito melhor da forma como era antes."""
Ushiromiya Hideyoshi,"""Eva, você precisa pensar positivamente! Não importa como se olha, ele está tão lindo que deve ser admirado. Você é capaz de relaxar bastante se olhar para ele assim."""
Ushiromiya Eva,"""Não foi o que eu quis dizer... Eu só estava dizendo que eu gostaria que você pudesse ter visto o maravilhoso jardim antigo."""
Gohda Toshiro,"""Pois bem, pessoal, se me permitem. Eu vou levá‐los até os seu quartos agora."""
,"O Gohda‐san chamou a todos, perguntando se já estávamos prontos, mas nossos corações haviam sido completamente roubados pelo jardim de rosas, após passarmos um ano sem vê‐lo, e nem demos ouvidos."
,"Como não estamos viajando em grupo, não é como se precisássemos seguir um cronograma rigoroso."
,"Além do mais, para os nossos pais, esse é o encontro deles com a casa onde nasceram, por isso, ele não se sentem obrigados a se apressarem por causa de ninguém."
,"Compreendendo a situação, o Gohda‐san continuou a esperar, com um grande sorriso, até que nossos pais perdessem o interesse nas rosas e dissessem para nos levar até nossos quartos..."
Ushiromiya Hideyoshi,"""Ora...! Eiiii! Se não é o Kanon‐kun! Há quanto tempo, como tem passado?!"""
,O tio Hideyoshi deu um berro repentino.
,"Na direção que ele estava acenando, .........havia um garoto esguio."
,Encontrá‐lo após ter encontrado um homem grande como o Gohda provavelmente enfatiza a sua baixa estatura.
,"O garoto estava transportando diversas ferramentas de jardinagem, empilhadas em um carrinho de mão."
,"Quando ele percebeu que estava sendo chamado, ele parou seu carrinho, tirou seu chapéu e nos cumprimentou, fazendo uma reverência com sua cabeça."
Kanon,""".................. .........Bom dia."""
,"...Ele provavelmente deveria ser mais novo que eu.{n}Eu percebi pela atmosfera que o cercava, que ele também devia ser um serviçal."
,"Embora ele tivesse cumprimentado o tio Hideyoshi, ele parecia ser um pouco antissocial."
,Foi uma saudação que carecia de sentimento.
,"Quando o Gohda‐san percebeu que o nosso interesse havia se voltado pare ele, logo ele foi até o garoto para apresentá‐lo para nós."
Gohda Toshiro,"""Battler‐sama, me permita apresentá‐lo. Ele é um dos serviçais que serve ao chefe da família Ushiromiya. ...Kanon‐san, cumprimente nossos hóspedes."""
Kanon,"""..................Prazer em conhecê‐lo. Eu sou um dos serviçais............Kanon ({p:0:嘉音})."""
,"É, minha primeira impressão sobre ele não estava errada — ele passa a impressão de ser antissocial, ou talvez não seja bom com as palavras."
,"O que contrasta com o Gohda‐san, que é um serviçal extremamente educado. Era impossível não sentir a imaturidade que você espera vinda de alguém da sua idade."
,"Quando o Gohda‐san sussurrou para que ele se apresentasse melhor, o garoto, de nome Kanon, apenas olhou para baixo."
Gohda Toshiro,"""Kanon‐san. Você poderia ao menos cumprimentá‐los melhor...?"""
Kanon,"""............Não posso. ............Porque nós......somos apenas mobílias."""
,"Parece que ele não está se recusando a nos cumprimentar por falta de educação, mas sim, porque ele passou a impressão de que não sabia o que mais poderia acrescentar ao seu cumprimento, e não pôde fazer mais nada além de ficar em silêncio."
Ushiromiya Jessica,"""Ah, hm, o Kanon‐kun é um homem de poucas palavras. Ele pode não ser muito sociável, mas no fundo, é uma ótima pessoa! Não o entendam mal...!"""
Ushiromiya Jessica,"""Você está trabalhando aqui há três anos, certo? Então você está aqui há um ano a mais que o Gohda‐san, certo, Kanon‐kun?"""
,"Mesmo que ele não tenha passado uma péssima primeira impressão, a Jessica rapidamente o apoiou."
,"...Entendo, aparentemente ele é insociável assim durante o tempo inteiro."
