Speaker,Brazilian Portuguese (PT)
,.........Eu não faço ideia do que fazer com tudo isso.
,"Por favor, alguém me explique o que aconteceu ontem de uma forma que eu consiga entender."
,Eu continuei a pegar a comida da cozinha sem permissão.
,O grande refrigerado industrial tinha de tudo.{n}Eu podia comer e beber o quanto eu quisesse.
,......Eu tenho mais do que o suficiente para comer mesmo se o tufão continuar por uma semana.
,"Segurando uma garrafa de vinho em uma das mãos, na qual eu já havia bebido metade, eu estava me perguntando quanto custava aquele presunto curado."
,Me pergunto o quão caro é isso?
,"Cara, vocês, ingredientes, estão sem sorte. Se ao menos tivessem o Gohda‐san para cozinhar vocês, poderiam renascer como uma comida ainda mais incrível."
,"Eu olhei para o relógio. Muito em breve, bateria meia‐noite.{n}5 de outubro, o segundo dia, chegaria ao seu fim."
,.........A insanidade do dia de ontem não parecia ser real.{n}...Isso era como......se nada tivesse acontecido depois daquele teste.
,Nada aconteceu.
,"Nenhuma ligação ou carta.{n}Ninguém veio para me ver, ninguém veio para me atacar."
,Nada aconteceu.
,"Me devolva todo o tempo e energia que eu desperdicei estando no limite. .........Um dia completo, todas as vinte e quatro horas."
,......E aaaabsolutamente nada aconteceu.{n}E tenho certeza que nada vai continuar a acontecer.
,.........Completas vinte e quatro horas...{n}...Eu fui chamado para frente da mansão pela {f:5:Beatrice}.
,"Lá, foi me dado um teste estranho para determinar aquele que iria suceder a liderança ou algo assim."
,"Eu respondi de forma séria, da minha maneira, mas, infelizmente, não parece que nós vamos {i:conseguir} nos ver."
,A {f:5:Beatrice} ficou irritada sem motivo e parou de falar comigo.
,"Eu gritei com ela para dizer algo, mas ela não disse uma palavra."
,"Então, eu perguntei onde a Maria estava, e ela apenas me disse para ir até a capela, e eu fui."
,"Mas que anticlímax surpreendente. ......Mesmo sendo estúpido, ainda era um teste, então ao menos me diga se eu passei ou não, droga."
,"Ela estava tentando dizer algo como ""Bom trabalho, seus resultados vão ser enviados depois"" ou algo assim?{n}......Para com essa merda."
,"De qualquer forma, eu então fui até a capela."
,......Tanto o George‐aniki quanto a Jessica foram mortos depois de falharem em seus testes.{n}Eu não podia deixar a Maria ser morta também.
,"......Além disso, eu pensei que essa poderia ser uma chance de pegar quem quer que fosse que estivesse encarregado de matar a Maria."
,"Quando eu era jovem, a Jessica costumava me dizer que eu teria problemas se eu chegasse perto da capela, por isso eu nunca fui até lá, mas ao menos eu sabia onde ficava."
,"Eu não pude sentir ninguém lá, .........mas havia um monte de chaves jogadas no chão em frente a porta."
,"Eu pensei que pudesse ser uma mensagem para abrir a porta da capela, mas depois de tentar todas as chaves, eu descobri que nenhuma delas servia."
,"Eu também chamei pelo nome da Maria, mas não tive nenhuma resposta.{n}Procurei ao redor da capela, mas havia um limite do que eu poderia fazer em meio à escuridão, com apenas uma lanterna."
,"Eu percebi que aquele monte de chaves poderia ser um conjunto de chaves mestras, que possivelmente abririam as portas da mansão."
,"Não encontrando nenhum sinal da Maria, eu retornei para a mansão."
,A mansão estava envolvida pelo silêncio. E um fedor horrível.
,"Ainda assim, é incrível como humanos são bons em se adaptar."
,"Tecnicamente, o cheiro estava permeando por toda a mansão."
,Mas eu me acostumei completamente com ele e parei de me importar em determinado momento.
,"Não parecia nada mais do que uma casa velha, onde alguém havia queimado um pouco de carne."
,"O fedor me empurrou para trás assim que eu entrei, mas eu o ignorei e decidi seguir em direção à sala de jantar..."
,"......onde encontrei todos os cadáveres que estavam em um estado precário, na qual o Gohda‐san e a Kumasawa‐san haviam hesitado em me dizer os detalhes."
,Eram os restos das primeiras vítimas: a tia Natsuhi e os outros.
,"Cada um deles teve metade suas cabeças completamente abertas, era uma visão tão horrível que mesmo sem saber nada sobre examinar cadáveres, eu podia anunciar com cem por cento de certeza que estavam mortos..."
,"......E acima disso tudo, a parte restante de seus rostos estava normal, por isso foi fácil para eu identificá‐los."
,...Eles eram nada mais do que cadáveres jogados ali.
,"E, finalmente, os cadáveres aqui não eram apenas dos seis do primeiro crepúsculo — eles haviam aumentado, e agora incluíam mais um."
,O sétimo cadáver............era da Maria.
,"Ela estava deitada perto da tia Rosa, como se estivesse dormindo junto com ela."
,...............Eu chorei.
,Diante da morte de uma inocente garotinha. Diante da forma cruel como meu pai e os outros foram mortos.
,"Eu corri pela mansão balançando minha lança‐cabideiro, gritando ""Apareça aqui, seu desgraçado""."
,......Mas não havia absolutamente nenhum sinal de vida.
,"......Pensando que poderiam estar escondidos em algum lugar, planejando me atacar pelas costas, eu saí procurando por possíveis esconderijos, em alguns momentos sendo cauteloso, em outros baixando intencionalmente minha guarda, tentando todo o tipo de coisa, mas no fim, nem mesmo um gato apareceu..."
,"Então, a manhã chegou."
,"......Minha tensão e fadiga, misturadas a minha sonolência, fizeram dela o pior amanhecer."
,Humanos são mesmo incríveis.
,"......Mesmo sem saber onde o assassino está escondido, eu priorizei minha sonolência e fadiga mais do que a preocupação com a minha própria vida."
,"......Nesse momento, eu comecei a me sentir ridículo."
,"Eu ainda andei pela mansão por seis horas até amanhecer, gritando para que alguém aparecesse."
,"Fiz uma meticulosa busca, até me esgotar e chegar a baixar minha guarda.{n}{i:Ainda assim}, ninguém veio me atacar."
,"E, em algum momento, eu simplesmente larguei de mão, dizendo para fazer o que quisesse........."
,"O barco não viria até o tufão passar. Estavam dizendo na televisão que não iria passar até amanhã, então eu tinha um dia inteiro para desperdiçar."
,"A ideia de apenas descansar não parecia muito atrativa, ......por isso, mesmo sabendo que isso poderia deixar a polícia maluca, eu decidi brincar um pouco de detetive."
,"Primeiro: a sala de visitas, onde os primeiros assassinatos aconteceram."
,Os seis que foram mortos no começo realmente davam pena de se olhar.
,"......A arma provavelmente foi uma pistola. Talvez suas cabeças tenham sido partidas por algo poderoso, como um calibre .357 Magnum ou uma shotgun."
,Isso parece um raciocínio válido.
,"Em comparação, a Maria, que era o sétimo cadáver, morreu de uma forma muito mais justa e limpa."
,"De relance, não haviam feridas externas, e não estava claro como ela havia sido morta."
,"Mas haviam sinais de bolhas que tinham espumado pela sua boca, e parecia a típica morte por envenenamento que você costuma ver em seriados de TV."
,A Maria não tinha sido chamada para a capela onde receberia seu teste...?
,"......Então por que ela está aqui, na sala de jantar repleta de cadáveres, deitada ao lado de sua falecida mãe......?"
,"Assumindo que a causa de sua morte foi envenenamento, ......quem o deu para ela?"
,Suas roupas não pareciam desarrumadas. É difícil imaginar que ela foi forçada a injetar veneno em si mesma.
,.........Provavelmente é melhor assumir que ela recebeu uma cápsula com veneno ou algo assim e obrigada a engolir.
,"Dito isso, comparado com os cadáveres violentamente mutilados nesta sala, o da Maria era de longe o mais limpo."
,"Com uma arma, tudo o que você precisa fazer é puxar o gatilho. Mas veneno, seja injetado ou ingerido, requer muito mais esforço."
,"Tendo em vista a natureza brutal do culpado, eu sinto claramente que a morte da Maria recebeu um tratamento especial."
,Por que só a Maria recebeu uma morte como se estivesse indo dormir?
,".........Ela {i:foi} morta, então, nesse sentido, eu ainda me sinto mal por ela — não pode haver dúvidas quanto a isso — mas por algum motivo, a forma como a Maria foi morta, em particular, parece algo muito delicado ao meu ver......"
,"A Maria estava com suas mãos juntas sobre seu peito, da forma como os mortos costumam ficar."
,......A própria Maria teria feito isso antes de morrer......?{n}......Isso não é algo que se costuma fazer depois que uma pessoa morre......?
,"A Maria estava descansando em paz, como se dormisse junto de sua mãe, que estava com a cabeça parcialmente esmagada."
,"......Por algum motivo, esse contraste realmente me incomodou."
,"Certamente há muitos mistérios envolvendo a morte da Maria, começando pela causa da morte..."
,E mais do que qualquer outra coisa.
,"O maior mistério dessa sala de jantar......era o ""alçapão"".{n}......O ""alçapão"" que tanto o grupo do tio Krauss quanto o Gohda‐san haviam mencionado."
,"Depois que os seis foram mortos, mais cinco caíram nesses ""alçapões"" e foram capturados."
,".........O que são ""alçapões""?{n}Aquelas coisas que de repente abrem e você cai, certo......?"
,"O piso estava firmemente colocado com um majestoso carpete, um pouco desgastado."
,......Era claramente uma peça única.
,"Se um alçapão fosse se abrir aqui, ele deveria poder ser visto neste local."
,"......E, de qualquer forma, se tivesse algum truque, como um alçapão, não faria um estalo quando você caminhasse por cima?"
,"Não importa o quanto eu caminhe sobre ou percorra com as minhas mãos tateando pelo carpete, eu simplesmente não consigo imaginar que um alçapão está escondido aqui."
,"Em primeiro lugar, uma coisa seria uma pessoa cair nele, mas foram cinco pessoas."
,"......De tudo que eu pude reunir das histórias deles, cada um caiu em um lugar diferente, por isso, deveriam haver, no mínimo, cinco locais separados com alçapões ocultos."
,...............Então o que isso significa?
,"Essa sala na verdade é feita com alçapões por todo o chão, então apertando um único botão, você poderia abrir um no lugar de sua preferência......algum tipo de engenhoca assim?"
,Esse tipo de mecanismo ridículo seria surpreendente até mesmo em uma mansão ninja.
,"......Mas mesmo assim, se meu pai e os outros ouvissem sobre isso, talvez eles dissessem ""Eu não duvidaria do pai — pode apostar que ele faria algo assim.""."
