Speaker,PS3 Japanese - Censored (JPC)
{f:5:Beatrice},「さて。…お楽しみいただけたか？　此度のゲームは」
{f:5:Bernkastel},「……ここまで一方的なワンサイドゲームだと、見応えを通り越して退屈よ」
{f:5:Beatrice},「くっくっくっく、これはこれは、相変わらずお点が辛い。……退屈を愛さないベルンカステル卿に相応しい迫力ある展開だったと自負していただけにこれは手厳しい」
{f:5:Bernkastel},「…迫力については、まぁ認めるわ。…ただ、フェアなゲームとしては酷いものね。もう少し対等な条件でないと、」
{f:5:Beatrice},「……勝ち目がないと言われるか？　ベルンカステル卿に？　……くっくっくっくっく」
{f:5:Bernkastel},「………………どういう意味かしら。ベアト」
{f:5:Beatrice},「誤魔化さなくても良い。すでに知っておるぞ。…そなたが{i:傍観者でないことは}」
{f:5:Bernkastel},「……………………………」
{f:5:Beatrice},「隠し通せているつもりか。そなたは人の領地まではるばるやって来て、妾の逆の目に張る不届き者よ。妾のゲームを傍観するつもりでいて、妾の敗北に厚く張っておるのだろうが。図星であろう…？」
{f:5:Bernkastel},「………………………。だったら？」
{f:5:Beatrice},「……くっくっくっくっく！　実に面白い！」
{f:5:Beatrice},「あのラムダデルタ卿を退けた最強の魔女、ベルンカステル卿と戦える機会を賜れるとは、本当に愉快よ！！」
{f:5:Bernkastel},「……えぇ。私も愉快よ。そこまで自信満々のあなたがボロボロに負けるところが見たくて、遥々やって来たんだもの」
{f:5:Beatrice},「何と素直なお人なのか。くっくっくっく！！」
{f:5:Beatrice},「それにしても妾と大ベルンカステル卿との対決を、ただのひとりの観戦者もなくというのは、いくらなんでも勿体無いというもの」
{f:5:Bernkastel},「…………………………………。…呼んだのね。あの子を」
{f:5:Lambdadelta},「ほっほっほっほっほ！　見つけたわよぅ、ようやく見つけたわぁ、ベルンカステルぅ！！」
{f:5:Bernkastel},「…………御機嫌よう、ラムダ。あなたも暇ね。…退屈を愛さない同士、再び巡り合うのは運命かしら…？」
{f:5:Lambdadelta},「馬鹿な子ねぇ。私に勝てたのは、ちょっとした運と相性の問題だとどうして気付かなかったのかしらぁ？　それで天狗になって、よりにもよってベアトリーチェに喧嘩を売るとは、身の程知らずもいいとこね？」
{f:5:Lambdadelta},「くすくす、ベアトリーチェは強いわよぅ。私より残酷だしね。ほんのちょびっと！」
{f:5:Lambdadelta},「あとそれと、人のことを勝手にラムダって略さないでー！」
{f:5:Bernkastel},「………ベアトも馬鹿ね。この子はあんたのゲームであってもしっちゃかめっちゃかにするわよ」
{f:5:Beatrice},「ラムダデルタ卿には、決してギャラリーとしてだけお呼びしたのではない」
{f:5:Beatrice},「そなたが妾と逆の目に張っているとお伝えしたら、卿はそなたの逆の目に張ると仰せになられた」
{f:5:Bernkastel},「…………………………あんた、まだ根に持ってるのね」
{f:5:Lambdadelta},「ほっほっほっほ！！　私は宇宙最強の魔女なんだから。でもあんたに負けちゃったから最強じゃないの！」
{f:5:Lambdadelta},「だからあんたと敵対する相手は誰であっても私は味方するんだからー！！」
{f:5:Beatrice},「くっくっくっく！　というわけだ。大ベルンカステル卿が相手ならば、この程度ではハンデにもならぬだろうが、余興には相応しかろう」
{f:5:Bernkastel},「……………好きになさい。…バレてる以上、私も本格的にやらせてもらうわ」
{f:5:Beatrice},「それが良かろう。元より、妾の辞書に手加減の文字はないのでな。くっくっくくくくくくくく！　ラムダデルタ卿、この度の貴重な縁を楽しもうではないか」
{f:5:Lambdadelta},「えぇ、こちらこそよろしくよベアトリーチェ卿！　こいつには私もさんざん煮え湯を飲まされてるの。私たち二人で叩き潰して、二倍でお返ししなきゃ腹の虫が収まんないのよぅ！！」
{f:5:Bernkastel},「…………こちらこそよろしくよ、ラムダ。そしてベアト。…どういう勝敗になろうとも、これは私たちにとってとても有意義な戦いになるわね」
{f:5:Lambdadelta},「そうね。もちろん負ける気はないけど、私たちには勝敗以上に意義がある」
{f:5:Beatrice},「何しろ妾たちは、退屈を愛さない」
,三人の魔女はくすくすと、あるいはけらけらと、あるいはげらげらと笑う。
{f:5:Bernkastel},「……その通りよ。感謝するわベアト。やっと退屈から逃れられそうだわ。せいぜい私を楽しませなさい。ラムダデルタと二人掛かりで」
{f:5:Beatrice},「そうさせてもらうぞ。くっくっくっくっく…！！」
{f:5:Lambdadelta},「そうと決まればベアト、さっそく作戦会議をするわよ！　その子の弱点は知り尽くしてる、それを全て伝授してあげるわ！」
{f:5:Beatrice},「にもかかわらず、ラムダデルタ卿はお敗れになられた、と、くっくっくっく…！」
{f:5:Lambdadelta},「もぉおおおぉ、教えたげない教えたげないッ！　ツーン！」
{f:5:Beatrice},「くっくくくはっははははははは！　…退屈しない御仁であるな、ラムダデルタ卿は」
{f:5:Bernkastel},「…………でしょ？　面倒をよろしくね。あれで寂しがり屋なのよ」
{f:5:Beatrice},「なるほど。今流行りのナントカというヤツか。くっくっく、さすがはラムダデルタ卿。最先端でおられる。くっくくくくくくく」
{f:5:Bernkastel},「もう行きなさいよ。あの子、あなたが追っ掛けて来るの、待ってるわよ」
{f:5:Beatrice},「……それでは失礼しよう」
{f:5:Beatrice},「また次のゲームにて。くっくくくくくくくくく！」
{f:5:Bernkastel},……ごめんなさいね。厄介なのが来たけど、気にしないで。
{f:5:Bernkastel},それより、………ひどいことになったわね。
{f:5:Bernkastel},私もラムダとのゲームで、だいぶ悲惨な末路というのを経験してきたつもりでいるけど、………今回のは、……群を抜いて酷いわ。
{f:5:Bernkastel},…あなたが膝を抱いて心を閉ざしてしまう気持ちもわからなくない。
{f:5:Bernkastel},こんな末路を、あと何度もやられたら、百年を待たずに心が殺されてしまうわ。
{f:5:Bernkastel},……ベアトに看破されてしまったから白状する。
{f:5:Bernkastel},今のあなたは、かつてラムダの世界に囚われていた頃の私にそっくりなの。
{f:5:Bernkastel},過酷な運命の迷路に閉じ込められ、魔女にいいようにいたぶられている。
{f:5:Bernkastel},…私はそこから生まれた魔女。
{f:5:Bernkastel},……だからあなたの姉に当たるのかもしれない。{n}だからあなたに力を貸そうと決めたの。
{f:5:Bernkastel},しかし、…………私の運命に比べても、……あなたのそれは、…あまりにも惨い。
{f:5:Bernkastel},同情どころか、涙までもらってしまいそうな、あまりに悲惨な運命よ。
{f:5:Bernkastel},でも、どうか挫けないで。{n}ベアトになんか決して屈しないで。
{f:5:Bernkastel},確かにあの子のゲームはあまりに卑劣。
{f:5:Bernkastel},ゲーム盤を少しだけ見させてもらったけど、あまりに卑劣かつ狡猾な仕掛けで、その舞台仕掛けの嫌らしさは多分、ラムダデルタのゲーム盤のそれを遥かに上回るわ。
{f:5:Bernkastel},しかも恐ろしいことに、あの子は駒を指す時、常に最善手を指しているわけではないの。
{f:5:Bernkastel},ここがラムダとは大きく異なる点。{n}ラムダは勝つ為に常に最善手で圧倒的な数の駒を指してくる。
{f:5:Bernkastel},しかしベアトは、たまにわざと手を抜いて駒を指してくるの。
{f:5:Bernkastel},困ったことに、相手の指し手から手の内を探ろうとしている私たちにとって、これは非常に手ごわい情報のノイズ。
{f:5:Bernkastel},厄介な撹乱になりうるわ。
{f:5:Bernkastel},……しかし、チェスに例えるなら、無駄な一手は相手にノイズを与えるかもしれないけれど、貴重な一手を損していることに違いはない。
{f:5:Bernkastel},つまり、付け入る余地はゼロじゃないってこと。
{f:5:Bernkastel},あなたには信じられないだろうけども、今回のゲームもそう。
{f:5:Bernkastel},……あれだけ圧倒的な展開に見えて、…実は隙がある。
{f:5:Bernkastel},付け込ませたいかのように隙がある。
{f:5:Bernkastel},……それが罠なのか、こちらを試しているのかわからないけども。
{f:5:Bernkastel},とにかく屈服しないで。{n}思考を止めないで。{n}あらゆる可能性を否定しないで。
{f:5:Bernkastel},あなたが戦う意思を持ち続ける限り、ベアトに勝ちはない。
{f:5:Bernkastel},魔女の戦いは守りが肝心よ？{n}勝とうとするより、負けないようにしなさい。
{f:5:Bernkastel},…認めたら負けなら、断じて認めては駄目。
{f:5:Bernkastel},……あなたに魔女を認めさせること。{n}これがベアトリーチェの勝利条件のひとつであることはもはや、疑いようもないのだから。
{f:5:Bernkastel},私も、あなたの味方であると公言した以上、できる限りの力になれるよう努力するわ。
{f:5:Bernkastel},あなたも努力なさい。
{f:5:Bernkastel},もし、まだ膝を抱いているなら、早く立ち直って。
{f:5:Bernkastel},……えーと、こういう時、何て言ったかしら。
{f:5:Bernkastel},………えーと、その、{n}………ふぁ、…ふぁいと、お〜。みー、にぱ〜☆
{f:5:Bernkastel},………………恥ずかしいわね。これ。
{f:5:Bernkastel},……私がここまでしてあげたんだから、早く立ち直りなさいよね。
{f:5:Lambdadelta},「…いたいた。ベルンはいじけてどっか行っちゃったかしら？　くすくす、本当にざまぁないったらありゃしない」
{f:5:Lambdadelta},それにしても。{n}相変わらずベルンが選ぶ駒はショボイわねぇ。
{f:5:Lambdadelta},チェスだってそうでしょ？{n}駒が全部ポーンだったら勝ち目ゼロでしょう？{n}駒が全部ルークやビショップだったら絶対負けやしないわ。
{f:5:Lambdadelta},……ま、まぁ、前回は私がついつい哀れになって好きな場所から駒を進めていいわよって言ったら、ベルンのヤツ、お情けの空気も読めずに手持ちのポーンをぜーんぶ入城させた状態から始めて！！
{f:5:Lambdadelta},何よあれ、あんなの負けでも何でもないんだからぁ！！　あぁ、思い出しただけでもむかむかするわ。
{f:5:Lambdadelta},そんなわけで、この私は、ベルンがぎゃふんとする顔を見ないと腹の虫が収まらないわけ。
{f:5:Lambdadelta},そんなわけなんで、ベルンの駒のあんたがそんなザマなんで、私は最高にいい気分なわけ！
{f:5:Lambdadelta},しかもあの子はあれでいて本当に負けず嫌いだから、きっと今頃悔しくって歯軋りをして涙をぽろぽろ流してるわよ、本当にざまぁないわよ、くすくす、ほーっほっほっほっほっほ！
{f:5:Lambdadelta},ほら、あんたも一緒に笑いなさいよ、をーっほっほっほっほ！
{f:5:Lambdadelta},…………ちょっと。{n}あんた、まだ膝を抱いてるの？
{f:5:Lambdadelta},ベアトにちょっと本気出されたくらいで、もうそのザマなのぅ？
{f:5:Lambdadelta},情けないったらありゃしない。
{f:5:Lambdadelta},あんまり情けないから、ちょっとだけ力を貸してあげるわ。
{f:5:Lambdadelta},この宇宙最強で絶対の魔女である大ラムダデルタ卿が、あんたの絶望的な勝率を、ほんのちょっぴりだけ絶対に近付けてやるわ。感謝なさい。
{f:5:Lambdadelta},ベアトリーチェはね、確かに残酷で強力な魔女かもしれないけれど、この私の敵じゃない。
{f:5:Lambdadelta},なぜか？　甘いからよ。
{f:5:Lambdadelta},あの子はあと数手でチェックメイトできる局面を作りつつ、わざと詰めない。
{f:5:Lambdadelta},下らない駒を取ったり、余計な駒を置いてより一方的な盤面にしてみたり。
{f:5:Lambdadelta},早い話が、勝ちが見えると遊び出す悪い癖があるってわけ。
{f:5:Lambdadelta},あんたやベルンにとって、辛い様々な攻め手のほぼ全てが、私から見ればやり過ぎの無駄もいいところ。
{f:5:Lambdadelta},…つまり、それこそ隙であり、チャンスでもあるってわけ。ね？　恐れるに値する相手じゃないでしょ？
{f:5:Lambdadelta},手段と目的を時に履き違える。{n}そして悪い遊びが過ぎる。{n}その結果、自ら弱点を作り晒してさえいる。
{f:5:Lambdadelta},私のような最強の魔女から見れば、何でこんな余裕ぶったことをするのか理解できない。
{f:5:Lambdadelta},自ら勝率を下げてるなんてね。
{f:5:Lambdadelta},………でも、ま。
{f:5:Lambdadelta},そのせいで、ベルンみたいな、相手を読んでかわすタイプの魔女には非常に相性が悪いってわけよ。読みが効かないから。
{f:5:Lambdadelta},…ベルンにとっては、私みたいな素直で正直なタイプは、読みやすくてやりやすいんでしょうね。ムカつくことに！
{f:5:Lambdadelta},…まぁでも、私みたいな超火力タイプはベアトみたいな軽くて広い弾幕タイプなんか真正面から打ち破れちゃうわけだから、相性のジャンケンみたいなものかしら。
{f:5:Lambdadelta},私がパーなら、ベアトがグー。{n}ベルンはチョキってとこね。{n}まー、どうでもいいことかしら。
{f:5:Lambdadelta},確かに私のパーはベルンのチョキに負けるけど、パーよりはるかに凄い超パーだったら、チョキにだって勝てるでしょ？！
{f:5:Lambdadelta},つまりこのラムダデルタ卿は、超パーってわけ！{n}ほっほっほっほ！
{f:5:Lambdadelta},少しは血色が戻ってきたみたいね。{n}ベアトのヤツ、楼座とかいう駒を虐めて遊んでるわ。
{f:5:Lambdadelta},一見すると本当に趣味の悪いヤツだと思うでしょ？{n}違うのよ。
{f:5:Lambdadelta},……あんたが立ち直って戻ってくるのを期待して、時間を潰して待ってるだけなのよ。
{f:5:Lambdadelta},わざと憎まれるようなことをして、あんたの義憤を引き出そうという手ね。
{f:5:Lambdadelta},あー、やだやだそういう子って！
{f:5:Lambdadelta},じゃあ、私は戻るわね。
{f:5:Lambdadelta},あ！　私があんたにちょびっとだけ力を貸したのは内緒よ！
{f:5:Lambdadelta},別にあんたを助けたくて力を貸したわけじゃないんだからね？！
{f:5:Lambdadelta},この宇宙最強の魔女の私は、ベルンに負けて最強の座を奪われちゃったの！
