Speaker,Umineko Project (UP)
{f:5:Beatrice},"""Hahahaha, wahahahaha! I never thought that Lady {f:5:Bernkastel}'s piece would barge in at the very end...!"""
{f:5:Bernkastel},"""......I searched all over the place for a piece fitting for a game with you. ......I'm sure that you'll grow to enjoy her."""
{f:5:Lambdadelta},"""What's with that piece?! Who was that person, who was it?! She didn't say her name! That's not fair!! Hey, don't you think so too?!"""
{f:5:Beatrice},"""...I have a general idea. ......Come on, normally, anyone would know."""
{f:5:Lambdadelta},"""Normally?! No we wouldn't, it was that character's first appearance, wasn't it?! If she doesn't say her name, I won't—the players won't—everyone won't know, right?!"""
{f:5:Bernkastel},"""............Beato, it's alright if you don't tell her. See? Isn't she a funny kid?"""
{f:5:Beatrice},"""M‐...mm. ......Lady {f:5:Lambdadelta}'s simple‐minded naiveté truly is precious and funny. ......*cackle*cackle*!"""
{f:5:Lambdadelta},"""Why, why, why I am the only one you won't tell, you meanie!! Okay, in exchange, I'll teach you a special secret that only I know! So tell me!"""
{f:5:Beatrice},"""......Hoh. A special secret, you say! Now that, I do want to hear...!"""
{f:5:Lambdadelta},"""Blehhh! If you want me to tell you, first tell me who that woman really was! The secret I know sure is awesome! I mean, it's gonna blow you away like finding out that Santa‐san is actually Daddy!"""
{f:5:Lambdadelta},"""Huh? *giggle*! Oopsie{p:0:☆} Sorry, I'll bet you're so shocked that your world turned upside‐down, right?! Oh‐hoh‐hoh‐hoh‐ho!"""
{f:5:Bernkastel},""".........Your father was the one who came to your place, Lambda?"""
{f:5:Lambdadelta},"""To my place... Wait, what's that supposed to mean?"""
{f:5:Bernkastel},"""...Lord {f:5:Santa Claus} only visits the homes of children with clean hearts. He didn't come to your place, then?"""
{f:5:Beatrice},"""Well, Lord {f:5:Santa Claus} is gracious. Unless you are a reeeally bad scoundrel, he will give you a present. After all, he even gave them to me!"""
{f:5:Bernkastel},""".........As you grow and your heart becomes hardened, he stops coming, doesn't he? How old were you, Beato, when he stopped coming?"""
{f:5:Beatrice},"""Mm. He stopped coming when I was about twelve. My maiden's heart awoke, and I quickly got somewhat embarrassed about Lord {f:5:Santa} coming."""
{f:5:Beatrice},"""After I wrote ""Thanks for everything, that's enough. So make sure you splurge on the last presents"", he stopped coming. Oooh, and I was looking forward to it too! How old were you when he stopped coming, Lady {f:5:Bernkastel}?"""
{f:5:Bernkastel},""".........I was pretty wild. ...It happened fairly early. I think when I was about nine. ...Something about that beard really irritated me, so I waited in my futon with some sewing scissors ready, thinking I'd cut it off. ............What a cringeworthy age."""
{f:5:Beatrice},"""So, ......Lady {f:5:Lambdadelta}, as long as you can remember, Lord {f:5:Santa Claus} has never come to see you, you say. ............He usually comes until the last year of elementary school or during middle school."""
{f:5:Bernkastel},"""...Maybe we should have a doctor look at her. I hear that maturing too fast can have an adverse effect on the growth of mind and body. ...Yeah, there's definitely some of those. ...Adverse effects."""
{f:5:Lambdadelta},"""Hey, wh‐what are you guys talking about!! Gaaaaah!!"""
{f:5:Beatrice},"""*cackle*cackle*cackle*cackle*cackle*! Wahahahaha, it truly is boisterous when three witches gather!"""
{f:5:Bernkastel},"""......If you're talking about that level of secret, I doubt it's worth listening to. Can I go now? I have to prepare for the next game."""
{f:5:Lambdadelta},"""Wha—hey, wait a sec! Tell me who that woman really was!!"""
{f:5:Bernkastel},"""......Well then, tell me this special secret of yours first. If it's good enough, then I'll tell you."""
{f:5:Lambdadelta},"""Hoh‐hoh‐hoh‐ho!! Alright, I'll tell you, and it really is a special secret, okay?! ......Remember, in this game, there was a girl who found the gold and became the new witch, right?"""
{f:5:Beatrice},"""Mm. Just what kind of secret could that person have?"""
{f:5:Lambdadelta},"""Ehheheheheh! I realized who that girl actually is. Does anyone know? *giggle*giggle*! There was a hint in the way she talked."""
