Speaker,Umineko Project (UP)
{f:5:Beatrice},"""Well then. ...Did you enjoy it? Our game just now."""
{f:5:Bernkastel},"""......A game that one‐sided goes beyond captivating and becomes boring."""
{f:5:Beatrice},"""*cackle*cackle*. My, my, a harsh critic as always. ......And I was so certain that even Lady {f:5:Bernkastel}, who has no love for boredom, would surely be satisfied by this compelling development... How remorseless."""
{f:5:Bernkastel},"""...Well, I'll accept that it was compelling. ...However, it was horrible as a fair game. You need the conditions to be a little more even, or—"""
{f:5:Beatrice},"""......Am I about to be told there's no way to win? By Lady {f:5:Bernkastel}? ......*cackle*cackle*."""
{f:5:Bernkastel},"""..................I wonder what you mean by that, Beato."""
{f:5:Beatrice},"""There's no need to play ignorant. I already know. ...That you {i:aren't a bystander}."""
{f:5:Bernkastel},"""................................."""
{f:5:Beatrice},"""You thought you were hiding it? How insolent, to travel all that way, and come into territory that isn't yours, just to bet against me. You came here planning to watch my game from the sidelines, while having a large stake placed in my defeat. I've guessed right, haven't I...?"""
{f:5:Bernkastel},"""........................... And if so?"""
{f:5:Beatrice},"""......*cackle*cackle*! Truly interesting!"""
{f:5:Beatrice},"""That I should be granted a chance to fight against Lady {f:5:Bernkastel}, the strongest of witches who defeated Lady {f:5:Lambdadelta}, is truly a pleasure!!"""
{f:5:Bernkastel},"""......Yes. It is pleasing me too. After all, I came all this way just because I wanted to see you brimming with that confidence, only to fall apart and lose."""
{f:5:Beatrice},"""What an honest person. *cackle*cackle*!!"""
{f:5:Beatrice},"""Incidentally, if the contest between me and the great Lady {f:5:Bernkastel}...were not to have at least one observer, what a tremendous shame that would be."""
{f:5:Bernkastel},"""................................. ...You called her, didn't you. That child."""
{f:5:Lambdadelta},"""Hoh‐hoh‐hoh‐hoh‐ho! I found you, I finally found you, {f:5:Bernkastel}!!"""
{f:5:Bernkastel},"""............How are you, Lambda? Looks like you also have time to kill. ...I wonder if it's fate that we who share no love for boredom should run into each other again...?"""
{f:5:Lambdadelta},"""Such a dumb kid. Why can't you realize that the only reason you won against me was because of a little luck and a not‐so‐great matchup? That made you so snobby, and now you're even picking a fight with {f:5:Beatrice}? Shouldn't you learn your place?"""
{f:5:Lambdadelta},"""*giggle*, {f:5:Beatrice} is strong, you know. And she's more brutal than I am. Just a teensy bit!"""
{f:5:Lambdadelta},"""Oh and also, don't just shorten someone's name to Lambda!"""
{f:5:Bernkastel},""".........You're a fool too, Beato. This kid won't make exceptions for your game, she'll turn everything into a preposterous farce."""
{f:5:Beatrice},"""I didn't bring Lady {f:5:Lambdadelta} here solely to watch from the sidelines."""
{f:5:Beatrice},"""After I informed her that you were betting against me, she said that she would bet against you."""
{f:5:Bernkastel},"""..............................You're still holding a grudge, aren't you."""
{f:5:Lambdadelta},"""Hoh‐hoh‐hoh‐ho!! 'Cause I'm the strongest witch in the universe. But I lost to you so I'm not the strongest!"""
{f:5:Lambdadelta},"""So I'm taking the side of anyone who's against youuuu!!"""
{f:5:Beatrice},"""*cackle*cackle*! There you have it. With the great Lady {f:5:Bernkastel} as our opponent, this may not even count as a handicap, but it will be suitable for entertainment."""
{f:5:Bernkastel},"""...............Do as you like. ...Now that the cat's out of the bag, I'm going to get serious."""
{f:5:Beatrice},"""That would be suitable. ""Leniency"" has never featured in my dictionary. *cackle*cackle*cackle*cackle*cackle*! Lady {f:5:Lambdadelta}, let us enjoy our valuable new relationship."""
{f:5:Lambdadelta},"""Yes, I'll be counting on you, Lady {f:5:Beatrice}! This girl really put me through the wringer. I'm not gonna be happy until the two of us have smushed her up and paid her back double!!"""
{f:5:Bernkastel},"""............I look forward to it, Lambda. And Beato. ...No matter who wins or who loses, this will be a very meaningful battle for us."""
{f:5:Lambdadelta},"""That's right. Of course, I'm not gonna lose easy, but this is more important than winning and losing."""
{f:5:Beatrice},"""After all, we have no love for boredom."""
,"The three witches giggled, cackled, and guffawed."
{f:5:Bernkastel},"""......That's right. I should thank you, Beato. It looks like I can finally escape boredom. Do your best to entertain me. Together with {f:5:Lambdadelta}."""
{f:5:Beatrice},"""I shall do just that. *cackle*cackle*...!!"""
{f:5:Lambdadelta},"""That's that, Beato, so let's start a strategy meeting right now! I know all of this girl's weak points, and I'm gonna teach you all of them!"""
{f:5:Beatrice},"""And yet, Lady {f:5:Lambdadelta}, you were defeated by her, I note... *cackle*cackle*...!"""
{f:5:Lambdadelta},"""Urrrrrrrrgggh, I won't tell you, I won't tell you! Tsuun!"""
{f:5:Beatrice},"""*cackle*cackle* hahhahahahahahaha! ...She never bores, that Lady {f:5:Lambdadelta}."""
{f:5:Bernkastel},"""............She doesn't, does she? Take care of her. She might not look it, but she gets lonely."""
{f:5:Beatrice},"""I see. So she's one of those newfangled whatchamacallits. *cackle*, as expected from Lady {f:5:Lambdadelta}. Quite cutting edge. *cackle*cackle*cackle*cackle*."""
{f:5:Bernkastel},"""Go already. That child's waiting for you to chase after her."""
{f:5:Beatrice},"""......Then, if you'll excuse me."""
{f:5:Beatrice},"""See you next game. *cackle*cackle*cackle*cackle*cackle*!"""
{f:5:Bernkastel},"......I'm sorry. A troublesome one came, but don't mind her."
{f:5:Bernkastel},"More importantly, .........things sure got ugly."
{f:5:Bernkastel},"I thought I had experienced some particularly gruesome ends in my game with Lambda, .........but this time, ......it's exceptionally horrible."
{f:5:Bernkastel},...It isn't as though I don't understand your desire to hug your knees and close your heart.
{f:5:Bernkastel},"If you meet that end several more times, your heart will be killed within a hundred years."
{f:5:Bernkastel},"......Beato saw through me, so I'll confess."
{f:5:Bernkastel},"You are now just like I was in the past, when I was imprisoned inside Lambda's world."
{f:5:Bernkastel},"Shut inside a labyrinth of cruel fate, tormented at the whims of a witch."
{f:5:Bernkastel},...I am a witch who was born from there.
{f:5:Bernkastel},......So maybe I'm like an older sister to you.{n} So I decided that I'd lend you my power.
