Speaker,Spanish (ES)
{f:5:Beatrice},"""¡Jajajajaja, wajajajaja! ¡Nunca pensé que la pieza de Lady {f:5:Bernkastel} irrumpiría justo al final!..."""
{f:5:Bernkastel},"""... Busqué por todas partes una pieza apropiada para este juego contigo... Estaba segura de que te gustaría."""
{f:5:Lambdadelta},"""¡¿A qué viene esa pieza?! ¡¿Quién era esa persona, quién era?! ¡No dijo su nombre! ¡¡Eso no es justo!! ¡Oye, ¿no crees eso también?!"""
{f:5:Beatrice},"""... Tengo una idea general... Vamos, normalmente, cualquiera lo sabría."""
{f:5:Lambdadelta},"""¡¿Normalmente?! ¡No lo entiendo, era la primera aparición de ese personaje, ¿no?! Si no dice su nombre, ni yo, ni los jugadores, ni nadie lo entenderá, ¡¿cierto?!"""
{f:5:Bernkastel},"""... Beato, está bien si no se lo dices. ¿Ves? ¿No es una niña simpática?"""
{f:5:Beatrice},"""M‐Mmm... La ingenuidad de Lady {f:5:Lambdadelta} es realmente preciosa y divertida... ¡*carcajada*carcajada*!"""
{f:5:Lambdadelta},"""¡¡¿Por qué, por qué, por qué todos lo saben menos yo?!! ¡¡Mala!! Si me lo dices, a cambio, ¡te enseñaré un secreto especial que solo yo conozco! ¡Así que dímelo!"""
{f:5:Beatrice},"""... Jo. ¡¿Un secreto especial, dices?! ¡Quiero oírlo, quiero oírlo!..."""
{f:5:Lambdadelta},"""¡Buuh! Si quieres que te lo diga, ¡primero tendrás que decirme quién era esa chica en realidad! ¡Te aseguro que mi secreto es impresionante! ¡Después de todo, es tan impresionante como saber que Santa-san en realidad son tus padres!"""
{f:5:Lambdadelta},"""¿Eh? ¡*risita*! Oops{p:0:☆} Lo siento, apuesto a que estás tan sorprendida que ha puesto tu mundo patas arriba, ¡¿verdad?! ¡Ohohoho!"""
{f:5:Bernkastel},"""... ¿Tu padre era el que lo hacía en tu casa, Lambda?"""
{f:5:Lambdadelta},"""Lo hacía... Espera, ¿qué se supone que significa eso?"""
{f:5:Bernkastel},"""... Lord {f:5:Santa Claus} solo visita las casas de los niños con un corazón puro. ¿Él no fue a tu casa entonces?"""
{f:5:Beatrice},"""Bueno, Lord {f:5:Santa Claus} es misericordioso. A menos que seas un auténtico niño malo, él te dará un regalo. Después de todo, ¡me los dio incluso a mí!"""
{f:5:Bernkastel},"""... A medida que creces y tu corazón se endurece, deja de venir, ¿no? ¿Cuántos años tenías cuando dejó de visitarte, Beato?"""
{f:5:Beatrice},"""Mm. Dejó de visitarme cuando tenía 12 años. Mi corazón de doncella despertó, y enseguida me dio vergüenza que Lord {f:5:Santa} viniera."""
{f:5:Beatrice},"""Después de escribir ""Gracias por todo, es suficiente. Así que asegúrate de darme regalos costosos"", él dejó de venir. Oooh, ¡y lo estaba esperando con tantas ganas! ¿Cuántos años tenías cuando dejó de visitarte, Lady {f:5:Bernkastel}?"""
{f:5:Bernkastel},"""... Yo era bastante descontrolada... Pasó bastante pronto. Creo que fue cuando tenía nueve años. Algo en esa barba me molestaba, así que esperé en mi futón con unas tijeras de coser preparadas, intentando cortársela... Qué edad tan vergonzosa."""
{f:5:Beatrice},"""Así que... Lady {f:5:Lambdadelta}, desde que tienes memoria, Lord {f:5:Santa Claus} nunca ha ido a verte, ¿no?... Normalmente deja de venir en el último año de primaria o durante la secundaria."""
{f:5:Bernkastel},"""... Tal vez deberíamos hacer que un doctor le echara un vistazo. He oído que madurar demasiado rápido puede tener efectos adversos en el crecimiento de la mente y el cuerpo... Sí, definitivamente hay algo de esos... efectos adversos."""
{f:5:Lambdadelta},"""¡¡Oigan, ¿de qué están hablando?!! ¡¡Buuuuuu!!"""
{f:5:Beatrice},"""¡*carcajada*carcajada*carcajada*carcajada*carcajada*! ¡Wajajajaja, realmente se vuelve bullicioso cuando tres brujas se reúnen!"""
{f:5:Bernkastel},"""... Si estás hablando de ese nivel de secreto, parece que no vale la pena escucharlos. ¿Puedo irme ya? Tengo que prepararme para el siguiente juego."""
{f:5:Lambdadelta},"""¿Qué? ¡Oye, espera un segundo! ¡¡Dime quién era realmente esa mujer!!"""
{f:5:Bernkastel},"""... Bien pues, dime ese secreto especial primero. Si es lo suficientemente bueno, entonces te lo diré."""
{f:5:Lambdadelta},"""¡¡Ohohoho!! Muy bien, ¡te lo diré porque es un secreto realmente especial!... Recuerdas que en este juego había una chica que encontró el oro y se convirtió en la nueva bruja, ¿verdad?"""
{f:5:Beatrice},"""Mm. ¿Pero qué tipo de secreto podría tener esa persona?"""
{f:5:Lambdadelta},"""¡Ejejejejejejeje! Me di cuenta de quién es esa chica en realidad. ¿Se dieron cuenta? ¡*risita*risita*! Había un indicio en su forma de hablar."""
{f:5:Lambdadelta},"""Recuerdas que esa chica lo decía mucho, ¿verdad? ‘{ruby:¿Por qué tan solo no te das por vencida y mueres?:Heso demo kande shinjaebā}’, ¡¿verdad?! ¡Sí, esa frase era la mayor pista! ¿Ebā? ¿Eebāāā? ¡Sí!"""
{f:5:Lambdadelta},"""¡¡En realidad, era Ushiromiya Eva!! ¡¿Qué piensan?! ¡¿Están estupefactas?! ¡¡Ohohohoho!!"""
{f:5:Beatrice},"""¡Jo!... ¡Sin esa pista no me hubiera dado cuenta!... Umm, y pensar que todo se resolvía así."""
{f:5:Bernkastel},"""... Buen trabajo siguiéndole la corriente, Beato. Esta niña puede ser un poco engreída, así que no la sigas demasiado lejos. Nos vemos, me voy."""
{f:5:Lambdadelta},"""¡Espera, espera! ¡¡No es justo si solo escuchas mi secreto y no me cuentas el tuyo!! ¡¡Dime quién era ella en realidad!!"""
{f:5:Bernkastel},"""... Tu secreto era tan increíble que el mío simplemente no es equiparable... Así que, a cambio, te enseñaré un secreto especial. Te diré el nombre del culpable en ese juego llamado {i:Higurashi no Naku Koro ni}."""
{f:5:Lambdadelta},"""¡¡Quééééééééééé, no lo digas!! ¡¡Todavía lo estoy jugando!!"""
{f:5:Bernkastel},"""... Ajajajajajajajajajajajaja... Nos vemos, Beato. El té negro estaba delicioso. Sin embargo, el repertorio de mermelada en las galletas era insuficiente. Añádele algo de pasta de chili gochujang de vez en cuando. Combina muy bien con el té ruso. Hasta luego."""
{f:5:Beatrice},"""Oh, ya veo. Lo intentaré. Te llamaré cuando terminen los preparativos del próximo juego. Hasta entonces, siéntete libre de perfeccionar tu estrategia a tu ritmo."""
{f:5:Bernkastel},"""Sí, eso haré. Este último juego fue bastante interesante. Hasta luego."""
