Speaker,Original Witch Hunt (OG)
Shannon,"""......Back then I was, and I guess I still am, a bit of a klutz... I'd always forget where I'd put things...or intend to lock something but then forget. ......I caused a lot of trouble."""
Ushiromiya George,"""Hahaha, I remember how Natsuhi oba-san used to get mad at you all the time."""
Ushiromiya Jessica,"""But eventually, Shannon managed to overcome that forgetfulness."""
Ushiromiya Battler,"""Oh, and how'd you do that?"""
Shannon,"""......Heheh. It wasn't anything big, ......but I got into the habit of writing things down. I'd write down wherever I put something important. ......For things that happened often, I made a checklist and always made sure to check it......"""
Furudo Erika,"""So? Did you see Beatrice or didn't you?"""
Shannon,"""Oh, umm, ......I didn't see her directly, ......but, umm, ......some very strange things did happen..."""
,She was talking about a certain summer night.
," It was when Shannon was doing the nightly rounds...... From her perspective, it was a ghost story."
," From the witch's perspective, ......it was just the story of a little summer's night prank..."
{f:5:Beatrice},"""My little sister. Do you understand the anti-magic toxin that humans possess?"""
{f:5:Beatrice},"""N, no. What is that, big sister?"""
{f:5:Beatrice},"""Hmm. The time of witches has long since passed. ......Those vile humans who claim to control everything came to deny our existence and possess a strong toxin."""
{f:5:Beatrice},"""Is that toxin harmful to us...?"""
{f:5:Beatrice},"""It is extremely dangerous. If it got to us, our forms would probably evaporate in an instant. However, one thing we do have in our favor is the fact that our existence is still extremely weak. Because of that, the toxin does not affect us greatly. At worst, it can only transform us into mist for a time."""
{f:5:Beatrice},"""However, we'd rather avoid it if we can, right?"""
{f:5:Beatrice},"""Correct. Yes, I see that you are me. You understand quickly."""
,"The older sister appeared to be haughty at first, .........but, perhaps because she was so happy to have met her double and little sister, she was more than willing to teach her anything she wanted to know."
," The first thing she had taught her was that they were witches, a different type of being than humans."
," Beato had thought that she wasn't a witch because she couldn't use magic, but apparently, she was still a witch nonetheless."
," Then she was taught that witches such as her, unlike humans, were bound by various restrictions."
, The greatest of those restrictions was the anti-magic toxin possessed by humans.
{f:5:Beatrice},"""So, in other words, we mustn't enter a human's field of vision..."""
{f:5:Beatrice},"""Correct. You can think of it as though human eyes radiate the toxin. If they see you, it is the same as your body being burnt. Though they are lesser in extent, being heard or sensed can also result in contact with the toxin."""
{f:5:Beatrice},"""......So, it's dangerous just for us to get close to humans..."""
,Wasn't Father a human...? Why am I not burnt by Father's toxin......?
{f:5:Beatrice},"""If we stock up magical power and have it acknowledged by humans, that toxin can be reduced drastically. In other words, by having our existence acknowledged by humans, we make them lose their toxin, making it possible for us to appear before them once more."""
{f:5:Beatrice},"""I see...... Simply put, as we are now, we can only exist when humans aren't around..."""
{f:5:Beatrice},"""We are still very lacking in magical power, which makes us inferior to even a stray cat hiding from humans in the shadows."""
,The main goal of the older sister was to gain a large supply of magical power and be revived as a great witch strong enough to have no fear of the anti-magic toxin.
," For that purpose, she had wandered around the mansion night after night, striving to regain her magical power and reduce the anti-magic power of the humans..."
," The powerful previous Beatrice, whom she had read about in Featherine's library, had appeared openly in front of humans and had even toyed with them at will."
,"......According to her big sister, such a level of power was most impressive."
{f:5:Beatrice},"""To think that a witch could appear openly before humans and use magic at will! ......A witch like that would be so great that even I can hardly imagine it. Is that what we will eventually become?"""
{f:5:Beatrice},"""Yes. ......She was like a witch from a picture book, appearing openly before the humans of the mansion and summoning magic and underlings at will..."""
{f:5:Beatrice},"""Hmmm, how inspiring. If that is our future, it means that all of our hard work will have been worth the effort."""
{f:5:Beatrice},"""That's right. ......Anyway, big sister. How are those efforts and going around unlocking windows like this related...?"""
,It was the middle of the night. They were following behind servants who were checking the locks on the doors and windows and undoing those locks after the servants thought they had locked them.
,......It felt more like a child's prank than the work of a witch...
{f:5:Beatrice},"""Eheheh, this is the path that leads to becoming a great witch. All journeys begin with a single step. To those who cannot understand, that first step may look quite foolish from time to time. However, it is still a momentous first step...!"""
,"With pride, as though making the first step for mankind on the surface of the moon, the older sister undid the lock on a window with a *click*."
{f:5:Beatrice},"""Do you not understand, my little sister? Can you not see what makes something like this momentous?"""
{f:5:Beatrice},"""............? No, big sister. ......I don't really understand."""
,"The older sister closed her eyes lightly, smiled, and opened the unlocked window a crack."
," Cool outside air flowed in, making the curtains flutter."
{f:5:Beatrice},"""Let us put it in the toxin-filled words of a human. ......We are not supposed to exist on this island. I shall go further. 'Right now, there is no one in this corridor'. And yet, the lock has been undone, ......and the window has opened. ......Can you see how great a miracle, a work of magic, ......a proof of our existence that is? Even you should understand the coolness of this breeze..."""
{f:5:Beatrice},"""......I do understand. It's nice and cool..."""
{f:5:Beatrice},"""The coolness, the softness of the breeze. ......And the feel of the fluttering curtain touching your hair. ...All of these things show that we truly are here."""
{f:5:Beatrice},"""So, ......by unlocking the window like this, we can leave behind proof that we really did exist."""
{f:5:Beatrice},"""......And that is why I unlocked it."""
,"Of course, it wasn't just small pranks like opening a window."
,......She could also smash windows and vases or leave behind strange fires and mysterious scribbles.
," In fact, one time, she actually did play a large-scale prank in the kitchen, piling up kitchenware in an eerie manner and leaving behind a bizarre scribble, which scared the servants considerably."
, It had been a complete success.
," It had been truly terrifying, and she had succeeded in making the servants acknowledge the existence of magic, weakening the anti-magic toxin..."
," However, she chose to make her presence known by unlocking windows."
," By doing this, ......she could release herself from the restrictions imposed by the humans' toxin."
{f:5:Beatrice},"""One day, I will, ...no, we will become a single witch and control all of Rokkenjima. ......When that time comes, we will gain complete freedom and will be capable of stretching our wings as we please."""
,We won't have to be afraid of anyone's gaze anymore.
," We'll be able to fly wherever we wish, disappear whenever we want. Laugh however we like, prank however we like, talk with anyone we want to."
, Humans might ask things of us from time to time. They might fight with us or play with us too.
," What wonderful things for us frail creatures, who cannot appear before anyone, to look forward to......"
{f:5:Beatrice},"""......Right now, they are little more than pranks. However, as they pile up, proof that we exist will begin to gather. The servants already call me the witch Beatrice, master of the night, and are beginning to believe in me bit by bit."""
{f:5:Beatrice},"""The more they believe, the more those humans will lose their anti-magic toxin..."""
,"......I see... So, this means that Father has no anti-magic toxin."
," And, .........that's because he truly believes in the existence of the witch I am, without any doubts."
," I finally realize that, though I'd thought him to be cold, Father did possess a kindness that couldn't be seen......"
{f:5:Beatrice},"""I'd like to become a great witch and appear in front of everyone soon."""
{f:5:Beatrice},"""Yes. Eventually, we will be able to appear openly in front of anyone. By doing that repeatedly, we will make people believe in us, ...and eventually, we shall display even our magic for all to see. ......After that happens, we will descend upon Rokkenjima as the great witch you told me of. Ahahahahaha!"""
{f:5:Featherine},"""......The logic of the witch side is very interesting. It keeps me entertained."""
Ushiromiya Ange,"""It does sound credible, in a way. When humans are frightened to hear that they've entered a ghost hot-spot, they're likely to start yelling 'ghost, ghost!' at the drop of a hat."""
{f:5:Featherine},"""That's right. All phenomena are fundamentally neutral, indifferent, and dull. ......If one wishes to have them be accepted in a certain manner, they must first create a suitable environment..."""
Ushiromiya Ange,"""If a person has charisma, people will interpret what they do in a positive way, even when they screw up. ......I see. I guess in that sense, the Beatos' small efforts aren't for nothing."""
{f:5:Featherine},"""If it was just the mansion's locks being undone, everything could be resolved by saying that someone forgot to lock up or that it was some kind of prank. ......However, the rumors of a witch wandering about the mansion night after night slowly began to take shape as the existence of the witch."""
Ushiromiya Ange,"""An environment was established so that, if anything strange happened in the mansion at night, it would all be viewed as the work of the witch. ......I get it. If you follow that reasoning to an extreme, it means the same thing as a witch existing in the mansion at night."""
,"After the Beatos finished their mischief of unlocking and opening the window, they enjoyed the coolness of the wind and the brightness of the moon, then became gold butterflies and disappeared into the darkness."
,......There was no way of knowing whether the window they had opened had actually been opened by them.
," The servants might have forgotten to lock up, or one of the family might have opened it after the servants had locked up and forgotten to shut it again, or maybe someone had played a prank."
," In the same way that none of those possibilities could be denied, ......it was also impossible to deny the possibility that a witch really had opened a window to enjoy the night breeze......"
Ushiromiya Ange,""".........A result without an observer can possess an endless number of ways in which it might have occurred. ...Humans, who can't grasp anything more than a single possibility, are unable to imagine anything."""
{f:5:Featherine},"""However, people who believe in the possibility of a witch can imagine that it was a witch's prank. ......When that happens, the scene of the Beatrices' prank that we have just seen is etched into the Fragment as a fact..."""
Ushiromiya Ange,"""......That's one of the foundations of magic. Decorating...the process."""
,"With just a little magic, even a mass-produced stuffed animal......can be reborn as a wonderful, unique stuffed animal filled with a mother's love."
," If you doubt it, ......it will be burnt by the anti-magic toxin. If you believe it, the magic will become the truth."
Ushiromiya Ange,"""........................Not all magic is bad. ......Maria onee-chan was right. ......Good magic exists too."""
{f:5:Featherine},"""The power to repel evil magic may be necessary for a child of man. However, it is the nature of love in the human world that it does not burn away and defile love-filled magic."""
Ushiromiya Ange,"""..................Well, good magic is the only kind I can forgive. ......For all other kinds, the best remedy is to deny them and burn them away."""
{f:5:Featherine},"""Heheheheheheheh... A typical answer for a child of man."""
Ushiromiya Ange,"""Getting back to the point. ......Knowing this much, I guess this means that the ghost Beatrice, who was called the ruler of Rokkenjima's night, doesn't really exist. It's nothing more than a general term for any inexplicable occurrences that took place in the mansion at night. In other words, Beatrice isn't the name of a person, it's the name of a phenomenon."""
,"If anything bizarre happens, it all becomes the work of the Golden Witch..."
, That 'environment in which a witch could exist' is what Beatrice is.
Ushiromiya Ange,"""......That all piles up until we reach 1986. ......This is the veil that the true culprit is hiding behind. And the person hiding behind it is, without a doubt, a human."""
{f:5:Featherine},"""Let us say that this holds true at this point in the witches' tale of the past. ......However, I doubt you can use that argument alone to fight all the way through 1986, don't you......?"""
Ushiromiya Ange,""".................."""
{f:5:Featherine},"""Heheheheheheheheh......"""
Furudo Erika,"""Ridiculous. Wasn't that obviously because someone forgot to lock up?"""
Shannon,"""W, ......well, you may say that, but...umm... B, but this isn't just something that happened once or twice..."""
Furudo Erika,"""In other words, you're a klutz, a fool, and a moron of a servant who forgot to check not just once or twice, but many times over?"""
Ushiromiya George,"""......Shannon isn't the only one. That same window was always opened even when other servants did the rounds."""
Ushiromiya Jessica,"""Yeah, Mom even asked me if I'd ever left a window open in the hall at night. I had absolutely nothing to do with it, but she still got pissed. Sheesh."""
Ushiromiya Maria,"""I'm sure Beatrice wanted to gaze at the moon. Uu-."""
Ushiromiya Battler,"""It is a bit creepy to have that happen over and over at the same window. ......And that time where the kitchenware was piled up in the kitchen, with a creepy magic circle scribbled there...that sounds even more freaky."""
