Speaker,Original Witch Hunt (OG)
,"""Yes, I will never forget that. It happened in April of 1987. I received a certain strange request from a friend. "
,"...There was a large collection of books, the former possessions of a very rich man, that were being sold at auction, and it was thought that some of them might've been extremely valuable to the study of archeology and folklore, as well as in an occult sense, so this friend wanted to witness their worth confidentially."" "
Ushiromiya Ange,"""......That was '87. Half a year after the crime on Rokkenjima."" "
,"""Correct. It was explained that those books had escaped the disaster at Rokkenjima. The owner of the island, Ms. Ushiromiya Eva, had put them up for auction."" "
,This was apparently a high-class restaurant. A middle-aged man was sitting across from Ange in a secluded and quiet seat. 
,Amakusa could be seen by the entrance. He was probably keeping a lookout for pursuers from the Sumadera family. 
,"The scholarly man across from Ange spoke politely, but with enthusiasm. "
,"He didn't lay a finger on the food in front of him, so you could tell how excited he was as he spoke fervently. "
,"He was a professor at a certain college, and particularly well-known as an authority on Western folklore. "
,"However, among his life works, that was only a convenient exterior. "
,"His true life work was... the study of occultism, Western magic, alchemy, and everything else to do with the occult, as well as demonology. "
,"In short, he was the person in the best position to understand the details of Kinzo's research... "
Professor Ootsuki,"""First, what I learned by appraising those books was that Ms. Ushiromiya Eva had absolutely no education in the study of folklore... and that the original owner of the books, Ushiromiya Kinzo, was certainly one of the top five authorities on demonology in Japan."" "
,"April, 1987. "
,A major city antique shop obtained a large quantity of ancient documents that were thought to have a high historical value. 
,"They were entrusted with them by Ushiromiya Eva, who wanted them to be sold at auction. "
,"At the time, it was thought that Eva would succeed the Ushiromiya family and have all the wealth to herself, as the only survivor. "
,"However, at that point, not even half a year had passed since the accident, and the others had not been missing long enough to be presumed dead, even under extraordinary circumstances. "
,"Because of that, Eva had supposedly been in a very tight spot financially, unable even to collect on her family's life insurance. "
,"It seems she tried to sell everything of value, and even the books kept in the place where she'd escaped harm in, Kuwadorian, were used for this purpose. "
,"These old books, which would eventually be called ""the Ushiromiya Library"", were later gathered from antique shops by authorities in the field so that they could be appraised, ...and those authorities were astounded. "
Professor Ootsuki,"""At least speaking from the perspective of occultism, the impact of that discovery on the world was comparable to the discovery of the Dead Sea scrolls."" "
Professor Ootsuki,"""This is because...contained within ""the Ushiromiya Library"" were many extremely vital documents that had never been found, though their existence had been known of for more than a millenium."" "
,"The many dreams of the occult, such as those represented by alchemy, always stirred an intense fascination in dilettantes. "
,"It is whispered that many ""magic books"" of great historical value, currently unknown to the public, might be in the secret possession of extremely wealthy lovers of the occult. "
