Speaker,Original Witch Hunt (OG)
{f:5:Beatrice},"""...What sort of black tea shall I prepare next? Allow me to display every refined tea that ever was and ever shall be."""
,"""......Dried plum black tea. ......The kind at 200 yen a pack."""
{f:5:Beatrice},"""*cackle*cackle*...! ...For a thousand years, I have been fond of black tea, but I did not know of such a thing. ...I will never tire of living in this world."""
,"""...............Beato. You don't have to display such hostility. ...I am just a wandering witch. I didn't come with the intention of violating the rules of your territory."""
{f:5:Beatrice},"""...*cackle*cackle*, there is not even a sliver of hostility. ...I am just terribly concerned about seeing that the legendary witch, Lady Bernkastel, is well attended to."""
{f:5:Bernkastel},""".........You misunderstand. I am powerless. Before a witch such as you, who possesses the dreadful power to kill an individual a hundred times, I am completely powerless."""
{f:5:Beatrice},"""That a powerless Lady Witch like you possesses a power that none can approach is what is truly terrifying. After all, that Great Witch, Lady Lambdadelta, was dethroned by you alone."""
{f:5:Bernkastel},"""......I only won an endurance contest. She simply got tired."""
{f:5:Beatrice},"""That is not what Lady Lambdadelta said though. ...*cackle*cackle*cackle*, too much humility can be unseemly, Lady Bernkastel."""
{f:5:Bernkastel},"""......That girl has a dreadful power. ............The power to kill an individual 'without fail'. However, 'without fail' doesn't exist in this world. No matter how many times you divide 1, you can never reach zero."
{f:5:Bernkastel}," That girl has the power to bring the odds of failure down to 'almost exactly zero'...the power to give rise to 'almost perfect certainty'. ......I hope I never have to fight such a terrifying witch again."""
{f:5:Beatrice},"""However, you have the power to cause success without fail, 'as long as the odds are not zero'. ......Although you say 'without fail' doesn't exist in this world, you possess an infallible power yourself. ......How very terrifying, *cackle*cackle*cackle*...!"""
{f:5:Bernkastel},"""......The power to kill an individual 'endlessly'......I think you're the more terrifying one."""
{f:5:Beatrice},"""Such jests. ......From your point of view, mine is but a trifling power. This is most certainly what one would call empty praise."""
{f:5:Bernkastel},"""......Call it flattery to make up for the cost of staying here. ...I am a fleeing traveler who crosses the {c:86EF9C:Fragments}, continually running from boredom. ......I simply came around because I'd heard that you'd started something interesting. Have no doubts that I will choose to leave as soon as you are no longer interesting."""
{f:5:Beatrice},"""*cackle*cackle*...! I, Beatrice, am deeply and humbly delighted to have the great Lady Bernkastel as an observer. *cackle*cackle*! And so, your impression?"""
{f:5:Bernkastel},"""............Lambdadelta is terrifying because of her cruelty...however, she is a girl I can understand. ...You do seem to possess affection, but I can't understand you at all. That's why you're much more terrifying than her."""
{f:5:Beatrice},"""*cackle*cackle*cackle*...! I am fickle by nature. Do forgive me. ...Besides, I believe you also enjoy trusting your fate to the roll of fickle dice, right, Lady Bernkastel?"""
{f:5:Bernkastel},"""......When I roll the dice, I have a roll I clearly want to get. Unlike you. You, on the other hand, never let the dice fall from your hand."
{f:5:Bernkastel}," So, whatever the roll might have been, you're never disappointed. Whatever roll the dice show you, you are satisfied 'without fail'. .........In that sense, you far surpass me."
