Speaker,Italian (Ars Magica) (Old) (ITA)
Ushiromiya Eva,"""Chi dovremmo sfidare ora?"""
Ushiromiya Ange,"""Che ne pensi di quei due?"""
Ushiromiya Eva,"""Shannon-chan e Kanon-kun? Certo, sembra che possano sostenere una buona battaglia."""
Shannon,"""Avete bisogno di qualcosa, Eva-sama e Ange-sama?"""
Kanon,"""... Non essere stupida, Nee-san. Ci stanno chiedendo degli enigmi."""
Shannon,"""Ah, l-le mie scuse."""
,Shannon era distratta come al solito.
,"Tuttavia, Kanon sembrava estremamente calmo, e probabilmente aveva pronto un enigma ben fatto."
Shannon,"""Ummm, uhhh..."""
Kanon,"""... *sigh*. Ok, andrò prima io. Mentre Nee-san pensa a un enigma."""
Shannon,"""O-Ok. Scusa..."""
Kanon,"""Quindi, se sto prendendo tempo per far sì che Nee-san pensi a un enigma, dovrò farne uno abbastanza difficile per tenervi bloccate per un po'."""
Ushiromiya Eva,"""Eheheheheh, hai fegato, ragazzo. Sentiamolo, allora. Mostraci il più difficile che hai!"""
Ushiromiya Ange,"""Non provocarlo! Ne voglio uno facile!"""
Kanon,"""Ora che ho il permesso di Eva-sama, permettetemi di presentare un enigma estremamente difficile."""
Ushiromiya Eva,"""Lascialo a me. Lo risolverò!"""
Ushiromiya Ange,"""I numeri delle monete sono molto diversi, e abbastanza strani."""
Ushiromiya Eva,"""Aspetta un secondo, Kanon-kun! A cosa stai pensando?! Non c'è modo che lei riesca a capire questo, giusto?!"""
Kanon,"""È solo per prendere tempo finché Nee-san non pensa a una domanda, quindi mi perdoni."""
Shannon,"""G-Grazie...! Ho pensato a una domanda...!"""
Kanon,"""... Ricevuto. Bene allora, Eva-sama e Ange-sama. Vi darò un indizio. ... Bronzo è 29, argento è 47, e oro è 79. Questo è l'indizio."""
Ushiromiya Ange,"""È solo quello che hai detto nella domanda...! Non è un indizio!"""
Ushiromiya Eva,"""... Bronzo è 29? Argento è 47?? ... Oh, ecco!"""
Ushiromiya Ange,"""Huh? L'hai capito?! L'ho capito anch'io! Il platino è migliore dell'oro, quindi il premio deve essere più di 79 monete!"""
Ushiromiya Eva,"""È sbagliato. Con queste regole, il trofeo di platino probabilmente vale meno di quello d'oro. Non è vero?"""
Kanon,"""... È come dice. Sembra che abbia già trovato la risposta."""
Ushiromiya Eva,"""Questo enigma è impossibile per Ange-chan. Devi essere andato almeno alla scuola media. Risponderò io! Ti va bene, Ange-chan?"""
Ushiromiya Ange,"""C-Certo. Lo lascerò a te...!"""
Kanon,"""Risposta sbagliata."""
Ushiromiya Eva,"""Aaaaaaaahhh, mi dispiace, ho mandato tutto a monte!! Se solo avessi preso più seriamente le lezioni di scienze!"""
Ushiromiya Ange,"""Cosa intendi? Non capisco."""
Ushiromiya Eva,"""Il numero delle monete d'oro è il numero atomico di ogni premio. Bronzo è 29, argento è 47, e oro è 79. Non riesco a ricordare che numero fosse il platino...!!"""
Ushiromiya Ange,"""Non ho la minima idea di cosa tu stia parlando."""
Ushiromiya Eva,"""Tu! Che genere di problema pensi di dare a Ange-chan?! Non puoi pensare meglio ai tuoi enigmi?!"""
Kanon,"""Mi ha dato il permesso di mostrare il più difficile che avevo."""
Ushiromiya Ange,"""... È così. L'hai detto tu stessa. Ecco perché abbiamo ricevuto un enigma che era troppo difficile per me."""
Ushiromiya Eva,"""Nnggggggggggghhhh...!! S... Scusa, Ange-chan..."""
,"Eva oba-san unì le sue mani, facendo una smorfia."
,"Era solo troppo difficile, e non ne sapevo niente..."
Kanon,"""... Corretto."""
Ushiromiya Ange,"""Fantastico, Eva oba-san! Perché?! Perché è 78 monete?! Se il platino è migliore dell'oro, allora perché l'oro ha più monete?!"""
Ushiromiya Eva,"""Il numero delle monete d'oro è il numero atomico di ogni premio. Bronzo è 29, argento è 47, e oro è 79. E, comunque, il platino è 78. Quindi, il premio di platino vale 78 monete d'oro."""
Ushiromiya Ange,"""E... Eva oba-san, sei incredibile!!"""
,"Papà una volta mi disse che Eva oba-san era un'appassionata studiosa, e davvero, davvero intelligente anche quando andava a scuola."
,"Persino George Onii-chan, suo figlio, è intelligente, quindi Eva oba-san deve davvero essere incredibile."
Ushiromiya Eva,"""Però, quello era un enigma abbastanza cattivo. Avresti dovuto almeno proporne uno che Ange potesse capire."""
Kanon,"""Mi ha dato lei il permesso di mostrarle il più difficile che avessi."""
Ushiromiya Ange,"""... È così. L'hai detto tu stessa. Ecco perché abbiamo ricevuto un enigma troppo difficile per me."""
Ushiromiya Eva,"""Nnggggggggggghhhh...!! È... è colpa mia? Scusa, Ange-chan... Ma guarda, abbiamo ottenuto una medaglia, quindi per favore perdonami."""
,Ne abbiamo ottenuta un'altra. Quante ne abbiamo ottenute finora? {n}Ma ne abbiamo ancora molte da ottenere. La prossima è Shannon.
Shannon,"""Il mio non è così difficile, quindi potete rilassarvi."""
Kanon,"""... Dato che dovete solo pensare al livello di Nee-san."""
Shannon,"""M-Mi stai prendendo in giro...! Allora vuoi provarci anche tu, Kanon-kun?"""
Kanon,"""Avanti."""
Ushiromiya Eva,"""Sembra che questa volta sarai in grado di capirlo, Ange-chan. Mi limiterò a dare di nuovo indizi."""
Ushiromiya Ange,"""Ok, farò del mio meglio. Lo risolverò. Un'altra medaglia per me."""
Shannon,"""Andiamo allora. Ascolta attentamente..."""
Ushiromiya Ange,"""Non capisco. Perché ci sono delle lettere...?"""
Kanon,"""... Potrebbero essere le iniziali di ogni parola?"""
Ushiromiya Eva,"""Questo è quello che pensavo all'inizio. Ovetto di cioccolato inizia con ‘O’, e i sottaceti iniziano con ‘S’. Quelle sono le prime lettere di ciascuna di quelle parole. Ma allora, come si spiegano il wasabi che inizia con ‘I’ e la focaccia con ‘A’?"""
Shannon,"""Heheheheheheheh. L'hai capito?"""
Ushiromiya Ange,"""Non ci sono altri indizi?"""
Shannon,"""Ovvio che ci sono. Le insegnerò le lettere per altri cibi. Per prima cosa, le ossa di meringa sono ‘O’. Le mandorle non potrebbero essere ‘M’? Le acciughe sono ‘A’. La salsa di soia probabilmente è una ‘S’. Heheheheheheheh..."""
Ushiromiya Eva,"""Sembra davvero che la prima lettera sia la chiave... Ma allora come si spiega il wasabi che inizia con ‘I’...?"""
Ushiromiya Ange,"""... Amo i cibi ‘O’. I biscotti e i dolci sono ‘O’, giusto?"""
Shannon,"""È così."""
Kanon,"""Allora, non è la prima lettera dopotutto..."""
Ushiromiya Eva,"""Che succede? Il gruppo ‘O’ riguarda i dessert? ... ‘M’ sono le meringhe? ‘I’ è il wasabi? ‘A’ sono la focaccia e le acciughe? ‘S’ sono i sottaceti e la salsa di soia? Che gruppi sono questi??"""
Ushiromiya Ange,"""... Credo di averlo capito, ma non ne sono sicura. ... È un po' fastidioso."""
Shannon,"""Un ultimo indizio. Ha mai assaggiato il wasabi da solo?"""
Ushiromiya Ange,"""Sì. Non l'avevo mai fatto prima, quindi ero sorpresa. Non ci proverò mai più."""
Ushiromiya Eva,"""... Ah... ho capito! Ange-chan, grazie. Grazie a te, probabilmente ho capito!"""
Shannon,"""Si arrende? E tu, Kanon-kun?"""
Kanon,"""... Non lo capisco. ... Credo di avercela quasi fatta, ma..."""
Ushiromiya Ange,"""Già. Credo di sapere cosa significhino i gruppi, ma non riesco a capire quell'ultima parte."""
Ushiromiya Eva,"""Sono... i gusti, giusto?"""
Shannon,"""Sì, è così. Avete capito ora, Ange-sama e Kanon-kun?"""
Ushiromiya Ange,"""Sono confusa. Cos'è, Eva oba-san? Dimmelo!"""
Ushiromiya Eva,"""Tutto nel gruppo ‘O’ è dolce, giusto? Allora, riguardo al gruppo ‘S’? Il gruppo ‘I’?"""
Kanon,"""... Capisco, quindi ecco cos'era... non male, da parte tua, Nee-san..."""
Shannon,"""Perché non provi a dire ‘mi dispiace di essermi preso gioco di te’? Se non lo fai, renderò tutti i tuoi pasti ‘S’ e ‘M’."""
Ushiromiya Eva,"""‘S’ è una cosa, ma mangiare ‘M’ tutto il tempo sarebbe orribile."""
,"Alla fine, Kanon cadde sotto la minaccia dei pasti ‘M’ e venne costretto a scusarsi con Shannon."
,Ange era ancora confusa.
,Non c'è più motivo di pensarci.
,Devo riprendermi e provare il prossimo.
Ushiromiya Eva,"""Vedi, Ange-chan? Pensa ai gusti di tutti questi cibi! Che gusto ha un ovetto di cioccolato?"""
Ushiromiya Ange,"""Dolce."""
Ushiromiya Eva,"""E il wasabi?"""
Ushiromiya Ange,"""Piccante."""
Ushiromiya Eva,"""Allora la focaccia? E i sottaceti?!"""
Kanon,"""... Capisco, allora ecco cos'era..."""
Ushiromiya Ange,"""La focaccia è salata. I sottaceti sono aspri. ... Allora cosa? Le lettere corrispondono ai gusti?"""
Ushiromiya Eva,"""È così! La seconda lettera di dolce è ‘O’. La seconda lettera di piccante è ‘I’, salato è ‘A’, e aspro è ‘S’! Quindi, che gusto ha il caffè nero?"""
Ushiromiya Ange,"""Amaro!"""
Ushiromiya Eva,"""Esattamente! E la seconda lettera di amaro è ‘M’... La risposta corretta è ‘M’."""
Shannon,"""Ben fatto. Avete indovinato, Eva-sama e Ange-sama."""
Ushiromiya Ange,"""Eva oba-san, sei così fantastica!!"""
Ushiromiya Eva,"""Abbiamo dovuto lavorare insieme per risolverlo. È lavoro di squadra."""
Shannon,"""Ed ecco la mia medaglia. Per favore prendetela."""
Ushiromiya Ange,"""Ok, ho ottenuto un'altra medaglia! Grazie!"""
Shannon,"""Non l'hai capito, vero, Kanon-kun? Scommetto che era difficile."""
Kanon,"""... Non male, da parte tua, Nee-san..."""
Shannon,""" Perché non provi a dire ‘mi dispiace di essermi preso gioco di te’? Se non lo fai, renderò tutti i tuoi pasti ‘S’ e ‘M’."""
Ushiromiya Eva,"""‘S’ è una cosa, ma mangiare ‘M’ tutto il tempo sarebbe orribile."""
Ushiromiya Ange,"""Io voglio mangiare sempre ‘O’!"""
Ushiromiya Eva,"""Attenta, ti verranno delle carie. Ma se mai verrai a giocare a casa mia, condividerei volentieri."""
Ushiromiya Ange,"""Yay!! Ti adoro, Eva oba-san!!"""
,"Alla fine, Kanon cadde sotto la minaccia dei pasti ‘M’ e venne costretto a scusarsi con Shannon..."
Shannon,"""È tutto per i nostri enigmi. Li avete graditi...?"""
Ushiromiya Ange,"""Sì. Grazie!"""
Kanon,"""Sembra che gli altri abbiano ancora qualche rompicapo per voi. Fate attenzione per favore."""
Ushiromiya Eva,"""Buona osservazione. Sembra che tutti i rimanenti saranno difficili."""
Ushiromiya Ange,"""Ma vinceremo! Possiamo farcela con il lavoro di squadra...!"""
Ushiromiya Eva,"""È così. Combiniamo i nostri ingegni e continuiamo!"""
Shannon,"""Arrivederci. E buona fortuna."""
,Shannon e Kanon ritornarono in cucina con il carrello di servizio.
