Speaker,Italian (Ars Magica) (Old) (ITA)
,... Era... una stanza nera come la pece.
,"Non c'erano finestre, e con la debole lampadina, uno potrebbe vedere a malapena le cose intorno a sè."
,"Sembrava un vecchio magazzino dimenticato sottoterra, con vari tipi di mobili inpolverati messi a casaccio..."
,"Però, anche con solo una piccola luce, uno potrebbe dire che probabilmente non era un magazzino."
,... Perché quella stanza era chiusa con delle sbarre di ferro.
Ushiromiya Kyrie,"""... Dove... ci troviamo...?"""
Ushiromiya Krauss,"""Non lo so... mi chiedo, questo posto è sotto la villa...? C'era qualche stanza... direttamente sotto la sala da pranzo...?"""
,"Erano finiti in qualcosa che sembrava una buca, e caduti nella stanza."
,"Comunque, era appropriato pensare che questa stanza fosse direttamente sotto la sala da pranzo."
,"... Però, neanche Krauss poteva portare se stesso a pensare che ci fossero delle botole attrezzate nella cara sala da pranzo, dove ha gradito i suoi pasti per molti anni... e che direttamente sotto ci fosse questa stanza come una prigione."
,Ma il soffitto al di sopra era di cruda pietra artigianale... e non riuscivano a capire come erano potuti cadere da qualche parte lassù.
,"No, tutte e cinque le persone che erano state gettate qui pensarono la stessa cosa."
,"Anche se avevano avuto la sensazione di cadere in una buca... non c'era modo che ci fossero botole nella sala da pranzo, né questo posto simile ad una prigione poteva trovarsi direttamente sotto."
,"... Ma, la verità era che loro erano veramente caduti in questo posto e chiusi all'interno. ... E perciò... erano confusi."
Nanjo Terumasa,"""... È una fortuna che nessuno si sia ferito dopo essere caduti da una tale altezza..."""
Ushiromiya Krauss,"""... Shannon, Kanon. Qualcuno di voi sapeva di questa stanza...?"""
Kanon,"""... No. Neanche noi ne sapevamo niente."""
Ushiromiya Kyrie,"""... Veramente...?"""
Shannon,"""V-Veramente... noi veramente... non sappiamo di una stanza come questa..."""
,"Nonostante la loro età, Kyrie apparentemente non avrebbe trovato strano che, come servi a cui era permesso di indossare l'Aquila Monoalata, potessero sapere dei trucchi segreti della villa."
