Speaker,Italian (Ars Magica) (Old) (ITA)
,... Era la sveglia di qualcuno? *beep*beep*
,Un suono elettronico continuava a suonare per la stanza...
,"Battler, che era andato a letto tardi e non aveva dormito abbastanza, si coprì la testa con il cuscino aspettando che qualcuno spegnesse la sveglia."
,"... Ma non importava quanto tempo passasse, il suono elettronico non cessava."
,... Capisco.
,"Ciò che viene richiesto da una sveglia non è di essere abbastanza forte da svegliarti, ma di essere abbastanza fastidiosa da impedirti di ritornare a dormire."
,Ehiii... la sveglia sta suonando. Fatela smettere vi prego...
,Perché la voce di chi si alza è sempre così scocciata?
,"... Be', la cosa ha senso. Dopotutto, le persone sono ancora assonnate e di cattivo umore."
,"Comunque, non c'era proprio alcun segno che la mia voce avesse fatto alzare qualcuno o fatto trascinare fuori dal letto per spegnere la sveglia."
,"Sospirando profondamente, mi misi in piedi."
,"Con le persiane delle finestre chiuse, non entrava un filo di luce, e la stanza era buia così come lo era stata prima."
,"Anche se le persiane non fossero state chiuse, non ci sarebbe stato modo in cui questo tempo uggioso avrebbe lasciato passare abbastanza sole da rendere la mattinata piacevole."
,"I cugini erano ancora avvolti delle coperte, profondamente addormentati e senza notare in alcun modo quel rumore."
,"Normalmente, una volta che una persona si sveglia, gli altri la seguono automaticamente..."
,"... Irritato dal fatto che la ‘legge dei risvegli da campo estivo di serie’ che avevo appena fatto fosse stata distrutta, cercai la fonte di quel rumore."
,Riuscivo a sentirlo arrivare dall'orologio da polso sul tavolo.
,"Giudicando dallo stile dell'orologio, probabilmente era di George-aniki."
,"In ogni caso, quando premetti per caso un piccolo bottone che aveva sul lato, il suono cessò."
,"Apparentemente, era stato impostato per le 7:00 della mattina. ... Sono già le 7:00?"
,"Mi spiace, ma mi sembra di non aver dormito affatto..."
,Carte da gioco erano lasciate sul tavolo come se avessero smesso a metà gioco.
,... Il gioco probabilmente era Seven.
Ushiromiya Battler,"""..."""
,Dannazione... Ho questo mal di testa lancinante.
,Che diavolo è successo la scorsa notte?
,... Quella montagna d'oro e le seguenti liti tra parenti... sembravano tutte un brutto sogno...
Ushiromiya Battler,"""... Così stupido..."""
,La colazione normalmente arrivava alle 8:00. ... Ora non era un cattivo momento per cominciare ad alzarsi e vestirsi.
,Anche gli adulti probabilmente non litigheranno di fronte ai cugini.
,"... In quel caso, starò con i miei cugini per tutto il giorno."
,Sono sicuro che riusciranno a separarmi da tutti questi noiosi discorsi sull'oro e sull'essere l'erede e tutto...
,"In effetti, avrei dovuto farlo sin dall'inizio..."
,"Mi sentii disgustato, avendo dormito la scorsa notte con indosso i vestiti, il che mi aveva reso tutto sudato."
,... Penso farò una doccia.
,Sono sicuro che anche gli altri vogliono farla.
