Speaker,Italian (Ars Magica) (Old) (ITA)
Ushiromiya Natsuhi,"""... In ogni caso, finché non arriva la polizia, chiuderemo questa stanza e lasceremo tutto così com'è. ... Non ci sarà alcun problema così, giusto?"""
,Natsuhi lo affermò come se non le importasse se fossimo stati d'accordo o no.
,"... Se ci fosse stato qualcuno con un'obiezione, sarebbe stato George... ma sembrava che avesse pianto abbastanza lacrime."
,"George annuì debolmente, dandoci ancora le spalle, e quando si alzò in piedi, anche tutti gli altri acconsentirono."
,"La lettera nella busta in stile occidentale del capofamiglia che Natsuhi aveva raccolto non era stata ancora aperta. ... Ma dal momento che avevamo deciso di lasciare questa stanza, decise di aprirla nel salotto, dove tutti avrebbero potuto vedere."
,"Nel momento in cui mettemmo piede nel corridoio per dirigerci nuovamente nel salotto... alcuni di noi sentirono immediatamente che qualcosa era fuori luogo, o forse si accorsero di qualcosa di strano."
Ushiromiya Maria,"""... Uu-. ... Puzza?"""
Ushiromiya Jessica,"""Ah... l'ha notato anche Maria? ... Cos'è questo fetore... è terribile..."""
,Quando tutti annusarono l'aria... c'era veramente un orribile odore di bruciato che aleggiava per il corridoio che nessuno di noi aveva notato prima.
Kumasawa Chiyo,"""... Vado a controllare subito la cucina... sono sicura di aver spento il fuoco..."""
,"Essendosi accorta di un odore di bruciato, è naturale che Kumasawa, che aveva appena usato il fuoco in cucina, sospettasse che l'avesse causato la propria sbadataggine. Kumasawa scattò via rapidamente."
Ronoue Genji,"""... Kanon, vai con Kumasawa. Non lasciarla sola."""
Kanon,"""S-Sì...!"""
,"Dopo aver annuito all'ordine di Genji, Kanon la seguì. ... Non stava correndo, ma seguendola, tentò di trovare anche nelle altre direzioni la causa del tanfo."
Ushiromiya Maria,"""... Uu-. Puzza. ... Uuu--."""
Ushiromiya Natsuhi,"""È davvero... un fetore che fa storcere il naso. ... Però, non possiamo aprire le finestre per mandarlo via..."""
,Natsuhi era riluttante ad aprire le finestre in una situazione dove difendersi dai criminali era così importante.
Ronoue Genji,"""... Accendiamo il ventilatore. Non penso ci sia alcun bisogno di aprire le finestre."""
Ushiromiya Battler,"""... George-aniki. ... Posso parlarti?"""
Ushiromiya George,"""... Se riguarda il trovare il colpevole, allora non ho problemi."""
,Sembrava che George non fosse ancora risalito dagli abissi della sua disperazione.
,... Tutto ciò che riempiva il suo petto ora era la quieta fiamma del rancore per il colpevole che aveva rubato le vite dei suoi amati genitori.
Ushiromiya Battler,"""... La catena di questa stanza era inserita. ... Ho visto com'era messa soltanto un momento fa, ma sono sicuro che non potesse essere aperta dall'esterno. ... In altre parole, era una perfetta camera chiusa."""
