Speaker,Italian (Ars Magica) (Old) (ITA)
,... L'inquietante rumore del vento e della pioggia.
,"Un'altra volta, ripresi coscienza in modo sfocato sul letto..."
,Il dito che la strega aveva staccato con un morso. ... Era ancora attaccato.
,Non ho detto ‘era tutta un'illusione’... solo che era ancora attaccato.
,"... Dopotutto, il dolore e i segni di denti come se una strega l'avesse morso... erano ancora lì."
,"E tuttavia, la finestra, che avevo apparentemente rotto, era stata aggiustata come se non fosse mai stata rotta..."
,... Come posso scappare da questa stanza spaventosa?
,Perché sono rinchiuso in questa stanza inquietante... tutto solo...?
,Voglio uscire. ... Devo uscire. ... Lasciami uscire...
,... La porta era sigillata con una catena ben salda.
,"Potevo aprirla appena, ma solo abbastanza da fare capolino nel corridoio nel migliore dei casi."
,Probabilmente sarebbe difficile anche farci passare attraverso solo un pugno.
,Neanche la finestra si smuoverebbe. Non era meglio di una finestra sbarrata di prigione...
,Il bagno non aveva neanche una finestra.
,... L'unica cosa che sarebbe potuta uscire da lì era l'acqua che fuoriusciva se aprivi il rubinetto.
,... Non importa cosa faccia... non riesco a pensare a una via d'uscita da qui.
,Essere rinchiuso in un posto come questo mi rende un vero prigioniero.
,Finché qualcuno non viene da fuori per salvarmi... non riuscirò ad uscire per tutta l'eternità.
,"... In quel caso, non posso semplicemente chiedere aiuto?"
,"Sì, la piccola fessura che posso fare in quella porta deve esistere così che io possa chiedere aiuto."
,Ma... posso far uscire le parole...?
,"Prima, provai a chiedere aiuto, ma per qualche ragione, le parole non potevano uscire dalla mia bocca."
,... Devo aver commesso qualche errore.
,Devo aver semplicemente perso la voce nella mia fretta e la mia confusione.
,Aprirò la porta e farò apparire quella fessura un'altra volta.
,"La calda luce del vestibolo affluì, facendo risaltare a maggior ragione l'oscurità della stanza..."
,"Anche se non potevo sentire alcuna voce, sentivo qualcosa di tranquillo."
,"... Sono sicuro che tutti sono nella stanza dall'altra parte del corridoio, chiacchierando allegramente riguardo a qualcosa."
,"Se potessi solo chiamare, di sicuro qualcuno verrà a salvarmi..."
,"""... Haah... haah... nng..."""
,"Trattenendo una paura indescrivibile, provai a urlare un'altra volta..."
,"""...!! ...!!! ...!!!!"""
,Ma il risultato fu lo stesso.
,"Era come cercare di urlare sott'acqua. ... Tutto ciò che facevo era esaurire aria, incapace del tutto di chiamarli."
,"""... Haah!! Haah... haah... haah..."""
,"Anche se potevo parlare quanto volessi se borbottavo con me stesso dentro la stanza... ogni volta che provavo a far uscire fuori la mia voce, soffocavo ed ero incapace di dire qualcosa."
,Capisco.
,... Il mio corpo non è l'unica cosa rinchiusa in questa inquietante stanza chiusa.
,... Anche la mia voce lo è...
,"Pensando che avrei potuto usare qualche altro suono per chiamare aiuto, provai ad aprire e chiudere la porta violentemente, facendo sferragliare la catena."
,Suona come se stesse facendo un rumoroso suono metallico... ma sicuramente non va bene.
,Anche questo suono... è intrappolato dentro questa stanza chiusa.
,Non importa quanto un rumore che faccio sia stridente... sono sicuro che sarà più silenzioso di una foglia che cade quando avrà raggiunto l'altro capo del corridoio...
,"Provai a usare l'odiosa catena che sigillava la porta per fare un rumore per chiamare qualcuno, ma ciò aumentò solo la mia disperazione..."
,"""...? Questa... catena...?"""
,Questa è pazzia...
,"Anche se qualche secondo fa, era una robusta catena che sembrava venisse usata per sigillare un mostro..."
,A un certo punto... si trasformò in una normale serratura a catena.
,Questo cambia tutto. Ora posso aprirla solo dall'interno...!
,"Provai a toglierla, ma la catena non era abbastanza lunga mentre la porta era ancora aperta di uno spiraglio, e non potevo aprirla. Ovviamente."
,"""... C-Calmiamoci... *gulp*..."""
,Deglutii... e chiusi la porta con calma.
,Quindi... quando vidi che la catena era abbastanza allentata... la toccai con il mio dito per assicurarmene.
,"... Quando ero piccolo... odiavo le catene, perché non riuscivo mai ad aprirle bene."
,"Tuttavia... quello era tanto tempo fa. Ora, posso aprire qualcosa del genere. ... Chiunque potrebbe... è facile..."
,*clank*...
,"Ebbi una visione del demone che mi aveva rinchiuso in questa stanza, usando tutto ciò come una trappola per darmi speranza e dopo facendomi disperare ancora di più... ma misi da parte quei pensieri per il momento."
,Rimossi la serratura a catena... ed essa penzolò lì davanti ai miei occhi.
,... Ora... non c'è modo di sigillare questa porta.
,Per favore... non tormentarmi più... e solo... apriti normalmente...!
,... Lentamente... la porta si aprì.
,Avevo chiuso la porta per rimuovere la catena. ... Così la calda luce dal corridoio era stata tagliata via.
,"Se l'avessi aperta di nuovo, quella calda luce sarebbe scomparsa? ... Ero persino spaventato da una cosa del genere."
,"Tuttavia, quello ero... solo io che mi immaginavo le cose."
,"Lentamente... velocemente... no, credo che sia normale per una porta..."
,Mentre la porta emetteva un noioso cigolio... l'uscita da questa maledetta stanza chiusa finalmente si apriva...
,"""...!! ...!!!"""
,"Ha... hahaha, ce l'ho fatta... ce l'ho fatta...!"
,Anche il mio pianto di gioia era soffocato. ... Ma non importa più ora. Tutto ciò che importa è che posso uscire!
,Feci capolino con la testa e guardai a sinistra e a destra per il corridoio.
,"Il caldo corridoio. Potevo percepire delle persone che si divertivano all'altro capo. ... Tutti sono lì. Andiamo, adesso."
,"""... Gyeh...?!?!"""
,"In quel momento, qualcosa di freddo e senza cuore schiacciò la mia gola."
,Sembrava che un cappio di ferro fosse stato legato intorno al mio collo e tirato con forza da dietro.
,No... non ‘sembrava’.
,... Senza che me ne accorgessi... a un certo punto... uno spesso collare di metallo era stato legato intorno al mio collo.
,"Quando è successo?! Quando mi voltai, mi disperai ancora di più."
,Dal lato interno della porta che avevo aperto... una spessa catena si era estesa... e attaccata al mio collare.
,"La tirai, ma non si mosse neppure. Quando la scossi, l'intera porta cigolava."
,... Cosa... dia... diavolo...
,La catena connessa al mio collare... era attaccata al lato interno della porta.
,Sì. La stessa catena evanescente che aveva serrato la porta poco fa... era improvvisamente diventata una catena che mi teneva fermo...
,"È pazzia... è pazzia...!! Dannazione, che sta succedendo qui?!!"
,"Tirai con tutta la mia forza, cercando di staccare via l'intera porta, ma sapevo già da esperimenti precedenti che non si sarebbe neanche mossa."
,... Sono sicuro che questa catena scomparirà una volta che sarò tornato dentro la stanza. Ma non mi lascerà mai uscire.
,Anche se sembrò tornare ad essere una normale serratura a catena... non era cambiato niente in realtà.
,Il fatto era che ‘la serratura a catena’ mi lega ancora a quella stanza...
,"""... Uuu... nnngh... aaaaaaaaahhhh...!!!"""
,"Con le lacrime che mi scorrevano sul viso, tirai con tutto me stesso. {n}Era completamente inutile. Non importa ciò che facevo, non mi sarei mai liberato."
,E non mi era neanche permesso di chiamare aiuto.
,"... Sentì una rabbia confusa contro il modo in cui il demone mi aveva fatto pensare per un solo istante, senza pietà, che sarei scappato."
,"Ma non importa quanto gridai, nessuna voce uscì fuori, e nessuno dall'altro lato del corridoio poteva sentirmi..."
,Quindi... notai... una strana macchia sul muro del corridoio.
,"Non era una macchia. ... Erano lettere, tracciate da un dito che era stato immerso in pittura rossa."
,"""...?! ...?!?!"""
,"Quelle lettere... che sembrava come se fossero state scritte con il sangue, rispondevano alla mia più grande domanda..."
,"La serratura a catena deve essere chiusa. {n}Ti è permesso rimuoverla, ma dopo deve essere richiusa. {n}Finché non è chiusa, questa tua uscita sarà inutilizzabile."
,"Capì istantaneamente il significato di quel messaggio inquietante. Quindi ci provai, e capì completamente."
,Quando ritornai alla stanza e richiusi la serratura a catena... il legame intorno al mio collo scomparse.
,Quando rimossi di nuovo la serratura a catena... quella sensazione pesante intorno al mio collo riapparse.
,"In altre parole, non posso lasciare questa stanza se la serratura a catena viene rimossa."
,"In quel caso, perché non rimetto la catena dall'esterno della stanza...?!"
,Rimossi di nuovo la serratura a catena.
,Il collare e la catena riapparvero intorno al mio collo.
,"Feci un passo nel corridoio e chiusi la porta dietro di me, lasciando solo il più lieve degli spiragli."
,"Infilai la mia mano dentro quello spiraglio, afferrai la catena penzolante, e cercai a rimetterla in qualche modo."
,... D... Dannazione...
,... Anche se era così facile da fare dall'interno... perché... è così difficile farlo dall'esterno...?
,"Lo spiraglio doveva essere largo per far sì che io potessi manipolare bene la catena. Tuttavia, ciò rese la catena troppo corta per farla arrivare."
,"Per far arrivare la catena un altro po', avrei dovuto chiudere la porta ulteriormente."
,"Ma se lo faccio, non ci sarà abbastanza spazio per farci entrare la mia mano."
