Speaker,Italian (Ars Magica) (Old) (ITA)
,... Il suono delle onde che si infrangevano.
,Il suono della marea che si sollevava. Il rumore della brezza marina.
,"Ogni volta che la mia emicrania mi tormenta, questi sono i suoni che mi riempiono la testa..."
,"Incapace di mettere al mondo un successore, fui in una posizione davvero difficile nei riguardi della famiglia Ushiromiya..."
,"Ogni volta che sentivo di un farmaco o di un incenso che mi poteva far raggiungere la gravidanza, io lo provavo... ma niente aveva effetto."
,Fino a quando fui benedetta con Jessica 18 anni fa... mi vergognavo persino di definirmi una moglie.
{f:5:Beatrice},"""... La creazione di un figlio dipende dagli sforzi di due persone e dai capricci del cielo. Non è giusto prenderti tutta la colpa."""
Ushiromiya Natsuhi,"""Io ancora non conosco cosa ha causato la mia incapacità di rimanere incinta. Ero andata persino da noti medici. Mi ero sottoposta ad esami umilianti. ... Ma mi era sempre stato detto che non capivano la ragione..."""
{f:5:Beatrice},"""Nonostante sia passato abbastanza tempo dal tuo matrimonio, ancora non sei capace di mettere al mondo un figlio. ... Capisco. È naturale che Eva, che segretamente aspirava ad essere la futura capofamiglia, avrebbe iniziato a farsi venire in mente certe idee..."""
,Eva provò a convincere nostro Padre che io fossi un fallimento come moglie del futuro capofamiglia.
,Era un periodo in cui Kinzo era anche molto deluso dai ripetuti fallimenti di mio marito negli affari.
,"D'altra parte invece, gli affari del marito di Eva, Hideyoshi, crescevano molto bene, completamente l'opposto di quelli di mio marito."
,... Lui era l'unica persona che poteva portare buone notizie a nostro Padre.
,"In quel caso, non si poteva certo incolpare nostro Padre se lui avesse deciso di prestare orecchio alle parole di Eva ... o persino accettarle del tutto."
,"Era tutta colpa mia, che non riuscivo a mettere al mondo un figlio..."
{f:5:Beatrice},"""Tu sei senza colpa. I neonati di questo paese non vengono portati dalle cicogne? Se si deve incolpare qualcuno, quella è la cicogna."""
Ushiromiya Natsuhi,"""... Grazie. Tuttavia... nonostante allora lui godesse ancora di buona salute, il capofamiglia aveva già superato il suo culmine, e non è difficile immaginare che volesse vedere il viso dei suoi nipoti il prima possibile..."""
{f:5:Beatrice},"""Chi se ne importa. Se voleva un nipote, poteva fare quello che voleva con quella spaventosa quantità di denaro che ha. ... Questo è Kinzo, l'uomo che si è sempre vantato di come il suo denaro potesse creare ogni cosa. Se voleva un nipote, perché non si inventava semplicemente qualcosa con i soldi di cui era tanto fiero...?!"""
Ushiromiya Natsuhi,"""... Sì... esatto. ... Il capofamiglia... rinunciò con me che non riuscivo a dare alla luce un figlio... e fece proprio quello."""
,"... Ritenendolo un dovere di qualsiasi persona in possesso di un grande ammontare di denaro, il capofamiglia donò molto agli istituti di carità."
,"Ad uno tra questi, l'orfanotrofio conosciuto come ‘Fukuin House’ era stata fatta una donazione particolarmente grande, forse perché lui aveva vecchi legami con quel posto."
{f:5:Beatrice},"""Ah, la Fukuin House. ... I mobili provenivano molto spesso da quel posto."""
Ushiromiya Natsuhi,"""Come parte del loro addestramento lavorativo e come pubblica attività, il capofamiglia assume come domestici i ragazzi della Fukuin House che avevano voti eccezionali. ... Tutti i domestici della villa con ""{p:0:音}"" (On) nel loro nome, come Shannon, Kanon, Runon, Manon e Reion, provengono da lì."""
{f:5:Beatrice},"""... Ce ne sono proprio molti, è vero... nonostante molti smettano solo dopo pochi anni."""
Ushiromiya Natsuhi,"""Probabilmente perché lo stipendio di pochi anni per aver lavorato qui fa guadagnare loro una quantità di denaro più che sufficiente per vivere indipendenti. ... Un'esperienza lavorativa come domestico della famiglia Ushiromiya sarebbe meravigliosa da aggiungere al loro curriculum. Sono sicura che sia l'ambizione del capofamiglia fargli guadagnare tutto questo e poi far prendere loro il volo nella società."""
{f:5:Beatrice},"""... Capisco. ... Quindi, un bambino adottato..."""
Ushiromiya Natsuhi,"""..."""
