Speaker,Italian (Ars Magica) (Old) (ITA)
,"Già. Una volta, in passato, ho seguito l'addestramento che mi avrebbe permesso di entrare nel mondo delle streghe."
,"Avevo accettato il fatto che il solo potere che potesse salvarmi dai miei giorni tristi e dolorosi all'Accademia di Santa Lucia, era quella cosa chiamata magia, e avevo ricevuto l'introduzione alle basi di Maria..."
Ushiromiya Ange,"""... Immagina... un vasto spazio... la scena di quando ho guardato verso la valle dal punto di ristoro sulla cima..."
Ushiromiya Ange,"... Così...?"""
,Proiettai quella scena da un ricordo nel mio mondo mentale.
,... Le ragazze normali smettono di ammirare le streghette quando finiscono le scuole elementari.
,Perciò allenarmi ad usare la magia a quest'età... era imbarazzante anche per me.
,Ma anche quell'emozione imbarazzante ora era piacevole per me.
,"Proprio ora, stavo imparando la concentrazione mentale da Maria Onee-chan così da poter utilizzare la magia."
,Ma non stava andando molto bene. ... Era quasi senza speranza quanto insegnare a una persona a muovere le orecchie mostrandoglielo...
,Sembra che si debba immaginare un vasto spazio per guadagnare la concentrazione mentale per poter usare la magia.
,"Perciò ricordai la volta quando ero bambina in cui la mia famiglia era andata a fare una piccola vacanza, quando avevo guardato in basso verso la base da una piattaforma panoramica ad un punto di ristoro su un picco, e provai a ricreare questa scena nel mio mondo mentale."
Ushiromiya Maria,"""No, ancora decisamente troppo piccolo. Immagina uno spazio molto, molto più grande. E crea il tuo mondo mentale personale."
Ushiromiya Maria,"La tua immagine è ancora davvero troppo sfuocata. Non c'è temperatura nell'aria, e non c'è vento. Nemmeno un odore. Il mondo è ancora molto fioco. Puoi lasciare queste cose per dopo, quindi per adesso immagina uno spazio ancora maggiore."""
Sakutarou,{p:0:『}Uryu. ... Perché bisogna immaginare uno spazio vasto?{p:0:』}
Ushiromiya Maria,"""Dal momento della nascita, gli umani hanno al loro interno una tossina che blocca la magia. Se non viene purificata, non si può usare bene la magia. ... Un metodo efficace per ottenere questo risultato è immaginarsi un grande spazio."""
Ushiromiya Ange,"""... Poco fa, ho pensato al mondo visto dal finestrino di un aeroplano, ma non ha funzionato. ... Non riesco neanche a immaginarlo... uno spazio più vasto di quello."""
Sakutarou,"{p:0:『}In quel caso, basta che Maria insegni ad Ange la vastità del mondo che possiede...! Non renderebbe più facile anche per Ange immaginarlo? Uryu!{p:0:』}"
Ushiromiya Ange,"""... È vero. E poi, sono interessata in che genere di mondo Onee-chan immagini quando usa la magia. ... Lo userò anch'io."""
Ushiromiya Maria,"""Uu- non funziona. Il mondo mentale dev'essere vasto e isolato. Un mondo con nessun altro ostacolo che te stessa."
Ushiromiya Maria,"... Perciò, se parli a qualcuno di quel mondo, non sarà più isolato. Quindi non devi rivelare il mondo mentale a nessuno. Se riesci a immaginarne uno buono, devi tenerlo come un segreto solo per te stessa."""
Sakutarou,"{p:0:『}Uryu... sei così tirchia, Maria... {p:0:』}"
Ushiromiya Ange,"""Grazie, Sakutarou. Immagino non ci siano scorciatoie nell'addestramento. ... Farò uno sforzo. Va bene così, ho ricevuto indizi più che sufficienti."""
Sakutarou,"{p:0:『}Uryu...! Fai del tuo meglio, Ange...!{p:0:』}"
,"Ero arrivata a pensare che non avrei potuto essere salvata da qualcosa come la magia. Dopotutto, la magia in questo mondo non esiste. Si presume che quel genere di cose non sia altro che un'illusione, un inganno, un sogno ad occhi aperti."
,"... Tuttavia, Maria Onee-chan aveva dimostrato che poteva riempire il proprio mondo di felicità usando un potere che per me era impossibile."
,Ero arrivata al compatire quella felicità come una felicità vuota.
,"... Avevo negato tutto, pensando che, dato che non accettavo la magia, non potevo accettare neanche la felicità che ne sarebbe derivata."
,"Ma lentamente, poco alla volta, il mondo di Maria Onee-chan diventò sempre più allegro."
,"In passato, l'avevo sminuito, pensando che fosse troppo penoso da osservare."
,Però... potrebbe essere stata nient'altro che gelosia. Devo ammetterlo.
,E questo è stato il mio primo passo nella mia ricerca della felicità...
,Un vasto spazio. Un vento secco che poteva soffiare senza essere fermato da alcuna cosa. ... Lascia che senta quel vento attraversare i miei capelli.
,... Capisco... anche il terreno potrebbe bloccarmi per come sono ora.
,"Allora, non mi serve un terreno."
