Speaker,Italian (Ars Magica) (Old) (ITA)
,"""... Lasciate che venga ascoltata. Io sono una, eppure molti. Ciò di cui parlo è la nostra storia. Tuttavia, questo è un piccolo mondo, sigillato da vetro e sughero, con nessuno ad ascoltarlo. Nessuno vi porrà lo sguardo, e la mia intera storia verrà sigillata, andrà alla deriva nel mare del mio cuore finché non scomparirà insieme alle alghe..."""
Furfur,"""Ah, dov'è questo luogo?! E chi sono io?!"""
Zepar,"""Allora lasciami chiedere! Dove vorresti essere? Chi vorresti essere?!"""
Furfur,"""Ovunque, purché mi si avvolga in modo gentile! Chiunque, purché mi si tratti in modo gentile!"""
Zepar,"""Sì, per noi...!"""
Furfur,"""Per noi...!"""
,"""""Dove e chi siamo difficilmente importa!!"""""
Clair,"""Corretto. Ciò è qualcosa di molto insignificante per noi. Almeno, finché quel giorno ha luogo. Perché dobbiamo essere gettati nel sentiero di un nuovo destino? Il verdetto del fato è stato improvviso e inaspettato."""
Zepar,"""Quello non era il destino che desideravo."""
Furfur,"""Ma ha fatto battere il tuo cuore...!"""
Zepar,"""Dove ci porterà il nuovo destino?!"""
Furfur,"""Non importa dove!"""
,"""""Purché quel luogo sia gentile con noi...!!"""""
Clair,"""Quando fummo portati nella dimora temporanea dove si radunavano tristi bambini senza genitori, fu un segno della salvezza da parte di Dio, o un richiamo nel gioco demoniaco, dove il nuovo destino ci avrebbe tormentato? {n}Non abbiamo modo di saperlo."""
Clair,"""E tuttavia, vogliamo credere. Vogliamo credere che era la salvezza mandataci da Dio, un segno dal ‘fukuin’, il Gospel."""
Furfur,"""Ma cosa significa per me? Non ho nessun credo religioso!"""
Zepar,"""Allora non era il Gospel, ma il richiamo di un demone!"""
Clair,"""E noi non possiamo andare contro il fato. Oh, io sono una eppure molti. {n}Prego che il nuovo destino ci porti benedizioni. Il tempo è il 1976 DC, in aprile. {n}Un tempo ancora troppo fresco per essere chiamato primavera. La strana nuova terra ci tormentava con la stessa vecchia aria e con le correnti..."""
Ushiromiya Natsuhi,"""Queste sono tutte le regole della famiglia. Potrebbero essere severe, ma credo che la disciplina che imparerete in questa casa vi potrà servire in futuro."""
,"""""""Sì, Madame."""""""
,Le domestiche che avrebbero iniziato a lavorare questo aprile risposero all'unisono.
,"Le regole della famiglia Ushiromiya non sono né più, né meno, severe di quelle alla Fukuin House."
,"Tuttavia, qui, si è pagati con molto denaro. Ci danno anche molto aiuto nel trovare il nostro prossimo lavoro."
,"Lavoriamo per la famiglia Ushiromiya, mettiamo denaro da parte, usiamo la loro influenza per trovare un buon lavoro in una buona compagnia, e iniziamo una nuova, allegra vita."
,"... Quello era il sogno, ed era molto realistico, appartenente a tutti noi della Fukuin House."
,"Però, non tutti possono diventare domestici della famiglia Ushiromiya. {n}Solo persone con un record di condotta esemplare e buoni voti sono raccomandate."
,"Quindi, tutti coloro che vogliono avere la sicurezza di lasciare la Fukuin House per vivere una vita felice sono febbrilmente devoti ai loro studi..."
Ushiromiya Natsuhi,"""È abbastanza per oggi. Domani, iniziate presto. Fate in modo che le luci siano tutte spente all'ora appropriata. È tutto."""
,"""""""Sì, Madame. Grazie molte."""""""
,"Dopo essersi inchinate finché Natsuhi non era più in vista, le nuove domestiche seguirono tutte la guida di una delle più esperte e alzarono le loro teste."
,"""Ok, abbiamo finito per oggi. Iniziando da domani, seguirete il vostro orario di turni. Madame è molto severa riguardo alla puntualità. Se qualcuna di voi dorme fino a tardi, dovrò assumermene la responsabilità. Quindi se lo fate, vi butterò giù dal letto. Capito?!"""
,"Ovviamente, questa domestica esperta era una delle ragazze più anziane dalla Fukuin House. È qui da due anni, a quanto pare."
,"Ecco perché probabilmente le altre domestiche, che sono più anziane di me, sembrano conoscerla bene."
,"‘Quella Madame sembra così severa. ’ ‘Diamine, sono stanca. ’ *giggle*giggle*."
,"""... Comunque, chi è questa giovane persona? Perché sta lavorando tra i domestici?"""
,"La domestica anziana mi indicò e chiese alla stanza in generale, con un'espressione dubbiosa sul volto."
,"Non è una sorpresa, veramente. La maggior parte di noi può lavorare come domestico, quando supera la scuola media o quella superiore."
,Ma io sto solo iniziando la scuola elementare.
,"Le altre lavoreranno come domestiche ogni giorno, secondo i loro turni."
,"Tuttavia, io andrò alla scuola elementare a Niijima con Milady, lavorando solo nei fine settimana e quando avrò tempo libero."
,"Era un'eccezione tra le eccezioni, qualcosa che non era mai successo prima."
,"... Bastava uno sguardo per capire che alle altre, che avevano ottenuto la loro posizione dopo un rigoroso processo di selezioni, non piaceva il fatto che anch'io fossi qui."
,"""... Sia Madame che Genji-sama mi hanno detto che devi mettere i tuoi studi per primi. Ma ricevi comunque una paga. Non ha alcun senso."""
,"Se devi parlare male di qualcuno, almeno fallo alle sue spalle. Non provò neanche a nascondere il suo malcontento."
,"""È così intelligente? Un infante prodigio, o qualcosa del genere?"""
,"""Non che io sappia."""
,"""È da sempre abbastanza fragile e si mantiene in disparte. Non lo conoscevo bene alla House."""
,"""... Ora che sei qui, sei parte di un sistema di responsabilità collettiva. {n}Se fai casini, è come se tutti noi della Fukuin House lo facessimo. Vedi di evitarlo, ok?"""
,"Annuii debolmente. ... Non ho mai ricevuto minacce da qualcuno così più grande di me, e avevo molta paura."
Shannon,"""Non preoccuparti. Ti aiuterò. Mettiamocela tutta insieme, va bene?"""
,Shannon mi sorrise mentre parlava...
Zepar,"""Non era spaventata anche Shannon? Questa casa sembra alquanto severa...!"""
Furfur,"""Nah, non c'è nulla di cui aver paura. Hai solo pensato che fosse spaventoso, quindi hai avuto paura."""
Zepar,"""Quindi se pensassi che sia divertente, lo sarebbe?!"""
Furfur,"""Sì, lo sarebbe. Quindi facciamo un sorriso e mettiamocela tutta."""
Clair,"""... Shannon era la mia unica amica alla Fukuin House. Lei era sicura di sé e popolare. Il completo opposto di me. Ero ignorante in quantità imbarazzanti, e nessuno voleva stringere amicizia con me."""
Clair,"""Non ce l'avrei mai fatta attraverso quei giorni alla Fukuin House se non fosse stato per il suo incoraggiamento. ... Quindi, probabilmente ce la farò anche qui, con lei al mio fianco."""
Zepar,"""Beh, non è il momento di prepararsi per andare a dormire? Ho del duro lavoro domani mattina presto, ma tu hai un compito diverso."""
Furfur,"""È così. A differenza di tutti gli altri, io devo andare a scuola. Quando passo la notte su Rokkenjima, devo prepararmi per la scuola e aspettare Milady alla banchina."""
Zepar,"""Milady sembra una persona energica. Spero che andiate d'accordo!"""
Furfur,"""P-Pensi che lo farò...? Ho paura della scuola, mi mette ansia...!"""
Clair,"""... Ho fatto l'abitudine alla vita alla Fukuin House, quindi le regole più tranquille a scuola mi davano vita facile. Ma finché non mi ci abituavo, era tutto nuovo, e tutto mi metteva ansia."""
,La mia nuova vita su Rokkenjima probabilmente necessita di una spiegazione.
,Era completamente diversa dalla comoda ma stagnante vita vissuta alla Fukuin House.
,"In aggiunta al tempo che passavo al servizio della famiglia Ushiromiya su Rokkenjima, viaggiai anche alla scuola elementare a Niijima nei giorni scolastici."
,"Era l'inizio di un periodo sia frettoloso che pieno, con difficilmente del tempo per rilassarsi."
,"A differenza della Fukuin House, qui non dormivo ogni giorno nello stesso letto."
,"Per metà settimana, dormivo nella stanza dei domestici nella villa di Rokkenjima."
,"Ritornerei da scuola con Milady, andrei alla villa, e lavorerei lì insieme ai domestici. Quindi starei per la notte e andrei di nuovo a scuola con Milady il giorno dopo."
,"Quando non dovevo lavorare, avrei fatto ritorno ai dormitori a Niijima, dove potevo avere del tempo per me nella stanza assegnatami."
,"C'era una donna che gestiva il dormitorio e che controllava severamente gli orari dei pasti e il coprifuoco, ma avevo già fatto l'abitudine a quel tipo di vita, quindi non era difficile per me."
,Le stanze erano leggermente più spaziose della media e ospitavano tre persone l'una.
,"Tuttavia, o per il numero di persone o per un colpo di fortuna, non mi è stata data una stanza per tre persone."
Shannon,"""Sembra che condivideremo la stanza anche qui nei dormitori."""
,"Con Shannon al mio fianco, credo che riuscirò a cavarmela abbastanza bene..."
Ushiromiya Natsuhi,"""Corretto. Ogni anno, nuovi domestici vengono dalla Fukuin House, sostituendone alcuni vecchi."""
Ushiromiya Krauss,"""Era qualcosa che Nostro Padre decise con loro tutto da solo. Al resto di noi non era consentito immischiarsi."""
Ushiromiya Natsuhi,"""La nostra famiglia educherebbe severamente questi bambini senza parenti e li supporterebbe nel loro cammino verso l'età adulta, ma io ho sempre visto ciò come l'obbligo della ricca famiglia Ushiromiya verso la società."""
Furfur,"""Che genere di ragazzi venivano a servire la famiglia Ushiromiya?"""
Zepar,"""Ho la certezza che erano seri, dolci ragazzi con una condotta impeccabile!"""
Ushiromiya Natsuhi,"""Mi sembrava che ci fossero molte iene appariscenti tra di loro."""
Ushiromiya Krauss,"""Diciamo che avevano molte ambizioni. Quei poveri ragazzi senza parenti. {n}Erano determinati a usare questa rara opportunità per lanciare le loro carriere, così che potessero prendere il controllo delle loro vite."""
Furfur,"""Tutti loro dovevano bilanciare la scuola e il lavoro da domestici?"""
Zepar,"""Deve essere difficile! Non riuscireste a ottenere molte faccende fatte!"""
Ushiromiya Natsuhi,"""Non c'è mai stato un caso di un domestico che andava a scuola mentre lavorava... eccetto per quella giovane persona."""
