Speaker,Italian (Ars Magica) (Old) (ITA)
,Attraversammo di nuovo l'atrio mentre ci dirigevamo all'entrata.
,E ancora una volta vedemmo il quadro della strega.
,Anche se la parola ‘vedemmo’ probabilmente non era la miglior parola per descrivere la sensazione provata. ... Era come se i nostri occhi ne venissero attratti.
,"Gli occhi di quella donna con quello scintillio di saggezza, avevano definitivamente il potere di far rimanere paralizzato sul posto coloro che li guardavano."
Ushiromiya Battler,"""... E così questa è la strega, Beatrice. ... Esiste davvero?"""
Ushiromiya Maria,"""Uu-? Battler non ci crede...?"""
,"Quando chiesi cosa fosse quel quadro, la prima persona che mi disse che era Beatrice fu Maria."
,"Quindi, quando Battler mostrava segni di dubbio, Maria si sentiva come se Battler non le credesse."
,"... Naturalmente, non era quello che Battler intendeva."
,Maria corse verso il quadro e iniziò a colpire una lastra che si trovava al di sotto di esso.
,Forse il titolo del quadro era scritto lì.
,"Maria, cercando di dimostrare che non stava mentendo, continuava ostinatamente a colpire la lastra."
Ushiromiya Battler,"""Ah, mi spiace, non ho dubitato su niente di quello che ha detto Maria."""
Ushiromiya Maria,"""Uu-! Battler ci crede! Uu-!"""
,Quando accarezzai la testa di Maria per scusarmi lei sembrò accettarlo gonfiando il petto e facendo uu-uu orgogliosamente.
Ushiromiya Battler,"""... Cos'è questo? ‘Mia benamata strega, Beatrice’. ... La mia amata terra natia... cos'è questa strana e lunga iscrizione?"""
,"La lastra aveva il titolo del quadro scritta su di essa, ma era troppo grande per contenere solo quello."
,"Al di sotto del titolo, c'era anche quella che sembrava una lunga epigrafe."
,"Se la si sfiorava, molte inquietanti parole ti avrebbero colpito."
Ushiromiya Jessica,"""Incredibile, vero? L'ha scritta il Nonno. ... Molto profondo, eh?"""
Ushiromiya Maria,"""Uu-! Maria lo sa! Il posto dov'è nascosto l'oro!"""
Ushiromiya Battler,"""... Aspetta, è quella storia sull'oro nascosto della famiglia Ushiromiya? {n}C'è un'altra cosa che ricordo da tempo fa... aspetta, Aniki... ma è vero?"""
