Speaker,Italian (Ars Magica) (Old) (ITA)
,Gohda si stava occupando della ronda notturna.
,Non c'era mai stato nessun altro su Rokkenjima a parte la famiglia Ushiromiya. Perciò controllare che le porte e le finestre fossero tutte chiuse non aveva un vero scopo.
,"Tuttavia, da quando Natsuhi aveva ributtato che non farlo era imprudente, i controlli notturni erano diventati parte della routine giornaliera dei domestici."
,... Il motivo che aveva spinto Natsuhi a dare quest'ordine era da trovarsi nei disordini causati dalla strega di tanto in tanto.
,"Tutti coloro che giungevano e lasciavano quest'isola sapevano della leggenda di Beatrice, la strega della foresta. Quest'ultima si era assicurata il ruolo di tipica storia di fantasmi per quest'isola."
,"In tali circostanze, era naturale che alcuni credessero, pensando di essere da soli nella villa... di sentire uno strano rumore o di vedere l'ombra di una persona."
,"Ma quando tutto ciò si era trasformato in uno scompiglio un po' troppo esagerato e aveva raggiunto le orecchie di Natsuhi, lei aveva scatenato il finimondo, pensando che qualche persona sospetta si stesse introducendo nella villa a proprio piacimento."
,"Ad ogni modo, si raccontava che avesse svegliato tutti i domestici e che li avesse costretti a controllare ogni angolo della villa."
,"Siccome tutto questo tumulto per la strega era accaduto prima dell'arrivo di Gohda, lui ne aveva solo sentito parlare dai domestici che erano lì da molto più tempo."
,Storie di fantasmi come quella si ritrovavano in ogni posto di lavoro. Non erano mancate nemmeno all'hotel o al ristorante in cui Gohda aveva lavorato.
,"Così quando aveva sentito quella storia su quest'isola, aveva sorriso con amarezza, pensando ‘ah, e così hanno una cosa del genere anche qui’."
,"Aveva sorriso con amarezza, ma si era detto paese che vai, usanze che trovi, e non se n'era dimenticato."
,"Intorno agli altri Gohda fingeva di crederci, ma nel suo cuore considerava la cosa un giochetto infantile. ... All'inizio."
Gohda Toshiro,"""... L'atmosfera è certamente surreale. Ora capisco perché i domestici abbiano fatto tanto rumore per quella storia in passato."""
,Poteva comprendere perché qualcuno impegnato nella ronda notturna come lui in questo momento potesse credere di aver scorto un fantasma vedendo una tenda di pizzo che ondeggiava nella brezza perché una finestra non era stata chiusa.
Gohda Toshiro,"""Dunque, se ti prendi gioco della strega del ritratto, c'è una maledizione. {n}Pare che ci sia stata addirittura una domestica che fu ferita gravemente e si licenziò. ... Detesterei restare ferito. Ho già una certa età. Probabilmente non riuscirei mai più a trovare un posto di lavoro così confortevole... Aaah. Strega del ritratto. Sto lavorando onestamente, quindi per favore lasciami in pace."""
