Speaker,Italian (Ars Magica) (Old) (ITA)
Furfur,"""Aah, Zepar!! Cos'è questo importante annuncio?!"""
Zepar,"""Ascolta, Furfur! La nostra image song uscirà su CD!"""
,"""Bugiaaardaaaaaaa?!"""
,"""""Sì, è una bugia! Ahahahahahahahahahahahaha."""""
Zepar,"""Era una noia apparire sempre nella stessa maniera...!"""
Furfur,"""Abbiamo pensato di cambiare un poco il nostro stile!"""
Zepar,"""Siamo intrattenitori! E il teatro è vivo!"""
Furfur,"""Bisogna improvvisare ogni tanto...!"""
Ushiromiya Jessica,"""S... Sì, avremmo potuto farne a meno, diamine..."""
Ushiromiya George,"""... Grazie per aver allentato la tensione, voi due. Scusate, ma stiamo ancora discutendo su cosa fare nella seconda prova. Vorremmo ancora un po' di tempo. E se possibile, un po' di tranquillità."""
Zepar,"""Scusa, George-kun. In realtà, abbiamo un annuncio davvero importante riguardo la seconda prova."""
Furfur,"""Sono buone notizie per alcuni! Cattive notizie per altri?"""
Zepar,"""Quelli per cui è una cattiva notizia probabilmente l'hanno già capito!"""
,"""""Se non sapete di che stiamo parlando, allora sono buone notizie per voi!!"""""
Shannon,"""... Beatrice-sama...?"""
{f:5:Beatrice},"""... Non è niente."""
Kanon,"""..."""
,"Vi erano lì cinque persone. Mancava soltanto Battler. E Beato aveva il volto scuro, la testa china."
,Tutti avevano capito che doveva essere accaduto qualcosa a Battler...
Zepar,"""Vorremmo annunciarvi che Battler-kun si è ritirato prima della seconda prova."""
,Tutti sussurrarono. ... Cos'era accaduto...?
Furfur,"""Il gioco della strega lo aspetterà per sempre, ma una coppia di amanti non può aspettare in eterno."""
Zepar,"""L'amore è come un gelato! È dolce e cremoso, ma se non lo mangi in fretta, lo perderai. Il nostro gioco non è così magnanimo da aspettare il suo ritorno."""
Kanon,"""... Così è questo che intendevi per buone notizie."""
Ushiromiya Jessica,"""Heh. ... Be', sono felice che i nostri rivali siano diminuiti di numero, ma se pensate che gioisca per le disgrazie di un'altra persona, vi sbagliate di grosso..."""
Ushiromiya George,"""Battler-kun... colui che ritenevamo il nostro più grande avversario... non chiederò perché. Se i demoni incaricati dicono questo, allora è così."""
Shannon,"""... Allora... cosa accadrà a Beatrice-sama...?"""
{f:5:Beatrice},"""... Sembra che perderò il diritto a partecipare a questa prova."""
Zepar,"""Dopotutto, questa è una prova per testare i legami tra gli innamorati!"""
Furfur,"""Battler-kun non è attualmente in grado di sostenerla. Perciò, la sua coppia è squalificata! Com'è triste...!"""
Zepar,"""In ogni caso, lei è una delle partecipanti in questa prova d'amore a tre. {n}Perciò, penso potremmo lasciarla guardare la prova come osservatrice!"""
Furfur,"""Una splendida idea! Ha il diritto di benedire la coppia che supererà la prova!"""
Ushiromiya George,"""... A te va bene?"""
{f:5:Beatrice},"""Sì... voglio guardare fino alla fine. ... E... credo ancora che tornerà presto, riguadagnerà il diritto di partecipare, e continuerà questa prova con me un'altra volta."""
Shannon,"""... Penso abbia il diritto di essere una spettatrice."""
Ushiromiya Jessica,"""Nessuna obiezione."""
Kanon,"""... Non c'è bisogno di essere crudeli."""
Ushiromiya George,"""Ma anche così... abbiamo perso un potente avversario. ... Mi spiace per voi due, ma vorrei sistemare questa prova in questo momento."""
Furfur,"""Ah, questo è George-kun per voi! Tifo per te dal mio più profondo!"""
Zepar,"""La freddezza con cui arreda quell'amore fa risaltare ancora di più la sua foga...!"""
Ushiromiya George,"""Ad ogni modo... siamo scesi da tre a due, e lo stallo a tre è stato risolto. {n}Non eravamo in grado di combattere proattivamente perché temevamo una situazione di due contro uno."""
Kanon,"""... Ora che è uno contro uno... è semplicemente un ottimo duello leale."""
Shannon,"""..."""
