Speaker,Italian (Ars Magica) (Old) (ITA)
{f:5:Bernkastel},"""... Erika, Dlanor."""
Furudo Erika,"""Sì, mia padrona."""
Dlanor,"""Ha CHIAMATO?"""
{f:5:Bernkastel},"""... Voglio che voi due rimaniate in questo Frammento... e spieghiate tutto nei giochi dal primo al quarto. Quella patetica strega temporanea che afferma che l'Illusione della Strega è vera ora non esiste più. Mostrate fino in fondo la pura verità."""
Furudo Erika,"""*giggle*! Lasci fare a me, padrona. Non c'è enigma che io, Furudo Erika, non possa risolvere."""
{f:5:Bernkastel},"""... Naturalmente. Per questo sei la mia pedina, la mia copia. *giggle*giggle*giggle*!"""
,"Bernkastel aveva un grande... orribile sorriso, che Erika condivideva."
,"... L'Illusione della Strega di Beatrice sarebbe scomparsa, e i risultati di tutti i giochi precedenti sarebbero stati sovrascritti."
,Era stata distrutta in ogni modo possibile... e ora rimaneva solo la pura verità.
,Una verità così debole non era che come bere un bicchier d'acqua per Erika...
Furudo Erika,"""È possibile spiegare tutti e quattro i giochi precedenti con Natsuhi come criminale, o con alcune irregolarità basate sullo stesso principio. Non lascerò che nessuno sostenga ancora che siano crimini della strega Beatrice. Li metterò assieme, e le mostrerò una storia di prima classe."""
{f:5:Bernkastel},"""*giggle*... Non devi lasciare neanche un Frammento della Leggenda della Strega di Beato. Le dicerie dei domestici, il modo in cui la gente parlava degli inspiegabili eventi come se quella leggenda fosse stata la causa, l'Illusione della Strega che agiva assieme all'illusione di Kinzo. ... Occupatevene fino in fondo."""
Furudo Erika,"""Certamente. Comincerò subito. ... Abbiamo i mobili in nostra custodia, ora. Stiamo lavorando per identificare i loro medium."""
,Le Sette Sorelle del Purgatorio sono già state prese in custodia.
,Quelle sorelle rumorose che servivano Beato ora non hanno trovato che negazione.
,Su che tipo di illusione erano basate per potersi ‘manifestare’?
,... Tutto sarebbe stato esposto... e negato.
Dlanor,"""Le Eiserne Jungfrau hanno già cominciato le INDAGINI. Secondo i risultati più recenti, c'è un'alta probabilità che siano state costruite negli anni '60 nelle vicinanze di New YORK. Una squadra è già stata mandata sul POSTO."""
{f:5:Bernkastel},"""Gli anni '60? Le Sette Sorelle del Purgatorio sono {p:0:＜}Made in USA{p:0:＞}? Pfft, *giggle*giggle*giggle*... Anche se si vantavano di essere mobili connessi a Re Salomone e aver servito una strega millenaria, sono una vergogna totale. Chi è stato...?"""
Furudo Erika,"""Secondo il rapporto... c'è questo gruppo di gran truffatori... che fa soldi vendendo falsi a ricchi fan dell'occulto."""
Dlanor,"""Visto che i miliardari raggirati provano a rivendere i falsi come fossero autentici, c'è una probabilità che siano stati esaltati erroneamente dai fan di quel SETTORE. Ci stiamo affrettando per trovare conferme e maggiori DETTAGLI."""
Furudo Erika,"""Quindi Kinzo Ushiromiya era un perdente che avrebbe pagato gran soldoni per qualsiasi oggetto occulto falso."""
