Speaker,Italian (Ars Magica) (Old) (ITA)
,......
Sakutarou,{p:0:『}... Uryu... Maria... non risponderai...?
Ushiromiya Maria,"""..."""
Sakutarou,{p:0:『}... Uryu... allora io sono veramente... un pupazzo...? sono fatto di stoffa e cotone... quindi non è possibile che io possa... parlare...? Quindi... non posso parlare a Maria...?{p:0:』}
,"Sakutarou guardò in alto verso Maria, con un'aria triste."
,"La faccia di Maria era coperta di lacrime, e sembrava come se avesse perso persino ogni traccia di tristezza..."
Ushiromiya Maria,"""... Uu-. ... Maria può sentirti, Sakutarou. ... Non sei un pupazzo fatto di stoffa e cotone, Sakutarou. ... Tu sei l'amico... di Maria. ... Odia Ange. ... Uuuuuuuuuuuu..."""
Sakutarou,"{p:0:『}Uryu... scusa Maria, scusa Maria...! Uryu...!{p:0:』}"
,"Sakutarou si sentiva pentito. Congelando il suo cuore, Maria era finalmente riuscita a scappare dalla sua tristezza."
,"... Parlando ad alta voce e chiamandola indietro, aveva fatto in modo che lei venisse oppressa dalla tristezza ancora una volta..."
,"Sakutarou cercò di abbracciare Maria, per poi lasciarla andare, e fissare con preoccupazione il suo aspetto, immerso su come potesse tirare su il morale di Maria."
,... Forse sembrava un po' buffo mentre lo faceva.
,"Alla fine, quello riuscì a distogliere i sentimenti di Maria dalla tristezza..."
Ushiromiya Maria,"""Scusa. ... Piangere non servirà più a niente."""
Sakutarou,"{p:0:『}Hai litigato con Ange, ma hai ancora un sacco di amici, Maria... non sono l'unico. ... Tutti sono qui. Sakusuke e Sakukichi, la banda degli animali, e molti, molti di più... {p:0:』}"
,"Maria guardò i tanti pupazzi intorno al suo cuscino, che erano riuniti insieme come se stessero chiacchierando."
Sakutarou,"{p:0:『}... Tutti... sono preoccupati per te, Maria. Stato tutti parlando ancora e ancora su come tirarti su di morale, va bene...?{p:0:』}"
Ushiromiya Maria,"""... Tutti loro no... andranno via... come Ange...?"""
Sakutarou,{p:0:『}Non lo faranno. Saremo sempre insieme. {p:0:』}
Ushiromiya Maria,"""... Veramente? Tutti voi state con Maria solo a casa. Non possiamo uscire insieme quando c'è Mamma, e non possiamo andare a scuola."""
Sakutarou,"{p:0:『}Visto che non dovresti portarci a scuola, finirai nei guai se l'insegnante lo scopre. Ma se nessuno lo scoprirà, potremo stare insieme ogni momento. {p:0:』}"
Ushiromiya Maria,"""... Sakutarou, tu sei grande quindi verresti scoperto."""
Sakutarou,"{p:0:『}Allora puoi portare uno dei ragazzi che sono piccoli abbastanza per andarci in giro insieme. ... Per esempio... cosa te ne pare di loro? Se prendi gli amici nella banda degli animali... guarda, loro sono piccoli quindi puoi nasconderli in tasca e andarci a scuola insieme. {p:0:』}"
Ushiromiya Maria,"""... Ce ne sono un sacco nella banda. Non possono starci tutti nella tasca di Maria."""
,Raccolse tutti i pezzi della banda degli animali sparsi per il letto.
,"Ce n'erano tanti quasi quanto i pezzi negli scacchi, quindi probabilmente sarebbe impossibile farceli stare tutti in tasca..."
Sakutarou,"{p:0:『}In quel caso, puoi portare solo gli amici a cui sei particolarmente legata. ... Puoi portare i quattro conigli, quelli a cui sei più legata nella banda degli animali. {p:0:』}"
Ushiromiya Maria,"""... Quattro ci starebbero nella tasca di Maria. ... Sì. In questo modo, non li scopriranno."""
Sakutarou,"{p:0:『}Quindi in questo modo, non sarai sola neanche a scuola, Maria. Quei ragazzi saranno con te anche nei posti in cui io non posso andare. {p:0:』}"
Ushiromiya Maria,"""... Sì. ... Forse... non sarà sola così. ... Forse Maria può resistere... finché non torna a casa da scuola..."""
Sakutarou,"{p:0:『}Finché non saremo scoperti dall'insegnante e Mamma, potremo stare con te tutto il tempo. Quindi stia insieme, giochiamo insieme per sempre. Non ti lasceremo sicuramente sola, Maria. Uryu!{p:0:』}"
,Alla fine l'espressione di Maria recuperò un po' della sua luminosità.
,"... Giusto. All'inizio, il mondo di Maria non aveva Ange."
,"Anche senza Ange, era divertente con tutti gli altri."
,"Eppure, cosa strana, era diventato improvvisamente triste senza Ange, che ci era entrata alla fine."
,... Tutto quello che era successo era che Maria era ritornata nel mondo com'era prima che Ange ci entrasse. ... Quindi non c'era niente per cui essere tristi.
Ushiromiya Maria,"""... Sì. Non è sola. Sakutarou e tutti gli altri sono con Maria."""
Sakutarou,"{p:0:『}Uryu-! Ti voglio bene, Maria...!{p:0:』}"
Ushiromiya Maria,"""Maria non lascerà entrare nel suo mondo più nessun umano. ... la Mariage Sorcière è un'alleanza solo tra Maria e Beatrice."
Ushiromiya Maria,"... All'inizio, Beatrice si era anche opposta nel farci entrare Ange. {n}... Va bene così. Ange era ancora troppo giovane."""
Sakutarou,"{p:0:『}... Per adesso, finché non potrai essere di nuovo amica di Ange, penso che vada bene dimenticarsene. Potrete giocare insieme una volta che tu avrai recuperato il tuo buonumore, Maria. Fino ad allora, tutti noi staremo al tuo fianco. {p:0:』}"
Ushiromiya Maria,"""... Grazie. ... Sakutarou... tutti."""
,"E poi, Maria recuperò ancora una volta il suo mondo precedente. Riguadagnò il mondo che non era triste, e dove lei era circondata da molti amici."
,"Proprio come al solito, non aveva nessun amico umano a scuola, ma i suoi amici magici erano sempre con lei."
,"La banda di conigli che aveva nascosto in tasca parlò con lei durante le lezioni, sembrando che si divertissero molto."
,Il solo sentire quello migliorava moltissimo il tempo che passava durante le lezioni.
,"Maria fece in modo che, finché Mamma e l'insegnante non li scoprissero, gli altri suoi amici potessero sempre essere con lei."
,"Quando Mamma diceva a Maria di andare a giocare fuori, Maria avrebbe messo in segreto Sakutarou e Sakusuke e gli altri nella sua borsa, e avrebbero giocato insieme in biblioteca o da qualche parte."
,"Anche quando Mamma tornava a casa in ritardo e Maria andava a comprarsi la cena, andava sempre con Sakutarou."
,L'uomo nel minimarket e l'altra gente erano sempre gentili con Sakutarou. {n}A volte dava una seconda porzione per Maria e Sakutarou.
,"Quando Mamma lo avrebbe scoperto, Maria sarebbe andata nei guai per aver portato fuori Sakutarou e gli altri."
,"Quando l'insegnante lo avrebbe scoperto, Maria sarebbe andata nei guai per aver portato giocattoli a scuola."
,La tossina dev'essere forte in Mamma e nell'insegnante. Quindi per loro Sakutarou deve sembrare come un normale pupazzo.
,"Dopotutto, l'uomo e gli altri nel minimarket salutano Sakutarou."
,"... Non tutti gli umani sono senza valore. Ci sono un sacco di persone che, a differenza di Ange, Mamma e l'insegnante, possono salutare amici magici come me..."
,"""Oh, Maria-chan. Benvenuta. La tua Mamma torna a casa in ritardo anche stasera...?"""
Ushiromiya Maria,"""Sì. ... Ma Maria è con Sakutarou, quindi Maria non è triste. Vero, Sakutarou?"""
Sakutarou,{p:0:『}Uryu. Non c'è solo Sakutarou oggi. Ci sono anche altri amici con noi. {p:0:』}
,"""Oh, altri amici, sì? Che tipo di amici hai portato oggi?"""
Ushiromiya Maria,"""Oggi, con Maria ci sono anche i conigli della banda degli animali. ... Guarda, nella mia tasca."""
,Maria cominciò ad allineare quattro coniglietti di ceramica sulla cassa.
,"Mentre il proprietario li guardava sorridendo, lanciò un segnale col mento a un lavoratore part-time."
,"Poi, la scritta sull'altra cassa che diceva ‘chiusa’ venne tolta, e una voce invitò tutti a spostarsi lì."
,Tutte le persone in fila dietro a Maria si accodarono dietro quella...
,"""Vedo, vedo. Hai proprio un sacco di amici, Maria-chan. Ma spero che la tua Mamma torni a casa presto."""
Ushiromiya Maria,"""Uu-. Mamma è occupata ancora con il suo lavoro, quindi starà alla compagnia. Ultimamente è stata molto occupata. ... Non riesce nemmeno a prendersi abbastanza tempo per parlare al telefono con Maria."
Ushiromiya Maria,"Ma Maria non è triste! Maria ha Sakutarou e gli altri! Vero?"""
Sakutarou,{p:0:『}Uryu!!{p:0:』}
Ushiromiya Maria,""" Tutti i conigli nella banda sono insieme. Guarda. Kyu-kyu-{p:0:♪}"""
,"""Kyu-kyu- è il suono che fanno i conigli? Mamma mia, non l'avevo mai sentito."""
,"Dopo aver sorriso a Sakutarou, che stava sporgendo la testa fuori dal suo zaino, giocò con la banda di conigli sulla cassa, facendoli scorrazzare in giro."
