Speaker,Italian (Ars Magica) (Old) (ITA)
,Volevo fare un pisolino... ma la barca si stava muovendo male.
,Decisi di non dormire e andai sul ponte. Fui accolta dal sole che splendeva e da una forte brezza marina...
,Amakusa stava facendo degli stiramenti sul ponte.
,... Probabilmente anche lui aveva molto tempo libero. Perché ci avrebbe messo più tempo a raggiungere Niijima.
,"Con l'aeroplano, avremmo impiegato solo un paio di dozzine di minuti, ma c'era la possibilità che l'aeroporto di Niijima fosse sotto la rete della famiglia Sumadera."
,"Forse, anche per il porto sarebbe stato lo stesso. Per quella ragione, ottenni una barca che mi avrebbe lasciato approdare evitando il posto, senza alcuna domanda."
,"Avevo incontrato un felice capitano, l'avevo generosamente assillato ed egli aveva deciso di aiutarmi, divertito..."
Ushiromiya Ange,"""Manca ancora un po'?"""
Amakusa Juuza,"""Ho appena chiesto al capitano, e sembra che ci vogliano ancora due ore piene. Beh, non lo si può chiamare lusso."""
Ushiromiya Ange,"""... Il tempo è davvero bello. Sembra che mi scotterò."""
Amakusa Juuza,"""Sta andando a leggere sul ponte? Danneggerà il suo libro."""
,"Evidentemente, Amakusa stava pensando a ciò perché tenevo stretto sotto il mio braccio il diario di Maria Onee-chan."
,"Lo stavo leggendo mentre stavo per addormentarmi, per questo ero tornata tenendolo ancora."
Amakusa Juuza,"""Come sta andando? Pensa di poter trovare la verità su Rokkenjima dal diario di Maria-san?"""
Ushiromiya Ange,"""... Chissà. Per quanto investighi su quanto sia successo su quell'isola, non sarà altro che una teoria. Non c'è la verità nel messaggio in bottiglia o nel diario di Onee-chan, solo una fiaba con una strega che cammina. ... Sono bloccata."""
Amakusa Juuza,"""Sembra che chiedere a quelli che ne sono implicati su Niijima sia l'unica cosa che non vede l'ora di fare."""
Ushiromiya Ange,"""Immagino che i Witch Hunters li abbiano coperti di domande più e più volte, quindi sono piuttosto sicura che non troverò nessuna nuova notizia."""
Amakusa Juuza,"""Hehhaha...! Quindi anche se le sue speranze sono così basse, vuole comunque trascorrere un viaggio di mezza giornata su una barca per andare a Niijima! Lei è davvero strana."""
Ushiromiya Ange,"""... È solo un viaggio di autocompiacimento, in modo da poter dire ‘Ho investigato’. Non sono così ingenua da pensare seriamente che la verità di 12 anni fa mi verrà rivelata."""
Amakusa Juuza,"""Quando avrà finito con il suo autocompiacimento, cosa avrà intenzione di fare?"""
Ushiromiya Ange,"""Non lo so. Non ci ho mai pensato. ... Andrò a Niijima, e chiederò alle persone che erano coinvolte. ... Poi, dopo essere andata su Rokkenjima e aver deposto dei fiori, il mio viaggio sarà finito."""
,... Sono passati diversi giorni dall'inizio del viaggio.
,"Dopo che Bernkastel mi aveva detto, sul tetto di quell'edificio, di cercare la verità di 12 anni fa, partii per un viaggio che è come acchiappare le nuvole."
,"In quel momento avevo sentito qualcosa di mistico, e avevo avuto il sentimento di poter ottenere qualche tipo di miracolo alla fine di questo viaggio."
,"... Ma passati diversi giorni, il mio eccitamento morì."
,"In quel giorno, mentre stavo in piedi sul tetto di quel grattacielo, il mio cuore era stato completamente messo all'angolo, ed era morto."
,"... Quindi, dal profondo del mio cuore, volli essere rilasciata dalla gabbia del mio corpo e salire verso il cielo... e valicai la staccionata per morire."
,"Forse sperimentare il desiderio di morire e fare realmente un passo avanti, facendo cadere il mio corpo... causò una qualche esperienza mistica dentro la mia testa, facendomi pensare che avessi ricevuto un messaggio da una strega."
,"... L'eccitamento per il saltare giù diminuì col tempo, e più tornavo in me, più questo viaggio perdeva il suo significato."
,Ma non riflettevo sul sospendere questo viaggio solo per quel motivo.
,"Se lo fermo, significherà riconoscere che il messaggio della strega era solo un'illusione."
,"E potevo immaginare che ciò significava buttare via la promessa che la strega aveva fatto, e ogni possibilità che qualcuno della mia famiglia potesse ritornare."
