Speaker,Italian (Ars Magica) (Old) (ITA)
Ushiromiya Battler,"""... Sei anni fa, dici? Quindi era quando andavo ancora alle elementari, no? {n}Mi sembra inutile sforzarmi di ricordare, non trovate?"""
Ushiromiya George,"""Hai ragione. Siccome eravamo molto giovani, siamo cresciuti molto in questi sei anni. Mi sono sorpreso. Se non avessi sentito il tuo nome, non mi sarei neanche ricordato di te."""
Ushiromiya Jessica,"""Davvero? Io ho capito subito che era Battler. Ne ero sicura, dopo che ha aperto la bocca."""
Ushiromiya Maria,"""Uu-. Maria l'ha incontrato per la prima volta. Sei anni fa, non lo conosceva."""
Shannon,"""È così. Maria-sama aveva solamente tre anni."""
Ushiromiya Battler,"""Se dici così, allora sono come te. Mi ricordavo Maria quando aveva solo tre anni, e poiché è cresciuta così tanto, non l'ho riconosciuta."""
,"Dopo pranzo, eravamo tutti andati alla spiaggia per passeggiare, parlare e prendercela comoda divertendoci."
,"Sembrava che i nostri genitori stessero discutendo in modo sospettoso e complicato, quindi decidemmo di lasciare i nostri posti."
,"... Come mi aspettavo, poiché sono mancato per sei anni, la conversazione si concentrò su di me."
Ushiromiya George,"""Comunque, sei diventato molto più alto. Non che io sia basso, ma ad ogni modo, la tua altezza mi ha stupito."""
Shannon,"""Ha ragione. Mi ricordo bene come Battler-sama era sei anni fa, ma nonostante ciò mi sono sorpresa."""
Ushiromiya Jessica,"""Vero? Non riuscivo nemmeno ad immaginare che era lo stesso Battler di sei anni fa."""
Ushiromiya Battler,"""È strano che tutti si ricordino così bene cose successe molto tempo fa. {n}I miei ricordi sono tutti offuscati."""
Ushiromiya Jessica,"""Non c'è di che stupirsi. Ti ricorderai di noi, è solo che potresti metterci un po' di tempo. Mi devo sentire offesa?"""
Ushiromiya Battler,"""Aspetta, è successo sei anni fa, no? Sono io che mi sento offeso, mi costringete a ricordare...!"""
Shannon,"""... Sta dicendo che non si ricorda bene perché sono passati sei anni? Io riesco a ricordarlo come se fosse ieri..."""
Ushiromiya George,"""È perché hai una buona memoria, Shannon. Ricordi veramente le cose che Battler ha detto e fatto, non è vero?"""
Ushiromiya Jessica,"""Ora che ci penso, è così. La memoria di Shannon è sorprendentemente buona."""
Ushiromiya Maria,"""Uu-. Maria non ricorda nulla. Ricorda bene le cose belle ma le cose noiose no. Uu-."""
,"Ridemmo tutti, dicendo che tutti erano così."
Ushiromiya Jessica,"""Shannon. Comunque, com'era Battler sei anni fa? Ti ricordi qualche episodio interessante?"""
Shannon,"""Vediamo. ... Sono sicura che quando stava per partire, avesse detto qualcosa del genere. ‘Ritornerò, {c:86EF9C:{p:0:＜}see you again{p:0:＞}}. Verrò a riverirti cavalcando un cavallo bianco. ’"""
Ushiromiya Battler,"""Gyaaaaaaaaaaaaaaaaaaaahhh, fermatiiiiiii, è così imbarazzanteeeeeeeee!!"""
Ushiromiya Jessica,"""Gyaaah-hah-hah-hah-hah-ha!!"
Ushiromiya Jessica,"Sembra proprio qualcosa detto da te! Lo ricordo, ricordo che dicevi sempre queste frasi, Battler!"
Ushiromiya Jessica,"Waaah-hah-hah-hah-hah-ha!!"""
Ushiromiya George,"""Hah-hah-hah-ha. Sembra proprio qualcosa che Battler-kun potrebbe aver detto a quel tempo."""
Ushiromiya Maria,"""Uu-. Imbarazzante? Imbarazzante?"""
Ushiromiya Battler,"""... Già. Spaventosamente imbarazzante..."
Ushiromiya Battler,"Maria, sono sicuro che quando andrai alle medie, avrai la tentazione di dire queste cose... quando succede, scrivilo su un foglietto, e leggilo tre volte prima di dirlo ad alta voce. Se non lo farai, te ne pentirai sicuramente..."
Ushiromiya Battler,"Però, tutti devono passare questo periodo pietoso... giusto, in questo modo conosci il tuo posto, impari cosa sia la vergogna, e diventi un adulto. {n}Giusto, voglio che questa memoria sparisca, le cose agrodolci che ognuno fa nell'adolescenza come passaggio all'età adulta... aaaaarrggh..."""
,"Comunque, era solo qualcosa che mi sono lasciato sfuggire senza pensare, quindi non ricordavo esattamente cosa avessi detto."
,"Ma quando quelle parole sono state dette a me, fu così imbarazzante."
,"Recentemente sono riuscito a capire questa debolezza, e ho lavorato duro per evitare questi sfoghi..."
,"... Sembrava che fossi nato con l'abitudine di dire le cose senza pensare, e non c'era nulla che potessi fare su ciò."
Ushiromiya Jessica,"""Shanno~n, ti ricordi altre cose imbarazzanti?"""
Shannon,"""Sì, beh... ricordo diverse altre cose, ma... poiché sembra che la persona in questione le voglia dimenticare, credo che non mi permetterò di dire altro..."""
Ushiromiya Battler,"""Non ricordo nulla di ciò che ho detto senza pensare. Per favore, non farmi ricorda-re."""
Ushiromiya Maria,"""... Uu-. Shannon fa la prepotente con Battler...? Uu-. Non si faaa. Non devi fare la prepotente."""
Ushiromiya George,"""Hahahahaha. Non lo sta tormentando sul serio. Lasciamo le cose così come sono, ok?"
Ushiromiya George,"Ma Shannon, dovrai dirmi tutto quando Battler non c'è. Suona interessante."""
Shannon,"""Sì, certamente."""
Ushiromiya Battler,"""N-No, non puoi, Shannon-chaaaaaaaaaan...!!"""
,"Per un po', George-aniki rise di me, come se si stesse preparando al momento in cui Shannon-chan gli avrebbe raccontato le cose vergognose che dissi in passato."
,George sembrava stesse flirtando con Shannon... ma sembrò alquanto aperto e sincero.
,"È sempre stato sincero con i cugini, ma quando entrava in contatto con i domestici, diventava riservato e gentiluomo."
,"... Quando ci pensai, ebbi la sensazione che era un po' familiare, e mi sembrò un po' strano."
,"Maria iniziò a scrivere nella sabbia con un bastoncino, e George-aniki e Shannon-chan si unirono a lei. Questo lasciò me e Jessica in disparte, quindi provai a chiederle delle cose segretamente."
Ushiromiya Battler,"""... Ehi, Jessica. George-aniki sta... uhm, uscendo con Shannon-chan?"""
Ushiromiya Jessica,"""Ooooh? Ma che, come te ne sei accorto?! Battler, sei veramente bravo a capire le persone."""
Ushiromiya Battler,"""Huh... whaaaaaaah?! L'ho detto solo per scherzare... ma stanno uscendo insieme sul serio?!"""
Ushiromiya Jessica,"""Shhh! Parli troppo forte! ... A quanto pare stanno mantenendo la loro relazione segreta, capisci? Sarebbe meglio se nessuno, specialmente Eva oba-san ne fosse a conoscenza."""
Ushiromiya Battler,"""G-Giusto... amore con una domestica..."
Ushiromiya Battler,"... S-Sì ma da quando? Wow, può succedere di tutto in sei anni... comunque, Aniki ha davvero del talento, e Shannon-chan è gentile e coraggiosa... potrebbero stare bene insieme."""
,"In realtà, mi ricordo di aver pensato a lei per poco sei anni fa."
,"Capisco, sta veramente bene con George-aniki, non posso farci nulla. ... Addio, mio primo fugace amore di sei anni fa..."
,"... Ciò significa che, il ricordo dei miei discorsi imbarazzanti che Shannon-chan teneva a mente... probabilmente aveva qualcosa a che fare con quello... aaaaaaaaaaarrghh, non ce la faccio..."
Ushiromiya Battler,"""Da quando escono insieme?"""
Ushiromiya Jessica,"""Dipende da cosa vuoi dire con ‘escono insieme’, ma penso da almeno un anno. Però se conti il tempo nel quale entrambi avevano sentimenti non contraccambiati, sarebbero probabilmente diversi anni."""
,"Prima che me ne accorgessi, quei due si separarono dal gruppo, e camminarono sulla spiaggia parlando di qualcosa."
,"... Apparivano calmi, e più che una leggera relazione tra due amanti, sembrava più una relazione seria, come se si fossero già fidanzati."
Ushiromiya Battler,"""... Sei anni... è un sacco di tempo."
Ushiromiya Battler,"Cosa ha significato per me il tempo passato? Sono solo diventato più alto. {n}È stato solo uno spreco di tempo, ho speso questi anni lottando contro mio Padre."""
Ushiromiya Jessica,"""E tu, Battler? Hai trovato una ragazzaaa?"""
Ushiromiya Battler,"""Hmm, chissà. Ci sono un sacco di ragazze con cui gioco. Ma non ho una ‘lei’. ... Sono solo un bambino. Penso che sia più divertente fare casino con un grande gruppo di persone piuttosto che stare in silenzio con una persona sola."""
Ushiromiya Jessica,"""È tipico di te, Battler. Però, prendi seriamente le relazioni con le tue amiche."
Ushiromiya Jessica,"Un insieme di ragazze con le impressioni sbagliate può spaventare. Potrebbero avere delle ostilità verso di te, e far del male a qualcuno o farlo piangere senza che tu te ne accorga, no?"""
Ushiromiya Battler,"""È così strano. Penso che una ragazza della mia classe mi abbia dato lo stesso consiglio proprio la settimana scorsa. ... Cos'aveva detto? Perché non ti diverti insieme agli altri? Era interessata a me così tanto?"""
Ushiromiya Jessica,"""... Forse perché non hai mai avuto una partner come quella, Battler. {n}Beh, potresti incontrare ragazze del genere ogni tanto. Devi solo pazientare!"""
Ushiromiya Battler,"""Cosa? Sembra quasi che tu abbia già trovato un partner come questo. {n}Che mi dici? Hai un ragazzo?"""
Ushiromiya Jessica,"""Huh?! I-Io?! No, ehm, wahahahahaha..."""
