Speaker,Italian (Ars Magica) (Old) (ITA)
Ushiromiya Lion,"""Allora, hai capito chi ha ucciso Beatrice?"""
Willard H. Wright,"""Già. Più o meno."""
Ushiromiya Lion,"""Non vorrai dire che è stato il capofamiglia, vero?"""
Willard H. Wright,"""Ciò che Bernkastel desidera non sono le due Beatrice collegate a Kinzo. {n}Ci sta chiedendo chi ha ucciso la Beatrice del 1986."""
Ushiromiya Lion,"""... Non capisco bene cosa tu voglia dire con ‘la Beatrice di quest'anno’. {n}Cos'è tutto questo discorso sulla strega chiamata Beatrice? C'è ciò di cui stavamo discutendo prima, e anche quell'epigrafe. Non è ora che mi spieghi tutto questo?"""
Willard H. Wright,"""Bene. Non ha senso prenderti per i fondelli."""
Ushiromiya Lion,"""Innanzitutto. ... Chi è questa strega Beatrice?"""
Willard H. Wright,"""In senso stretto, non è una persona. È il concetto conosciuto come ‘Beatrice, la Strega Dorata’."""
Ushiromiya Lion,"""Vuoi dire le stesse storie di fantasmi?"""
Willard H. Wright,"""Più precisamente, perfino le storie di fantasmi non sono altro che gli elementi che creano il concetto."""
Ushiromiya Lion,"""Non ti seguo più."""
Willard H. Wright,"""In genere, le storie di fantasmi vengono raccontate in seconda o in terza persona. Tuttavia, qualcuno iniziò a raccontarle in prima persona."""
Ushiromiya Lion,"""Vuoi dire che qualcuno iniziò ad affermare di essere Beatrice...?"""
Willard H. Wright,"""La leggenda degli spiriti maligni di Rokkenjima, e la storia inventata per tenere i bambini lontani dalla foresta... queste vennero combinate insieme ai costanti lamenti di Kinzo che urlavano ‘Beatrice, Beatrice’ e diventarono gradualmente la leggenda della strega. Ushiromiya Maria divenne estasiata da quella strega immaginaria e chiese la possibilità di incontrarla. E in seguito, qualcuno ‘esaudì il suo desiderio’."""
Ushiromiya Lion,"""... Non riesco ancora a seguirti, ma annuirò e ti chiederò di continuare. {n}Cosa vuoi dire con ‘esaudì il suo desiderio’?"""
Willard H. Wright,"""A causa del modo infelice in cui Ushiromiya Maria crebbe, divenne ossessionata dall'occulto. ... Qualcuno provò compassione per lei, fece la parte di Beatrice, e giocò con lei."""
,Maria tende a riconoscere le persone dal loro comportamento anziché dal loro aspetto fisico.
,"Sebbene Rosa sia una sola persona, Maria chiama sua Madre ‘la strega nera’ quando questa diventa violenta, e in questi momenti, Maria vede Rosa come una persona diversa, non come sua Madre."
,"Perciò, questo significa che a seconda del comportamento di una persona, tende a considerarla come due individui differenti."
,Possiamo usare ciò per vedere con una nuova luce la scena in cui Maria incontrò Beatrice per la prima volta.
,"Dopo che gli adulti la cacciarono fuori dalla villa, Maria decise di bere del tè nel giardino di rose."
,"In quel momento, probabilmente, qualcuno iniziò a parlarle."
,In seguito... quando ascoltò questa ragazza amante dell'occulto parlare felicemente di quanto volesse incontrare la strega Beatrice... questa persona agì come se Beatrice la stesse possedendo.
,"Dall'esterno, non sembrava Beatrice."
,"Tuttavia, quando il suo modo di parlare e il suo comportamento cambiò nettamente, Maria riconobbe che si trattava di una persona diversa."
,Ecco perché ‘la sua’ apparizione fu così improvvisa.
Willard H. Wright,"""Potremmo vedere l'amore di Maria verso le streghe e l'occulto come una forma di escapismo. ... Credeva che il potere delle streghe potesse cambiare la sua vita insoddisfacente e incompleta. Ecco perché volle credere che le streghe esistono. Pensava che crederci l'avrebbe resa felice."""
Ushiromiya Lion,"""... È vero che Rosa oba-san fece crescere Maria-chan tutta da sola, e che era sempre occupata con il lavoro. Mi dispiace per lei, però..."""
Willard H. Wright,"""Non ignorare il cuore. ... Quindi, Maria credette per il bene di credere. {n}Credeva nei giochi di prestigio di Beatrice dal profondo del suo cuore. {n}Questo probabilmente la confortò molto. ... E in quel momento, nacque la strega Beatrice."""
