Speaker,Italian (Ars Magica) (Old) (ITA)
Shannon,"""Hai controllato gli oggetti per il bagno?"""
,"""Sì, ho controllato tutta la lista."""
Shannon,"""Hai fatto attenzione a porli nel verso giusto quando li hai sistemati?"""
,"""Sì, certo. Tutto come è scritto nella lista."""
Shannon,"""*giggle*, ti ringrazio. Genji-sama, le camere per gli ospiti sono pronte."""
Ronoue Genji,"""Ottimo lavoro. Assicurati di controllare tutto con i tuoi occhi, Shannon. {n}Inoltre, Madame ci ha ordinato di cambiare di nuovo la tovaglia nella sala da pranzo."""
Kumasawa Chiyo,"""Oh cielo. Perché di nuovo, quando abbiamo lavorato così tanto per cambiarla ieri...?"""
Ushiromiya Natsuhi,"""Semplicemente il colore di quella tovaglia non va bene. Dopo averla vista abbinata alle pareti, mi sono accorta che non si intonava per nulla. Dovremmo usarne una diversa."""
Ushiromiya Natsuhi,"""Oh, e vi siete assicurati di pulire il lampadario nel soggiorno? Non voglio che Eva-san guardi in alto dicendo di nuovo ‘Oh, è polvere quella? E addirittura una ragnatela?’...!"""
Ronoue Genji,"""Non si preoccupi. È stato già attentamente pulito e controllato. {n}Ora ricontrollerò personalmente ogni cosa."""
Ushiromiya Natsuhi,"""È così? Molto bene. Farò lo stesso. Shannon, prendi con te i domestici giovani e prepara una nuova tovaglia. Cerca di trovare qualcosa di bianco, che dia una sensazione di freschezza."""
Shannon,"""S-Sì, come desidera."""
,Natsuhi era addirittura più tesa del solito e andava in giro urlando ordini a destra e a manca.
,"Anche se iniziava a fare buio, i domestici continuavano ad andare di corsa."
,Domani si terrà l'annuale conferenza di famiglia.
,"Non è molto raro che ogni famiglia venisse in visita sull'isola, ma questo è l'unico momento in cui vi si ritrovavano tutti insieme."
,Era il giorno più importante dell'anno sia per la famiglia Ushiromiya che per Rokkenjima.
,"Natsuhi, che oltre ad essere tesissima aveva poca pazienza, continuava ad ordinare ai domestici di rifare questo o quello, siccome non era stato fatto bene. Questo li avrebbe tenuti occupati fino a notte fonda."
,"Ora che Shannon aveva molti anni d'esperienza e Natsuhi le ha concesso in un posto di responsabilità, veniva chiamata molte volte per ricevere ordini molto rigidi..."
,"Quindi, quando Shannon uscì dalla doccia e si gettò sul letto nella sala dei domestici, si addormentò quasi immediatamente..."
,... Posso sentire il suono del vento... venire da molto lontano.
,... È un po' diverso dal suono del vento al di fuori della stanza.
,"È quasi come se... stessi sedendo nel giardino di rose, rigirandomi nel sonno... con il vento tra i capelli."
,"Giusto, la sensazione. ... Questo non è un suono, è una sensazione."
,Quindi questo è... un sogno...?
,Proprio quando stavo per accettare questa teoria... pensai di aver sentito qualcuno che mi parlava.
,――Accidenti. Sembra che il lavoro di un domestico sia noioso come al solito.
,"Non solo noioso, ma difficile, rigido, pesante, senza emozioni..."
,Tutto quello che guadagnate dopo anni di servizio è il rispetto dei domestici più giovani.
,E anche questo non basta minimamente a ripagarti del tuo duro lavoro...
,"{a:c: ""Perché non ti sbarazzi di questa vita?""}"
,Huh?... Chi...?
,Non stava soltanto immaginando qualcuno che le parlasse. ... Era sconvolta dallo scoprire che era vero.
,Quando Shannon aprì gli occhi... deglutì.
Shannon,"""Q... Questo posto..."""
,Non poté dire altro. ... Rimase sconvolta.
,"Shannon, che stava dormendo in un letto... era finita in qualche modo in un giardino di rose."
,"Tuttavia, anche se questo giardino rassomigliava quello di Rokkenjima, era completamente diverso."
,"Dopotutto... le rose erano dorate. Non solo i fiori, ma anche le farfalle che vi danzavano."
,Era un giardino di rose dorate di una bellezza misteriosa.
,"Per qualche motivo, Shannon era seduta su una sedia sotto il pergolato. {n}Era come se si fosse appisolata lì e si fosse svegliata da un sogno."
,... Ma era strano.
,Questo giardino è un sogno?
,"Per qualche strana ragione, sembrava addirittura che la mia vita sino ad all'ora fosse stata un sogno, e che mi fossi finalmente svegliata..."
,"{a:c: ""Benvenuta, Shannon. Benvenuta nel mio giardino di rose dorate...""}"
,Di nuovo quella voce. Shannon si guardò intorno per scoprire di chi fosse.
,"Quando lo fece, una farfalla dorata si posò sulla sedia di fronte alla sua e diventò subito una figura umana..."
{f:5:Beatrice},"""È da un po' che non ci vediamo, Shannon. Stai bene...? Beh, è qualcosa che so. Dopotutto, vi ho tenuti d'occhio tutti, ogni giorno."""
,Questa donna rise come se fosse una vecchia amica di Shannon.
,"Tuttavia, Shannon ovviamente non ricordava questo strano giardino, e nemmeno il volto di questa persona..."
{f:5:Beatrice},"""Certo. Non ti ricordi più di me, vero?"""
Shannon,"""... Mi sono dimenticata di te...? Se è così, perdonami..."""
{f:5:Beatrice},"""Non c'è bisogno di scusarsi. È stata opera mia, quindi non hai colpe. ... Permettimi di presentarmi. Sono la Strega Dorata, Beatrice."""
Shannon,"""... B-Beatrice... sama...? L-La benefattrice della famiglia Ushiromiya, di cui il padrone parla sempre...?"""
{f:5:Beatrice},"""Non quella Beatrice. Io sono la Strega Dorata, colei che controlla la notte di Rokkenjima. ... Sono l'altra padrona della villa, colei a cui volgete sempre i vostri omaggi."""
Shannon,"""L... lei è... Beatrice... sama..."""
{f:5:Beatrice},"""Hahaha... non hai da aver paura. Noi due eravamo amici... no, compagni di stanza, giusto? A quel tempo, ti adoravo e cercavo di fare del mio meglio."""
Shannon,"""... Ho sempre avuto una stanza singola, quindi non avrei potuto avere..."""
{f:5:Beatrice},"""Quando ci siamo separate, ho rubato la tua memoria. Tuttavia, non ho dimenticato che eravamo compagni di stanza. ... Ricordo anche che io ho distrutto la nostra amicizia andando via."""
{f:5:Beatrice},"""Quindi per non lasciarti da sola nella tristezza, ho cancellato tutti i tuoi ricordi dei nostri giorni insieme."""
Shannon,"""..."""
{f:5:Beatrice},"""Non c'è bisogno che tu capisca... ma credimi. Non ti ho portata qui per farti del male."""
Shannon,"""Q-Questo non è un mio sogno...?"""
{f:5:Beatrice},"""Puoi pensarla così. Parlando chiaramente, ho richiamato qui la tua anima mentre dormivi. Per invitarti ad essere un abitante di questo mondo."""
,"Beatrice schioccò le sue dita, e una tempesta di farfalle dorate si alzò nel giardino di rose."
,"Quando la nuvola di farfalle danzò sul tavolo, un magnifico servizio da tè apparve."
,"C'erano tazze da tè e una teiera, più elegante anche di quelle usate dalla famiglia Ushiromiya."
,"Il tè aveva un dolce odore di rosa, che Shannon non aveva mai sentito prima."
,"Prima ancora che rimanesse stupita da quell'odore, le farfalle iniziarono a radunarsi una ad una sul tavolo, e spuntò subito un magnifico porta-tè."
,Era come guardare un fungo magico di un regno favoloso spuntare dal terreno.
,"Era un porta-tè con molti ripiani, pieno di splendide torte, come gioielli commestibili."
,"Ovviamente, c'erano anche molti, splendidi pasticcini. Il miele era davvero miele dorato, con pizzichi di foglie d'oro che vi danzavano dentro..."
{f:5:Beatrice},"""Sembra che la famiglia Ushiromiya tenga dei tea party di tanto in tanto, ma non possono essere paragonati al mio."""
Shannon,"""... I... Incredibile... non ho mai visto una cosa del genere..."""
{f:5:Beatrice},"""*cackle*cackle*. Anche se tu vi avessi partecipato, sarebbe stato solo come domestica. Tu sei mia amica. Non ho bisogno di domestici. Dopotutto, sono una strega. È più che sufficiente. Avanti, non essere timida. Prendi tutto quello che vuoi."""
Shannon,"""G... Grazie... davvero..."""
,Questo fu tutto ciò che Shannon riuscì a dire. ... Sarebbe difficile per chiunque dire altro dopo essere stati improvvisamente invitati ad un magnifico tea party stregato.
{f:5:Beatrice},"""Iniziamo col tè nero. Il latte è fresco, e lo zucchero è così buono che verrebbe da mangiarlo così com'è. Ma ti consiglio di provare prima il tè così com'è. {n}Con nient'altro che un singolo petalo di rosa, sarà di certo così delizioso che non vorrai mai più bere il tè nero del mondo umano...!"""
,"Ridendo, Beatrice aprì, non un barattolo di zucchero, ma uno di petali di rosa, prese un singolo petalo cremisi, e lo fece cadere sul suo tè dopo averne sentito l'odore."
,"Shannon fece lo stesso, prendendo un petalo e sentendone l'odore."
Shannon,"""... Ha un odore magnifico... questo è davvero... l'odore delle rose in questo mondo?"""
{f:5:Beatrice},"""Sono felice che ti piaccia. Ho coltivato queste rose con il solo scopo di usarne i petali con il tè nero. Se le schiacci, sono ottime anche per farci marmellata! {n}Va meglio con i pasticcini e tutto quello che puoi immaginare. Vuoi provare?"""
Shannon,"""Uh, ah... certo, un po'."""
,Shannon era stata improvvisamente invitata ad un tea party stregato.
,"Tuttavia, la strega sembrava davvero così innocente, e il suo sorriso era così felice che veniva voglia di sorridere anche a Shannon."
,"La tensione nel cuore di Shannon sparì man mano, e iniziò a godersi la conversazione con questa strega..."
{f:5:Beatrice},"""Il lavoro di un domestico è davvero stancante. Me lo ricordo bene. Soprattutto pulire le vetrate nella cappella."""
Shannon,"""Che sorpresa. Quindi, anche tu hai fatto questo lavoro?"""
{f:5:Beatrice},"""Per un po'. Probabilmente non lo ricordi, ma ho lavorato al tuo fianco. {n}Perdevo sempre le cose. Tu eri la mia idea di domestica perfetta, e la persona che più ammiravo."""
Shannon,"""... Questo mi fa dispiacere ancora di più di non poter ricordare."""
{f:5:Beatrice},"""Non c'è bisogno di scuse. Qui, non sei una domestica, ma mia amica e ospite. Non ci sono inconvenienti qui, né problemi né noia. Posso darti tutto ciò che desideri. Questo è il potere che possiedo ora. ... Volevo farti sapere che ho raggiunto questo livello."""
Shannon,"""... Ti sono davvero grata di avermi accolta in modo così singolare."""
{f:5:Beatrice},"""*cackle*! Considerala una ricompensa per tutti i giorni dolorosi che hai sopportato."
{f:5:Beatrice},"Venite, farfalle dorate! Non fate annoiare la mia amica! Mostratele la vostra danza! Quando ti sarai annoiata di ciò, permettimi di chiamare la banda per sentire tutte le canzoni che vuoi. Quando te ne sarai annoiata, i miei famigli ti mostreranno i loro trucchi di magia."
{f:5:Beatrice},"Non avere paura, perché il tempo qui è infinito. E posso soddisfare desideri senza limite. Il mio tea party non ha fine...!"""
,"Mantenendo il suo buonumore, la strega raccontò a Shannon diverse strane storie."
,"Erano tutte storie che Shannon non aveva mai sentito prima. Storie davvero interessanti. Erano tutte strane, bizzarre favole."
,"Shannon si sentiva come Alice nel paese delle meraviglie. Il tempo che aveva trascorso in quel tea party era strano, piacevole e rilassante."
,"No, gli orologi non avevano lancette in questo tea party."
,"Quindi, il tempo passò come una domenica mattina, quando puoi rigirarti tra le coperte per tutto il tempo che vuoi..."
Shannon,"""... Non posso esprimere quanto io ti sia grata per questo."""
{f:5:Beatrice},"""Non c'è bisogno di ringraziamenti. Nel mondo degli umani, parole di ringraziamento vanno insieme a parole di addio, no? Non ci sarà fine a questo tea party. Quindi, non c'è nemmeno bisogno di ringraziamenti."""
Shannon,"""*giggle*. Ma ti sono grata. Grazie mille, Beatrice-sama, per questo fantastico tea party. ... Ma tutti i sogni devono finire, compreso questo."""
{f:5:Beatrice},"""Hoh. E perché devono finire?"""
Shannon,"""Perché... domani devo svegliarmi presto. Se resto qui a parlare troppo a lungo, non mi sveglierò e Madame mi rimprovererà..."""
{f:5:Beatrice},"""Pft, hahhahhahahahhaahahahahaha! Perché sei così ansiosa di tornare nel mondo di quella pazza di Natsuhi? Davvero, dai. Vuoi davvero tornare nel mondo degli umani in cui c'è solo lavoro senza ricompense?"""
Shannon,"""Ma io sono umana. Non posso stare con te per sempre."""
{f:5:Beatrice},"""Shannon. Sembra che tu non capisca. Ti ho invitata qui ma non ho intenzione di cacciarti."""
{f:5:Beatrice},"""Qui, il tempo è infinito. Non dovrai mai più dire addio. Non mi annoierò mai di prendere il tè assieme. Al contrario, è bello parlare con te."""
Shannon,"""Ti ringrazio per queste parole, ma sono umana. Devo tornare al mio mondo."""
{f:5:Beatrice},"""Perché vuoi tornare in quel mondo senza colori, dove sprechi tutto il tempo tra scuola e lavoro e la famiglia ti sfianca?"""
Shannon,"""Nonostante tutto... è sempre il mio mondo."""
{f:5:Beatrice},"""Shannon. Un mondo del genere deve davvero essere tuo? Francamente. ... Shannon. Non ti ho solo invitata qui. Sono qui per portarti a casa."""
Shannon,"""Portarmi a casa...?"""
{f:5:Beatrice},"""Una volta, ho provato a diventare abile come te. ... Poi, ho cominciato a provare interesse nelle streghe e ne sono diventata una, imparando tutti i piaceri della magia. ... E ora, sono qui per portarti a casa."""
,Beatrice parlava con calma e si alzò lentamente dalla sedia.
{f:5:Beatrice},"""Shannon. ... Il mondo delle streghe è davvero più divertente dell'essere un domestico. Questo tea party non è altro che una festa di benvenuto per una vecchia amica. Possiamo festeggiare quanto vogliamo. Questo è l'infinito, l'eterno."""
