Speaker,Italian (Ars Magica) (Old) (ITA)
Ushiromiya Eva,"""... Zzzzz..."""
Ushiromiya Hideyoshi,"""... Fiuu. ... Sembra che finalmente si sia calmata..."""
,"Hideyoshi si asciugò il sudore sulla fronte. ... Per un po', sembrava che Eva stesse avendo un incubo davvero doloroso, ma finalmente si era addormentata."
,"Come promesso, stringeva ancora la sua mano. ... Aveva pensato che avrebbe potuto lasciarla, ma continuò fedelmente a tenerle la mano."
,"Ogni tanto la sua mano si addormentava, e alternava la destra con la sinistra, ma anche così, non la lasciava andare..."
,"In quel momento, ci fu una pesante bussata. Eva si era finalmente addormentata, per cui Hideyoshi fece una smorfia per un istante."
Ushiromiya Rudolf,"""... Aneki, Hideyoshi-san, scusate il disturbo. C'è Rosa...?"""
,Era la voce di Rudolf. ... Cosa poteva essere successo?
,"Hideyoshi si diresse verso la porta, con passi leggeri, così da non svegliare Eva."
,"... Era di certo la voce di Rudolf, ma per sicurezza aprì la porta senza rimuovere la catena."
Ushiromiya Hideyoshi,"""Che c'è? È successo qualcosa a Rosa?"""
Ushiromiya Rudolf,"""Non riusciamo a trovare Rosa o Maria-chan. Pensavo che potevano essere con voi."""
Ushiromiya Hideyoshi,"""... L'ho sentita sgridare Maria-chan nel corridoio. Non ho sentito altri rumori dopo di ciò, quindi ho pensato che erano tornate in salotto... ma hanno...?"""
Ushiromiya Rudolf,"""... Quella stupida..."""
,Rudolf si morse la lingua.
,"Si potevano vedere altre persone nel corridoio. Rosa non era più tornata dopo essere uscita, per cui iniziarono a preoccuparsi."
,"Vicino alla porta principale, Natsuhi fissava la catena fuori posto."
Ushiromiya Natsuhi,"""... La catena non è fissata. Alla fine devono essere davvero andate fuori a controllare la rosa."""
Ushiromiya Krauss,"""Uscire e lasciare la porta aperta, è davvero troppo incosciente. Che persona problematica."""
Ushiromiya Kyrie,"""... Più che altro, ora sono preoccupato proprio per Rosa-san e Maria-chan."""
Ushiromiya Rudolf,"""Già. ... Ehi, mocciosi. Dov'era questa rosa di Maria?!"""
Ushiromiya Jessica,"""Sono piuttosto sicura... che fosse nel cespuglio al centro del giardino di rose..."""
Ushiromiya George,"""Se quelle due sono lì, dovremmo essere in grado di confermarlo rapidamente andandoci."""
Ushiromiya Battler,"""... Papà, non dovremmo riportarle indietro il più presto possibile...?"""
