Speaker,Italian (Ars Magica) (Old) (ITA)
,L'atrio della casa degli ospiti era avvolto dal silenzio.
,"I fili di tensione che imprigionavano Krauss, Natsuhi, ed Eva si erano già allentati, i tre erano completamente privi di forze, e la loro lucidità stava iniziando a vacillare."
,"Di tanto in tanto, si alzavano in piedi e camminavano senza uno scopo, come a combattere il torpore."
Ushiromiya Natsuhi,"""... Ti senti bene, Eva-san? ... Per favore, non ti sforzare e riposati."""
Ushiromiya Eva,"""Ve l'ho detto, sto bene... noi tre adesso siamo gli unici adulti... non c'è tempo per riposare... costi quel che costi, dobbiamo sorvegliare questo posto fino alla fine... Haah... haah..."""
,"Aveva pronunciato delle parole coraggiose, ma non poteva camuffare il suo respiro affannato. ... Sembrava che la febbre, che per un certo periodo di tempo si era abbassata grazie alle medicine, fosse tornata."
,Era chiaro come la luce del sole che Eva non fosse in buona salute.
Ushiromiya Krauss,"""Rilassati. Almeno chiudi gli occhi. Perché se ce ne sarà bisogno, noi ti sveglieremo sicuramente."""
Ushiromiya Eva,"""Vi dico che sto bene...! Lasciatemi in pace...!!"""
Ushiromiya Natsuhi,"""..."""
,"Pareva che ormai si fosse intestardita. ... Krauss e Natsuhi realizzarono che se avessero continuato a parlarle mentre era in questo stato, lei non li avrebbe nemmeno sentiti."
,"Perciò senza aggiungere altro, decisero di lasciarla in pace."
,"In quel momento, anche una discussione come quella era faticosa per Eva. Quasi sicuramente, sarebbe stato meglio se fosse semplicemente rimasta seduta lì tenendo la bocca chiusa."
,La verità era che Eva stava già subendo le sferzate della sonnolenza. ... Doveva aver risposto con tanta aggressività nel tentativo di farsi forza e scrollarsi di dosso l'assopimento.
,Molto presto l'orologio avrebbe indicato le sei in punto.
,"Siccome aveva continuato a mangiucchiare per distrarsi dalla stanchezza, non aveva fame, piuttosto, non avendo dormito si sentiva come se fossero le sei del mattino, anziché del pomeriggio."
,... Anche presumendo che la barca sarebbe arrivata alle nove spaccate del mattino seguente... mancavano ancora più di dodici ore buone a quel momento.
,... Si trattava di un lasso di tempo spaventosamente lungo.
,... Non smette mai. ... Fa male... caldo...
,Persino il rumore dell'orologio è un tormento per il mio corpo ora.
,"In situazioni come questa... quando lui poggia la mano sulla mia fronte, la febbre scende subito."
,... Ma lui non c'è più...
,"Mentre la sua mente andava annebbiandosi, Eva fu ancora una volta colta da una profonda tristezza..."
,Aveva già versato tutte le sue lacrime. Ma la tristezza di aver perso il suo amato marito non si era affievolita...
Ushiromiya Eva,"""... Io... ho fatto uno sbaglio..."""
{f:5:Eva Beatrice},"""... Perché?"""
,"Sin dal primo momento, la nuova strega ed Eva erano state la stessa creatura. ... Se Eva le avesse parlato, l'altra avrebbe di certo risposto..."
Ushiromiya Eva,"""... Poter ottenere il titolo di capofamiglia... questo mi sarebbe dovuto bastare. ... Ma poi, appena ho visto quella montagna di oro, la mia avidità si è fatta più intensa. ... Sono stata colta dal desiderio di avere quella montagna d'oro tutta per me..."""
{f:5:Eva Beatrice},"""Non devi vergognartene. Dopotutto, è un tuo diritto naturale in quanto capofamiglia degli Ushiromiya. Come potresti darne anche solo una minima parte a qualcun altro?"""
Ushiromiya Eva,"""... Mi sono lasciata sopraffare da quella tentazione... ed è per questo che tu sei nata. ... Da una parte rappresenti la me adolescente... ma allo stesso tempo, sei anche il mio cuore malvagio ed egoista."
Ushiromiya Eva,"... Hai preso forma grazie a quella montagna d'oro, e alla mia folle avidità... il mio cuore era come un uovo il cui guscio si è rotto... e tu sei venuta al mondo... è colpa mia se sei nata...!"""
{f:5:Eva Beatrice},"""In tal caso, quando ho ucciso Rosa e Maria, e poi Rudolf, Kyrie e Hideyoshi, anche quella è stata colpa tua."""
Ushiromiya Eva,"""Perché hai ucciso anche mio marito...?! Perché...?!! Whaaaaaaaaaaaaahhhhh!!"""
{f:5:Eva Beatrice},"""... Non volevo uccidere Hideyoshi. È solo che era troppo irritante e ostinato. ... È quella è colpa nostra, anzi, colpa tua. È colpa tua che hai scelto un marito come quello."""
Ushiromiya Eva,"""Una bambina come te non può capire che brava persona fosse!! Oooooooooooooooohhhh... tesoro... oooooooooohhhh!"""
