Speaker,Italian (Ars Magica) (Old) (ITA)
,I mesi e gli anni passarono.
,"Nella mia nuova e più colorata vita, sorridevo alla luce del sole primaverile che spuntava tra gli alberi, fissavo la colonna di nuvole estive, ammiravo le pile di foglie autunnali cadute, e giocavo con la neve invernale durante le rare volte in cui cadeva."
,"Come questi giorni passavano, uno dopo l'altro, si verificò un cambiamento considerevole del mio ambiente."
,I domestici provenienti dalla Fukuin House erano cambiati.
,"Non esistevano gradi specifici come a scuola, perciò non c'era una regola che dettava quanto a lungo un domestico avrebbe dovuto lavorare prima di andarsene."
,Ogni domestico decideva da sé quando sarebbe stato ‘promosso’ da Rokkenjima.
,Qualcuno tra loro che non sopportava l'ambiente se ne andò in meno di tre giorni.
,"Dopotutto, la vita su Rokkenjima era severa."
,"Ovviamente era severa anche la Fukuin House, ma c'erano un sacco di regole esclusivamente per Rokkenjima, e Natsuhi, l'unica che controllava i domestici, era inoltre molto autoritaria. Probabilmente era facile sentirsi forzati."
,Quella sensazione di forzatura e il denaro stavano sui lati opposti della bilancia che utilizzavano per decidere il momento della loro promozione.
,"E talvolta, le persone della famiglia Ushiromiya sfruttavano la propria influenza per assicurare a qualcuno un nuovo impiego, incoraggiandolo a spiegare le sue ali e ad iniziare una nuova vita."
,"Generalmente, il ciclo durava due o tre anni."
,"Nessuno lo decideva, ma era uno degli obiettivi a cui la maggior parte dei domestici mirava, una regola non scritta."
,"Tuttavia, io ero un'eccezione a quella regola."
,Continuavo ad andare a scuola a Niijima vivendo sempre come i domestici...
,"Quell'anno, i domestici della Fukuin House abbandonarono il lavoro tutti insieme."
,Non era affatto raro che degli amici se ne andassero nello stesso momento.
,"I miei colleghi domestici della Fukuin House si promossero dall'isola tutti insieme, lasciandomi indietro..."
,"Ovviamente, non andavo molto d'accordo con loro."
,"Anzi, trovavo irritante che mi trattassero in modo infantile e che mi chiamassero tutto il tempo Yasu."
,"Sebbene fossero arrivati nuovi domestici dopo di me, quelli più vecchi avevano fatto credere loro che ‘Yasu perde sempre le cose’, perciò, invero, non era piacevole avere dei nuovi compagni."
