Speaker,Italian (Ars Magica) (Old) (ITA)
,"Le notizie sulla naufraga, Furudo Erika, si sparsero velocemente attraverso Rokkenjima."
,"Erika era stata gentilmente intrattenuta, e fu deciso che sarebbe stata trattata come un'ospite finché il tifone non sarebbe passato."
,"Nella sala da pranzo, la stupenda cena di Gohda era finita, e tutti si stavano rilassando e godendosi del caffè e del formaggio per il dopocena..."
,"A quanto pare, Battler era alquanto sollevato del fatto che Erika fosse venuta e fosse diventata un capro espiatorio. Ciò portò via l'attenzione che si stava accumulando su di lui per essere finalmente venuto dopo sei anni."
,"Anzi, l'ospite si rivelò essere molto loquace."
,"Quando la conversazione si trasformò in una sofisticata discussione circa il genere giallo, persino gli adulti ne furono coinvolti."
,"Apparentemente, era talmente esperta sull'argomento che persino Nanjo, che ne aveva una vasta conoscenza, era impressionato."
Ushiromiya Battler,"""Wahahaha, verissimo. Una strana famiglia in una residenza occidentale su un'isola separata dal resto del mondo durante una tempesta. Ora che abbiamo un detective che si ferma qui per rifugiarsi dalla pioggia, abbiamo tutti gli elementi principali allineati."""
Furudo Erika,"""Non abbiate paura. Per quanto complicato sia il crimine, io lo risolverò. {n}È questo il lavoro di un detective."""
Ushiromiya Krauss,"""Come sei rassicurante. Sembra quasi che tu voglia che accada un crimine bizzarro. Spero di non dover fare la parte della vittima."""
Ushiromiya Natsuhi,"""Caro, non essere imprudente."""
Furudo Erika,"""Beh, la storia del genere giallo umano è iniziata solamente da cent'anni. {n}I suoi inganni e idee sono limitati a qualche modello riciclato, perciò non è rimasto nulla da mostrare. Per quanto impossibili siano i crimini o gli omicidi a stanza chiusa che potranno accadere, non sarà altro che uno degli stessi esempi di inganni agghindati in modo da sembrare qualcosa di nuovo."""
Furudo Erika,"""... L'unica ragione per cui i gialli sono tutt'oggi libri alla moda è il fatto che coloro che si autodefiniscono ‘fan’ coloro che si sbarazzano della conoscenza accumulatasi e che raramente hanno letto uno qualunque dei classici―pensano erroneamente che un classico trucco che non conoscevano, a causa della mancanza di uno studio appropriato, sia in realtà qualcosa di nuovo e sorprendente."""
,Ognuno non poteva che restare a bocca aperta per quest'imponente affermazione...
,"Se l'avesse detto un critico anziano, sarebbe stata una cosa. ... Ma pensare che una persona giovane come questa potesse dirlo così arditamente..."
Furudo Erika,"""Il genere giallo si è concluso mezzo secolo fa. Almeno per come la vedo io. ... Ciononostante, grazie ad innumerevoli idioti ignoranti, riesco a fare la mia parte di detective. *giggle*giggle*giggle*giggle*...!"""
Ushiromiya Battler,"""Se dici così, non significherebbe che il romanticismo è stato reso perfetto ai tempi di Shakespeare, perciò tutto ciò che è stato scritto dopo non vale la pena leggerlo?"""
Furudo Erika,"""Esattamente. Perciò, se si legge solamente Romeo e Giulietta, è come se si avesse capito tutto del romanticismo."""
Ushiromiya Battler,"""È ridicolo. ... Non è che si debbano leggere più libri di tutti quanti solo per il proprio interesse, ma d'altro canto, non puoi essere soddisfatta con pochi racconti. ... Leggere solamente classici del passato e mai nulla di nuovo significa essere eccessivamente nostalgici, non pensi? Mi sembra quasi come la scusa delle persone anziane che sono troppo pigre per leggere qualcosa."""
Furudo Erika,"""... È così. Non leggo tanto quanto te, perciò ho la sensazione che mi batteresti in una discussione."""
Ushiromiya Battler,"""Io? Haha, io non leggo libri."""
Furudo Erika,"""..."""
,Battler sogghignò... ma Erika sapeva dal gioco precedente che ‘Battler’ era in realtà un lettore piuttosto avido.
,"Quindi, le sue parole parevano piuttosto una sfida."
Ushiromiya George,"""Se ti fidi così tanto delle tue capacità di ragionamento, devi essere davvero brava con i quiz e gli enigmi?"""
Ushiromiya Jessica,"""Oh, giusto. Maria, non ti eri portata un libro di quiz o qualcosa del genere?"""
Ushiromiya Maria,"""Uu-! Ce l'ho!!"""
,"Capendo che l'arrogante affermazione di Erika aveva reso l'atmosfera un po' più tesa, George cambiò agevolmente argomento."
,"Da quel momento, era più che chiaro che non si trattava dell'ospite carina che sembrava essere."
,Maria tolse dalla sua borsa un libro in cui erano scritti quiz ed enigmi e iniziò a leggerli a tutti.
,"Si potrebbe immaginare che sarebbe diventata una pacifica serata di quiz... ma, ovviamente, non è ciò che successe."
,"Proprio come aveva detto vantandosi, Erika ottenne un'impressionante media di risposte corrette e immediate..."
,Erika prese il controllo assoluto. ... Le sue millanterie iniziarono ad aumentare sempre più.
,George si pentì un pochino della scelta che aveva fatto mentre cambiava argomento.
Furudo Erika,"""106 incontri. Non c'è nemmeno bisogno di scrivere una tabella per il torneo."""
,La domanda “Quanti incontri servirebbero per un torneo con 107 squadre?” risolta in un istante da Erika.
Furudo Erika,"""Questo è più un test di conoscenza che un problema. Esiste una formula che dimostra che il numero di incontri è uguale al numero di squadre meno uno. ... Beh, se guardi solo gli esempi che mostrano tre incontri per quattro squadre e sette incontri per otto, dovrebbe essere facile capire la procedura."""
Ushiromiya Maria,"""Uu-! Erika, sei fantastica!"""
Ushiromiya Rosa,"""Erika Onee-chan, giusto?! Dillo."""
Ushiromiya Maria,"""Uu- Erika Onee-chan, sei fantastica."""
Ushiromiya Battler,"""Davvero impressionante. ... Quindi c'è un motivo se ti fai chiamare detective."""
Furudo Erika,"""Non riuscirei a fare molto bene la parte del detective se non fossi capace di districarmi con questo tipo di enigmi."""
Ushiromiya George,"""Incredibile. Sono sicuro che un domani riuscirai a diventare una vera detective."""
Furudo Erika,"""Beh, sono piuttosto sicura di esserlo già."""
,"Tutti i cugini pensavano le risposte alle domande, ma Erika rispondeva sempre per prima."
,"Rosa pensava che il fatto che Erika dicesse le risposte ad alta voce mentre gli altri ci stavano pensando anziché tenersele per se stessa fosse scortese, ma poiché Erika era un'ospite, Rosa decise di non farglielo notare."
,"... In realtà, Erika era perfettamente cosciente di ciò mentre rispondeva istantaneamente alle domande."
,"Ogni volta sogghignava apertamente, come se dicesse ‘non avete ancora risolto un problema tanto semplice?’"
Ushiromiya Kyrie,"""... Se sei la grande detective, non hai davvero bisogno di prenderla così tanto sul serio, no?"""
Furudo Erika,"""Buona osservazione. Sebbene queste siano domande infantili, le sto prendendo un po' troppo sul serio. ... Farò più attenzione, perciò, sentiamo la prossima domanda, per cortesia."""
Ushiromiya Battler,"""Bene, stavolta non perderò. Maria, la prossima domanda, per favore!"""
Ushiromiya Maria,"""Umm... hai un grande pezzo di formaggio. Un singolo taglio con un coltello può dividerlo in due parti. Qual è il minor numero di tagli che puoi fare per tagliarlo in otto parti? Uu-!"""
Ushiromiya George,"""Oh, questa la so. Quindi credo che stavolta non dirò nulla."""
,"George, agendo da adulto, impose un'atmosfera che tratterrebbe le persone dal rispondere subito anche se sapevano la risposta, mandando così un avvertimento ad Erika."
,"Sembrò che Erika avesse capito, e deviò il suo sguardo, sbuffando in modo derisorio."
Ushiromiya Natsuhi,"""... Per fare otto pezzi, dovrebbero essere abbastanza quattro tagli, giusto?"""
Ushiromiya Eva,"""È un'idiozia. Se la risposta fosse questa, si tratterebbe difficilmente di un problema."""
Ushiromiya Krauss,"""Hahaha. Ha ragione. Di solito, questi enigmi sono impostati in modo che la risposta sia un numero più piccolo di ciò che ci si aspetta. Però, come si potrebbe fare?"""
Ushiromiya Rudolf,"""... Oh, capito, capito. Puoi farlo solamente perché è formaggio."""
Ushiromiya Kyrie,"""Già. Se si provasse a farlo con un torta di compleanno, scoppierebbe una grande lite."""
Ushiromiya Hideyoshi,"""Wahahaha! Giusto. Lo si potrebbe fare col formaggio, ma non si dovrebbe tagliare una torta in questo modo."""
Ushiromiya Battler,"""Eh? Eh? Tutti voi conoscete la risposta?! Maledizione, sono l'unico che non la sa?!"""
Ushiromiya Jessica,"""Oh, ho capito! Ecco, e così bisogna pensare in tre dimensioni."""
Ushiromiya Battler,"""Aspetta, persino Jessica?! Non capisco! Cosa dovrei fareeeee?!"""
Ushiromiya Maria,"""Kihihihihihi, so la risposta. È scritta proprio qui. Kihihihihi."""
Ushiromiya Rosa,"""Non la sapevi finché non hai guardato, è così? *giggle*, hai capito? Battler-kun?"""
Nanjo Terumasa,"""Ho capito anche io. È qualcosa che si può fare perché si tratta di formaggio."""
Ushiromiya Battler,"""Gyah?! Persino il dottor Nanjo?! Per caso son solo io? Sono l'unico che non ci arriva?!"""
Furudo Erika,"""... Se provassimo a cuocere un pochino il tuo cervello, probabilmente diventerebbe flessibile come il formaggio. *giggle*giggle*..."""
Ushiromiya Battler,"""Non è qualcosa del tipo ‘usa zero tagli con il coltello e rompilo con le tuo mani’, vero?"""
Ushiromiya Jessica,"""Ovviamente no. È impossibile tagliare questo formaggio con qualcosa di diverso da un coltello."""
Ushiromiya George,"""Pensa al formaggio in tre dimensioni. Se ti viene difficile, potrebbe essere d'aiuto disegnarlo su un fazzoletto di carta."""
Ushiromiya Battler,"""Q-Quindi, abbiamo un grande pezzo di formaggio, no...? Poi usiamo un coltello per dividerlo in otto pezzi... Il coltello può tagliare solo con una linea dritta?"""
Ushiromiya Rosa,"""Sì, è così. Il coltello taglia solamente con linee dritte. ... Oh, ma ecco un suggerimento. Puoi tagliare solo con una linea dritta, ma sei libero di tagliare dovunque vuoi."""
Ushiromiya Rudolf,"""Prova a pensare a diversi modi con cui infilare il coltello."""
Ushiromiya Krauss,"""Forse dovresti provare a pensare fuori dagli schemi. Facci vedere cosa sai fare, Battler-kun."""
,C'è un grande pezzo di formaggio.
,Quante volte devi tagliarlo con un coltello per dividerlo in otto pezzi?
,È ovvio che si possa fare in quattro tagli.
,Può essere fatto con un numero di tagli ancora minore?
,"I suggerimenti dicevano che è qualcosa che si può fare perché è formaggio. {n}Se fosse una torta di compleanno, fare ciò non sarebbe permesso."
Ushiromiya Battler,"""... Formaggio. ... Formaggio. ... Qualcosa che si può fare perché è formaggio? {n}Oh... oooooooooooohh!! Ho capito, ho capito!! Sono stato totalmente ingannato! Non è qualcosa a cui si può pensare se si ha una testa dura...!"""
Furudo Erika,"""Sembra che finalmente ci sia arrivato. Spero che sia la risposta corretta."""
Ushiromiya Battler,"""È impossibile tagliare il formaggio con qualcosa di diverso da un coltello, giusto? Il coltello può solamente tagliare con delle linee dritte, giusto? {n}Non ci sono altre regole, giusto? Giusto?!"""
Ushiromiya Maria,"""Uu-. Non proprio."""
Ushiromiya Battler,"""Bene, allora dev'essere questa! Wheeew, era tosto... è quasi come un enigma!"""
Ushiromiya Jessica,"""Hahhahaha, è solo che non lo capirai mai se lo tagli sempre dall'alto. Si fanno due tagli dall'alto per ottenere quattro pezzi. Se lo lasci in questo modo e lo tagli da un lato, dividendolo in una parte superiore e una inferiore, ottieni quattro per due uguale otto pezzi!"""
Ushiromiya George,"""È una risposta a cui non puoi arrivare se non pensi in tre dimensioni. {n}In altre parole, la risposta corretta è tre."""
Ushiromiya Battler,"""... Huh? Davvero? Io... ho pensato che la risposta esatta fosse uno."""
Ushiromiya Hideyoshi,"""Wahahahaha! Che razza di magia hai usato?! È impossibile riuscire a risolverlo con un solo taglio."""
Ushiromiya Rosa,"""*giggle*. Questo non è un enigma, è solamente un normale problema di matematica."""
Ushiromiya Battler,"""... Eh? Oh... davvero...? Mmmmh, ho pensato subito al metodo dei tre tagli... ma ho immaginato che fosse troppo facile, quindi credo di averlo rigirato un po' troppo..."""
Ushiromiya Maria,"""... La risposta di Battler è più piccola di quella del libro. Battler ha ragione?"""
Furudo Erika,"""Sì, è giusta. ... Battler-san ha ragione. La risposta giusta è un taglio."""
,"Battler era felice che qualcuno avesse confermato la sua risposta. ... Però, ad un certo punto, il viso di Erika aveva perso la sua vivacità."
Furudo Erika,"""... Pensare che un umano, oltre a me stessa, abbia risposto uno... e che tra tutte le persone, sia tu."""
Ushiromiya Battler,"""Anche la tua risposta era uno, Erika? ... Suppongo che anche tu stavi pensando fuori dagli schemi."""
Furudo Erika,"""Sarebbe davvero folle decidere arbitrariamente la forma solo perché avete sentito che era un pezzo di formaggio."""
Ushiromiya Ange,"""È impossibile. Onii-chan ha sbagliato, non è vero? Come si potrebbe dividerlo in otto pezzi con meno di tre tagli?"""
{f:5:Featherine},"""Che sciocca, figlia dell'uomo. *giggle*giggle*... Dice di tagliarlo in otto pezzi, ma non è scritto da nessuna parte che debbano essere di uguale misura..."""
Ushiromiya Ange,"""È impossibile comunque. Lo tagli con qualcosa di diverso da un coltello?"""
{f:5:Featherine},"""Le regole dicono che solo il coltello lo può tagliare, e che il coltello può solo fare linee dritte. D'altro canto, le regole non dicono nulla oltre a ciò... infatti, la forma del formaggio non è mai stata specificata."""
