Speaker,Italian (Ars Magica) (Old) (ITA)
Ushiromiya Lion,"""Ho portato Willard-san."""
Willard H. Wright,"""..."""
,Kinzo e Genji potevano essere visti nella stanza per gli ospiti di riguardo.
,"Kinzo era seduto su una sedia, con gli occhi chiusi, come se stesse facendo un sogno inquieto."
Ronoue Genji,"""... Padrone. L'ospite è venuto a vederla."""
Ushiromiya Kinzo,"""... Nn."""
,Kinzo aprì lentamente gli occhi. ... Quegli occhi erano rossi dal pianto.
,La sua vista si focalizzò e il suo sguardo ricadde lentamente su Will.
Ushiromiya Kinzo,"""... Io sono... Ushiromiya Kinzo."""
Ushiromiya Lion,"""... Will."""
Willard H. Wright,"""Sono Willard. Permettimi di esprimere le mie condoglianze."""
Ushiromiya Kinzo,"""... Quindi sei venuto per partecipare al funerale di Beatrice. ... Chi sei?"""
Willard H. Wright,"""Non sono nessuno. Non ho legami con nessuno di voi. Non pensarci troppo a fondo. Ti verrà solo un mal di testa. ... Ahi."""
Ushiromiya Lion,"""Ti chiedo di scegliere le parole con un po' più di attenzione."""
Ushiromiya Kinzo,"""... Hmph, che ospite bizzarro. Allora? Che cosa vuoi da me?"""
Willard H. Wright,"""Voglio chiederti qualcosa su Beatrice."""
Ushiromiya Kinzo,"""Cosa...?"""
,Lo sguardo di Kinzo si fece acuto.
,Lion si stupì un po' e si chiese perché quel ragazzo dovesse essere così diretto.
Ushiromiya Kinzo,"""Perché me lo chiedi? Pensavo che non fossi nessuno. Perché vuoi che parli di Beatrice? Qual è il tuo scopo?"""
Willard H. Wright,"""Poiché non sono nessuno, posso ascoltare apertamente il tuo racconto e registrarlo. Probabilmente in poco tempo lascerai questo mondo. Se muori senza dire nulla su Beatrice, i tuoi figli la adorneranno con qualunque racconto sia di loro gradimento, e lo imprimeranno nella memoria."""
Ushiromiya Kinzo,"""Pft, hahahahahahahahahaha! Mi diverti, ragazzo. Pensi di poter scrivere il mio testamento al mio posto?!"""
Ushiromiya Kinzo,"""Ma questi non sono affari tuoi. Beatrice appartiene soltanto a me. Qualunque cosa gli altri dicano, nessuno può contaminare me o quel racconto. Ciò che dicono non ha importanza! Per quanto Krauss e gli altri fraintendano, per me non sarà doloroso o irritante."""
Ronoue Genji,"""... Willard-sama. Al Padrone i testamenti non sono graditi. Non è una persona che abbandona tutto mentre ancora vive."""
Willard H. Wright,"""... Forse è vero. Avevo immaginato che fare così non fosse da te."""
Ushiromiya Kinzo,"""La capacità di lottare finché viviamo è ciò che ci rende umani! Pensi che mi voglia arrendere così presto e lasciare un testamento? Che ridicola assurdità!"""
Willard H. Wright,"""Sì, questo è da te. ... Non è il tuo stile chiedere a qualcuno di scrivere il passato solo perché senti che tu stia per morire."""
Ushiromiya Lion,"""... Sappiamo quanto tu abbia amato profondamente Beatrice-sama. {n}Sei il modello che si merita più rispetto di chiunque noi conosciamo, e un esempio per noi, da seguire in qualunque aspetto delle nostre vite."
Ushiromiya Lion,"Ti supplico, guida le nostre anime vaganti e raccontaci di quanto tu l'hai amata, Nonno. Di come sei stato capace di vivere vigorosamente grazie al suo amore. ... Non posso chiederti di guidarci mostrandoci la forza di quell'amore...?"""
Willard H. Wright,"""Te la cavi bene con queste cose."""
Ushiromiya Lion,"""È colpa tua, perché sei privo di tatto."""
Ushiromiya Kinzo,"""Ragazzo. Che cosa sai su Beatrice? Un vero ignorante non ne avrebbe alcun interesse. Il semplice fatto che conosca il suo nome dimostra che tu non sei ignorante e che hai un certo rapporto con lei."""
Willard H. Wright,"""Hai ragione. ... La Beatrice che conosco è la donna che hai amato, colei che incontrasti prima della costruzione della villa su Rokkenjima. Tuttavia, è probabile che venne a mancare, lasciandosi dietro una figlia. Quella è la ragazza cresciuta all'interno di Kuwadorian."""
Ushiromiya Kinzo,"""... Oho."""
Ronoue Genji,"""Willard-sama. Non esiste nessuna costruzione conosciuta come Kuwadorian su Rokkenjima."""
Ushiromiya Lion,"""... Quel nome, Kuwadorian... l'hai menzionato anche mentre stavamo conversando con Rosa oba-san. ... Cosa significherà mai?"""
Willard H. Wright,"""Ora dovresti averlo intuito. È il nome della residenza nascosta dentro la foresta in cui viveva la figlia della sua amante."""
Ushiromiya Kinzo,"""Interessante. ... Quindi, conosci veramente il nome di Kuwadorian. ... Prosegui. Hai catturato la mia attenzione."""
,Kinzo scrollò le spalle e sogghignò...
Willard H. Wright,"""Colei che viveva dentro Kuwadorian era, probabilmente, la figlia di Beatrice. Tuttavia, a quanto pare, tu non la pensavi in questo modo."""
Ushiromiya Kinzo,"""Oho. ... Allora che cosa pensavo di lei?"""
Willard H. Wright,"""Quando Ushiromiya Rosa andò nella Kuwadorian, Beatrice le raccontò un po' di sé. ... In quella conversazione, ti chiamò Kinzo. Quando parlava con te direttamente era la stessa cosa."
Willard H. Wright,"Sebbene disse che ti considerava il suo genitore, non ti chiamava Padre. {n}O non ti chiamava in quel modo, o non le era permesso farlo. Ciò può significare solo una cosa."""
Ushiromiya Kinzo,"""E cosa potrebbe essere...?"""
Willard H. Wright,"""Reincarnazione. Non ritenevi che tua figlia fosse una bambina che Beatrice ti ha lasciato. Credevi che la Beatrice morta era risuscitata in un nuovo corpo. ... Genji. Una volta, in passato, hai parlato di fronte a Natsuhi e a diversi altri membri della famiglia, affermando che Kinzo e Beatrice non avevano mai avuto figli."""
Ronoue Genji,"""... Non ricordo di aver detto ciò."""
,"Ovviamente, il Genji ‘di questo gioco’ probabilmente non lo potrebbe ricordare."
,"Tuttavia, verso la fine del primo gioco, in cui i sopravvissuti si erano tutti riuniti nello studio di Kinzo..."
,"Fu chiesto a Genji se Kinzo e Beatrice avessero mai avuto figli insieme, e lui lo negò, dicendo ‘Non ho mai sentito nulla a riguardo’."
Willard H. Wright,"""Potrebbe essere stata una menzogna, ma in un certo senso, era il tipo perfetto di risposta per uno dei confidenti di Kinzo. ... Dopotutto, negli occhi di Kinzo, non era una figlia, ma Beatrice rinata."""
Ushiromiya Lion,"""Will...! Non so di cosa tu stia parlando, ma non ti permetto di calunniare il capofamiglia!"""
Willard H. Wright,"""Non è una calunnia. È ragionamento. ... Tuttavia capisco il tuo cuore. Per te, Beatrice è la donna che hai amato di più. È rimasta tale persino dopo la sua morte, in eterno, e il tuo amore non si è affievolito neanche un po'. Dubito che al momento della sua nascita la consideravi Beatrice."""
Willard H. Wright,"""Però non sarebbe strano se avessi iniziato a chiederti se quella bambina, i cui occhi blu e i capelli biondi ti ricordavano una Beatrice più giovane, fosse in realtà Beatrice rinata."""
Ronoue Genji,"""... Padrone. Dovrei...?"""
,Dovrei portare fuori questo ragazzo scortese? chiese Genji a Kinzo.
,"Per un momento, Kinzo chinò il capo in silenzio, come se stesse richiamando qualcosa alla memoria."
Willard H. Wright,"""Tua figlia cominciò a diventare bellissima, e quasi identica a sua Madre. {n}Dovevi essere estasiato. Malgrado ciò, è poco probabile che fossi soddisfatto da questo. ... Poiché sebbene per te fosse Beatrice rinata, lei non sentiva di esserlo."""
Ushiromiya Kinzo,"""... Come puoi saperlo?"""
Willard H. Wright,"""Ogni volta che veniva chiamata Beatrice, aveva questa sensazione che non riusciva a mandar via, la sensazione che qualcosa fosse fuori luogo. {n}Le persone non sentono mai che c'è qualcosa di sbagliato nel nome che è stato dato loro al momento della loro nascita. Tuttavia, lei lo sentiva. Ciò deve voler dire che era cosciente che il nome Beatrice non le appartenesse."""
,"Nella Kuwadorian, chiese chi fosse sia a Kinzo, sia a Rosa."
{f:5:Beatrice},"‘Chi sono io? ... Tutti mi chiamano Beatrice. ... E questo sembra infatti essere il nome di una grande strega, come dici tu."
{f:5:Beatrice},... Ma quella non sono io. Io non sono in grado di usare la magia. ... Ho soltanto l'anima di una strega sigillata nel mio corpo. ’
Ushiromiya Kinzo,"""... I suoi ricordi... sarebbero tornati. ... Deve essere stata la reincarnazione di Beatrice. ... La sua memoria stava tornando poco a poco. Le mie cerimonie magiche la stavano aiutando a riottenere i suoi ricordi, poco alla volta..."""
Ushiromiya Lion,"""O... Onorevole capofamiglia..."""
Willard H. Wright,"""Non ha senso essere stupiti. Se si mettono in fila le informazioni di tutti i giochi fatti finora, questa è la risposta a cui essi ti guidano. ... La Beatrice di un livello superiore ne parlò. Tramite una metafora, disse che Kinzo si rifiutò di lasciar scappare la sua anima persino dopo la sua morte, e così la catturò e la rinchiuse in una gabbia di carne. Disse anche che il suo potere e i suoi ricordi erano sigillati. Se si fa corrispondere quella sua interpretazione con questa teoria, tutto ha un senso."""
Ronoue Genji,"""... Willard-sama. Con l'aiuto di una potente cerimonia magica, il Padrone ha ottenuto una bambina rinata dalla defunta Beatrice-sama. Ciò non può essere negato."""
Willard H. Wright,"""Non contraddirò la cicogna. E non intendo dubitare delle profondità dell'amore di Kinzo verso questa donna chiamata Beatrice. ... Il modo in cui un uomo dimostra il proprio affetto verso una bambina, l'unica persona che gli fa ricordare sua Madre, non deve importare a nessuno. Se cominciò ad assomigliare sempre più a Beatrice, e l'amore di Kinzo ha dato vita ad una nuova, speciale emozione, la trovo una reazione molto umana."""
Ushiromiya Kinzo,"""... Credi... di poter comprendere il mio amore...?"""
Willard H. Wright,"""Non ho il diritto di capirlo. Ma non ho nemmeno il diritto di negarlo."""
Ushiromiya Kinzo,"""... Oooh... Beatrice... ti prego... perdonami..."""
,"Kinzo pianse in silenzio per un po', asciugandosi le lacrime..."
,"A causa dell'amore, credette che fosse Beatrice rinata, e la fece crescere come tale."
,"Tuttavia, da qualche parte nel suo cuore... potrebbe aver sentito i sensi di colpa, che gli suggerivano che forse stava imponendo le sue emozioni verso qualcuno che in realtà non era Beatrice."
,"In seguito, la Beatrice di Kuwadorian ebbe un'ospite inaspettata, Rosa."
,"Quella donna non riusciva a credere di essere la Beatrice che Kinzo desiderava. Non sopportava il fatto di non comprendere chi fosse, e voleva scappare verso il mondo esterno."
,Poi... cadde da un dirupo... e morì.
Willard H. Wright,"""Genji si occupò di quella morte, che non poteva diventare di dominio pubblico, molto tranquillamente."""
Ronoue Genji,"""..."""
Willard H. Wright,"""I funerali non servono ai morti. ... Esistono perché i viventi possano tagliare i propri legami con i defunti. ... Tu non l'hai mai potuto fare. Ecco perché si è deteriorato dentro di te."""
Ushiromiya Kinzo,"""... Beatrice... ooooooooohhhh..."""
Ushiromiya Lion,"""N... Nonno..."""
Willard H. Wright,"""Perdesti la figlia della tua... no, perdesti Beatrice due volte. Senza poter far uscire fuori quell'emozione, la tenesti rinchiusa nel tuo cuore... e alla fine si inasprì e divenne pazzia. Ecco ciò che stimolò il tuo atipico e forte interesse verso l'occulto nei tuoi ultimi anni."""
Ushiromiya Kinzo,"""Oooooooooohhhh!! Beatriiiiiiiice, Beatriiiiiiice!! Perché?!! Perché mi hai abbandonato due volte?! Il tuo sorriso, quei capelli stupendi, quegli occhi... perché sei morta tra le mie braccia non una ma due volte?!"""
Ushiromiya Kinzo,"""Questo è quanto... quanto tu... ooooooohhhh, oooooooooooooooooooooooohhhh... oohhh..."""
,"In quel momento, Kinzo non stava nemmeno cercando di nascondere le sue lacrime."
,Talvolta si grattava la testa per il tormento. Talvolta si rivolgeva al cielo come un cantante lirico.
,"Kinzo urlò ancora e ancora, ripetendo il nome di Beatrice..."
