Speaker,Italian (Ars Magica) (Old) (ITA)
Ronove,"""Buongiorno, Milady. Santo cielo, sembra proprio di buon umore. Che bel risveglio che deve aver avuto."""
{f:5:Beatrice},"""Un bel risveglio? Ma cosa dici...! Ero così elettrizzata che non ho potuto chiudere occhio. Dopotutto, si sta per alzare il sipario sul quarto, divertentissimo gioco...!"""
,A vederla sembrava che fosse stata effettivamente tanto entusiasta da non essere riuscita affatto a dormire.
,"Il fatto che non mostrasse alcun segno di aver passato la notte in bianco era dovuto alla sua giovinezza, oppure al fatto che era la sua età mentale ad essere giovane?"
,"Ronove decise di non porre quella domanda ad alta voce, e rise, ‘pu ku ku’, invece."
{f:5:Beatrice},"""L'ho proprio schiacciato a terra, quel Battler, l'ultima volta! Ah, l'espressione sul suo viso quando ha detto ‘mi hai ingannato’! È stata così patetica! Ad ogni modo, si sente ancora giù, lui?"""
Ronove,"""Vuole sapere, se è ancora giù...?"""
{f:5:Beatrice},"""Hm, beh, sì. ... Quel tipo si fida un po' troppo facilmente per la sua età, non trovi?"""
Ronove,"""Assolutamente. Anche se si può dire che sia quello il suo fascino. Pu ku ku..."""
{f:5:Beatrice},"""*cackle*cackle*cackle*! Vero, vero? Beh, a proposito di questo. Non ci è forse cascato con tutte le scarpe, l'ultima volta?"""
Ronove,"""Sì, in una maniera totale e splendida. ... Lei ha violato a suo piacimento quella purezza nata dal non essere mai stato ingannato sin dalla nascita, e quell'innocenza, simile ad un bocciolo di rosa."
Ronove,"... Neppure la gioia di scorrazzare in una mattina d'inverno lungo un campo ricoperto di bellissima neve fresca e sporcarla completamente, reggerebbe il confronto."
Ronove,"Non ha forse preso il cuore innocente di Battler-sama, e in modo alquanto esaltante, splendido, atroce, privo di pietà e senza alcuna grazia, ha esagerato giusto un po' con lui...? E poi l'ha insultato nella maniera più assoluta, il che sarebbe sufficiente a mettere a disagio chiunque."
Ronove,"La gran parte delle persone inizierebbe ad abbattersi. Pu kukukuku, al punto che non vorrebbero mai più vedere la sua faccia."""
{f:5:Beatrice},"""Q-Quindi, tu capisci...!"
{f:5:Beatrice},"Anch'io ho, umm, pensato che se si fosse sentito troppo scoraggiato, e non si fosse unito a noi a tavola, anche se il quarto gioco sta finalmente iniziando, sarebbe stata una bella seccatura, e pensando che sarebbe stato meglio preparare in anticipo una contromisura per quell'evenienza, prima ti ho fatto quella domanda...!"""
Ronove,"""Hmmmm... in tal caso, forse adesso sarebbe appropriato preparare una contromisura. Sfortunatamente, grazie alla sua ‘Strategia del Vento del Nord e del Sole’, Battler-sama ha ricevuto un grosso shock."""
{f:5:Beatrice},"""H-Hoh... Uno shock, dici... quanto profondo...?"""
,"Beato abbassò appena la voce, ponendo la domanda timidamente. Ronove assecondò quell'atteggiamento, e abbassò la propria voce alla stessa maniera."
Ronove,"""... A dire il vero, è da un po' che se ne sta accovacciato abbracciandosi le ginocchia. Gli ho rivolto la parola più volte, ma non ha risposto. Gli ho anche portato del cibo, ma non ha dato segno di volerlo toccare."""
{f:5:Beatrice},"""... Q-Questo è... un problema... si sente davvero così giù...?"""
Ronove,"""Pu kukukuku. È perfettamente naturale. ... Dopotutto, è stata causa sua {n}inte{p:0:・} ramen{p:0:・} te, Milady. Una cosa simile porterebbe la maggior parte degli individui a nutrire sfiducia nei confronti degli umani."""
{f:5:Beatrice},"""Hoh, sfiducia nei confronti degli umani? Davvero conveniente! Lasciamo pure che disprezzi gli umani e si fidi delle streghe, wahahaha... o... oh, *cough*. Scusa, non dovrei scherzare troppo."""
,"Beato aveva cercato di riderne, ma sembrava che la situazione fosse piuttosto seria, e, leggendo tra le righe, aveva camuffato le sue risate."
{f:5:Beatrice},"""... È veramente così tragica...? F-Forse dovremmo aspettare solo un altro poco prima di iniziare il quarto gioco...?"""
Ronove,"""Considerando che l'ospite di Lady Bernkastel sta per giungere, potrebbe essere più appropriato aprire il quarto gioco in fretta. Tuttavia, potrebbe essere utile mostrare un briciolo di premura, Milady."""
{f:5:Beatrice},"""Premura! Premura, dici?! E come dovrei mostrarne...?! Ora lui si sente abbattuto, quindi ... oh, oh ecco, forse devo tirarlo su?!"""
Ronove,"""Quando il cuore di una persona si rabbuia e isola, interagire con costoro in maniera scialba è infruttuoso. Non vi è altro da fare che brillare di una luce più intensa di quel buio."""
Ushiromiya Battler,"""Dannazioneeeeeeee, piantala di giocareeeeeeee...!!!"""
Beelzebub,"""Kya-hhahaha!! Battler-kun, sono qui~! Un croissant preparato da Ronove-sama sarebbe sprecato per uno come te! Perché godermelo io?"""
,Lo stomaco di Battler borbottò automaticamente al profumo fragrante del croissant.
,"Il suo piatto per la colazione era vuoto, ma Battler non ne aveva mangiato nemmeno una briciola. ... La più grande ingorda tra le Sette Sorelle del Purgatorio, Beelzebub, aveva aspettato che Ronove se ne andasse, e poi aveva provato a sgraffignare il cibo."
,"Battler se n'era accorto, e avevano continuato a fare un gran fracasso sin da allora."
,"Beelzebub non avrebbe dovuto fare altro che restituirlo subito, oppure ficcarselo in bocca all'istante, eppure correva avanti e indietro di proposito, prendendosi gioco di Battler."
Ushiromiya Battler,"""Restituiscimi la mia colazione, accidentiiiiii!! Se la restituisci ora, ti darò solo un colpetto alla fronte. Ma se ti azzardi a mangiarla!!"""
Beelzebub,"""Se lo faccio mangerai me inve~ce?! Kyaha! Se puoi riuscire a mangiarmi, provaci allora! Scommetto che sarei dolce come dei pancake al miele. Kya!"""
Ushiromiya Battler,"""Presa!! Ora come ora, mi va di mangiare quella brioche più delle tue cosce. {n}Fa' la brava bimba e da' quaaaaaaaa, fugagigigigi...!! E così, resisti fino all'ultimo...!!"""
Beelzebub,"""Ugugugugu!! No e no, no e no, non te lo darò~!! Anche il croissant vuole essere mangiato da me~~!!!"""
{f:5:Beatrice},"""Y-Yee~y, yahooooooooo, gioooornoooo, Battleeee~r!! Stai ancora tenendo il broncio di primo mattino~?!?! È l'inizio di un nuovo giorno, e di un nuovo gioco, perciò risolleviamo gli spiritiiiiiiiiiiii!!"""
,... Aprì la porta con entusiasmo.
,"Identica ad una maratoneta che ha messo l'occhio su una certa scatola di caramelle, con le mani sollevate in alto e un brio da idiota... Beato fece la sua comparsa."
,"E chissà per quale ragione, bandiere provenienti da tutto il mondo e coriandoli si sparpagliarono qua e là, in uno spettacolo totalmente stupido e fuori luogo."
,"... Rimasti senza parole, Battler e Beelzebub, prima impegnati a lottare per il croissant, dimenticarono completamente il loro litigio."
Beelzebub,"""Ky... Kyahahahaha! Buongiorno, Beatrice-sama! Io qui ho finito! {n}Su, Battler-kun, fai aa~h!"""
Ushiromiya Battler,"""Mmmm!!"
Ushiromiya Battler,"Mmm, mmm, *chomp*... *gulp*. ...... E-Ehi, giorno, Beato... contento di vedere che sei in perfetta forma stamattina."""
,...
,Beato e Battler si fissarono. ... Sembrava che nessuno dei due avesse idea di cosa stesse passando per la testa dell'altro.
