Speaker,Italian (Ars Magica) (Old) (ITA)
,"Un bellissimo splendore brillò all'interno, proveniente dal lucernario sopra la grande cattedrale."
,Il posto era in qualche modo diverso da com'era durante il processo delle streghe. Le decorazioni erano cambiate.
,"I numerosi fiocchi bianchi che brillavano piacevolmente erano sottili come carta, ma appesi magnificamente nell'aria."
,Fiori erano disposti dappertutto in un modo che avrebbe fatto sembrare gioioso qualsiasi posto.
,Era come se una sola goccia di acqua impura rovinasse un'intera botte di vino.
,"Solo la presenza dei fiori, dei fiocchi e del tappeto rosso che scorreva al centro della sala... rendeva difficile credere che questo fosse lo stesso luogo dove Ushiromiya Natsuhi era stata falsamente accusata di un crimine..."
,Era davvero diventata... una cappella per un matrimonio.
,"""L'amore è generoso, l'amore è misericordioso!"""
,"""L'amore non invidia, non si vanta!"""
,"Quelle parole, dette da due demoni che sembravano essere incaricati di questa adunanza, erano parte di una cerimonia per fare un giuramento d'amore davanti a Dio."
,"Ovviamente, in questo matrimonio festeggiato da demoni, non c'era un prete in vista. Al suo posto, c'era la strega che controlla i miracoli."
{f:5:Bernkastel},"""Nella salute e nella malattia. ... Già, il vero compito di una moglie è di essere di supporto nella malattia. Non è forse vero, Erika?"""
Furudo Erika,"""... Sì. Mia padrona..."""
{f:5:Bernkastel},"""Stai bene. Che vestito adatto per colei che ha conquistato lo sposo. *giggle*giggle*giggle*."""
Furudo Erika,"""Ehehehehehehehehehe. Ne sono onorata, mia padrona."""
,La sposa in piedi sul percorso del tappeto... era Furudo Erika. ... Non si riusciva a vedere la faccia dello sposo.
,"Il corredo della sposa era, senza dubbio, un abito da matrimonio di puro bianco."
,Il velo della sposa rappresentava sia il bianco delle benedizioni di Dio... che il bianco della crudeltà dei demoni.
,"Molti nobili caproni, streghe e demoni si erano riuniti per questo matrimonio."
,"Se solo le loro teste non fossero state quelle di caproni, probabilmente sarebbe sembrato un pubblico molto raffinato, degno di questa grande cattedrale..."
{f:5:Lambdadelta},"""... Non mi sarei aspettata niente di meno da te, Bern. Ogni cosa che ti inventi è così contorta."""
{f:5:Bernkastel},"""Una moglie che supporta suo marito in difficoltà. ... Non è meraviglioso? {n}Ti si addice, Erika."""
{f:5:Bernkastel},"""... E... congratulazioni anche a te... Signor Sposo."""
,A quel punto... Bernkastel fissò dritta gli occhi dello sposo.
,Lo sposo... non rispose.
,I suoi occhi erano grigi.
,"... Le sue labbra mormoravano qualcosa di volta in volta, ma nessuno riusciva a dire se le parole significassero qualcosa."
{f:5:Bernkastel},"{a:c: ""Ehi... state ascoltando? Tutti voi?""}"
,"Lei parlò allo sposo al plurale. ... Ovviamente, ce n'era solo uno."
,"E, ovviamente, lo sposo dagli occhi grigi non rispose..."
Furudo Erika,"""*giggle*giggle*giggle*. Può essere capace di sentire, ma non può rispondere, giusto? ... Non preoccuparti, è tutto a posto, Battler-san?"""
Ushiromiya Battler,"""... Nn... gah..."""
Furudo Erika,"""Prenderò ogni tua cosa... e la calpesterò... *giggle*giggle*giggle*!!"""
Furudo Erika,Ehhahahahahahahaahahahahahaahahahahaha...!!
,La Strega dei Miracoli sogghignò con un sorriso malvagio che avrebbe fatto distogliere lo sguardo persino ai demoni.
,Nemmeno quello scherno... provocò una reazione... negli occhi spenti di Battler.
,"""Le persone vivono nell'interesse dell'amore! Pertanto, oggi, voi avete adempito allo scopo delle vostre vite."""
,"""Oh, quanto grande è il potere di vivere, il potere dell'amore...! Io prego che lo splendore di questo giorno benedica questi due per sempre!"""
{f:5:Bernkastel},"""... Ora smettetela, demoni. Che cosa viene dopo?"""
,"""La coppia ora farà giuramento di eterno amore."""
,"""Dopo ciò, si scambieranno gli anelli...!"""
,"Sulla mano di Battler... c'era l'anello che portava il sigillo dell'Aquila Mono-Alata, prova che era il padrone del territorio di questo mondo."
,E sul dito di Erika c'era un anello di diamante che non si sarebbe potuto distruggere a causa di nessun miracolo.
,"I diamanti simboleggiano un ‘legame eterno’. Tuttavia, in greco, la parola diamante significa semplicemente ‘indistruttibile’."
,Erika non stava giurando di amare Battler per sempre. Lei voleva solo prendere Battler come sua proprietà per tutta l'eternità.
,Questo matrimonio si stava svolgendo... con il solo scopo di umiliare Battler.
Furudo Erika,"""... Non preoccuparti. Non ti amerò per sempre. Dopotutto, lo scopo di questa cerimonia è quello di farti sottomettere a me. ... Il tuo cuore sarà chiuso per sempre dentro una stanza chiusa senza uscita... dove io, Furudo Erika, la detective e la Strega della Verità, comanderò. La tua posizione di padrone del territorio e il tuo anello diventeranno miei..."""
Ushiromiya Battler,"""... Non... riesco..."""
Furudo Erika,"""... Hmm? Che cosa c'è?"""
Ushiromiya Battler,"""... Nn... gah... non riesco... ad uscire..."""
Furudo Erika,"""Hmph... ha... hahahahahahahahaha...! Già, scommetto che non puoi uscire da quella stanza chiusa. Dopotutto, l'hai creata tu stesso. Tu soffrirai in quella stanza per tutta l'eternità. Io rimarrò al tuo fianco come moglie per tutta l'eternità... e godrò tutta da sola di quell'angoscia sul tuo volto."
Furudo Erika,"*giggle*giggle* ahhahahahahahahaha...!! Ti violerò per sempre. ... Ushiromiya Battleeeeeeeeeeeeeeeeer!!!"""
