Speaker,Italian (Ars Magica) (Old) (ITA)
,... Battler non fece niente a parte guardare fuori dalla finestra.
,Il litigio tra i parenti continuava senza fine...
,"All'inizio, si erano riuniti intorno allo studio."
,"Tuttavia, non importa quanto bussassero, il padrone dello studio non rispose neanche una volta."
,"Eva e molti altri dissero che avrebbero dovuto aprire la porta con la seconda chiave, quella che aveva Genji."
,"Però, con un lampo di genio, Natsuhi disse che Kinzo era stato particolarmente di malumore e riprese la chiave che aveva prima dato a Genji, significando che ora aveva entrambe le chiavi. Lei sosteneva che questa era la ragione per cui non potevano aprire la porta."
,"Dopo aver promesso di lasciare che incontrassero Kinzo domani mattina a tutti i costi, finalmente ritornarono alla sala da pranzo."
,"Ma, ovviamente, la discussione continuò anche dopo che erano ritornati alla sala da pranzo."
,"Il gruppo di Eva voleva un sacco di denaro presto, e stavano cercando di minacciare Krauss in qualche modo e farlo pagare."
,"... Apparentemente, la risoluzione di Battler dell'epigrafe minacciava la posizione di Krauss come prossimo capofamiglia, che diede agli altri un enorme vantaggio."
,"Dall'altra parte, Krauss e Natsuhi basarono la loro opinione sul pretesto che non era mai stato specificato che la possessione dell'oro sarebbe stata data alla persona che avrebbe risolto l'epigrafe."
,"Non era oro nascosto, ma soltanto la scorta di Kinzo, ed era ancora proprietà di Kinzo, che significava che sarebbe stato distribuito solo dopo la morte di Kinzo insieme al resto della sua eredità."
,"Dopo aver detto ciò, il gruppo di Eva iniziò di nuovo a domandare se gli fosse concesso di vedere Kinzo."
,... Probabilmente era stato ovvio dall'inizio. Quel litigio tra fratelli poteva essere risolto solo da Kinzo...
,"Era ovvio che questo confronto era tra il gruppo di Eva, che voleva del denaro velocemente, e Krauss, che stava nascondendo la sua mancanza di fondi ma non necessitava di soldi subito."
,"Mentre ascoltava vagamente questo scambio... Battler era meravigliato di come, nonostante le loro usuali arie da ricchi, erano sorprendentemente in debito profondo..."
Ushiromiya Krauss,"""Non l'avevate già detto poco fa? Basta così, facciamo una pausa. Stiamo tutti ripetendo le stesse cose più e più volte."""
,"Secondo l'orologio, erano circa le 24:00."
,Era certamente un momento perfetto per una pausa.
,L'atmosfera si rilassò un pochino...
Ushiromiya Hideyoshi,"""Concordo. Sarebbe bene per entrambe le parti prendere una boccata d'aria. ... Allora, perché non prendiamo nota per il resto. Ne ho abbastanza di litigare su qualcosa che era o non era stata detta."""
Ushiromiya Eva,"""Seriamente. Non possiamo veramente agire senza una nota sull'andamento, non quando Nii-san può negare così facilmente qualcosa che ha detto prima che le parole inizino a rimbalzare contro i muri."""
Ushiromiya Kyrie,"""Con una nota scritta, solo scriverla sarebbe un fastidio, e sarebbe aperta alla falsificazione."""
Ushiromiya Rudolf,"""Giusto. ... Fratello, vuoi far partire questo?"""
Ushiromiya Krauss,"""Un registratore, vero? ... Capisco. In questo modo, possiamo tenere una registrazione senza scriverla, e la falsificazione sarà impossibile. È leale per entrambe le parti."""
Ushiromiya Natsuhi,"""Accertati di non combinare disastri...! Quelli sono le preziose cassette di Papà!"""
,Il dignitoso registratore aveva un senso di pesantezza che combaciava con questa maestosa sala da pranzo perfettamente.
,"Nelle piacevoli mattine domenicali, a volte veniva usato per ascoltare famose cassette o registrazioni."
,"Tuttavia, proprio ora, era il più neutrale e imparziale custode delle registrazioni della conferenza in giro..."
,"Rudolf pescò a caso tra le cassette, cercando un nastro vuoto."
,"E ogni volta che trovava una cassetta contenente musica ‘sofisticata’, avrebbe ridacchiato a quanto fosse pomposa."
Ronoue Genji,"""Perdonatemi. ... Avete chiamato?"""
Ushiromiya Rosa,"""Stiamo facendo una pausa. Scusa, ma potresti prepararci qualcosa da bere? {n}E anche qualche biscotto non sarebbe male."""
Ronoue Genji,"""Certamente. Li preparerò subito..."""
Ushiromiya Rosa,"""In più... scusa. Hai qualche medicina per il raffreddore? Mi sto sentendo un po' febbrile."""
Ushiromiya Krauss,"""Allora non sforzarti. Vai a dormire."""
Ushiromiya Eva,"""Se te la senti veramente, perché non riposarti, Rosa? Anche se io non me ne andrei da una conferenza talmente importante a causa di un semplice raffreddore."""
Ushiromiya Krauss,"""Davvero? Permettete anche a me di riposare un po'. Natsuhi, perché non ci riposiamo un po' anche noi?"""
Ushiromiya Natsuhi,"""... Sì, caro."""
,"Sentendo che aveva in mente una qualche riunione strategica, Natsuhi si alzò."
,"... E anche se non fosse stato così, voleva uscire dalla stanza così disperatamente anche solo per un momento che avrebbe accettato qualsiasi scusa."
,Krauss e Natsuhi lasciarono la sala da pranzo... e la tensione nella stanza si rilassò veramente.
Ushiromiya Battler,"""... *sigh*."""
Ushiromiya Kyrie,"""Stai andando benissimo, Battler-kun. ... Immagino che ti senta orribile. Pensalo come una parte del crescere e accettalo e basta."""
Ushiromiya Battler,"""Per quanto tempo dovrei stare seduto qui senza fare nulla?"""
Ushiromiya Kyrie,"""... Chi lo sa. Dopotutto, sei come il nostro santuario portatile. ... Assonnato?"""
Ushiromiya Battler,"""Circa quanto ad una classica lezione a scuola."""
Ushiromiya Kyrie,"""Comunque sono abbastanza sicura che Papà non si farà vedere stanotte in ogni caso. Quando Krauss Nii-san e gli altri torneranno, dirò loro che potremmo anche lasciarti andare."""
Ushiromiya Battler,"""... Conto su di te."""
,*knock*knock*.
,Si sentì un leggero bussare e il debole suono di porcellane tintinnanti tra di loro.
Shannon,"""Scusateci..."""
Kanon,"""Abbiamo portato il tè."""
,Shannon e Kanon erano venuti con un carrello.
,Il piacevole odore di tè nero ebbe l'effetto di alleviare un po' di tensione.
Ushiromiya Rudolf,"""... Ehi. L'avete saputo?"""
Shannon,"""Di cosa sta parlando...?"""
Kanon,"""... Non abbiamo saputo niente."""
Ushiromiya Eva,"""Smettila, Rudolf. Non c'è motivo di dirglielo."""
Kanon,"""... Noi siamo mobili, quindi non abbiamo interesse nella conferenza di famiglia."""
Ushiromiya Eva,"""Capisco. Una saggia risposta."""
Ushiromiya Rosa,"""... Avete il turno di mezzanotte? Deve essere dura."""
Shannon,"""È il nostro lavoro. ... Saremmo felici di ricevere i vostri ordini."""
Ushiromiya Hideyoshi,"""Potrebbe essere. Sarebbe ancora più noioso sedersi svegli e non fare niente. Quando ero ancora ai gradini bassi, una volta lavorai come custode di un magazzino. Anche se stai solo sveglio, è sempre abbastanza dura...! Subito dopo la guerra, avevi ladri ovunque. In più non potevi fidarti della polizia allora, quindi era un periodo abbastanza pericoloso...!"""
,Hideyoshi era particolarmente orgoglioso di come aveva iniziato con niente a costruire attività deviando illegalmente beni dall'esercito americano.
,"Una volta che l'argomento era spuntato fuori, Hideyoshi tendeva ad essere abbastanza loquace."
,I parenti che lo sapevano erano veramente sollevati nel vedere che era apparso un perfetto sacrificio.
Ushiromiya Hideyoshi,"""Se venivi scoperto, eri in grossi guai! Quegli Americandy sono persone spaventose! La loro forza è su un altro livello per tutta quella carne che mangiano. Se vieni catturato, finirebbe con loro che ti sparano o {p:0:＜}death by hanging{p:0:＞}!"
Ushiromiya Hideyoshi,"Afferrato? {p:0:＜}Death by hanging{p:0:＞}! Oh sì, e dopo, capii. È tutto per la carne! {n}I Giapponesi devono mangiare più carne! Ed ecco quando ebbi la rivelazione che avevo bisogno di iniziare un'impresa per vincere gli stomaci delle persone!"""
Shannon,"""C... Capisco... quello d-deve essere stato un compito abbastanza difficile..."""
Ushiromiya Eva,"""Smettila, caro. Non importa quanto dici alle persone nate dopo la guerra, non capiranno mai quanto abbiamo sofferto allora."""
Ushiromiya Hideyoshi,"""Oops, sembra che la mia cattiva abitudine sia saltata fuori di nuovo...! {n}Mi dispiace, mi dispiace! Wahahahahaha!"""
Ushiromiya Rosa,"""Anche voi due dovreste prendere del tè. Penso che potrebbe essere utile per voi usare la vostra bocca ogni tanto e imparare di più sul tè che state preparando."""
Kanon,"""... No, staremo bene. Non c'è nessun bisogno di essere preoccupati per noi..."""
Ushiromiya Battler,"""State con noi per un po'. Essere circondato da soli adulti mi fa sentire come se stessi per soffocare."""
Ushiromiya Rudolf,"""Sentito? Quello è un ordine da Battler-sama, successore al capofamiglia! Sedetevi laggiù e prendete un po' di tè con noi. Allora potete parlare di eventi recenti, i vostri hobby, show televisivi che state guardando e qualsiasi altra cosa che è popolare tra i giovani d'oggi. Potremmo imparare un sacco di cose."""
Ushiromiya Kyrie,"""*giggle*. Un'idea brillante. Avanti, sedetevi anche voi. E perché non diventate sacrifici per noi ora che desideriamo fortemente qualcosa di cui parlare."""
Ushiromiya Hideyoshi,"""Wahahahahahaha. È vero. Pensavo che sarebbe stato carino parlare con qualche giovane ragazzo, ma quello sarà abbastanza difficile quando sono troppo vecchio anche per andare a un club di cabaret."""
Ushiromiya Eva,"""... Per quanto tempo pensate di stare lì in piedi? Rudolf vi ha detto di sedervi. Sedetevi. ... Vi do anch'io il permesso."""
,"Dopo aver ottenuto il permesso di Eva, Shannon e Kanon si guardarono a vicenda e finalmente obbedirono, nervosamente."
,"Per un po', i due vennero riempiti di domande e diventarono i giocattoli dei parenti..."
,"In quel momento, *knock*knock*... si sentì un riservato bussare."
,"Tutti i domestici tendevano a bussare in quella maniera, quindi nessuno notò niente di strano."
,"Tuttavia, Shannon e Kanon si girarono con sorpresa sui loro volti."
,"... I domestici oggi qui includevano loro due, Genji, Kumasawa, e Gohda."
,Gohda aveva il turno di mezzanotte alla casa degli ospiti. Kumasawa era andata a letto in una stanza che avanzava nella casa degli ospiti.
,Loro erano lì... quindi Genji era l'unica persona rimasta... ma sapevano molto bene che Genji non avrebbe bussato in quel modo...
Ushiromiya Rudolf,"""... Chi è? Non è chiuso. Entra e basta."""
,Neanche Rudolf riconobbe la bussata.
,"Quando chiese ‘Chi è?’, parve chiaro che nessuno avrebbe potuto dire di chi era quel colpo..."
,"Dopodiché, lo stesso *knock*knock* si ripetè di nuovo."
,... Potrebbe essere che qualcuno aveva le mani occupate... e stava chiedendo che la porta fosse aperta per lui...?
,"Mentre una lieve sensazione di stranezza iniziò a circondare la sala, si sentì il suono del grande orologio nell'entrata."
,Era un segno che il 4 ottobre era finito e il 5 ottobre era iniziato...
,Torniamo un po' indietro nel tempo.
,"In questo momento, Krauss e Natsuhi erano molto lontano, in un corridoio deserto al primo piano..."
Ushiromiya Krauss,"""... Quindi, non abbiamo più altre opzioni."""
Ushiromiya Natsuhi,"""Sì... la stessa mossa probabilmente non ci durerà per tutto il giorno di domani. ... Se esitiamo ulteriormente, c'è una possibilità che Eva-san e gli altri sosterranno che abbiamo rinchiuso Papà e chiameranno la polizia. {n}Questo è... il massimo che possiamo fare."""
Ushiromiya Krauss,"""..."""
Ushiromiya Natsuhi,"""... Battler-kun che trova l'oro... era totalmente inaspettato. Se non fosse successo, avrei pensato a un piano che avrebbe fatto in modo di farci uscire da qui in qualche modo..."""
Ushiromiya Krauss,"""... Hmph. Questo succede sempre quando scommetto su qualcosa. ... Qualcosa di inaspettato capita sempre, e qualcosa che sarebbe dovuta essere un'assoluta certezza si incasina tutta."""
Ushiromiya Natsuhi,"""... Disponiamo la stanza di nostro Padre in modo che sia vuota iniziando da domani mattina. Pianifichiamolo con Genji e facciamogli dire che lo ha visto dirigersi nella foresta di mattina presto."""
Ushiromiya Krauss,"""Dubito che Eva e gli altri accetteranno semplicemente una tale scomparsa..."""
Ushiromiya Natsuhi,"""Ne sono pienamente consapevole. Tuttavia, non abbiamo altre opzioni...!"""
Ushiromiya Krauss,"""Se facciamo una cosa del genere... Eva e gli altri senza dubbio faranno storie dicendo che le nostre azioni erano sospette. Non sono preoccupati delle apparenze fino a quando possono estorcerci dei soldi. ... Potrebbe finire in qualche strana rivista e causare seri danni alla fiducia posta in me."""
Ushiromiya Natsuhi,"""Possiamo convivere con dei danni, giusto...?! Se in qualsiasi caso il segreto di Papà viene scoperto, non ne usciremo solo con dei danni...!!"""
Ushiromiya Krauss,"""Non c'è niente di sbagliato nel persistere fino all'ultimo secondo domani. {n}Se riusciamo a farcela senza pericolo, non dovremo perdere niente. Non c'è bisogno di diventare impazienti e usare quell'asso nella manica...!"""
Ushiromiya Natsuhi,"""Vuoi aspettare fino a dopo che avranno iniziato ad arrampicarsi sugli specchi su come abbiamo rinchiuso Papà, e allora dire che si è perso? In quel modo si provocherà molto più sospetto...!!"""
Ushiromiya Krauss,"""... Nnnn..."""
Ushiromiya Natsuhi,"""... Mettiamo... nostro Padre a dormire adesso... andare oltre... sarebbe impossibile..."""
Ushiromiya Krauss,"""Calmati. Sei solo stata intrappolata nella tossina di Eva e degli altri e hai perso la tua compostezza. ... Esistono solo due chiavi che possono permettere a chiunque di entrare in quello studio! E tu le hai entrambe proprio qui. Questo significa che nessuno può entrare. Quella porta è di un materiale molto speciale. Non importa che tipo di strumento tirino fuori dal capannone, non si muoverà neanche."""
Ushiromiya Natsuhi,"""Non è un problema fisico come quello...!"""
Ushiromiya Krauss,"""Per favore, non essere frettolosa, e calmati. In ogni caso, puoi fingere di aver preso una febbre e stare a letto. Nel frattempo, io supererò tutto questo per te."""
Ushiromiya Natsuhi,"""... Non posso lasciare tutto a te...! Anch'io lotterò fino alla fine...!"""
,Quando Natsuhi non poté più trattenere le lacrime causate dalle sue forti emozioni... Krauss la strinse gentilmente.
,... Quanto tempo è stato dall'ultima volta in cui ha sentito calore dalla compassione di suo marito...
Ushiromiya Krauss,"""Il tuo mal di testa... deve essere orribile, vero? È sempre così quando corrughi la tua fronte in quel modo."""
Ushiromiya Natsuhi,"""... Caro..."""
,Le era venuto da pensare che suo marito non avesse mai potuto indovinare il modo in cui si sentiva.
,Ma... quando si arrivava a momenti come questo...
Ushiromiya Krauss,"""... Aspettiamo l'ultimo momento prima di usare la nostra carta vincente della scomparsa. È come una spada di ultima risorsa custodita gelosamente. È meglio quando rimane nel fodero. La cosa importante è essere pronti a tirarla fuori in qualsiasi momento, giusto...?"""
Ushiromiya Natsuhi,"""Io... capisco..."""
Ushiromiya Krauss,"""Mi lascerai occupare di quell'asso nella manica? ... Ovviamente, all'ultimo momento, mi prenderò tutta la responsabilità. ... Non lascerò che tu e Jessica veniate coinvolte."""
Ushiromiya Natsuhi,"""Che cosa... vuoi dire con questo...?!"""
Ushiromiya Krauss,"""Quando la famiglia Ushiromiya sarà distrutta, è sufficiente che solamente io venga coinvolto nel crollo. ... Quando passerà il tifone, assicuriamoci di essere pronti a divorziare. Firmerò io i documenti e te li farò avere. ... Ho segretamente messo da parte dei beni a tuo nome. Se ci aggiungete l'indennizzo, dovrebbe essere sufficiente per te e Jessica per vivere senza alcun problema."""
Ushiromiya Natsuhi,"""No!! Ushiromiya Natsuhi è il nome che sarà inciso sulla mia lapide...! Ti prego di permettermi di stare al tuo fianco fino alla fine...! Anche se dovesse finire con te come ultimo capofamiglia Ushiromiya... ti prego di lasciare che Natsuhi... sia il nome della moglie dell'ultimo capofamiglia... tua moglie..."""
,... L'esistenza di Krauss era basata esclusivamente sulla fiducia e del potere delle sue attività come consulente finanziario.
,"Se una di esse si indebolisse, non rimarrebbe niente."
,"Se venisse usato l'asso vincente della scomparsa di Kinzo, loro avrebbero perso uno di quei due supporti essenziali."
,... Era come offrire il braccio destro al posto di essere decapitati.
,"Probabilmente era meglio di avere tagliata la testa, ma si potrebbe comunque morire per l'emorragia, e anche nella possibilità che tu sopravviva, dovresti sopportare una ferita che non può guarire per il resto della tua vita..."
,Krauss era preparato persino alla morte...
,Natsuhi l'aveva capito... affondò il suo volto nel petto di Krauss... e pianse...
Ronoue Genji,"""... Le mie scuse per l'interruzione."""
,L'improvvisa voce di Genji fece sobbalzare Natsuhi che in fretta si asciugò le lacrime dagli occhi.
,"Krauss si mise di fronte a Natsuhi, coprendola."
Ushiromiya Krauss,"""Ah, Genji-san. Non venire così di soppiatto. ... C'è qualche problema?"""
Ronoue Genji,"""... Sì. Le mie scuse, ma ho qualcosa da riferire a Madame."""
Ushiromiya Natsuhi,"""A... me...? Caro..."""
Ushiromiya Krauss,"""Non c'è problema."""
,"Krauss si allontanò da Natsuhi, andò alla finestra più vicina, e fissò il ventoso e piovoso roseto..."
,Natsuhi andò con Genji in un posto non molto distante.
Ushiromiya Natsuhi,"""... Cosa c'è?"""
Ronoue Genji,"""... Beh... la verità è che è arrivata un'altra telefonata per lei, Madame."""
,"In quel momento, lei fu sorpresa da un improvviso suono sinistro. Era il grande orologio nell'atrio che annunciava le 24:00..."
Ushiromiya Natsuhi,"""Non vorrai dire... ancora... quell'uomo...?"""
Ronoue Genji,"""... Sì. ... Cosa bisogna fare?"""
Ushiromiya Natsuhi,"""H... Ha detto cosa voleva da me?"""
Ronoue Genji,"""... Non risponde. Continua ad insistere di voler parlare direttamente con lei."""
Ushiromiya Natsuhi,"""..."""
,Ancora... una telefonata... dall'uomo che afferma di volersi vendicare di ciò che è successo 19 anni fa.
,19 anni fa.
,... Era solamente un anno prima che nascessero Jessica e Battler.
,"Agli occhi di Natsuhi, la distanza tra 19 anni fa e 18 anni fa era immensa."
