Speaker,Italian (Ars Magica) (Old) (ITA)
,"... Dimenticare ciò che si aspettavano gli adulti. Almeno per noi ragazzi, questi sarebbero dovuti essere un paio di giorni divertenti dove i cugini avrebbero approfondito la loro amicizia."
,"Tuttavia, quando ci svegliammo, ci fu un'incredibile e crudele realtà ad aspettarci..."
Ushiromiya Jessica,"""... hic... hic...!"""
Ushiromiya George,"""..."""
,George-aniki e Jessica stavano piangendo le morti di Shannon-chan e Kanon-kun.
,"... Ora, tutti i sopravvissuti si erano riuniti nell'atrio del piano terra della casa degli ospiti. E c'erano 12 di noi."
,"... Incredibile, vero? Eravamo in 18 fino a ieri. ... E in una notte, un terzo di quel numero aveva perso le loro vite..."
,"Io mi ero infine calmato un po' dalla mia agitazione, e, insieme alla mia mancanza di sonno per quello che era successo così presto di mattina, stavo iniziando a provare la sensazione che non fosse reale."
,... Volevo pensare che era una specie di brutto sogno... la mia evasione dalla realtà continuava a ripetermelo in continuazione.
,Maria era tornata a dormire sul divano dove era seduta Rosa.
,"... Non che avesse nervi d'acciaio, più semplicemente non aveva dormito abbastanza."
,"Gli adulti stavano prendendo pezzi della collezione del Nonno, fucili Winchester a canna corta."
,"... Apparentemente ciò che rimaneva di un periodo di ossessione per l'occidente, c'erano quattro fucili assieme."
,"Erano stati divisi tra i quattro fratelli: Krauss oji-san, Eva oba-san, mio padre, e Rosa oba-san."
,"Scatole di carte piene di proiettili erano sul tavolo, e i fratelli li stavano caricando in silenzio."
Ushiromiya Rudolf,"""... È un po' spaventoso. Anche ora, se tocco uno di questi, ho la sensazione che nostro Padre griderebbe ‘Non toccarlo!’ e mi colpirebbe."""
Ushiromiya Krauss,"""Beh, pensa se non è bello. ... Non importa quanto li tocchi, non sarai mai più colpito."""
Ushiromiya Rosa,"""... Non riesco a crederci. ... Che nostro Padre... abbia incontrato quel tipo di fine..."""
Nanjo Terumasa,"""Pensavo che trattandosi di Kinzo-san, probabilmente non sarebbe morto in maniera normale nel suo letto... ma anche così... è troppo orribile..."""
Ushiromiya Eva,"""Ehi. Mi chiedo se sia davvero lui...? Penso che potrebbe essere il cadavere di una diversa persona come sostituto per ingannarci..."""
Ushiromiya Natsuhi,"""... No, senza dubbio, si tratta di lui. Hai visto le dita dei suoi piedi, no? Nella società normale, non ci sono molti uomini con sei dita in entrambi i piedi."""
Ushiromiya Kyrie,"""Ma... non possiamo dire che non ci sia. Ho sentito che la polidattilia non è una malattia rara. Era un uomo a cui piacevano i grandi trucchi, giusto? ... Potrebbe aver preparato un cadavere da qualche parte che aveva lo stesso numero di dita su tutti e due i piedi."""
Ushiromiya Natsuhi,"""Ridicolo. Perché dovrebbe fare una cosa del genere...?!"""
Ushiromiya Hideyoshi,"""... Sarei d'accordo se si trattasse di una persona normale. ... Ma stiamo parlando di nostro Padre. Non possiamo dire con certezza che quello che dice Kyrie-san non abbia senso."""
Ushiromiya Rudolf,"""... Perché è difficile dire di chi sia un corpo quando il cadavere è bruciato. Tuttavia, ci sarebbero vari modi per esaminarlo dai suoi denti e dalla struttura ossea. Se la polizia investigasse, sarebbe certamente in grado di capire subito di chi è il corpo."""
Ushiromiya Krauss,"""Il problema è che abbiamo bisogno di un addetto ai telefoni più che della polizia ora."""
Ushiromiya Rosa,"""... Le barche probabilmente non arriveranno in questo tifone. ... Quindi, verranno domani?"""
Ushiromiya Natsuhi,"""Più probabilmente, la barca arriverà domani di nuovo alle 9:00. Allora, credo che saremo in grado di contattare la polizia."""
Ushiromiya Eva,"""... Sia noi, che il colpevole. ... Quindi fino a quando non passerà il tifone, quest'isola è isolata."""
,"... Solo dalla conversazione dei nostri genitori, si poteva probabilmente capire il nocciolo della questione, ma spieghiamo comunque la situazione."
,"Prima di tutto, questa mattina presto."
,"In vari posti nella villa, un totale di sei cadaveri, del Nonno e di tutti i domestici, erano stati trovati uno dopo l'altro."
,"Per primo, il Nonno era stato trovato nel locale caldaia, completamente bruciato."
,"I domestici erano morti, chiusi in varie stanze nella villa che avevano cerchi magici disegnati su di esse."
,"La causa della morte dei domestici non era certa, ma secondo la diagnosi del Dottor Nanjo, c'era una buona probabilità che fossero stati trafitti da qualcosa come una lancia... o forse sparati con una pistola."
,È per questo che gli adulti avevano iniziato ad armarsi con i Winchester.
,E quello che aveva reso la situazione ancora più confusa era che i telefoni erano diventati inutilizzabili. Non si sapeva se fosse stato un fulmine a causarne il malfunzionamento o se il colpevole li avesse distrutti.
,"Ad ogni modo, dato che il contatto con l'esterno era stato interrotto, non potevamo chiamare la polizia."
,"Perciò fino a quando non fosse passato il tifone e fosse arrivata la barca domani mattina, noi avremmo dovuto proteggerci."
,"Dopotutto, Rokkenjima ora è isolata dal tifone. E proprio come noi eravamo bloccati sull'isola, così lo era il colpevole."
,"Sembrava che gli adulti fossero rimasti alzati tutta la notte, trascorrendo tutto il tempo tenendo la conferenza di famiglia nella sala da pranzo della villa. {n}E nonostante ciò, questo crimine era avvenuto dentro la villa."
,"... Perciò quando gli adulti stavano facendo chiasso per il denaro, l'assassino stava uccidendo sotto lo stesso tetto..."
,"Hanno detto che Natsuhi oba-san era stata severa sul chiudere tutte le porte e le finestre per la notte. Ciò nonostante, qualche persona sospetta si era introdotta nella villa."
,"... Gli adulti avevano deciso che l'interno della villa era troppo grande, perciò avevano tirato fuori i fucili e si erano spostati nella casa degli ospiti, dove eravamo."
,... Il che ci porta al presente.
,"George-aniki pregò di poter vedere il cadavere di Shannon-chan, ma gli adulti rifiutarono, dicendo che non doveva fino a quando non fosse arrivata la polizia."
,Non era solo perché volevano sigillare tutte le stanze per preservare la scena.
,"... Dopotutto, il colpevole che aveva ucciso sei persone stava girovagando per la villa."
,"Per la famiglia Ushiromiya ora, la villa che sarebbe dovuta essere la loro casa, era come una zona di pericolo dove un assassino sconosciuto era entrato..."
,"Dopotutto, la villa era enorme. C'erano molti punti ciechi e punti oscuri, ed era troppo vasta per garantire una sicurezza assoluta con quel numero di persone."
,"In questo senso, la casa degli ospiti era un edificio molto più piccolo rispetto alla villa."
,"Era a due piani da terra. C'erano circa 10 stanze? ... Apparentemente, era originariamente stata costruita per servire come pensione quando l'isola sarebbe stata trasformata in un resort."
,"Quindi era facile da controllare, ed era facile garantire sicurezza. Era un buon posto in cui rintanarsi."
,... Inoltre. C'era una probabilità estremamente alta che questo omicidio di massa delle sei persone fosse un ‘gioco’.
,Perché il colpevole l'aveva annunciato in una lettera.
,"Ho sentito che una lettera in stile occidentale con il simbolo della famiglia, proprio come quella che Maria affermava di aver ricevuto ieri da Beatrice, era stata trovata nel locale caldaia dove era stato scoperto il cadavere del Nonno."
,Questo è ciò che diceva la lettera.
,"Così che non ci siano incomprensioni. Il gioco che voglio è quello per tutti di provare a risolvere l'enigma dell'epigrafe, non quello di provare a prendere me. Se non lo risolverete, i pietosi sacrifici continueranno ad aumentare di numero. Sarebbe molto più saggio usare il vostro tempo nel risolvere l'epigrafe piuttosto che cercare me. Se nessuno riuscisse a risolverlo, nessuno sopravviverà."
,"Se comparirà una persona capace miracolosamente di spiegare l'enigma dell'epigrafe, io le darò tutto l'oro della Terra Dorata, l'eredità della famiglia Ushiromiya, e tutto il mio potere. Io sono colei a cui è succeduta l'eredità della famiglia Ushiromiya da Kinzo-sama. Inoltre, non vedo l'ora di scoprire chi riceverà l'eredità da me. ――La Strega Dorata, Beatrice."
,"... Questo enigma dell'epigrafe era, quella cosa."
,Quella strana epigrafe scritta sul quadro della strega che era appeso nell'atrio della villa.
,"Il Nonno fu quello che ordinò che fosse scritta, e la persona che l'avrebbe risolta, si suppone che avrebbe ricevuto l'eredità o l'oro nascosto o qualcosa di simile."
,"Dopo che era stata mostrata lì diversi anni fa, nonostante i parenti dicessero che era stupida, segretamente sfidavano quell'enigma nell'ombra."
,"Tuttavia, al giorno d'oggi, nessuno lo ha ancora risolto. Ci era stato detto ancora una volta di risolvere quell'enigma incomprensibile, e questa volta, eravamo stati minacciati che se non l'avessimo risolto, saremmo stati tutti uccisi."
,"... Se questo non è un gioco, come lo dovresti chiamare..."
,Prima sorse l'audace pensiero che avremmo dovuto cercare il colpevole.
,"Tuttavia, c'era una buona probabilità che fosse armato, e che non fosse necessariamente da solo."
,"E... nonostante potesse essere capace di uccidere più di sei persone, si era fermato a 6."
,"Alla fine, l'opinione che avremmo dovuto evitare di confrontarci avventatamente con il colpevole, e rintanarci in un posto sicuro mentre aspettavamo l'arrivo della polizia, ebbe la meglio..."
,"Dopo che gli adulti ebbero controllato attentamente che le porte e le finestre della casa degli ospiti fossero chiuse, ci accampammo nella hall."
,"E mentre tastavano i loro fucili per distrarsi dalla tensione, la loro espressione mostrava come fossero già affaticati da questa lunga giornata, nonostante fosse appena iniziata..."
,Non c'era niente che potessi fare.
,"In questo momento, tutto ciò che posso fare è farmi insegnare come usare una pistola, per prepararmi all'eventualità nel caso succedesse qualcosa che porti ad un eccesso di fucili..."
,"... E va bene. Stiamo solo qui ubbidientemente, io e il resto di voi."
Ushiromiya Battler,"""... 6 persone all'inizio ancora una volta. E questa volta è il Nonno e tutti i domestici messi insieme."""
{f:5:Virgilia},"""Più che altro, quella ragazza ha studiato attentamente le tue mosse nell'ultimo gioco. E ha fatto di certo una bella mossa eliminando il pezzo che immaginava avresti inquadrato subito come il più sospetto."""
Ushiromiya Battler,"""... Ha senso. ... Sia questa volta che la volta precedente. I domestici che sanno tutto della villa e che girano con le chiavi sono le persone più sospette."
Ushiromiya Battler,"... Un buon esempio nell'ultimo gioco è la stanza chiusa di Jessica. Se solo avessi accettato il fatto che uno dei domestici fosse il colpevole, non sarebbe diventata una stanza chiusa."""
{f:5:Virgilia},"""Per cui... quella ragazza ha mirato dritto a loro. Probabilmente ha bloccato l'unica via di fuga verso cui ti stai finalmente dirigendo."""
Ushiromiya Battler,"""Beato ha già dichiarato in rosso che non ci sono più di 18 persone su quest'isola. ... Come... se stesse dicendo ‘Arrenditi’. ... Ora devo sospettare di uno dei 18."""
{f:5:Virgilia},"""... Quella ragazzina probabilmente ti attaccherà eliminando i pezzi per i 18, per poi discendere come una diciannovesima persona che non dovrebbe esistere, facendoti quindi accettare il fatto che è una strega."
{f:5:Virgilia},"... Questo perché ora che la sua strategia di farti arrendere intimidendoti mostrandoti magie è fallita, può soltanto attaccarti frontalmente."""
Ushiromiya Battler,"""... Perfetto. Fingere non funzionerà più."""
{f:5:Virgilia},"""Stai attento. L'inganno è la punta di diamante di una strega. ... Non importa cosa ti dirà o ti mostrerà quella ragazza, di sicuro non minerà la verità in cui credi. Non dimenticarlo."""
Ushiromiya Battler,"""... Certo. Odierei il fatto che le stesse mosse funzionassero sempre. {n}Vieni fuori, Beatrice. Cominciamo!!!"""
{f:5:Beatrice},"""Sono già seduta al tavolo da gioco. Il mio turno è già concluso."""
Ronove,"""... Immaginare che Madame si sarebbe rivelata nostra nemica. Che disgrazia, Milady. ... Ogni nostra mossa verrà letta con precisione."""
{f:5:Beatrice},"""Non è un problema. Le mosse della maestra sono tutte classiche in vecchio stile. Non c'è nulla da temere."""
{f:5:Virgilia},"""... Quali mosse puoi fare oltre alle classiche che ti ho insegnato? Non vedo l'ora di ammirarle, Beatrice."""
{f:5:Beatrice},"""... *cackle*cackle*cackle*cackle*. Ti sta bene, Battler? Se una persona che disconosce le streghe come te accetta una strega come stratega..."""
Ushiromiya Battler,"""Questa stupida provocazione è inutile. Questa persona è il mio consulente, no, il mio secondo. Non cambia minimamente il fatto che questa è una battaglia fra te e me."""
{f:5:Beatrice},"""Capisco. ... Traballi così tanto che evidentemente hai bisogno delle rotelle sulla tua bicicletta. Fai come preferisci. Avanti, inizia!! È il tuo turno!"""
Ushiromiya Battler,"""Iniziamo con la ricostruzione della scena del crimine. ... Virgilia, rapidamente per favore!"""
{f:5:Virgilia},"""Il primo cadavere scoperto è stato quello di Shannon. È stata ritrovata nel salotto al piano terra della villa. La porta e le finestre erano chiuse, creando dunque una stanza chiusa."""
Ushiromiya Battler,"""... Beato, dammi una spiegazione. Riconferma la definizione di stanza chiusa."""
{f:5:Beatrice},"""Hmm. Il termine stanza chiusa si riferisce ad una stanza in cui l'esterno e l'interno della stanza sono completamente separati. Ovviamente non è possibile nessuna forma di intrusione o di fuga. Logicamente questo comporta l'assenza di porte nascoste, come anche di margini di intervento esterno."
{f:5:Beatrice},"... D'ora in poi, ci riferiremo a questa definizione come ‘Definizione di stanza chiusa di Beatrice!’"""
Ushiromiya Battler,"""Fammi controllare i dettagli. ... Qual è la tua definizione di ‘margine di intervento esterno’?"""
{f:5:Beatrice},"""Si riferisce a ogni tipo di intervento diretto dall'esterno, come usare della lenza o un lungo bastone sottile. In conclusione, non ci sono aperture nelle porte e nelle finestre in cui questi trucchi possano funzionare."""
Ushiromiya Battler,"""Mi chiedevo. Anche se non ci sono aperture, dovresti poter interferire con onde radio, come quelle di un telecomando, giusto?"""
{f:5:Beatrice},"""Molto bene. Aggiungo a questa definizione che è impossibile interferire per onde radio e metodi affini di controllo a distanza."""
Ushiromiya Battler,"""C'è anche un telefono interno nel salotto. Un dispositivo collegato a quello non conterebbe come telecomando, giusto?!"""
{f:5:Beatrice},"""Anche se i telefoni sono già inutilizzabili. ... Oh, che seccatura. Includerò anche questo. Tutti i metodi di interferenza dall'esterno all'interno della stanza chiusa sono impossibili."""
Ushiromiya Battler,"""Che mi dici di una voce o una bussata? Dovrebbero essere in grado di interferire dall'esterno senza entrare nella stanza, giusto?"""
{f:5:Beatrice},"""... Anche se è una stanza chiusa, credo che non sia impossibile per qualcuno bussare o chiamare. Se la stanza permette comunicazione reciproca con l'interno o no, non va contro la definizione di stanza chiusa."""
Ushiromiya Battler,"""In altre parole, non puoi definirla in modo che anche i metodi di comunicazione siano interrotti?"""
Ronove,"""È così."""
Ushiromiya Battler,"""Capito. ... Quindi, il salotto di Shannon-chan soddisfa la ‘definizione di stanza chiusa di Beatrice’?"""
{f:5:Beatrice},"""Corretto."""
Ushiromiya Battler,"""... Definizione di stanza chiusa, capito. Continua, Virgilia."""
{f:5:Virgilia},"""Sì."
{f:5:Virgilia},"... Il cadavere di Shannon era in possesso di un passepartout. I parenti che l'hanno ritrovata l'hanno raccolto."""
Ushiromiya Battler,"""Beato, ripeti. Quanti passepartout stavolta?"""
{f:5:Beatrice},"""... Hmph. Uguale alla volta scorsa. {p:1:Ce ne sono cinque, uno per ogni domestico.}"""
Ushiromiya Battler,"""Il che significa che non è ancora una stanza chiusa. Rimangono altri quattro passepartout. Significa semplicemente che dopo che Shannon-chan è stata assassinata, la stanza è stata chiusa da una delle altre quattro chiavi."""
Ronove,"""Corretto. ... E non è stato ritrovato solo un passepartout."""
{f:5:Virgilia},"""Già."
{f:5:Virgilia},"... Insieme al cadavere, vi era una busta in stile occidentale con il simbolo di famiglia. Invece di una lettera, vi era all'interno una chiave per la stanza degli ospiti al secondo piano."""
Ushiromiya Battler,"""... La chiave della stanza degli ospiti al secondo piano... la sola chiave oltre al passepartout che può aprire quella stanza. Va bene questa definizione?"""
{f:5:Beatrice},"""Hmm. Non ci sono problemi. E, a differenza dei passepartout, ce n'è solo una."""
Ronove,"""In altre parole, per poter aprire questa specifica stanza, oltre ai cinque passepartout, c'è solo questa."""
Ushiromiya Battler,"""... Quindi, questo è un messaggio che dice loro di andare alla stanza per gli ospiti al secondo piano? Allora gli adulti si sono spostati lì?"""
{f:5:Virgilia},"""Sì."
{f:5:Virgilia},"La porta per la stanza degli ospiti al secondo piano era chiusa, e vi era disegnato sopra un cerchio magico. ... I parenti l'hanno aperta con la chiave trovata vicino al cadavere di Shannon."
{f:5:Virgilia},"Dentro la stanza, è stato trovato il cadavere di Kumasawa. La stanza era una stanza chiusa. Quest'ultima corrisponde alla ‘definizione di stanza chiusa di Beatrice’."
{f:5:Virgilia},... Kumasawa era in possesso di un passepartout. I parenti lo hanno raccolto.
{f:5:Virgilia},"E come per Shannon, c'era una lettera al suo fianco. Dentro vi era la chiave per la sala d'attesa al secondo piano. I parenti si sono diretti verso la sala d'attesa al secondo piano."""
Ushiromiya Battler,"""Quindi vi era un cerchio magico sulla porta della sala d'attesa al secondo piano, e quella porta era chiusa?"""
{f:5:Virgilia},"""Sì."
{f:5:Virgilia},"Dentro la stanza, è stato ritrovato il cadavere di Gohda. La stanza era una stanza chiusa. Basata sulla ‘definizione di stanza chiusa di Beatrice’."
{f:5:Virgilia},... Gohda aveva un passepartout. I parenti l'hanno raccolto.
{f:5:Virgilia},"E come era successo finora, è stata ritrovata una lettera con il sigillo di famiglia. Dentro vi era la chiave per la stanza per gli ospiti di riguardo al secondo piano. {n}I parenti si sono diretti in quella stanza del secondo piano."""
Ushiromiya Battler,"""... Cos'è questa roba...? Che stai architettando...?"""
{f:5:Beatrice},"""*cackle*cackle*. Non è certo qualcosa per cui mi metto in mostra, no? È una stanza chiusa, ma ci sono ancora dei passepartout che possono aprirla, giusto? {n}E oltre ai passepartout, sono state presentate chiavi precise per ogni stanza."""
Ushiromiya Battler,"""... Non mi piace come sta andando. ... Ma inizio a capire come andranno le cose. Quindi continua così per tutte e sei le persone?"""
{f:5:Virgilia},"""È così. Nella stanza per gli ospiti di riguardo al secondo piano è stato ritrovato il cadavere di Genji."
{f:5:Virgilia},È stato recuperato un passepartout. È stata trovata la chiave per il locale caldaia.
{f:5:Virgilia},Si sono diretti là. All'interno è stato ritrovato il cadavere di Kinzo.
{f:5:Virgilia},È stata trovata la chiave della cappella.
{f:5:Virgilia},Si sono diretti verso la cappella.
{f:5:Virgilia},"All'interno, è stato ritrovato il cadavere di Kanon. È stato recuperato un passepartout. È stata scoperta la chiave per il salotto al piano terra. {n}Con questo, la nostra ricostruzione di come sono stati scoperti i sei cadaveri è completa."""
Ronove,"""Un'aggiunta. Insieme alla chiave della cappella, vi era una lettera nella busta trovata accanto al cadavere di Kinzo. Il contenuto della lettera era come hai visto. Spingeva ancora di più i parenti a risolvere l'enigma dell'epigrafe."""
Ushiromiya Battler,"""In questo caso... che sta succedendo? Se l'ultimo posto, dove si trovava Kanon, conteneva la chiave per la prima stanza, il salotto, dove si trovava Shannon... questo porta a sei stanze chiuse, tutte concatenate, giusto?"""
{f:5:Beatrice},"""Esattamente! Le sei stanze chiuse sono tutte legate tra di loro. Le chiavi per sbloccare ognuna sono tutte chiuse nella stanza successiva."
{f:5:Beatrice},"In altre parole, le sei stanze chiuse formano una grande stanza chiusa, e tutti i passepartout e le chiavi di ogni singola stanza sono chiuse all'interno di essa...!"""
{f:5:Beatrice},""" {p:1:Inoltre, tutte le porte e le finestre delle sei stanze sono normali.} {p:1:Non esistono congegni che possano chiuderle senza una chiave, come una chiusura automatica.} *cackle*cackle*, Che ne pensi, è fantastico, non è verooooooooooo??? Uhhyahhyahhyaaahh!"""
Ronove,"""Come ho già detto, Milady, questo non è dignitoso."""
,"Quando Ronove la rimproverò, Beato gli fece una linguaccia senza vergogna."
{f:5:Beatrice},"""Uhihihi, scusa, scusa. È solo che sono così di buonumore giocando con Battler."
{f:5:Beatrice},"*cackle*, allora, Battleer? Che ne pensi della mia mossa? Se non puoi pensare a nulla di particolare, posso mostrarti come faccio sì che i caproni trasportino i corpi, e sigillo tutte le stanze con la magiaaaaa?"""
Ushiromiya Battler,"""Fai quello che ti pare. Ascolterò con rispetto questa ‘teoria magica’ che proponi. Tuttavia, io posso rivendicare la mia ‘teoria umana’, che è completamente diversa da ciò che proclami, senza alcuna interferenza con la tua."
Ushiromiya Battler,"Quindi, in altre parole! Non ho bisogno di ascoltare le tue stronzate!! Mostrami quanto vuoi come chiudi la porta con la tua magia dai sette colori agitando la tua bacchetta magica o roba del genere. E mentre lo fai, puoi mostrare il tuo olio di rana e il tuo coltello da cucina multiuso!"
Ushiromiya Battler,"Virgilia, ricostruiamo la scena del crimine! Troviamo un punto debole!! {n}Erano tutti morti per certo? Se uno di loro stesse solo fingendo, non sarebbe per niente una stanza chiusa!"""
{f:5:Virgilia},"""Nanjo controllò che tutti loro fossero morti. Però, a causa della ‘Prova del Diavolo’, è impossibile negare la possibilità di una diagnosi sbagliata. ... In altre parole, non si può fare, non può portare a zero la probabilità che Nanjo abbia trascurato il fatto che fossero vivi."""
Ushiromiya Battler,"""Eccola, quella ‘Prova del Diavolo’. Ma esiste una spada che la può frantumare...!"""
{f:5:Beatrice},"""C-Che fanno, quelli? ... Sembra che si stiano divertendo nel lasciarmi fuori dal discorso. Sono la loro avversaria, no...? Anche se gli ho detto di prepararsi..."""
Ronove,"""In verità, come una competizione di scacchi, la comunicazione con l'avversario non è necessaria."
Ronove,"... Lei parlava per enigmi quando comunicava e non faceva la sua mossa, Milady. ... Forse fa così perché non vuole essere fuorviato."""
{f:5:Beatrice},"""... Mhh. ... Per qualche ragione, non riesco ad accettarlo."""
Ronove,"""Lo sta sfidando ad una partita di scacchi, non è vero, Milady?"""
{f:5:Beatrice},"""È vero, ma... mhh!"""
,"Beatrice sbuffò, come per dire ‘Non so perché, ma non mi va!’"
{f:5:Virgilia},"""Poiché la polizia non è ancora arrivata sulla scena, la capacità da parte del lato umano di provare le cose è limitata. Se vuoi una diretta conferma delle morti, raccomando di farlo ripetere da lei stessa."""
