Speaker,Italian (Ars Magica) (Old) (ITA)
,"""E poi, vede... lo prepareremo in modo che, tra le opere entrate nel concorso di romanzi gialli della Compagnia X, apparirà sotto un nome falso un'altra delle opere della grande Hachijo..."""
,"""In seguito, ovviamente, passeremo ad una versione cinematica insieme ad una fiction televisiva...! Noi della Compagnia X saremmo onorati di accettare il suo manoscritto...!!"""
Hachijo Tohya,"""E ci sarà un premio in denaro?"""
,"""Ma certamente...! Il premio da 10 milioni di yen per il primo concorso di romanzi gialli della Compagnia X andrà tutto a lei! E poi, molto altro!!"""
Hachijo Tohya,"""Splendido. Avete catturato il mio interesse. Per cui, ho deciso di non scrivere un manoscritto."""
,"""""Eeeeeeeeeeeh?!?! S-Signora Hachijo, perchéééé...?!!!"""""
,"Sembrava che tutto sarebbe andato bene fino ad allora, perciò questo rifiuto improvviso fece ricadere sul divano le persone della casa editrice."
Hachijo Tohya,"""Questo vostro schema è di gran lunga più interessante del manoscritto che ho composto. In questo caso, non sarebbe adatto consegnarvelo. ... È sempre stata una storia senza valore. Semplicemente qualcosa che i miei lettori ignoranti metterebbero sui loro scaffali e che farebbe credere loro che sono riusciti a risolvere un grandioso enigma."
Hachijo Tohya,"Speravo che avrebbero riconosciuto l'ironia e riso della propria stoltezza, ma sembra che voi l'abbiate preso sul serio. Sì, posso dire di provare vergogna per il mio fallimento come scrittrice."""
,"""O-Ovviamente no!! La prego, ci perdoni!! La prego, ci lasci usare il suo-!!"""
Hachijo Tohya,"""... Non ho bisogno di denaro, ma mi piacerebbe del cibo per animali."""
,"""Cibo per animali? O-Oh, per il suo gatto...!!"""
,"""S-Si diceva che lei avesse un gatto a cui piacciono le prugne secche! {n}S-Sì, come desidera...! Veloci, portate qui un assortimento di alta qualità di prugne secche!!"""
Hachijo Tohya,"""Mangia solo quelle confezionate separatamente, a 200 yen al pezzo. {n}Di questo passo, morirà di pressione alta. Inoltre fa sempre merenda con il kimchi e la zuppa di miso piccante... seriamente, la lingua di quel gatto deve avere qualcosa di strano."""
,"Mii! Il gatto miagolò un'obiezione da dove giaceva, al di sopra dello scaffale."
Hachijo Tohya,"""Non vi posso donare questo manoscritto, ma perché non scriverne uno nuovo per il concorso della vostra compagnia? Tuttavia, non lo scriverò con il mio nome. Si stima che per il vostro concorso verranno inviati migliaia di manoscritti. Se riuscirete a trovare il mio nel pacco, e se troverete anche che si meriti il premio, allora sarei lieta di continuare la nostra discussione in questo momento. ... Come vi sembra?"""
,"""""H-Haha-!! Il solo onore di ricevere il suo manoscritto è più che sufficiente!"""""
Hachijo Tohya,"""Siete davvero divertenti, tutti ossequiosi e servili tutto il tempo. Ma per oggi mi sono stancata. Ora andatevene. Incontrare figli dell'uomo può essere veramente estenuante."""
,"""""Haha-!! Le siamo profondamente grati per la sua gentilezza nell'averci permesso questo incontro!!!"""""
,Un domestico guidò le persone della casa editrice verso la porta.
,"Nello studio finalmente divenuto silenzioso, Hachijo Tohya lasciò andare un sospiro, si accasciò sul divano, e fissò il soffitto."
Hachijo Tohya,"""È estenuante, ma lo stimolo di parlare con un figlio dell'uomo non è così malvagio, a piccole dosi."""
,"""... Ti fa bene parlare con le persone ogni tanto. ... Invecchierai se rimani chiusa dentro tutto il tempo."""
,Il gatto nero balzò dallo scaffale e atterrò con dolcezza sul tappeto.
,In seguito la sua forma si contorse in silenzio e divenne quella di Bernkastel.
Hachijo Tohya,"""Hai ragione. Possono essere davvero interessanti. Invitarli qui ogni tanto potrebbe contribuire molto ad alleviare il mio tedio. ... Ad ogni modo, credo che scriverò quel manoscritto... quando ne avrò voglia. A quanto pare porteranno persino un regalo per te."""
{f:5:Bernkastel},"""Cos'era tutto quel discorso sul cibo per animali? Che maleducata."""
Hachijo Tohya,"""Beh, è proprio ciò che è. ... Ecco."""
,"Hachijo prese un barattolo da uno scaffale, tolse fuori una prugna secca e la lanciò in aria."
,"In un attimo, Bernkastel si tramutò nuovamente in un gatto nero, la afferrò, e cominciò a mangiarla."
,"""... Signorina Hachijo, i suoi ospiti sono partiti."""
,Un domestico bussò alla porta prima di fare questo annuncio.
Hachijo Tohya,"""Grazie. ... Fammi sapere se quell'altro si sveglia."""
,"""Come desidera. ... Vorrebbe del tè?"""
Hachijo Tohya,"""No. Scriverò un poco. Ti prego di non disturbarmi."""
,"""Sì, signora."""
,"Dopo aver aspettato che il rumore dei passi del domestico scomparissero in lontananza, Hachijo si mosse verso la scrivania."
,"La scrivania sembrava certamente appartenere ad un grande scrittore, con pagine di manoscritto sparse su di essa."
{f:5:Bernkastel},"""... Sebbene il secolo sia quasi finito, scrivi ancora con una penna?"""
,Il gatto nero parlò mentre strappava con la sua bocca la prugna secca.
Hachijo Tohya,"""I racconti devono essere scritti con l'inchiostro. Per me, è una regola infrangibile."""
