Speaker,Italian (Ars Magica) (Old) (ITA)
Ushiromiya Rosa,"""Beatrice, dove sei!! Fatti vedere!! Beatriiiiiice!!"""
,"Rosa era finalmente giunta alla cappella. Puntava il fucile intorno a lei urlando il nome della strega, ma era ovvio che non ci sarebbe stata nessuna risposta."
,"Una smorfia era apparsa sul volto di Rosa, che si era rumorosamente avvicinata al tavolo nel quale erano esposti i cadaveri dei suoi fratelli, e aveva allungato il suo braccio verso un lingotto d'oro."
,"Era molto pesante, ma a Rosa non importava. Avvolse il lingotto che aveva preso in un fazzoletto e lo appoggiò sopra una spalla."
Ushiromiya Rosa,"""Almeno... con anche un solo lingotto... questo da solo dovrebbe valere più di 10 milioni..."""
,"Senza abbandonare il fucile, Rosa trasportava con sé anche l'oro. ... Le sue spalle stavano gridando, ma a Rosa non importava."
Ushiromiya Maria,"""... Kihihihihihihihihihihihihihihihihi. Accadrà molto presto. ... A breve, le porte della Terra Dorata... si apriranno."""
Ushiromiya Rosa,"""Smettila di ridere con quella voce che raccapricciante!! Dov'è Beatrice?! Sì, lo sai, deve pur nascondersi da qualche parte?! E tu sai dove, vero?! Dove si trova?!"""
Ushiromiya Maria,"""Kihihihihihihihihihihihi. Non lo so~o. Se anche non la cerchi, la incontrerai a breve nella Terra Dorata. ... Kihihihihihihihihihihihihihihihihi, ahia."""
Ushiromiya Rosa,"""Smettila di ridere!! ... Aaah, è come se facesse venire voglia di ridere anche a me!! Hai ragione, quella era una strega, era senz'ombra dubbio una strega!! Non sono riuscita a comprenderlo per tutto questo tempo, ero convinta che fosse un essere umano che si faceva passare per una strega, eppure mi sbagliavo!!!"""
Ushiromiya Rosa,"""... Quella era veramente una strega!! Non verrò ingannata nuovamente da una cosa del genere!! Tu sei lì, giusto??! Avanti, esci allo scoperto e mostrati!! Beatriiiiiiiiiiiiiiiiiiiiiiiice!!!"""
Ushiromiya Maria,"""Te l'ho già detto, comparirà molto presto. Quando la porta per la Terra Dorata verrà aperta... Kihihihihihihihihihihihi..."""
