Speaker,Italian (Ars Magica) (Old) (ITA)
,"""Yasu. Cos'hai fatto con lo spolverino?"""
Shannon,"""... Non l'hai usato per pulire gli infissi delle finestre?"""
,Ah...
,Lo spolverino è una piccola scopa sottile che sembra come un largo pennello.
,"Lo usiamo per pulire la polvere negli angoli piccoli, come gli infissi delle finestre."
,È uno degli strumenti di pulizia di cui ero in carica...
,"""Dai, è tua responsabilità, giusto?! Cosa stai facendo, idiota?!"""
Shannon,"""Presto, vai e trovalo... devi farlo prima che lo scopra Madame..."""
,"""Che succede?"""
,"""Yasu ha perso ancora lo spolverino. Sei per caso qualche tipo di genio nel perdere le cose?!"""
,"""È per questo che vi dico sempre di non dare mai le cose a Yasu. Ha sempre la testa per aria e perde le cose."""
Shannon,"""Non dite così. Non vedete quanto sta lavorando duramente...? Dai, presto. {n}Io ti aspetterò."""
,O-Ok...
,"Non volendo sentire le domestiche lamentarsi ancora di più, mi girai e me ne andai."
,"Se perdi uno strumento, sei nei guai. Se nessuno sa chi l'ha fatto, veniamo tutti quanti sgridati, quindi una di loro probabilmente dirà a Madame che è colpa mia."
,"Tuttavia, è comunque colpa mia visto che l'ho perso."
,Chissà quando l'ho perso. Quando...
,Oggi abbiamo pulito l'intera cappella.
,"La cappella è una grande costruzione dietro la villa. Tuttavia, normalmente nessuno si avvicina ad essa."
,"Ciononostante, poche volte all'anno ci viene ordinato di pulirla."
,"Kinzo la definisce una costruzione sacra, quindi Natsuhi è molto severa per ciò che riguarda essa..."
,"Puliamo ogni angolo e fessura, da cima a fondo."
,Richiede tutto il giorno.
,"Io avevo l'incarico di pulire gli infissi delle finestre, ma mi erano stati dati anche molti altri compiti più piccoli."
,"Mentre mi occupavo di quelle piccole mansioni, mi dimenticai completamente lo spolverino, e dovevo averlo lasciato là da qualche parte."
,... Iniziai ad odiarmi per questa cosa. Non era la prima volta che succedeva.
,Accadeva tutte le volte.
,"Ogni volta che posavo qualcosa, spariva sempre. Andava da qualche altra parte. Svaniva."
,Arrivai a pensare che potessero essere gli scherzi della strega Beatrice.
,Il fantasma della strega Beatrice prese in prestito i poteri degli spiriti maligni di Rokkenjima per tornare in vita.
,"Fino a quando non me lo disse Kumasawa-san, non seppi mai il significato del tempio sulle rocce in mare..."
Clair,"""Kumasawa mi raccontò una vecchia, vecchia storia, tramandata fra i pescatori locali. Rokkenjima era conosciuta come Akujikishima, e lì vivevano terribili spiriti maligni che divoravano le anime umane..."""
Zepar,"""Ehi, Kumasawa! Falla sentire anche a noi!"""
Furfur,"""Raccontaci la spaventosa, spaventosa storia degli spiriti malvagi di Rokkenjima!"""
Kumasawa Chiyo,"""Hohoho, molto bene, molto bene. Rokkenjima veniva chiamata Azukishima. Tuttavia, in un passato ancora più lontano, era conosciuta come Akujikishima. {n}Si vociferava che i marinai che si avvicinavano troppo all'isola venissero trascinati nella profondità del mare e venisse divorata la loro anima."
Kumasawa Chiyo,"... Quegli spiriti spaventosi esistono davvero su quest'isola, lo sapevate? Hohohoho."""
Clair,"""Era la storia di fantasmi preferita da Kumasawa. Ogni nuovo domestico che arrivava sull'isola la sentiva. ... Nonostante di solito si sarebbe riso di una simile storia, nella notte di una violenta tempesta su Rokkenjima, quell'isola dove non esiste niente eccetto la villa Ushiromiya, tutti quanti ascoltavano docilmente."""
Furfur,"""Il tempio sulla costa era lì per allontanare gli spiriti maligni!"""
Zepar,"""E il Padrone aveva quel pauroso hobby dell'occulto!"""
Furfur,"""E la villa era così spaventosa, sicuramente qualcosa si cela da qualche parte!"""
Kumasawa Chiyo,"""Hohohoho. Vero, vero. Sigillare gli spiriti era tutto ciò che l'asceta itinerante potesse riuscire a fare. Il sigillo riusciva solamente a trattenerli, ma in questo preciso giorno, loro vagano nella villa, notte dopo notte, cercando una vittima. Hohohoho..."""
Zepar,"""Avete visto lo studio del Padrone?!"""
Furfur,"""Io sì! È come una specie di laboratorio demoniaco!"""
Zepar,"""Gira voce che il Padrone stia facendo ricerche sui demoni!"""
Furfur,"""Si dice anche che sta facendo ricerche per riportare in vita la sua amante, Beatrice!"""
Zepar,"""Non dicevano che stava radunando bambini come sacrifici per i suoi esperimenti magici?!"""
Furfur,"""Waah, spaventoso! Che faresti se il Padrone ti chiedesse di andare da sola nello studio?!"""
Zepar,"""Ho sentito che tempo fa una ragazzina andò nello studio e non uscì mai fuori!"""
Furfur,"""Deve essere stata vittima di un esperimento per dare un nuovo corpo al fantasma di Beatrice!"""
Kumasawa Chiyo,"""Hohoho. Vero. Beatrice-sama è diventata un fantasma e vaga alla ricerca di un corpo. La stanza per gli ospiti di riguardo al primo piano è dove dimora Beatrice-sama... dovete sempre portare rispetto quando pulite quella stanza... se non lo farete... uhihihihihhihhi{p:0:～}!"""
Clair,"""Agli occhi di giovani ragazzi e ragazze, con la loro potente immaginazione, la storia di fantasmi era sia terrificante che affascinante. Diede loro un senso di solidarietà, dato che avevano avuto tutti esperienza della stessa storia. {n}Poi, quella condivisione divenne un obbligo, e accettare la storia divenne un rito di passaggio per unirsi alla comunità. Questo fu qualcosa tramandato sin da tanto tempo fa."""
Shannon,"""Esatto. Tornando a quando ho lavorato per la prima volta su Rokkenjima, io ho sentito quella storia da Kumasawa-san e dalle domestiche più vecchie."""
Kanon,"""Anche io l'ho sentita, per lo più da Nee-san."""
Gohda Toshiro,"""Anche io l'ho sentita. Da Kumasawa-san, principalmente."""
Furfur,"""Quindi, non solo la timida Shannon, ma anche un ragazzo, Kanon, e un adulto grande, Gohda, credettero alla storia di fantasmi?"""
Kanon,"""Beh, non è che io..."""
Gohda Toshiro,"""Ci sono storie di fantasmi e incantesimi in tutti i lavori. C'erano diverse storie di questo tipo all'hotel dove lavoravo una volta."""
Zepar,"""Quindi, avete pensato che fosse una cosa stupida, e non vi importava per nulla?"""
Kanon,"""... Credo che fosse una necessità per armonizzare la comunità."""
Gohda Toshiro,"""Esatto. Storie di fantasmi e incantesimi sono tutte le regole locali del tuo posto di lavoro. Se un nuovo arrivato infrange quelle regole, non possono aspettarsi di essere ben accolti."""
Kanon,"""Esattamente. ... Se avessi detto che le streghe non esistono, che era ridicolo, allora avrei litigato con Nee-san. Era più facile se sembrava che stessi al gioco."""
Shannon,"""Dai. Se la pensi in questo modo, verrai maledetto... ci fu una domestica che si ferì gravemente..."""
Gohda Toshiro,"""Hahaha, tutti i posti di lavoro hanno storie così. Non importa quanto incredibili siano le storie di fantasmi e dei fondatori delle compagnie, tu le accetterai e vi crederai. È questo ciò che significa armonizzarsi nel tuo nuovo posto di lavoro."""
,"""""Wow! Tutti quanti sono così maturi!"""""
,"Andai in ogni finestra intorno alla cappella nell'ordine in cui le avevo pulite,"
,"cercando attentamente in tutti i posti in cui l'avevo potuto lasciare. Ci avevo pulito le finestre, quindi probabilmente era poggiato vicino ad una di esse."
,"... Quando l'ho lasciato indietro, mi chiedo."
,"Ora che ci penso, non penso che ce l'avessi ancora quando ho raggiunto l'ultima finestra, quindi devo aver completamente dimenticato di pulire quell'infisso."
,"""... Ah."""
,"Attraverso la finestra, potei vedere gli altri andarsene in gruppi. Shannon si voltò e guardò in alto, sembrando preoccupata."
,"... Non voglio che per colpa mia aspettino tutti, quindi in realtà sono felice che se ne stiano andando senza di me..."
,"Tuttavia... per quanto possa essere un pensiero ingenuo, volevo che loro mi aspettassero..."
,"Il sole stava iniziando a calare, e la cappella si stava facendo sempre più buia. Non volevo rimanere in un posto del genere senza nessun altro."
,Sarà meglio che io trovi subito lo spolverino.
,"No, non è tutto. Devo anche pulire gli infissi della finestra che avevo dimenticato."
,Madame è severa. Probabilmente controllerà tutte le finestre attentamente.
,"Se lo farà, domani sarò nei guai io solamente."
,"Ma davvero, dove l'ho perso? Perché l'ho perso?"
,L'oscurità aumentò ancora e ancora.
,"... Quando divenne talmente buio che avrei presto avuto bisogno di una luce, iniziai a farmi prendere dal panico."
,"Corsi dappertutto nella cappella, con le lacrime che mi scorrevano sul viso..."
,"Quando inciampai pateticamente, riuscii a sentire la presenza di una strega dispettosa, che rideva di me da sotto la porta e da sopra il soffitto."
,"Il fantasma di Beatrice, l'amante del Padrone, vaga in cerca di un corpo sino ad oggi."
,"Come ottiene il potere degli spiriti maligni di Rokkenjima, la sua forza cresce costantemente, e aspetta il giorno della sua resurrezione."
,"E... per qualche ragione, lei mi sta guardando, e se per caso perdo di vista qualcosa per un secondo, lei lo ruba e lo nasconde via."
,Non è la prima volta che questo succede.
,"Ogni volta che guardo da un'altra parte... chiavi, fazzoletti, matite, gomme... tutte loro scompaiono quasi subito."
,"Nonostante avessi intenzione di usarle dopo, o avessi intenzione di metterli ai loro posti, essi sparivano appena mi giravo."
