Speaker,Italian (Ars Magica) (Old) (ITA)
,L'atmosfera scomoda continuò ad essere opprimente anche dopo che i due lasciarono la stanza.
,L'idea che pensare a chi fosse il colpevole fosse lo stesso che pensare di chi dubitare era opprimente. ... Cominciammo a pensare che parlare della situazione fosse proibito.
,"Quindi nessuno introdusse l'argomento, o almeno non a voce alta."
,"... Tuttavia, quei pensieri riempivano le nostre menti. Tutto ciò che non potevamo dire a voce faceva sì che le nostre teste stessero per scoppiare..."
,"Perciò, almeno apparentemente, il salone aveva ripreso la sua naturale calma."
,Ogni cosa rimase in disordine.
Ushiromiya George,"""... Sembra che la pioggia si sia rinforzata un po'."""
Ushiromiya Maria,"""Uu-...? Pioviggina ancora. Uu-..."""
Ushiromiya Battler,"""Anche se smettesse, non c'è alcuna barca su quest'isola. ... Ma sarebbe ottimo se le barche arrivassero il prima possibile domani. Ne ho abbastanza di queste vacanze occidentali, ihihi."""
Ushiromiya Jessica,"""Mamma, quando arriverà la barca domani?"""
Ushiromiya Natsuhi,"""Normalmente, oggi le barche sarebbero arrivate alle tre. Probabilmente ci hanno chiamati per avvertirci che sarebbero arrivati quando il tifone passerà, ma sfortunatamente, la linea telefonica non funziona..."
Ushiromiya Natsuhi,"... Ma non sono dei bambini. Il loro compito è di portarci qui e venirci a riprendere, quindi probabilmente la prima cosa che faranno domani sarà venire qui... verso le nove, credo."""
,"Fuori era completamente buio. Quando osservai l'orologio, realizzai che erano solo le sette passate. Cominciai ad avere fame..."
,"In cucina, Kumasawa stava cucinando qualcosa con entusiasmo. Aveva preparato una varietà di pasti, e anche se non raggiungevano il livello di quelli di Gohda, sembravano comunque squisiti."
,"Era un gesto di gentilezza da parte di Kumasawa, che stava solo cercando di ravvivare il nostro spirito con un po' di cibo."
,"Kumasawa non era certo una cuoca professionista quanto Gohda, ma era ben lontana dall'essere inesperta."
,"... Al contrario, sin da quando venne cresciuta in un villaggio di pescatori, i semplici piatti che preparava a volte venivano ben apprezzati."
,"Kanon sistemava i piatti che Kumasawa creava sui piatti, sotto le sue direzioni."
,"Anche Kanon si dava da fare in cucina qualche volta, ma dato che raramente gli spettava quel compito, era piuttosto impacciato, anche se dava il meglio di sé..."
,"Conscio del fatto che non riusciva a sistemare abilmente i piatti, l'espressione di Kanon si inscurì lentamente."
,Ma Kumasawa sorrise come se tutto fosse perfetto.
Kumasawa Chiyo,"""Hoh-hoh-ho, è tutto magnifico. Kanon-kun, sei abile."""
