Speaker,Italian (Ars Magica) (Old) (ITA)
,Fuori la pioggia aveva iniziato a cadere violentemente.
,"Tuttavia, nella stanza dei cugini, l'atmosfera era vivace e lieta."
,"Sarebbero anche potute piovere lance, e nessuno ci avrebbe fatto caso."
Ushiromiya Battler,"""Ihihi!! Full hou{p:0:～}se!! Beccatevi questa!"""
Ushiromiya George,"""Woah. Non stavi bluffando...!"""
,"I cugini stavano tutti scoppiando di energia, seduti in cerchio sul letto."
Ushiromiya Jessica,"""Ed io che pensavo che Battler non avesse niente in mano ogni volta che faceva lo spavaldo...!"""
Ushiromiya Battler,"""Ovviamente, finora ho perso per farti pensare questo! Ushiromiya Battler, l'uomo che perde strategicamente per vincere alla fine! Ihihi!"""
Ushiromiya Maria,"""Uu-, Battler è incredibile...! Tutte le mie monete sono sparite di nuovo."""
Ushiromiya Jessica,"""Te ne darò un po' delle mie. Facciamo Battler a pezzi insieme, ok?!"""
,"Con un solo mazzo di carte, i cugini riuscivano a divertirsi per molte ore."
,Erano talmente presi che il fulmine occasionale fu a malapena percepito come elettricità statica sullo sfondo.
Ushiromiya George,"""Inizio ad avere fame. Chissà se la cena è pronta."""
Ushiromiya Jessica,"""Boh. Dovrebbe essere pronta tra poco. Gohda-san e gli altri hanno veramente fatto del loro meglio per stanotte."""
Ushiromiya Battler,"""Heheh, il che significa che abbiamo molto da aspettarci. Questo è per festeggiare il mio ritorno aspettato a lungo?"""
Ushiromiya George,"""Ho sentito da Shannon poco fa che sarà una festa di Halloween. Prepareranno un buffet nell'atrio. Sembra incredibile."""
Ushiromiya Maria,"""Una festa di Halloween?! Che bello, che bello, uu-uu-uu-!!"""
Ushiromiya Jessica,"""Hmm? Sì, chi è?"""
,"Qualcuno bussò alla porta, questa si aprì, e là vi era Ange."
,Stava dormendo nella camera dei suoi genitori.
Ushiromiya Battler,"""Ehi, Ange! Allora ti sei svegliata."""
Ushiromiya Ange,"""Ehm, dicono che c'è la cena, quindi dobbiamo andare alla villa. Hanno detto di prepararci."""
Ushiromiya Maria,"""Uu-uu-uu-!! Cibo, ci{p:0:～}bo!! Ho fame!!"""
,"Forse perché era la più affamata, Maria fece festa più vivacemente di chiunque altro."
,Balzò felice e saltò giù dal letto.
,"Mentre tutti gli altri scendevano dal letto e iniziavano ad infilarsi le scarpe, apparvero Kyrie e Rudolf."
Ushiromiya Rudolf,"""Ehi, monellacci. È ora di cena, perciò preparatevi."""
Ushiromiya Kyrie,"""A quanto pare oggi sarà straordinariamente speciale. Non vedo l'ora."""
Ushiromiya Maria,"""Uu-!! Lo so! È una festa di Halloween!"""
Ushiromiya Ange,"""... Una festa di Halloween?"""
Ushiromiya Maria,"""KIhhihihihihi! Io lo so, e Ange no. Kihhihihihi."""
Ushiromiya Ange,"""Mamma, cos'è una festa di Halloween?"""
Ushiromiya Kyrie,"""Chi lo sa? Dovremo andare e scoprirlo da sole."""
Ushiromiya Hideyoshi,"""Tutti pronti? È ora di andare."""
Kanon,"""Siete tutti qui? Vi prego di seguirmi."""
Ushiromiya Rosa,"""Maria, vieni qua. Hai il colletto storto."""
Ushiromiya Eva,"""Ah, sto morendo di fame. Il cibo è la parte migliore di queste riunioni di famiglia. Sei affamata anche tu, Ange-chan?"""
,Eva sorrise a Ange.
Ushiromiya Ange,"""... Sì. Sto morendo di fame."""
Ushiromiya Kyrie,"""Ange. Si dice ‘sono affamata’, giusto?"""
Ushiromiya Eva,"""*giggle*. Non ti preoccupare. Sì, scommetto che hai molta fame. Anche la mia pancia sta brontolando."""
Ushiromiya Rudolf,"""Bene, usciamo da qui. Sembra che fuori il vento stia soffiando forte. {n}Mi raccomando, non perdete i vostri ombrelli."""
Kanon,"""Prego, ognuno prenda un ombrello."""
Ushiromiya Eva,"""Ecco il tuo, Ange-chan."""
Ushiromiya Ange,"""Grazie, Eva oba-san."""
Ushiromiya Eva,"""*giggle*. ... Ah, le bambine sono davvero carine. Vieni a fare visita a tua zia uno di questi giorni. È una promessa, ok?"""
