Speaker,Italian (Ars Magica) (Old) (ITA)
{f:5:Beatrice},"""... Allora, com'è giocare dalla parte delle streghe?"""
Ushiromiya Battler,"""Dà una strana sensazione. ... Pensavo che il lato delle streghe avesse un enorme vantaggio. Ma ora che sono di qua, capisco che è un pensiero ridicolo. {n}Sembra quasi quel gioco dove infili coltelli in un barile e cerchi di non colpire il tizio stipato all'interno."""
,"Dalla prospettiva della fazione umana, sembra come cercare di sparare ad un bersaglio coperto dalla nebbia."
,"Ma per la fazione delle streghe, un proiettile a caso potrebbe essere fatale."
{f:5:Beatrice},"""... La vecchia ‘me’ faceva quel genere di giochi tutto il tempo."""
Ushiromiya Battler,"""Già, è una specie di roulette russa. ... Eppure, tu credevi che io prima o poi me ne sarei accorto, e hai trascinato quei giochi fino al limite."""
{f:5:Beatrice},"""... Potrebbe essere insolente da parte mia chiederlo... ma di cos'è che ti sei accorto, Battler-san? Alla fine dei tuoi giochi con la vecchia ‘me’..."""
,Era una strana domanda.
,"Anche se, in passato, Beato era sempre stata colei che l'aveva posta a Battler... ora che Battler l'aveva capito, era Beato che gli chiedeva di cosa si trattasse..."
Ushiromiya Battler,"""... È l'esatto opposto. ... In passato, solo tu lo ricordavi... e solo io l'avevo dimenticato. Ma questa volta, è il contrario. Soltanto io ricordo... e soltanto tu hai dimenticato."""
{f:5:Beatrice},"""Ti dispiacerebbe dirmi di che si tratta...?"""
Ushiromiya Battler,"""... Dirtelo sarebbe... semplice. ... Ma non voglio farlo. Non sto cercando di fare il meschino. ... Voglio soltanto... credere anch'io per un po' in un miracolo."""
{f:5:Beatrice},"""... Un miracolo...?"""
,"Sì, questo era il singolo seme miracoloso che Battler si era lasciato dietro."
,... Se Beato avesse ricordato un certo qualcosa senza che le venisse detto... sarebbe stata la prova che era davvero risorta.
,Perciò non glielo avrebbe detto.
,... Era l'ultimo seme di Battler... che esisteva perché ancora non riusciva ad abbandonare le sue speranze sulla resurrezione di Beato.
{f:5:Beatrice},"""Se non puoi dirmelo, allora non lo chiederò. ... Perdonami se ti ho portato dispiacere..."""
Ushiromiya Battler,"""Non preoccuparti. Sono soltanto testardo. ..."""
,"Guardando quel sorriso triste, a Beato si strinse il cuore."
,... Lui la stava guardando... e vedeva la vecchia lei.
,Sì... devo diventare la vecchia me stessa... anche per il suo bene.
,"La mia Sorella maggiore che viene ustionata dalle ragnatele, e io che non lo sono, dobbiamo diventare una cosa sola."
