Speaker,Italian (Ars Magica) (Old) (ITA)
,Le discussioni sul gioco di ragionamento di Bernkastel si stavano facendo appassionate in ogni tavolo.
,"Ad un certo punto, ogni tavolata aveva iniziato a competere per vedere chi sarebbe riuscito a risolverlo per primo."
Ushiromiya Battler,"""Bernkastel. Ange ed Erika non sono ancora arrivate?"""
{f:5:Bernkastel},"""... Dovrebbero essere qui a momenti. Vuoi fare una scommessa su chi arriverà per prima?"""
{f:5:Lambdadelta},"""Capisco Erika che fa tardi, ma per Ange? ... In che tipo di situazione l'hai gettata stavolta?"""
{f:5:Bernkastel},"""Che maleducata. È seduta su un divano sorseggiando del tè."""
{f:5:Beatrice},"""Sperando che il tipo di tè che bevi sia adatto ai gusti di Ange."""
Ushiromiya Battler,"""Hahaha, ottimo punto."""
{f:5:Bernkastel},"""Che maleducata. Quel tè sarebbe adatto ai gusti di chiunque. ... Erika leccherebbe l'ultima goccia del mio tè perfino dal fondo di una pentola di zuppa di miso."""
Ushiromiya Battler,"""... Perché è saltata fuori la zuppa di miso, ora...?"""
{f:5:Beatrice},"""Ora che la nomini... Erika...! Questo sarebbe un rincontro tanto atteso."""
Ushiromiya Battler,"""Già, ora che ci penso. Non vedo l'ora di vedere quanto ci mette lei a risolvere il gioco di Bernkastel."""
{f:5:Bernkastel},"""... Questo tipo di gioco è quello in cui lei è migliore. Probabilmente lo leggerà dall'inizio alla fine tre volte, per poi dire la risposta subito."""
Ushiromiya Battler,"""Probabilmente. Non vedo l'ora di vedere lei che dà la risposta corretta immediatamente con quello sguardo compiaciuto sul suo volto."""
{f:5:Beatrice},"""Su, è di Erika che stiamo parlando. Probabilmente tirerà fuori qualche logica contorta e dirà che era possibile per qualcuno di diverso dalla famiglia di Battler."""
Ushiromiya Battler,"""Ottimo punto. In effetti, vorrei sentire la sua fiera logica contorta persino più che la risposta giusta."""
,"Apparentemente, Battler e Beato non vedevano l'ora della loro riunione con Erika."
,... Loro avevano già duellato con Erika in due giochi separati.
,"Ma ora, non c'era distinzione tra nemici e alleati."
,Volevano davvero accoglierla in questa ‘festa dopo lo spettacolo’ come un'amica...
{f:5:Lambdadelta},"""Tuttavia, è un po' inaspettato."""
{f:5:Bernkastel},"""... Cosa?"""
{f:5:Lambdadelta},"""Lo sai. È sorprendente che tu abbia lasciato andare Ange così facilmente."""
,"Assicurandosi che Battler e gli altri non potessero vedere la sua faccia, Lambdadelta ridacchiò."
{f:5:Bernkastel},"""È davvero così sorprendente...?"""
{f:5:Lambdadelta},"""Certo che lo è. Pensavo che, trattandosi di te, avresti torturato Battler con un enigma difficile dopo l'altro prima di liberarla... o che avresti almeno provato a dare ad Ange qualche strana idea e farle capovolgere il gioco alla fine."""
{f:5:Bernkastel},"""..."""
{f:5:Lambdadelta},"""E pensavo di conoscerti meglio di chiunque altro al mondo. È così imbarazzante che mi sia sbagliata."""
{f:5:Bernkastel},"""... Sono sicura che lo è. Ma non preoccuparti. ... Ovviamente tu mi conosci davvero più di chiunque altro al mondo."""
{f:5:Lambdadelta},"""G... Già, ovvio! Dopotutto, io ti amo, ti adoro e ti capisco più di qualsiasi altra persona nell'universo{p:0:☆}"""
,"Lambdadelta fu sconvolta dalle parole apparentemente amichevoli di Bernkastel, che erano molto rare provenienti da lei."
Ronoue Genji,"""... Battler-sama. Mi perdoni per interrompere la sua conversazione. Ange-sama è ritornata."""
Ushiromiya Battler,"""Oh, è tornata?! Grande. Quindi sta bene...?"""
Ronoue Genji,"""Sembra che fosse zuppa di pioggia, ma Kumasawa le sta portando un asciugamano ora."""
,"Quando Battler sentì ciò, tirò un sospiro di sollievo."
,"Poi, si girò verso Bernkastel, mostrandole un sorriso forzato come per scusarsi per aver sospettato ancora di lei un altro po'."
,Bernkastel non mostrò alcuna reazione e semplicemente continuò ad avere una vuota espressione con un leggero sorriso.
Kumasawa Chiyo,"""Ange-sama è ritornata."""
Ushiromiya Ange,"""... Sono tornata."""
{f:5:Beatrice},"""Battler! Ange è tornata...!"""
Ushiromiya Battler,"""Ange...! Meraviglioso. Ero preoccupato."""
Ushiromiya Ange,"""..."""
,Fissò Battler mentre lui correva verso di lei con un sorriso sollevato.
,L'espressione di Ange sembrava in qualche modo indifferente.
{f:5:Bernkastel},"""... Quel Battler. Sembra che pensasse che ti tenessi in catene in una caverna o qualcosa del genere."""
Ushiromiya Battler,"""N-No, no. Non pensavo ti saresti spinta così oltre."""
Ushiromiya Ange,"""... Stavo semplicemente prendendo del tè a casa di un'amica di Bernkastel. {n}Era delizioso."""
Ushiromiya Battler,"""Aveva dentro delle prugne secche o della zuppa di miso...?!"""
Ushiromiya Ange,"""... Perché ci sarebbero dovuti essere?"""
,"Come Ange parlava francamente, camminò affianco di suo Fratello e scambiò un po' di parole sussurrate con Bernkastel."
{f:5:Beatrice},"""Che c'è, Battler?"""
Ushiromiya Battler,"""Uh? Oh, niente... niente di niente."""
,"Se avesse detto che si sentiva solo perché la sua Sorellina era così fredda, Beato avrebbe o riso di lui o l'avrebbe graffiato."
,"Dopotutto, Ange era una ragazzina a quell'età."
,Poteva essere di cattivo umore per ragioni che un ragazzo come lui non avrebbe potuto capire.
,"... Tenendo nota di ciò ed essendosi soddisfatto nel sapere che Ange stava bene, fece per andarsene."
{f:5:Beatrice},"""Battler. ... Ange ti sta chiamando."""
Ushiromiya Battler,"""Uh? Oh, scusa."""
Ushiromiya Ange,"""Stavo provando ad avere la tua attenzione da un po'. Non ignorarmi."""
Ushiromiya Battler,"""... Non ti stavo veramente ignorando. ... Che ti succede, comunque? Sembra che da un po' tu sia di cattivo umore."""
{f:5:Beatrice},"""Immagino che Bernkastel le abbia dato da bere qualcosa di strano facendo finta che fosse solo un raro tipo di tè nero. Hyahhyahhya!"""
Ushiromiya Ange,"""... Non stavo parlando con te. Fatti da parte da un po', che ne dici? {n}Voglio parlare da sola con Onii-chan."""
{f:5:Beatrice},"""Su, su, può non sembrarlo ma sono la moglie del padrone del territorio...! Quando si tratta di Battler, io sono molto più-"""
Ushiromiya Battler,"""... Scusa, Beato. Ti dispiacerebbe lasciarci da soli solo per un po'?"""
,"In quel momento, Battler aveva capito che la faccenda di Ange era più di un leggero cattivo umore."
