Speaker,Italian (Ars Magica) (Old) (ITA)
,La mia mente vagò.
,Tornò ai tempi in cui potevo vagamente immaginare la felicità che posseggo oggi.
,"Ero una studentessa delle scuole medie al tempo. Una ragazza normale, che fantasticava sull'amore, com'è normale a quell'età."
,Ma in realtà non avrei dovuto fare sogni del genere.
,"... Perché io sono un mobile. Un mobile non è altro che un oggetto, e non è umano."
,"Per una persona inferiore a un umano come me, anche solo ricevere un'educazione era più che sufficiente per rendermi felice."
,Perciò anche pensare all'amore era più di ciò che meritavo...
,"La conferenza di famiglia degli Ushiromiya era un evento abituale che si teneva ogni ottobre, ma a volte i parenti si incontravano in altre date. ... Ovviamente, non lo facevano solo per bere del tè."
,"Quest'oggi, la famiglia di Eva si è recata a Rokkenjima per visitare il capo famiglia."
,"La famiglia di Krauss e quella di Eva erano riunite nel salone, e discutevano amichevolmente sulle recenti novità."
,"Apparentemente Genji aveva comunicato a Kinzo l'arrivo della famiglia di Eva, ma non era ancora venuto a salutare gli ospiti."
,"... Probabilmente era immerso nelle sue ‘ricerche’, e non poteva sprecare tempo."
,"Questo accadeva spesso, perciò gli altri aspettarono pazientemente l'arrivo del loro volubile Padre."
Ushiromiya Krauss,"""Hoh. Di certo è un sollievo. Fa' del tuo meglio apprendendo da tuo Padre, e presto diverrai un utile aiuto per lui."""
Ushiromiya George,"""Grazie mille. Sono stato capace di apprendere molte cose preziose da alcuni fratelli di mio Padre, che mi son stati presentati da lui in persona. Ciò che ho imparato è qualcosa che a scuola non verrebbe neanche insegnato."""
Ushiromiya Hideyoshi,"""A scuola impari la matematica e le lingue, giusto? Ciò che serve apprendere davvero è il giusto approccio a imparare ancora di più. Una volta che consolidi questa base, puoi finalmente iniziare un lungo percorso di studio che durerà per tutta la vita."""
Ushiromiya Hideyoshi,"""Le persone che non lo capiscono e che non spendono la propria vita a imparare sono sciocche. Otterranno anche ottimi voti in matematica e in lingue, ma saranno inutili per le loro compagnie!"""
Ushiromiya Krauss,"""Hmm, hai perfettamente ragione. Hideyoshi-san, il tuo metodo di educazione è sempre eccellente."""
Ushiromiya Hideyoshi,"""George non è ancora un uomo maturo! Dovrebbe tenerlo sempre a mente, e dedicarsi a suoi studi."""
Ushiromiya Eva,"""Smettila, caro. George da sempre il suo meglio. Giusto?"""
Ushiromiya Natsuhi,"""Veramente eccellente. Vorrei che la nostra Jessica prendesse esempio da lui..."""
Ushiromiya Jessica,"""... Sheesh. Sei ancora arrabbiata per quel voto nella verifica? Sto studiando per i test il più possibile. Almeno non parlarne qui. Mi dà fastidio."""
,"Quando si lodava George per la sua diligenza, a volte la conversazione si spostava su Jessica, che odiava studiare."
,"La ragazza fece un'espressione visibilmente inquieta, come se avesse immaginato che si sarebbe parlato di lei."
Ushiromiya Krauss,"""Oh, oh... non sarebbe il caso che Jessica, oltre a studiare, imparasse a parlare come una signorina? È vergognoso per una figlia che veste il simbolo della famiglia Ushiromiya."""
Ushiromiya Eva,"""Oh, non è affascinante? I tempi cambiano. I tempi in cui dovevamo vestirci modestamente per intrattenere gli ospiti sono finiti da un pezzo."""
Ushiromiya Jessica,"""Giusto, giusto! Sapevo che avresti capito, Eva oba-san! Eheheheh!"""
Ushiromiya Natsuhi,"""... Haah... il mio mal di testa è veramente seccante oggi."""
Ushiromiya George,"""Stai bene? Natsuhi oba-san, il tuo volto è pallido."""
Ushiromiya Natsuhi,"""Grazie, sto bene. ... Ma il tempo è davvero volato. Sembra ieri quando correvi in spiaggia mezzo nudo e bagnato fradicio."""
Ushiromiya Eva,"""Anche Jessica-chan faceva lo stesso, no? E ora è una signorina che si preoccupa di come truccarsi. Oggi le tue sopracciglia sono molto particolari. Stai proprio bene."""
Ushiromiya Jessica,"""Grazie mille. Nessuno se n'era accorto, perciò ero un po' preoccupata."""
,Un grande sorriso sorse sul volto di Jessica non appena furono finalmente notati i risultati dei suoi ‘studi’ personali.
,"Eva sorrise nello stesso modo. ... Poi, rivolse quel sorriso verso Natsuhi."
Ushiromiya Eva,"""Andiamo, Natsuhi Nee-san? Devi stare attenta ai piccoli cambiamenti di tua figlia. Povera Jessica-chan. Anche perché probabilmente voleva essere notata per prima da sua Madre, giusto?"""
Ushiromiya Jessica,"""Nessun problema, nessun problema. Quella persona non nota mai niente."""
Ushiromiya Krauss,"""Jessica. Non posso permetterti di chiamare tua Madre ‘quella persona’. {n}Chiedi scusa."""
Ushiromiya Natsuhi,"""... Più tardi, parleremo a fondo riguardo il tuo linguaggio."""
Ushiromiya Jessica,"""Che... se i figli sono un peso, basta dirlo. Mi tolgo dalle scatole. L'aria è pesante qui."""
Ushiromiya Natsuhi,"""Jessica...!"""
,"Jessica era ancora in un'età in cui si è novizi allo studio per i test. Recentemente, si era scontrata spesso con sua Madre, che era entusiasta della sua educazione."
Shannon,"""Scusatemi... kya?!"""
,"Jessica, che stava cercando di uscire dal salone in modo scontroso, e Shannon, che stava spingendo un carrello con sopra del tè, si scontrarono."
Ushiromiya Jessica,"""Ah, Shannon. Non preoccuparti per il mio tè. Sto giusto andando a fare una passeggiata in giardino."""
Shannon,"""... M-Milady..."""
Ushiromiya Natsuhi,"""Shannon, il tè si sta raffreddando. Servilo in fretta."""
Shannon,"""L-Le mie scuse..."""
,"Shannon non aveva fatto niente di male, ma Natsuhi, che avvertì un forte senso di vergogna, si scagliò contro di lei con fervore."
,... Era un qualcosa che accadeva spesso nella famiglia Ushiromiya. Ma sembrava che Shannon non fosse abbastanza volenterosa per accettare la situazione.
,"Si ritrasse, e preparò il tè nero mentre si inchinava."
,Lei aveva la sfortunata abitudine di fare ancora più errori quando si sentiva a disagio.
,Il suo aspetto pietoso disperse l'atmosfera pacifica che c'era stata fino a poco prima.
,"Non era stato veramente un errore di Shannon, ma lei pensò che potesse esserne la causa, e sentì una pressione sul suo petto."
,"Le sue dita tremanti fecero sbattere le posate, e non si sarebbe certo potuta considerare una cosa graziosa."
,"Più tutti pensavano fosse pietosa, ancora più grande si faceva il silenzio, più irritata sembrava Natsuhi, e più Shannon si vergognava..."
,Il sottile collo di Shannon sembrava come se stesse venendo soffocato e tossì dalla tensione.
,"In quel momento, George parlò piacevolmente, spazzando via quella rigida atmosfera."
Ushiromiya George,"""Questo è un buon profumo. Che tipo di tè nero è?"""
Shannon,"""Umm... questo è..."""
Ushiromiya George,"""No, non dirlo. Provo ad indovinare. È molto particolare, per cui probabilmente lo conosco. ... È per caso, Earl Grey?"""
Shannon,"""I-Io penso che probabilmente lo sia..."""
Ushiromiya George,"""Ahahahaha. Probabilmente è Earl Grey. Quando torni in cucina, controlla la confezione."""
Ushiromiya Krauss,"""Hoh. George-kun, conosci molto riguardo al tè nero, no?"""
Ushiromiya George,"""Il presidente di una compagnia che mi stava contattando era molto esperto riguardo il tè nero. Mentre ascoltavo i suoi discorsi, sono stato capace di imparare qualcosina."""
Ushiromiya Hideyoshi,"""Oh già, il presidente della Okonogi Foods. La profonda conoscenza di quella persona è la sua specialità!"""
Ushiromiya Eva,"""I nomi del tè nero spesso si riferiscono al luogo dove sono prodotti, giusto? Quindi questo è qualcosa coltivato in un luogo chiamato Earl Grey?"""
Ushiromiya George,"""L'ho sentito tempo fa in Inghilterra, c'era una persona chiamata Earl Grey, e fu chiamato così in suo onore."
Ushiromiya George,"Inoltre, questo profumo particolare non proviene dalle foglie di tè, ma da un frutto chiamato bergamotto, che è un parente stretto del mandarino."""
Ushiromiya Natsuhi,"""È così? Non lo sapevo proprio. Ora che lo so, il tè nero avrà un sapore ancora più delizioso."""
Ushiromiya Hideyoshi,"""L'alcol e le sigarette funzionano allo stesso modo. Oggetti del genere hanno un non so che di romantico. Conoscenze del genere rendono più profondo il sapore."""
Ushiromiya Eva,"""Vale lo stesso per gli avvertimenti sulle medicine. Natsuhi Nee-san, dovresti provare a leggere le spiegazioni sulla tua medicina preferita per il mal di testa qualche volta. *giggle*giggle*giggle*giggle*."""
Ushiromiya Krauss,"""Hahahaha! Sarebbe stupendo. Provaci stanotte."""
Ushiromiya Natsuhi,"""... Sì, lo proverò."""
Ushiromiya George,"""Shannon-chan, prova ad aprire quel vasetto. Dovresti trovare qualche bergamotto essiccato mischiato alle foglie di tè."""
Shannon,"""Ah... sì. C'è. C'è mischiato qualcosa simile ad una buccia di arancia essiccata."""
Ushiromiya George,"""Già. Probabilmente è bergamotto. L'ingrediente principale per l'aroma dell'Earl Grey. Il profumo è vivace, per cui dona al sapore un'impressione intensa, ma è un gusto dolce, facile da bere."
Ushiromiya George,"Se si prova con il latte, l'aroma può diventare ancora più leggero e meraviglioso. Se ne è rimasto ancora nel vasetto dopo che l'hai versato a tutti, dovresti davvero provare a berlo con il latte."""
Shannon,"""Ah... sì... molte grazie..."""
,George le fece un leggero occhiolino.
,Shannon finalmente capì che George le aveva appena fatto un favore calmando l'atmosfera nella stanza. E l'aveva fatto per il suo bene dato che lei era entrata in panico.
,"La famiglia Ushiromiya non vizia i propri domestici. Se erano causa di imbarazzo, sarebbero stati severamente puniti."
,Quindi non succedeva spesso di ricevere un aiuto del genere.
,"Grazie all'interesse di George, Shannon fu in qualche modo capace di riprendersi e finì di servire tutto quanto in maniera sicura."
,"Se lei era calma mentre lavorava, poteva facilmente portare a termine i suoi compiti elegantemente e perfettamente."
,"Quando il tè nero fu posto sul tavolo e un aroma elegante si diffuse, la stanza era tornata completamente com'era prima, con un clima pacifico, quando tutti si complimentavano per le conoscenze di George."
,"Shannon avrebbe voluto ringraziarlo per averla salvata, ma non sembrava che potesse averne l'occasione."
,"Quindi almeno lo ringraziò dentro di sé, pregando Dio che George lo sentisse, e spinse via il carrello usato per servire."
Ushiromiya Jessica,"""George nii-san mi ha sempre dato una mano in situazioni come quella. Cambiando argomento o qualcosa di simile."""
,Shannon e Jessica si trovavano nel roseto.
,"Jessica, che aveva litigato con sua Madre, ancora non era ritornata in salotto, e stava tranquillamente ammazzando il tempo così."
Shannon,"""... Quando ci ripenso, sento come se quella non fosse la prima volta che mi aiutò in quel modo."""
,"Ogni volta che faccio un errore di distrazione, e George si trova lì, lui rasserena le cose in maniera naturale e rende tutto armonioso, credo."
,... Forse non è qualcosa di diretto come raccogliere una forchetta che è caduta.
,Ma quello era il suo modo di preoccuparsi. Anche i domestici hanno orgoglio. Vogliono rimediare ai proprio errori da soli.
,"... Perché se un ospite li avesse aiutati, avrebbero perso la faccia."
Ushiromiya Jessica,"""Lui è davvero bravo a leggere tra le righe in quel tipo di situazione. Beh, forse è la sensibilità di George che glielo fa fare. Quel ragazzo si vuole mettere più in mostra di quanto sembri. Ahahahahaha."""
Shannon,"""Q-Questo non è vero... Credo che sia una persona davvero meravigliosa."""
Ushiromiya Jessica,"""Hmmmm...?! ... Shannon, non ti sei innamorata di George nii-san, vero?"""
,"Shannon aveva insolitamente negato con forza le parole di Jessica, quindi quest'ultima aveva contrattaccato."
Shannon,"""No... non è così, credo..."""
Ushiromiya Jessica,"""Ora che ci penso, non ho quasi mai sentito niente di male su George nii-san. Huh? Credo di ricordare che una volta ha detto che le ragazze che pensano di metter su famiglia sono il suo tipo, era così? Bene, ti calza alla perfezione, Shannon!"""
Shannon,"""S-S-Sì...?! Come potrei... io non sono, umm... qualificata, così..."""
Ushiromiya Jessica,"""Certo che lo sei! Tu lo conosci da così tanto tempo che siete quasi amici di infanzia. Dicono che in una relazione naturale dove non capite di essere un maschio e una femmina, quando questo succede, le cose vanno avanti senza problemi, no? Nessun dubbio!"""
,"Jessica amava le riviste per ragazzi con questo tipo di storia, e si emozionava sempre a parlarne con le sue amiche."
,Quindi era parecchio sensibile a questo tipo di storie d'amore.
,Perciò non era la prima volta che a Shannon venivano raccontate storie del genere.
,Ma questa era di sicuro la prima volta che considerava George come membro del sesso opposto.
,"Lei era un mobile, e George era un ospite importante legato alla famiglia Ushiromiya. ... Lei doveva aver pensato che non le sarebbe mai stato permesso anche solo di immaginare una relazione più profonda."
,Quindi non lo aveva fatto.
,"Jessica ci scherzò su, felice che fosse il problema di qualcun altro. Shannon stava facendo del suo meglio per essere sicura di non essere stata scoperta mentre arrossiva."
,"Perciò se George fosse comparso in un momento del genere, non sarebbe mai stata capace di mantenere la sua compostezza."
,"Videro George uscire fuori dall'entrata della villa. Sembrava che anche lui le avesse viste. Si diresse là, agitando la mano."
,Shannon doveva freneticamente provare a riacquistare la sua solita compostezza prima che George le raggiungesse...
Ushiromiya George,"""Il Nonno è finalmente sceso giù. Ora stanno avendo una discussione da adulti, quindi mi hanno escluso."""
Ushiromiya Jessica,"""Hahaha, scappare allora è stata la scelta giusta. Sarebbe meglio essere baciati da un angelo della morte che vedere la faccia del Nonno."""
Ushiromiya George,"""Non dovresti dire così. ... Tuttavia, credo che il Nonno potrebbe ritenere noi degli angeli della morte. Ad ogni modo, quando hanno iniziato a parlare riguardo al prestito di denaro per affari, sono venuto qui."""
,"Giusto, questa non era la classica conferenza annuale di famiglia in ottobre."
,La famiglia di Eva aveva fatto visita per richiedere un prestito per affari al capofamiglia.
,"Kinzo aveva grandi risorse, e le prestava ai suoi figli."
,"Ovviamente, non chiedevano in prestito denaro perché erano poveri. ... Che tipo di affari avrebbero dovuto espandere, usando la grande quantità di denaro chiesta in prestito?"
,"Che tasso di interesse avrà, e quando tempo avranno per restituirlo?"
,Quello non era un prestito per gente che non lo poteva mantenere. Era un prestito per coloro che sarebbero riusciti a riguadagnarci.
,"Kinzo giudicava severamente se valeva la pena prestare la sua fortuna, e dopo ciò, controllava severamente il suo uso."
,Quindi questo spettacolo dove i parenti visitavano Rokkenjima e spiegavano i loro affari a Kinzo succedeva qualche volta.
,"Per i genitori, poteva essere una situazione dove erano obbligati dal nervosismo a trasferire una grande quantità di denaro."
,"Ma per Jessica, che viveva in un'isola distaccata chiamata Rokkenjima, era una preziosa opportunità per rivedere i cugini."
,"Quindi essere capace di parlare con un ospite occasionale come George in quel modo, immediatamente le fece passare il cattivo umore provocato dalla litigata con la Madre di poco prima."
Ushiromiya Jessica,"""Anche la mia famiglia è totalmente avara. Nonostante probabilmente ci sia anche del denaro in più, e potrebbero gentilmente prestarlo. Mio Padre e il Nonno probabilmente si comporteranno cocciutamente."""
Ushiromiya George,"""È naturale essere prudenti quando si presta del denaro. Ovviamente, mio Padre userà ciò che prende in prestito per ingrandire i suoi affari, ed è venuto con un progetto che potrebbe essere rifiutato. Il resto sta nel modo in cui viene presentato."
Ushiromiya George,"... Ma avrei davvero voluto guardarli da un angolo e imparare. Mia Madre mi ha cacciato via. Sono un po' deluso."""
Shannon,"""... Sembra che il padrone rimproveri ancora Krauss-sama ed Eva-sama come se non fossero cambiati da quando erano bambini. Sono sicuro che lei non lo volesse far vedere al proprio figlio George-sama."""
,"Come Shannon chinò la testa, pensò ad una scena abituale per quelli che lavoravano alla villa."
,"Perfino Krauss, che si comportava altezzosamente verso i fratelli, era ancora trattato come un bambino da Kinzo."
,... Shannon stessa aveva spesso visto Kinzo schiaffeggiare Krauss e dirgli di sedersi dritto.
,... Era probabilmente molto imbarazzante essere trattato così alla sua età.
,"Nella famiglia Ushiromiya, essere sicuri di non essere presenti quando succedeva era uno dei compiti più grandi dei domestici."
,"... Tuttavia, ciò significa che ogni volta che Shannon si trovava lì, stava facendo un errore."
