Speaker,Italian (Ars Magica) (Old) (ITA)
Leviathan,"""Ehi!! Quello è miiiiooo! Ri-dam-me-looo!!"""
Beelzebub,"""No, no, lo mangio iooo-! Asmo, Asmo, passa!"""
Asmodeus,"""Kya-hahahaha! Quaggiù, Levia Onee-sama~!"""
,"Mi chiedo dove l'abbiano rubato. Si stavano contendendo una ciambella o qualcosa del genere, facendo un gran baccano."
Satan,"""Eeeehi!! Ange-sama sta leggendo, non riuscite a fare un po' più di silenzio?!"""
Lucifer,"""Sei tu a fare più rumore di tutte gridando, Satan! Fai silenzio!! Stupida sorella!"""
Satan,"""S-Sei tu a fare rumore, Lucifer Onee-sama!! D-Di che ti lamenti?!"""
,"La sorella maggiore e la terza sorella più grande erano abituate a litigare tra loro. Anche se entrambe si arrabbiano rapidamente, è piuttosto divertente vedere come cerchino di trattenersi un po'."
,"Si somigliano moltissimo, incredibilmente."
Belphegor,"""*cackle*cackle*. Ti è stato detto di essere rumorosa, ma questo è un po' troppo. Non puoi abbassare un po' il tono?"""
Ushiromiya Ange,"""... Possono fare tutto il rumore che vogliono. È cento volte più piacevole delle risate stridule nella mia classe."""
Mammon,"""Ange-sama, passate in fretta alla prossima pagina! Leggete davvero molto lentamente!"""
Ushiromiya Ange,"""Ti piace leggere, Mammon? E pensare che sembravi la peggiore a fare cose semplici."""
Belphegor,"""Mammon controlla l'avarizia. ... Ciò include anche la sete di conoscenza. Tuttavia, vuole tenere quella conoscenza tutta per sé, quindi fate attenzione, perché si rifiuta di far leggere alle altre persone ogni libro che le viene dato, e a volte li brucia dopo averli letti."""
Mammon,"""Mi piace apprendere cose che nessun altro conosce. Mi piace poter fare cose che nessun altro può fare. Per cui mi piace studiare ed esercitarmi. Poiché voglio avere un'intelligenza sconosciuta a tutti, tutta per me."""
,"Mentre Mammon lo diceva, i suoi occhi luccicavano, guardò la pagina su cui era aperto il libro e la lesse di nuovo."
,"Si poteva vedere l'avidità, che le faceva leggere la stessa pagina con più sforzo di me."
,"Come si può vedere, il mio potere magico è aumentato di molto rispetto al primo giorno che le ho evocate."
,"Ora, sono in grado di evocare tutte e sette le Sorelle del Purgatorio nello stesso momento e posso anche leggere un libro in tutta tranquillità come sto facendo ora."
,"Questo posto, anche se non posso ricordare dove si trovi, è una tranquilla panchina al lato della strada."
,"All'epoca ero giovane, quindi non ricordo dove sia."
,"... Tuttavia, ricordo che i miei giorni passati camminando nei dintorni erano molto divertenti."
,"Insieme a Mamma, Papà... e anche Onii-chan, era il ricordo di un giorno davvero raro e davvero felice in cui siamo stati tutti insieme..."
,"Le persone che passavano di tanto in tanto non si accorgevano di me. Semplicemente mi ignoravano passando oltre, come se fosse tutto normale."
,"Persino gli assurdi vestiti delle Sette Sorelle non erano imbarazzanti o altro, perché era come se nessuno guardasse."
,"Ora che ci penso, mi ci sono piuttosto abituata. Almeno finché non li faranno indossare anche a me."
,"Sedevo su una panchina elegante, memorizzando una linea del tempo sulla storia del mondo."
,"... In un sistema accademico dove tutto è basato sulla responsabilità collettiva, non c'è tolleranza per i somari."
,Sembrava che fossi parecchio al di sotto della media dei voti per la classe.
,"Secondo quelle ragazze estremamente acculturate, se io sola avessi migliorato i miei voti, la media sarebbe salita drasticamente."
,... Erano state abbastanza gentili da dimostrarmelo con un grafico fatto con matite colorate su un foglio A4.
,... Il solo pensare allo sforzo fatto per disegnarlo mi ripugnava.
,Ma mi sono già liberata di tutte quelle lamentele. ... Mi sono già liberata di loro con la mia ira e la mia tristezza costanti.
,"Le Sette Sorelle a volte erano sdegnanti, a volte compassionevoli, e a volte si rattristavano con me."
,... Ero davvero felice di condividere delle emozioni con le mie amiche.
,Si dice che in origine fossero mobili che esistevano per portare a compimento la crudele cerimonia sacrificale di Beatrice.
,"... Secondo quell'occulto messaggio in bottiglia, che non gradivo... sembra che alcune di loro avessero addirittura attaccato la mia famiglia."
,"Ma non ci credo, ed è inutile domandarlo a loro."
,"Sono mobili, quindi rispondono solo agli ordini del loro padrone."
,"Anche se avessero attaccato sul serio la mia famiglia, non potrei odiarle."
,"... Quello che odiavo davvero... era la Strega Dorata Beatrice. ... O magari il capobanda dei sospetti sugli Ushiromiya, Eva oba-san."
Mammon,"""... Ange-sama, presto, la prossima pagina."""
Ushiromiya Ange,"""Oh, scusa. ... Sono stanca. Ti dispiace se faccio una pausa?"""
Asmodeus,"""Kyahaha! Ange-sama ha detto pausa!"""
Beelzebub,"""Giochiamo, giochiamo! Ange-sama, giochiaaaamo!!"""
