Speaker,Italian (Ars Magica) (Old) (ITA)
Ushiromiya Battler,"""... Capisco... non è una strega, Beatrice è il nome della sua amante che viveva sull'isola..."
Ushiromiya Battler,"... Allora ci possono essere più di 18 persone! Il che significa che posso distruggere il ragionamento che dice ciò, se è impossibile per tutte e 18 le persone, dev'essere un crimine che coinvolge la magia. ... Questa è un'ottima notizia."""
Ronove,"""Mi scusi. Battler-sama, che ne dice di un po' di tè nero e biscotti?"""
,"Il maggiordomo di Beato, che diceva di chiamarsi Ronove, apparve dal nulla."
,"Un piatto, posto su un vassoio argentato, era pieno di biscotti dall'aspetto delizioso e di tè nero bollente."
,"... Non mi piace per niente il sorriso di questo tipo. Per qualche ragione, non sembrava un sorriso usato per accogliere calorosamente un ospite. Sembrava che si stesse prendendo gioco di me per qualche motivo."
,"... Non so se mi stia davvero prendendo per un idiota, o se sia solo uno scherzo o una cosa del genere, ma mi sta davvero irritando."
Ushiromiya Battler,"""... Non ne ho bisogno. Sono occupato ora. Lasciami da solo."""
Ronove,"""Oh, cielo. Che peccato, i biscotti sono così deliziosi. Cotti tanto meravigliosamente che sarebbe vergognoso sprecarli per un semplice umano, dei biscotti davvero ottimi."""
Ushiromiya Battler,"""Ne mangerò un po' quando me ne avrò voglia. Poggiali lì e vai via."""
Ronove,"""È come desidera? Allora farò così. Potrebbe mangiarli quando diventano freddi e duri, e poi si pentirebbe di non averlo fatto quando erano appena cotti."""
Ushiromiya Battler,"""... Sei davvero fastidioso. ... Beh, sei sicuramente migliore di quella Beato, che continua a fare quella spaventosa risata vicino alle mie orecchie."""
Ronove,"""No, no, ha ragione. Ci sono momenti in cui la risata di Milady diventa decisamente indecorosa. Ogni volta che la sento, trovo doloroso comprendere perché un tale nobile demone come me debba avere una persona del genere come suo Padrone. Pu ku ku ku..."""
Ushiromiya Battler,"""... Tu sei strano. Se non ti piace, perché semplicemente non smetti di lavorare per lei?"""
Ronove,"""Sì, ma continuare a servire è la gioia di un mobile Se non lo facessimo, non lavoreremmo come mobili."
Ronove,"... Lasciamo stare. Piuttosto, come sta procedendo il gioco? Proprio ora, credo di aver sentito che ha trovato un'ottima informazione, e che ne è veramente contento. Bene, mi chiedo cosa abbia pensato la sua inconsistente arguzia."""
,"Prendendosi gioco di me e ridendo, Ronove seguì alla lettera le mie precedenti parole e a malincuore posò il tè nero e i biscotti lì vicino."
Ronove,"""... In ogni caso, sembra che ora sia più confidente riguardo la presenza di una diciannovesima persona, sbaglio? È abbastanza cortese da permettermi di sentire la sua opinione?"""
Ushiromiya Battler,"""... Sì, certo. Sto per dirlo di nuovo davanti a Beato comunque. Non c'è ragione di nasconderlo."
Ushiromiya Battler,"... Bene. Sembra che ci sia una villa nascosta da qualche parte su quest'isola, e che il Nonno facesse vivere lì la sua amante. In questo caso, il dilemma che mi sta affliggendo, se ci siano 18 o 19 persone, può essere facilmente risolto."""
Ronove,"""Si è messo alle strette da solo a causa del vicolo cieco che ha creato. Sebbene lei neghi la strega, Battler-sama, fa due pesi e due misure, e si rifiuta di accettare che il colpevole sia uno dei 18."""
Ushiromiya Battler,"""... Il modo più semplice per negare la strega sarebbe dubitare di uno dei 18. ... Non è facile trovare degli alibi per ognuno di loro. Trovo sempre almeno una persona con un alibi fragile. ... Potrei probabilmente continuare a negare la strega per sempre se usassi quella persona come sacrificio."""
