Speaker,Italian (Ars Magica) (Old) (ITA)
,"Non c'era modo di notare l'arrivo del mattino senza aprire una finestra e guardare il cielo nuvoloso, che era diventato un po' più chiaro."
,"Non era un mattino rinfrescante. Tutto ciò che si poteva sentire era il suono della pioggia, che aveva continuato a cadere dalla notte precedente, e il suono del vento..."
Ushiromiya Kyrie,"""... È difficile pensare che sia mattina. Questo tempo orribile si riflette sui nostri cuori."""
Ushiromiya Rudolf,"""Non è gentile? Almeno non piovono lance, ma solo pioggia."""
Ushiromiya Hideyoshi,"""Wahhaha. Che sia pioggia o delle lance, sta venendo giù veramente forte."
Ushiromiya Hideyoshi,"... Sono già le 6:00? Fuaaaaaa... non ne avete abbastanza? Dopo questo, non possiamo fare nulla finché la misteriosa diciannovesima persona, Beatrice, non pensa a qualcosa."""
Ushiromiya Krauss,"""Proprio così. ... Comunque, credo che abbiamo pensato a tutti i raggiri che Beatrice ci può fare."""
Ushiromiya Eva,"""Già. Finché un traditore non appare tra i fratelli, dovremmo riuscire a gestire la maggior parte delle situazioni."""
Ushiromiya Rosa,"""... Non ne abbiamo parlato abbastanza? Siamo rimasti svegli tutta la notte. ... Sono stanca."""
Ushiromiya Natsuhi,"""Hai ragione. Che ne dite se, dopo aver fatto la colazione, riposiamo?"""
Ushiromiya Krauss,"""... Buon piano. Stare in piedi per tutta la notte è faticoso, alla nostra età."""
,"Tutti si sgranchirono, e cercarono di godere al meglio di questo mattino non rinfrescante."
Ushiromiya Rudolf,"""Credo che andrò a lavarmi la faccia. Di sicuro sembriamo orribili."""
Ushiromiya Kyrie,"""...? Cos'è questo terribile tanfo?"""
,"Non appena uscirono verso il corridoio, Kyrie fece apertamente un'espressione disgustata."
Ushiromiya Natsuhi,"""... Cosa è successo?"""
Ushiromiya Kyrie,"""Ehi, non sentite puzza...?"""
Ushiromiya Hideyoshi,"""... Hm. ... Cos'è quest'odore? Non lo sopporto..."""
,"A causa di quel disturbo, tutti misero le proprio teste fuori nel corridoio. {n}Era un odore fievole, ma dopo che Kyrie aveva iniziato a lamentarsi per esso, tutti lo notarono chiaramente."
,"Ognuno di loro andò nel corridoio, affidandosi al proprio olfatto per capire da dove proveniva questo strano odore..."
Ushiromiya Natsuhi,"""Cosa potrà mai essere? Lasciamo che se ne occupi Genji. Credo che dovrebbe essere già arrivato nella stanza dei domestici per iniziare le preparazioni mattutine."""
Ushiromiya Krauss,"""Hmm, sì, per favore. È difficile pensare che Gohda... abbia fatto una colazione con questa puzza..."""
,"Rudolf e gli altri cercarono la fonte del tanfo, e determinarono che stava venendo da sottoterra, dalla caldaia."
,"Ma la porta era chiusa, così non potevano controllare."
,"Nel frattempo, mentre Natsuhi e il resto si erano avviati a cercare qualcuno nella stanza dei domestici, notarono qualcosa di strano nel salotto."
Ushiromiya Natsuhi,"""... Cos'è questo...?!"""
Ushiromiya Rosa,"""È-È uno scherzo orribile... chi farebbe una cosa..."""
,"Sulla porta del salotto, in una vernice che ricordava il sangue, vi era disegnata una strana... cosa, come un cerchio magico."
Ushiromiya Eva,"""Non c'è ancora nessuno in cucina. ... C-Cos'è, quello?"""
,"Il gruppo di Eva, che aveva pensato che il cattivo odore venisse dalla cucina, era tornato dopo aver controllato che non c'era nessuno e che le preparazioni per la colazione non erano ancora iniziate."
,... E avevano notato qualcosa di insolito nel salotto.
Ushiromiya Rudolf,"""È inutile, la porta per la caldaia è chiusa a chiave. Non sarebbe pericoloso se si fosse rotto qualcosa lì dentro? C'è un domestico, da qualche parte?"""
Ushiromiya Kyrie,"""...! Quel volgare scarabocchio è anche qui? Ce n'era uno anche sulla porta della caldaia."""
Ushiromiya Hideyoshi,"""Che cosa?! Questo scarabocchio spaventoso non è solo qui, ma anche in altri posti?! Haha, non pensate veramente che questa sia la dichiarazione di guerra da parte della strega della foresta Beatrice, vero?"""
,"Hideyoshi cercò di scherzare, ma fissando questo cerchio magico raccapricciante e ascoltando il vento, sembrava davvero che fosse il messaggio di una strega."
,"... La vernice di color rosso intenso faceva pensare al sangue, e fece le cose ancora più raccapriccianti."
,"Hideyoshi provò ad aprire la porta, ma era chiusa a chiave."
,"... Secondo la regola generale, il salotto non doveva essere chiuso. Qualcuno, infrangendola, l'aveva fatto."
Ushiromiya Rosa,"""... Che significa...? Potrebbe essere che, mentre stavamo parlando nella sala da pranzo, qualcuno abbia lasciato segretamente questo scarabocchio? Sulle porte per il salotto e la caldaia?"""
Ushiromiya Eva,"""... Sono sicura che ci siano i domestici dietro a tutto questo. Noi eravamo insieme per tutto il tempo. Abbiamo tutti degli alibi. ... Probabilmente hanno ricevuto qualche strano ordine da nostro Padre, e ci hanno fatto questo scherzo."""
Ushiromiya Rudolf,"""... Includendo la lettera di ieri, data a Maria-chan. È molto facile sospettare che i domestici stiano agendo per ordine di nostro Padre e pianificando qualcosa. ... Comunque, dove sono? Non staranno giocando a nascondino. Cerchiamoli."""
Ushiromiya Rosa,"""P... Prima di farlo, sono preoccupata per i ragazzi. Stanno bene? Io vado a controllarli, e mentre sono là, vedrò se ci sono dei domestici."""
Ushiromiya Rudolf,"""Allora dividiamoci. Voi andate alla casa degli ospiti per vedere come stanno, noi investigheremo dentro la residenza. ... Non voglio pensarci, ma forse questi raccapriccianti cerchi magici non sono solo dove li abbiamo trovati."""
Ushiromiya Krauss,"""... Potremmo essere intrappolati nel gioco bizzarro di nostro Padre. ... Andrò da lui a chiarire la situazione. ... Beh, comunque non penso che mi ascolterà ubbidientemente."""
,Gli adulti si divisero.
