Speaker,Italian (Ars Magica) (Old) (ITA)
Ushiromiya Jessica,"""... Un test...?"""
Ushiromiya Krauss,"""... S-Sì. Ascolta bene..."""
,"Ancora una volta, ci fu una chiamata di Krauss alla casa degli ospiti."
,... E il messaggio era... che Kinzo voleva tenere un test per vedere se i nipoti avessero le qualifiche per essere il prossimo capofamiglia.
Ushiromiya Krauss,"""... Il capofamiglia ha detto che il prossimo non sarà uno dei miei fratelli... che lui vuole... scegliere fra i nipoti..."""
,"Dal modo di parlare trattenuto di Krauss, Jessica da figlia qual era capì che era stato obbligato a parlare."
,"E fu obbligata a capire che gli ostaggi erano esposti al pericolo anche ora, e che se loro avessero rifiutato questo test, c'era la possibilità che agli ostaggi venisse fatto del male."
Ushiromiya Jessica,"""A... Allora... cosa dovremmo fare?"""
Ushiromiya Krauss,"""... Hm... hmm. Aspetta..."""
,"Krauss abbassò il ricevitore, poi guardò il Kinzo ghignante dall'altra parte delle sbarre."
,Kinzo diede il suo prossimo ordine.
Ushiromiya Kinzo,"""Prima del test, coloro che non hanno niente a che fare devono essere rimossi. Gohda e Kumasawa sono lì, credo? Sarà un problema se loro intralciano il test. Falli allontanare dalla casa degli ospiti."""
Ushiromiya Krauss,"""... Farli allontanare... hai detto...?"""
Ushiromiya Kinzo,"""Ci dovrebbe essere un capanno per gli attrezzi da giardino nel roseto. {n}Chiudi Gohda e Kumasawa lì dentro. Hmm, inizieremo da lì. Dì loro di farlo immediatamente."
Ushiromiya Kinzo,"... Le mie armi staranno guardando. Se succederà qualcosa di sospetto, fermerò immediatamente il test e vi giustizierò tutti come sacrifici!"""
Ushiromiya Krauss,"""... Ho... ho capito... pronto, Jessica... ascolta attentamente ciò che ti dico..."""
,Krauss trasmise gli ordini di rinchiudere Gohda e Kumasawa...
Ushiromiya Kyrie,"""... Che tipo di test stai architettando?"""
Ushiromiya Kinzo,"""Hmm? Aah, è davvero un test semplice. Voglio solo che i miei nipoti mi mostrino la loro risoluzione. Bene allora, mi chiedo che tipo di risultati mi mostreranno. ... *cackle*."""
,"Kyrie guardò Krauss, che stava parlando coi ragazzi, sembrando disgustata."
,"... È spiacevole, ma per ora non possiamo rifiutare gli ordini."
,"In queste segrete, una flebile resistenza non porterà a niente."
,"Se lo provocassimo troppo e lo portassimo ad un punto tale da poterci uccidere, non ci sarebbe più modo di fermare questi omicidi."
,"... Per ora, l'unica possibilità rimastaci è quella di obbedire ai suoi ordini senza agitarci... tutto mentre aspettiamo un'opportunità..."
,"Tuttavia, se continuassimo a seguire ubbidientemente i suoi ordini, i ragazzi potrebbero venire attaccati in questo cosiddetto test, e potrebbero persino perdere le loro vite."
,... Sia fingere obbedienza che provare a resistere... niente farà migliorare la situazione.
,"Ad ogni modo, tenere gli occhi ben aperti in modo che non ci sfugga una sola possibilità per scappare fino alla fine... è l'unica resistenza possibile ora."
,"... Mentre questo veniva detto, Kyrie guardò Krauss mentre trasmetteva gli ordini di Kinzo..."
