Speaker,Italian (Ars Magica) (Old) (ITA)
,La strana lettera che la strega aveva affidato a Maria aveva cancellato dalla nostra mente ogni ricordo della cena.
,Maria fu ripetutamente coperta da una raffica di domande da Rosa oba-san e dagli altri parenti e divenne sempre più di malumore quando si rifiutarono di crederle.
,"Se avessi provato ad alzare la voce in una situazione del genere, sarei soltanto stato ignorato."
,"I nostri genitori erano tutti concitati, sparando frecciate avanti e indietro riguardo la distribuzione dei beni, dimenticandosi completamente che anche noi ragazzi fossimo lì."
,"... Anche se avevo già capito che parlavano così nell'ombra, non pensavo potessero essere così diretti. Diede a tutti noi uno shock considerevole."
,"... Da ciò che potevamo cogliere, tutti i parenti volevano più denaro il più presto possibile."
,Avanti e indietro sull'eredità del Nonno. Avanti e indietro riguardo la distribuzione dell'oro se fosse stato trovato. A proposito dei pagamenti anticipati e i contanti.
,"... Era così disdicevole che non potevo sopportare di guardare, anche se uno di loro era mio Padre."
,... Sembrava che Jessica si sentisse allo stesso modo.
,"Dal momento che nessuno aveva particolarmente bisogno di noi, lasciammo i nostri posti e gironzolammo da qualche parte lontano dai genitori..."
Ushiromiya Jessica,"""... Capisco. Ora capisco davvero perché il Nonno non voleva mostrarsi durante i pasti."
Ushiromiya Jessica,"Sono così disillusa sui nostri genitori adesso! Il denaro, l'eredità! Come hanno potuto comportarsi così proprio in bella mostra!"""
Ushiromiya Battler,"""Beh, sono già completamente disilluso col vecchio bastardo. Non c'è modo che io possa pensare ancora peggio di lui. Ihihi!"""
Ushiromiya Jessica,"""È-È esattamente come me! Tuttavia... mi ha dannatamente scioccato. {n}Scioccato nel profondo del cuore..."""
,"Jessica abbassò gli occhi al pavimento, irritata."
,"... Parlava sempre di come fossero cattivi i suoi genitori, ma forse non lo pensava davvero in fondo al cuore."
,Lo capii dalla profondità del suo shock.
Ushiromiya George,"""... Siete tutti minorenni e siete stati tirati su dai vostri genitori, quindi potreste non capire... ma ottenere denaro non è una cosa né semplice né carina. Dato che siete ancora in minore età, non proverò a forzarvi a capire. ... Però, voglio che realizziate che i vostri genitori stanno facendo del loro meglio a modo loro."""
