Speaker,Italian (Ars Magica) (Old) (ITA)
,Nel salotto si poteva vedere Rosa.
,Sembrava che i parenti volessero tutti rimanere da soli ora che si erano allontanati per una breve pausa.
,"Dato che tutti avevano evitato il salotto, il posto dove normalmente le persone si riuniscono, Rosa riuscì ad avere quella stanza confortevole e rilassante tutta per sé..."
,Questo non vuol dire che lei sembrava essere rilassata. La sua espressione era appesantita da tristezza e stanchezza.
,La tazza di tè che aveva portato dalla sala da pranzo si era raffreddata...
Ushiromiya Rosa,"""..."""
,... Un piacevole silenzio.
,"Ora che non c'era nessuno in vista, il cuore di Rosa si era finalmente risvegliato."
,Lei veniva sempre trattata come una bambina nelle riunioni con i suoi fratelli. Non aveva affatto influenza.
,"Ma, probabilmente per via di ciò, aveva una parte neutrale. I fratelli le chiedevano spesso se fosse d'accordo, e la trattavano a volte persino come un giudice o un arbitro."
Ushiromiya Rosa,"""... Devo approfittarne... e far voltare la discussione dove voglio io."""
,Devo trovare quasi un milione di yen entro marzo.
,"Quello doveva essere il mio grande impegno, un fardello di cui mi sono fatta carico per supportare gli affari di ‘quell'uomo’."
Ushiromiya Rosa,Ora... non ne sono più sicura.
Ushiromiya Rosa,Se pagherò il mio debito... mi chiamerà ancora?
Ushiromiya Rosa,... Non scherziamo. {n}Anche tu mi contattassi dopotutto questo tempo... sarei io quella a rifiutare.
Ushiromiya Rosa,"... Tuttavia... tu sei il Padre di Maria, no...?"
Ushiromiya Rosa,"Per favore, vieni a vederla... anche solo una volta..."
Kanon,"""... L'amore è una cosa piuttosto difficile... a cui conformarsi, non è vero?"""
Ushiromiya Rosa,"""Huh?! C... Chi...?"""
,"Nonostante nessuno sarebbe dovuto essere nel salotto, qualcuno parlo a Rosa e lei sobbalzò."
,... Proprio quando ciò successe... poté vedere Kanon lì.
,Anche considerando che lei era immersa nei suoi pensieri... pensare che non se ne fosse proprio accorta...
Ushiromiya Rosa,"""... Mi hai spaventato. ... Scusa, credo che stessi pensando così tanto da non averti notato. ... Hai bisogno di qualcosa?"""
Kanon,"""No. ... La ragione per cui ora lei sta soffrendo è l'amore, Rosa-sama. {n}Mi sbaglio?"""
Ushiromiya Rosa,"""Q-Questo è inaspettato. ... Non sono sicura di ciò che stai dicendo."""
