Speaker,Italian (Ars Magica) (Old) (ITA)
Ushiromiya Battler,"""Ehi, voi, complimenti per aver finito ‘Umineko no Naku Koro ni’! Ancora non ho idea di cosa stesse accadendo alla fine della storia!"""
Ushiromiya Jessica,"""Quindi cos'è successo? Alla fine, è stato il solito ‘bad ending’ dove il tempo finisce prima che il colpevole venga rivelato?"""
Ushiromiya Maria,"""Uu-. Decisamente un bad ending. Uu-."""
Ushiromiya George,"""Esatto. La lettera di Beatrice, che Maria-chan ci ha letto il primo giorno, ci consigliava di risolvere l'indovinello dell'epigrafe. Eravamo tutti così occupati a proteggerci e a cercare il colpevole, che non abbiamo nemmeno tentato di risolverlo."""
Shannon,"""... Esatto. Se effettivamente ci avessimo provato, sono sicura che sarebbe finita diversamente."""
Ushiromiya Battler,"""Può darsi. Shannon-chan, anche tu hai fatto un ottimo lavoro!"
Ushiromiya Battler,"Non devi farci da cameriera e servirci del tè. Dopotutto, questa è una festa. Come gruppo di persone che ha incontrato un destino orribile, dovremmo essere tutti amichevoli e leccarci le ferite a vicen~~da! Leccaleccale~cca!!"""
Ushiromiya Jessica,"""In quanto a morti cruente, Shannon ci batte ad occhi chiusi, vero? Era un personaggio così bello. Pensavo che sarebbe rimasta in vita sino alla fine, ma è stata uccisa sin dall'inizio, e inoltre, in che modo? Metà del suo volto è stato distrutto, giusto? Terribile!"""
Shannon,"""... Quello era il mio ruolo, quindi, umm... non si poteva fare niente..."""
Kanon,"""... Nee-san, non c'è niente di cui preoccuparsi. Giudicando dall'epilogo, anche Milady e gli altri hanno incontrato una fine tremendamente tragica."""
Ushiromiya George,"""Ahahaha... a quanto pare. Ricordo di aver vissuto questa scena orribile, dove il mio corpo veniva squarciato e smembrato."""
Ushiromiya Battler,"""A proposito, non pensate che l'ultimo istante di vita di Kanon sia stato il migliore? Anche se la situazione gli si è ribaltata contro, è stato uno scontro col colpevole, no? È decisamente meglio dei nostri ultimi momenti di vita, gius~to?"""
Kanon,"""... Però, alla fine, non ho potuto fornirvi un indizio valido."""
Shannon,"""Ma …penso che la stessa morte di Kanon-kun sia stata un grosso indizio. {n}Dopotutto, grazie ad essa, l'esistenza di una diciannovesima persona è stata resa chiara."""
Ushiromiya George,"""Esatto. In quell'istante, la posizione di tutti quanti era certa. Perciò era impossibile per chiunque di noi a parte per una sconosciuta diciannovesima persona uccidere Kanon."""
Ushiromiya Maria,"""Uu-! Maria ha detto che è stata Beatrice sin dall'inizio, sempre e sempre. Uu-!"""
Ushiromiya Jessica,"""... Non voglio crederci, ma questo significa che il colpevole era la strega che si faceva chiamare Beatrice."""
Shannon,"""Esatto... sono successe molte cose strane, che un umano non avrebbe potuto fare..."""
Ushiromiya Maria,"""Uu-. Solo una strega poteva fare cose come uccidere Eva oba-san in quella stanza chiusa. Un umano non avrebbe potuto farlo! Uu-!"""
Kanon,"""... Non solo l'esistenza di una diciannovesima persona è chiara, ma è anche ovvio che questa persona possiede un potere che gli umani neanche si immaginano."""
Ushiromiya Jessica,"""In questo caso, non c'è niente di male a chiamare questa persona Beatrice."""
Ushiromiya George,"""... Probabilmente ci siamo incontrati alla fine. ... Ci siamo incontrati con la Strega Dorata."""
Ushiromiya Maria,"""Come Maria continuava a dire, Beatrice esiste. È andato tutto male perché nessuno ci credeva. Uu-! Anche una delle sue amiche streghe dice che un miracolo non accadrà se non credi. Uu-!"""
Shannon,"""Esatto. Beatrice-sama è generosa con chi la rispetta."""
Kanon,"""... Penso che, anche se orribili omicidi sono continuati ad accadere uno dopo l'altro, Maria-sama è stata capace di evitare la minaccia di Beatrice-sama sino alla fine."""
Ushiromiya Jessica,"""Maria ha creduto in Beatrice sin dall'inizio. ... Ma se fosse questo il motivo, come spiegate che Kanon-kun e gli altri siano stati uccisi? Loro ci credevano, no?"""
Kanon,"""... Probabilmente Beatrice-sama aveva le sue ragioni."""
Shannon,"""Se per la filastrocca dell'epigrafe che rappresentava la cerimonia di resurrezione di Beatrice-sama, erano necessari molti sacrifici. ... Deve essere stato semplicemente designato come uno di essi.."""
Ushiromiya George,"""... Shannon-chan, hai incontrato una fine orribile... almeno, speravo che la tua morte fosse stata un po' più raffinata."""
Shannon,"""... Umm, beh... non è stato doloroso... comunque, ora sto benissimo, quindi non preoccuparti."""
,"Dopo aver visto George che pizzicava la guancia di Shannon, che era stata assente durante lo svolgimento della storia, tutti quanti scoppiarono a ridere."
Ushiromiya George,"""Ma cosa significa tutto questo?... Ero convinto si trattasse di un giallo. Sono un po' sorpreso di scoprire che fosse in realtà un fantasy. Dopotutto, una villa dallo stile occidentale confinata in un'isola sperduta, in un mondo riguardante una certa eredità... a me sembra proprio un romanzo giallo."""
Ushiromiya Maria,"""... Uu-. Non è un fantasy! Beatrice ‘esis-te’! Uu-."""
Kanon,"""... Sì, abbiamo capito. Beatrice-sama ‘esiste’."""
Shannon,"""Esatto. ... Beatrice-sama ‘esiste’."""
Ushiromiya Jessica,"""... Odio ammetterlo, ma non ho scelta. Perché è ovvio che una diciannovesima persona, una strega, fosse coinvolta...!"""
Ushiromiya George,"""Sono successe molte cose impossibili per gli umani. Durante la storia, ho pensato a qualsiasi cosa, tentando di negare l'evidenza."
Ushiromiya George,"... Ora posso dirlo con certezza. Ogni crimine era impossibile per un umano. Quegli omicidi sarebbero impossibili da compiere a meno che non sia stata Beatrice, usando i suoi poteri magici."""
