Speaker,Italian (Ars Magica) (Old) (ITA)
,La conferenza della famiglia Ushiromiya si teneva una volta l'anno. Aveva luogo il primo week-end di ottobre.
,"In una famiglia normale, anche se queste riunioni potrebbero essere chiamate conferenze di famiglia, ci si aspetterebbe che fossero niente più di un ritrovo di parenti che si vedevano raramente che si salutavano l'un l'altro circondati da un sacco di sushi."
,"Tuttavia, dal momento che a figli e fratelli era stata prestata una grande fortuna, per la famiglia Ushiromiya, che considera adulto soltanto chi raggiunge il successo negli affari, era letteralmente una conferenza."
,Che quantità di ricchezze era stata investita? Che tipo di business veniva condotto? Quanto era stato guadagnato?
,"Come risultato, quanto della fortuna prestata dalla famiglia poteva essere ripagata? O, possibilmente, quanto verrà preso in prestito per future imprese affaristiche? Che lezioni avevano imparato, e cos'avevano capito dai loro errori?"
,Sembrava che argomenti del genere erano stati discussi molto seriamente in passato.
,Mio Papà l'aveva chiamato un letto di chiodi.
,"Apparentemente, era solito essere una riunione di famiglia molto seria, immersa in voci dure e adirate. Anche in un buon anno, era cosa comune che qualcuno venisse schiaffeggiato."
,"Tuttavia, era divenuta una cosa del passato."
,"Ora, dato che tutti stavano seguendo i loro affari e raggiungendo il successo, era una normale rimpatriata annuale."
,"Eppure, venire a conoscenza delle condizioni del Nonno aveva causato una significativa quantità di stress, quindi mentre per noi nipoti non era altro che un semplice incontro, ai nostri genitori faceva ancora venire un vero mal di pancia."
,"Immagino che dato che il capofamiglia era assente per varie ragioni, il pranzo di oggi fosse ancora più delizioso."
,"Viene in mente la frase ‘quando il gatto non c'è, i topi ballano’."
,"Bene allora, presentiamo il Padre di Jessica, il cui volto non vedo da sei anni."
,"L'uomo seduto alla sinistra di mio Padre è suo fratello maggiore e il Padre di Jessica, {p:0:蔵臼} oji-san."
,... Questo nome di sicuro è facile da leggere. Krauss ({p:0:蔵臼}).
,"Dal momento che tutti avevano questi nomi strani, la nostra concezione di nome era piuttosto distorta, quindi Krauss non sembrava poi così male. Avevo anche iniziato a pensare che fosse abbastanza figo."
,"Proprio come con Natsuhi oba-san, non avevo molti ricordi in cui parlavo con Krauss oji-san."
,"Non era mai stato uno che parlava molto coi bambini, e mi ero sentito come se stesse sempre a parlare con gli adulti, esattamente come Natsuhi oba-san."
,"Dai pettegolezzi di mio Padre, sembrava che fosse una persona piuttosto dispettosa e irragionevole."
