Speaker,Italian (Ars Magica) (Old) (ITA)
Shannon,"""Ehi George-sama, guardi per favore! Sono così carini, guardi, guardi!"""
,"Shannon aveva notato un paio di pesci martello nuotare giocosamente nella vasca, e correva qua e là come una bimba delle elementari che vede un acquario per la prima volta."
Ushiromiya George,"""Già, sono davvero carini. Mi viene quasi voglia di mangiarli..."""
Shannon,"""M-Mi spiacerebbe per loro... lo sapeva? Dicono che le sole persone al mondo che in un acquario direbbero che i pesci sembrano deliziosi sono i Giapponesi."""
Ushiromiya George,"""Davvero? ... Sono sicuro che anche gli americani e gli italiani vorrebbero mangiarseli."""
Shannon,"""... Uh... um... err..."""
Ushiromiya George,"""Questi vestiti ti donano. Veramente."""
,Shannon si strinse il petto con entrambe le mani imbarazzata. ... Evidentemente sentiva che si stesse prendendo gioco di lei per aver indossato questi vestiti a cui non era abituata.
,"Anche se la faccia di George non lo dava a vedere, la verità era che aveva detto qualcosa di così totalmente inaspettato che aveva sorpreso persino lui, e nel profondo era imbarazzato quanto Shannon."
,"Tuttavia, quando vide quanto lo fosse lei, cominciò a sentirsi come se stesse stuzzicando la ragazza che gli piaceva, e al posto dell'imbarazzo, sgorgò in lui un divertimento solleticante."
,"... No, non si sentiva semplicemente come se lo stesse facendo. ... Stava davvero stuzzicando la ragazza che gli piaceva."
,Ciononostante... aveva pensato che delle espressioni così imbarazzanti non si sarebbero viste neanche nei manga in questi tempi.
,"Al contrario, se avesse visto un'altra coppia comportarsi così, gli sarebbe venuta voglia di tirar loro sassi."
,"Tuttavia, anche se le pietre fossero tirate a noi ora, sono sicuro che sarebbero come dei coriandoli per celebrarci."
,"Ora, non riesco nemmeno a ricordare quei giorni solitari... quando mi sentivo geloso delle coppiette totalmente incuranti di ciò che avevano attorno."
,"Per usare una frase vecchio stile, questi sono i giorni color di rosa..."
,Sono così rapito che non mi accorgo nemmeno della grande vasca dell'acquario più grande del mondo.
,"Invece, vedo Shannon gioire e giocare con i pesci."
Shannon,"""... È fantastico, vero...? È la prima volta che vedo una vasca abbastanza grande perché una balena ci possa nuotare dentro."""
Ushiromiya George,"""Ho sentito che questa vasca è la maggior attrazione qui. E che è la più grande di tutto il pianeta."""
Shannon,"""Sul serio? È straordinario. ... È davvero bellissimo. Non sembra neanche una vasca, ma quasi come se avessero ritagliato un pezzo di oceano con un coltello e l'avessero portato qui."""
Ushiromiya George,"""Concordo. È un bellissimo piccolo mare."""
,"A dispetto della grandezza, non avevo pensato alla vasca come nient'altro che una vasca."
,Ecco perché pensavo che la sua espressione sul tagliare una parte di oceano con un coltello fosse così interessante.
,"Non importa quanto gli esseri umani aumentino le loro esperienze, alla fine rimangono fedeli alla propria visione del mondo. Forse questo è il motivo per cui è così interessante mescolarsi alle persone che ne hanno una percezione differente."
,"Ero onesto quando lo dissi. Allora, lei rispose."
Shannon,"""Certamente, questo può non essere il vero oceano. ... Ma, se quei piccolini che nuotano lì dentro credono che lo sia, allora per loro è certamente l'oceano."""
