Speaker,Italian (Ars Magica) (Old) (ITA)
,In silenzio. ... La pioggia cadeva.
,"La pioggia di tristezza sgocciolò giù dai muri esterni della cappella, lavando via silenziosamente la polvere del mondo dei viventi."
,Le porte della cappella erano aperte.
,"Per un matrimonio, solo a coloro con un invito sarebbe permesso entrare."
,"Tuttavia, per un funerale, le porte rimarrebbero aperte a tutti coloro che ricordano il defunto."
,"... Allora, questo dev'essere un funerale."
,Un'ombra che reggeva un ombrello si avvicinò alla cappella.
,Era... Will.
Willard H. Wright,"""..."""
,Era stato preparato un banco di accettazione all'ingresso della cappella.
,"Come l'ombra si avvicinò, Kanon, che era seduto vicino a quel banco, si alzò e gli diede il benvenuto con un inchino."
Kanon,"""... Questo è il banco di accettazione. Stiamo raccogliendo i nomi delle persone che partecipano al funerale. Se vuole firmare qui..."""
Willard H. Wright,"""Scusa, ma non porto il lutto. ... Sono qua per incontrare qualcuno."""
,È venuto ad un funerale per incontrare qualcuno...? Un'espressione incerta affiorò sul volto di Kanon.
,Will tolse una lettera dalla sua tasca e gli mostrò il nome del mittente.
Kanon,"""... Le mie scuse. Prego, entri."""
Willard H. Wright,"""Grazie. ... Almeno posso prendere una di queste?"""
Kanon,"""... La ringrazio molto. ... Sono sicuro che ne sarà compiaciuta."""
,"Kanon gli consegnò una sola rosa dorata, tra quelle che erano state date a tutti i partecipanti al funerale."
,"Will la prese... chinò il capo in silenzio, ed entrò nella cappella."
,"All'interno di essa, diverse persone, che, a quanto pare, appartenevano alla famiglia della deceduta, erano riunite, e sembrava che tutte richiamassero alla memoria, ricordi della defunta."
Ushiromiya Kinzo,"""Oooooooohhh... Beatriiiiice... perché, perchééééééééé... oooooooohhhhh..."""
Ushiromiya Natsuhi,"""Padre, la prego, faccia attenzione... perché non si riposa un attimo nella sala d'attesa..."""
Ronoue Genji,"""..."""
Ushiromiya Rosa,"""L'ho uccisa io... l'ho fatto io...!"""
Kumasawa Chiyo,"""Assurdo...! Come può averlo fatto, Rosa-sama...?"""
Ushiromiya Kyrie,"""Nostro Padre stava davvero urlando."""
Ushiromiya Rudolf,"""... Già. ‘Beatriiiiice’."""
Ushiromiya Eva,"""Sicuramente non ha pianto così quando è venuta a mancare nostra Madre."""
Ushiromiya Hideyoshi,"""Ehi. Non è il momento di dire cose del genere."""
,"Qualcuno singhiozzò, senza riuscire a nascondere le proprie lacrime, e qualcuno parlò quietamente di vecchi ricordi."
,"... Stavano tutti ricordando i morti, ognuno a proprio modo... o così sembrava."
,"Quando Will si avvicinò all'altare, diverse persone si voltarono. Ovviamente, nessuno sapeva di chi si trattasse."
,"Senza farci attenzione, Will camminò di fronte al feretro sull'altare, che sembrava essere pieno di rose dorate."
,"... All'interno di esso, non c'era un cadavere."
,"Anzi, come se giacesse là al suo posto... ci stava un singolo, spesso libro con una stravagante rilegatura."
,Lo spazio attorno al libro era riempito da innumerevoli rose dorate.
,Vi erano delle parole stampate sulla copertina di esso.
,‘Alla mia amatissima Beatrice. 5 ottobre 1986’
Willard H. Wright,"""... {p:0:＜}Miss{p:0:＞} Beatrice. Se eri {p:0:＜}Mrs{p:0:＞}, scusami. ... Non ti ho mai incontrata. {n}Però, permettimi di esprimere le mie condoglianze."""
,Prese la rosa che aveva ricevuto dal banco di accettazione e la mise nel feretro.
,"... Non aveva alcun rapporto con la donna chiamata Beatrice. Tuttavia, poiché era venuto per partecipare ad un funerale, doveva dimostrare un minimo gesto di rispetto per la defunta."
,"Per questo, Will pregò per il passaggio del morto all'aldilà..."
Ushiromiya Krauss,"""Mi perdoni... ma lei chi è? Io sono Ushiromiya Krauss. Sono l'organizzatore del funerale. Questo è mio figlio, Lion."""
Ushiromiya Lion,"""Piacere di conoscerla. Sono Ushiromiya Lion."""
Willard H. Wright,"""... Lion? ... Chi sei?"""
Ushiromiya Lion,"""Si scrive come ‘{p:0:理御}’, ma si pronuncia ‘Li-on’. ... Sembra un po' strano per essere un nome giapponese, non le pare?"""
Willard H. Wright,"""..."""
,"Will fissò il volto di Lion, con un'espressione confusa."
,"Non sembrava essere particolarmente interessato a Krauss, ma, a quanto pareva, Lion aveva suscitato in lui una sorta di reazione."
,"Più che interesse, sembrava come se sentisse che qualcosa fosse fuori luogo."
Ronoue Genji,"""... Krauss-sama. Madame dice che è quasi ora..."""
Ushiromiya Krauss,"""Ah, capisco. ... Signore e signori. Se facciamo troppo rumore qui, potrebbe disturbare la defunta. Mi hanno riferito che la sala d'attesa è pronta. {n}Ci spostiamo là?"""
,"Quando Krauss richiamò l'attenzione di tutti, cominciarono a muoversi verso la sala d'attesa della cappella."
Ushiromiya Krauss,"""Le mie scuse. Lion, potresti fare compagnia al nostro ospite, per ora? Io guiderò gli altri verso la sala d'attesa."""
Ushiromiya Lion,"""Sì, Papà."""
,"Sembrava una conversazione naturale, con nessun imbarazzo, né per il Padre, né per il figlio."
Willard H. Wright,"""Krauss è tuo Padre?"""
Ushiromiya Lion,"""Sì, perché me lo chiede...?"""
Willard H. Wright,"""La figlia di Ushiromiya Krauss dovrebbe essere Jessica."""
Ushiromiya Lion,"""Jessica è mia Sorella minore. Ha bisogno che la chiami qui...?"""
Willard H. Wright,"""... No, non serve."""
,Apparentemente... era iniziato da pochissimo un certo gioco.
,"Grattandosi la testa con un'espressione irritata sul viso, Will si guardò attorno."
Ushiromiya Lion,"""... Mi perdoni, ma che genere di relazione ha con la deceduta?"""
Willard H. Wright,"""Nessuna. ... È una storia fastidiosa."""
Ushiromiya Lion,"""... Allora perché è venuto a questo funerale?"""
,"Poiché Lion era una persona piuttosto moderata, rispose al comportamento di Will con nient'altro che un'espressione vuota. ... Una persona normale sarebbe stata incerta da molto tempo."
,"Will si grattò nuovamente il capo, e urlò con rabbia verso qualcun altro, oltre a Lion."
Willard H. Wright,"""Sono qua. È ora che mostri la tua faccia."""
,I membri della famiglia Ushiromiya avevano già seguito le istruzioni di Krauss e si erano spostati nella sala d'attesa.
,"In quel momento, in quella fredda, ampia cappella decorata da rose dorate non poteva essere visto nessuno eccetto Will e Lion."
,"""... Allora sei venuto. ... Cacciatore di Streghe Wright, Inquisitore dell'Eresia."""
,La voce della ragazza spuntò improvvisamente dietro la coppia.
,"Quando Lion si girò per lo stupore, vide una ragazza sbucar fuori dal nulla che scese sopra l'altare."
,"Atterrò delicatamente sul sacro altare del funerale come se fosse perfettamente normale, schiacciando sotto le sue scarpe le rose dorate..."
,"Ovviamente, Lion non la conosceva."
,... Per quale motivo tutte queste persone senza alcun nesso con il funerale continuavano a spuntare fuori una dopo l'altra?
Willard H. Wright,"""Ormai sono in pensione. Se hai un lavoro da svolgere, chiedi al nuovo Wright."""
{f:5:Bernkastel},"""No. Io voglio chiederlo a te. Sto affidando questo caso a te. ... Hai letto il ‘racconto’ che ti ho inviato...?"""
Willard H. Wright,"""... Sfogliato."""
Ushiromiya Lion,"""N-Non so chi lei possa essere, ma la prego di scendere da lì. È un altare sacro."""
,"Cadendo dalle nuvole, Lion disse alla ragazza di scendere dall'altare, ma lei ignorò completamente l'invito."
,"Oltretutto, Will continuò a discutere con la ragazza, come se Lion non ci fosse nemmeno."
Willard H. Wright,"""Si chiamava Lion, giusto? Chi è questa persona?"""
{f:5:Bernkastel},"""L'hai già sentito."""
,Ushiromiya... Lion.
,Non è mai successo che una persona con quel nome apparisse nei giochi precedenti.
Willard H. Wright,"""È una tua pedina?"""
{f:5:Bernkastel},"""No. È una vera e propria pedina di questo tavolo da gioco. Uno dei personaggi."""
Willard H. Wright,"""Sei il Game Master. Significa che è la tua pedina."""
{f:5:Bernkastel},"""*giggle*... Mi sono solo spostata dalla scatola del gatto di Beato, ad una più grande. Lion è una delle pedine che ha la possibilità di apparire all'interno di essa."""
Willard H. Wright,"""... Ah, capisco. ... In altre parole, è la tua pedina."""
{f:5:Bernkastel},"""Una pedina che io ho posizionato... questo sarebbe il modo corretto per dirlo."""
Willard H. Wright,"""Quindi stai dicendo che questa pedina non è una tua subalterna, come Erika."""
{f:5:Bernkastel},"""... Erika? E chi sarebbe? ... *giggle*giggle*."""
Willard H. Wright,"""..."""
Ushiromiya Lion,"""... Erika... san????"""
Willard H. Wright,"""Non cercare di capire. Ti verrà solo mal di testa."""
,Lion non aveva idea di cosa stessero parlando.
,"Tuttavia, sembrava chiaro che, sebbene nessuno di loro fosse familiare, entrambi sapessero molto sulla famiglia Ushiromiya."
Ushiromiya Lion,"""N-Non so di cosa voi due stiate parlando... ad ogni modo, lei, ragazzina. {n}Per favore, scenda dall'altare. Glielo chiedo come successore del capo della famiglia Ushiromiya."""
,"Alla fine, persino Lion fu costretto a parlare ad alta voce con questa ragazza, che continuava a chiacchierare stando con aria indifferente sopra l'altare."
,"Tuttavia, la ragazza fece finta di nulla. Will, invece, reagì."
Willard H. Wright,"""... Dovrebbe essere Krauss il successore del capo."""
Ushiromiya Lion,"""Mio Padre, Krauss, sarà il capo finché io non compirò 20 anni. {n}Una volta compiuti, gli succederò come nuovo capofamiglia."""
Willard H. Wright,"""È la prima volta che ne sento parlare. Puoi dimostrarlo?"""
,Sembrava che ora persino Lion stesse iniziando ad arrabbiarsi. Quella calma espressione sembrò contorcersi leggermente.
Ushiromiya Lion,"""Questo è l'anello d'argento dell'Aquila Mono-Alata appartenente al successore. È una prova convincente?"""
Willard H. Wright,"""... Un anello d'argento? È apparso diverse volte l'anello d'oro del capofamiglia, ma non ho mai sentito di un anello d'argento per il successore. ... Non ricordo che Krauss o Jessica ne abbiano mai indossato uno."""
{f:5:Bernkastel},"""*giggle*... Sono lieta. A quanto pare l'hai letto piuttosto bene per averlo sfogliato."""
Willard H. Wright,"""Quando una strega ti consegna una storia, non sai mai quando spunterà fuori qualcosa di assurdo. Soprattutto se si tratta di una grande strega del Senato."""
