Speaker,Italian (Ars Magica) (Old) (ITA)
Ushiromiya Ange,"""Il giorno dopo Natale non è Natale. Non potrebbe succedere."""
Ushiromiya Kinzo,"""Heheheh. Peccato. Sbagliato."""
Ushiromiya Ange,"""Huh? Perché...?!"""
Ushiromiya Eva,"""Ange-chan, a che ora del giorno inizia un nuovo giorno?"""
Ushiromiya Ange,"""Mezzanotte, alle 24:00."""
Ushiromiya Eva,"""Ecco. Mezzanotte non è di notte?"""
Ushiromiya Ange,"""... Ah."""
,Capisco. La prima notte era poco dopo la mezzanotte il 25 Dicembre.
,"In altre parole, il momento poco dopo il giorno precedente era finito e cominciò il Natale."
,"Quello sarebbe effettivamente il giorno di Natale, e sarebbe di notte."
Ushiromiya Ange,"""E dopo, verrebbe la mattina del 25, e quando il sole sarà tramontato di nuovo, sarebbe di nuovo notte nel 25..."""
Ushiromiya Eva,"""Esattamente! Hai capito."""
Ushiromiya Kinzo,"""Hohoho! Se solo avessi capito un po' più velocemente."""
,Il Nonno rise come Babbo Natale.
,"Eva oba-san gli chiese di considerarla come una risposta esatta, dato che l'avevo capito alla fine, ma il Nonno scosse la testa."
Ushiromiya Eva,"""Avanti...! Non essere un Nonno così taccagno."""
Ushiromiya Ange,"""In fondo, ora ho capito come si fa. Indovinerò il prossimo."""
Ushiromiya Kinzo,"""Sì, sì. Questo è lo spirito. Questa è la mia nipote."""
Ushiromiya Ange,"""Grazie, Nonno! Sono davvero pronta ora. Inizierò a indovinarne un sacco!"""
Ushiromiya Kinzo,"""Sì. Fa' del tuo meglio. Ho un regalo veramente splendido che ti aspetta."""
,"Dopo essermi inchinata al Nonno, corsi con Eva oba-san dove erano riuniti tutti gli altri."
Ushiromiya Ange,"""Oh, capisco. È possibile...!"""
Ushiromiya Eva,"""Sì, è vero. Dopotutto, ci sono due notti in ogni giorno."""
Ushiromiya Ange,"""Esatto! Il 25 Dicembre inizia a mezzanotte. La mezzanotte è durante la notte, quindi quella è la prima notte. Dopo, viene il mattino, e quando cala di nuovo la notte, è ancora lo stesso giorno fino a mezzanotte!"""
Ushiromiya Eva,"""Esattamente. Ed entrambe le notti sono nel giorno di Natale."""
Ushiromiya Ange,"""Eheheheheh. Sono fantastica? Sono fantastica...?!"""
