Speaker,Italian (Ars Magica) (Old) (ITA)
,"... Rosa e gli altri tornarono dalla cappella al salone, nella villa. Erano accadute tantissime cose, sin dalle prime ore del mattino. Ovviamente erano tutti nervosi..."
,"Battler e George, che avevano pianto, gridato, e lasciato esplodere le loro emozioni dopo aver visto i corpi dei loro genitori, tornarono nel salone e si sedettero sui divani, storditi, come se tutto ciò che era successo fosse stata solo una bugia..."
,"Solo Maria rimase la stessa, e sembrava normale."
,"... Quando non faceva scherzi, non era altro che una bambina che giocava silenziosamente per conto suo, perciò anche se era stordita, probabilmente sembrava solo che stesse giocando."
,"... Ma non appena si voltò verso la TV e cambiò i canali, sembrò che niente fosse mutato in lei."
,"Rosa aveva pensato qualcosa in particolare riguardo quell'atteggiamento, che era chiaramente diverso da quello di una persona normale?"
,... Fissò la schiena di Maria con uno sguardo che non era certo piacevole.
,"Improvvisamente, Kumasawa arrivò per darci il buongiorno. ... I suoi modi allegri erano decisamente fuori luogo, e non poté che essere sconcertata dalla strana atmosfera nella sala."
,"... Poi, quando venne informata dei dettagli da Gohda, fu molto rumorosa e rimase scioccata."
Kumasawa Chiyo,"""O-O-Ovviamente avete contattato la polizia, giusto...?! Cosa dovremmo fare in una situazione simile, oooh, cosa dovremmo fare...?!"""
Gohda Toshiro,"""... Per favore calmati e ascolta. ... Sembra che la centralina sia stata distrutta in qualche modo da un fulmine la scorsa notte. E a causa di questo, non siamo stati capaci di usare i telefoni..."""
Kumasawa Chiyo,"""Eeeehhh!! Q-Quindi, finché non passa il tifone, non possiamo neanche contattare la polizia?!"""
,Forse la reazione esagerata di Kumasawa pareva un po' comica.
,"Persino in questa situazione, Rosa ridacchiò."
,"... Perciò, la nebbia confusionaria che aveva riempito la sua testa scomparve per un attimo."
Ushiromiya Rosa,"""... Devo tenere duro. ... Non è solo per Maria. Sto facendo da genitore anche per George-kun e Battler-kun, perciò devo tenere duro..."""
,"Rosa era la sorella minore, con una differenza enorme d'età fra lei e gli altri. Perciò veniva sempre trattata come una bambina."
,"Ogni volta che imparava qualcosa di nuovo, quel qualcosa era ovvio ai suoi fratelli e a sua sorella, così coltivò dei complessi, pensando che doveva essere incompetente."
,"Perciò si è formato in lei un atteggiamento passivo, che la spingeva a chiedere consiglio ai suoi fratelli e a sua sorella ogni volta che accadeva qualcosa..."
,"... Ma ora non aveva più nessun fratello e nessuna sorella. Ora, Rosa era l'unica rimasta dei quattro fratelli della famiglia Ushiromiya."
,"... Inoltre, se Kinzo dovesse continuare a rinchiudersi anche in questa situazione straordinaria... Rosa dovrà superare questa crisi in qualità di rappresentante del comando."
Ushiromiya Rosa,"""... Non sono più una bambina, non sono più una bambina. ..."""
,Rosa colpì le sua ginocchia leggermente e si alzò.
,Ora non doveva aspettare alcun ordine. ... Doveva iniziare a muoversi indipendentemente.
,Alzò la cornetta del telefono che si trovava sul tavolo. ... Poi immediatamente si ricordò che la linea era guasta.
,"Genji e Shannon, che aveva mandato a parlare con Kinzo, non erano ancora tornati."
,"... Cominciò a pensare. Probabilmente stava discutendo di nuovo di qualcosa di assolutamente insensato, incapace di controllarsi."
,... La sua importante cappella era stata profanata col sangue. Era facile da immaginare.
,"Aveva pianificato di usare il telefono per chiamare lo studio, ma sfortunatamente, la linea era guasta."
,"Rosa decise di dirigersi allo studio direttamente, coi suoi stessi piedi."
,La vecchia Rosa sarebbe stata talmente impaurita da non essere capace di andare a parlare con Kinzo.
,"... Se l'avesse incontrato, probabilmente sarebbe stata sgridata per qualcosa e maltrattata."
,"Ma quello non era il momento per essere impauriti. ... In qualità di sua figlia, aveva l'obbligo di renderlo consapevole della situazione."
Ushiromiya Rosa,"""... Kumasawa-san, sto andando a parlare con mio Padre. ... Prenditi cura di George-kun e Battler-kun. ... Immagino siano molto spaventati al momento."""
Kumasawa Chiyo,"""Certo, certo... potrebbe essere vero... è comprensibile... preparerò loro qualcosa di caldo da bere."""
Ushiromiya Rosa,"""Grazie."""
,"Rosa andò verso il corridoio, e si diresse allo studio di Kinzo."
,"L'atmosfera in questa villa, in cui aveva speso gli anni della sua giovinezza e che sarebbe dovuta essere ricca di ricordi, sembrava in qualche modo diversa..."
,Poi cominciò a salire le scale nell'atrio...
,... Proprio allora accadde. Nell'ombra sottile al di sotto delle scale e dietro la schiena di Rosa... brillò qualcosa.
,Era una singola e svolazzante farfalla dorata. ... Svolazzava lì intorno e brillava. Quella farfalla danzava pacatamente senza fare rumore.
,... Ovviamente. Nessuno potrebbe sentire il suono di un'ala di farfalla che sbatte.
,... E in quel momento... si fermò sulla schiena di Rosa che lentamente salì le scale.
,"Rosa non se ne accorse. E anche se qualcuno che non lo sapeva l'avesse vista, probabilmente l'avrebbe scambiata per un pezzo di foglia dorata a forma di farfalla che era stata trasportata lì dentro."
,"Senza notarlo, Rosa continuò a dirigersi verso lo studio di Kinzo..."
{f:5:Beatrice},"""... Allora, come mi intratterrai questa volta? ... Ci sono ancora molte, molte pedine rimaste. ... *cackle*cackle*cackle*cackle*...!"""
,"Nel salone, che tornò ad essere silenzioso, l'unico suono presente era quello della TV, che Maria guardava tutta sola."
,"Se c'era qualcosa percepibile oltre a quella, era il suono della pioggia che continuava a cadere dalla notte precedente."
,"Tutti quelli che avevano visto quella scena orribile e sinistra restarono in silenzio, come se stessero pregando che gli eventi accaduti quella mattina fossero stati tutti un sogno."
,"Poiché Kumasawa era l'unica a non aver visto quella scena, lei solo si comportava in maniera leggermente differente."
