Speaker,Italian (Ars Magica) (Old) (ITA)
,Si intravedevano due sagome nella cappella. Il Fratello maggiore... e sua Sorella minore.
,"Il Fratello maggiore che non sarebbe mai ritornato da quel giorno dodici anni nel passato, e la Sorella minore che attese tutta sola dodici anni nel futuro."
,"Tuttavia, il Fratello maggiore sapeva tutto... aveva capito tutto. E la Sorella minore non sapeva niente... non aveva capito niente."
,"Quindi, non importa quanto tempo fosse passato, la Sorella minore rimase uguale alla ragazzina che era dodici anni prima."
,Rimase una ragazzina di sei anni per sempre...
,I suoi singhiozzi sul petto del Fratello maggiore finalmente cessarono...
,Attese in silenzio le sue prossime parole.
,"Dopo aver accarezzato gentilmente la sua testa, il Fratello maggiore cercò nel taschino della sua camicia."
,Quindi... ‘la’ tirò fuori.
Ushiromiya Battler,"""Stai ascoltando, Ange? Prenditi cura di questa."""
Ushiromiya Ange,"""... Che cos'è...? Una chiave...?"""
,"Battler tirò fuori dal suo taschino una grande chiave attaccata a una collana, e la porse a Ange."
,"Era abbastanza grande da coprire tutto il palmo di Battler, e la piccola Ange probabilmente non sarebbe stata in grado di avvolgere la sua mano intorno ad essa."
,La chiave scintillava d'oro e aveva un motivo bellissimo e complesso.
,Solo il suo peso diceva chiaramente che questa chiave era qualcosa di molto importante.
,Battler mise la collana intorno al collo di Ange.
Ushiromiya Battler,"""Questa preziosa chiave è solo tua, Ange."""
Ushiromiya Ange,"""A che serve...?"""
Ushiromiya Battler,"""Il momento di usarla verrà presto. Quando accadrà, dovrai decidere per te stessa. ... Capito?"""
,"... Ovviamente, non aveva la minima idea di quello che stava dicendo Battler."
,"Ma capì che le stava dicendo di prendersi molta cura di questa chiave. {n}Quindi, Ange annuì, almeno in risposta a quella parte."
,"Sulla sua mano, la chiave sembrava pesante. Tuttavia, ora che era intorno al suo collo, sembrava leggera come una normale collana."
,Che strano.
Ushiromiya Battler,"""Ok, andiamo."""
Ushiromiya Ange,"""Dove...?"""
,Era sicura che suo Fratello si stesse per sedere.
,"Un secondo fa, aveva detto che le avrebbe raccontato cosa successe su Rokkenjima quel giorno."
,Aveva pensato che glielo avrebbe raccontato qui...
Ushiromiya Battler,"""Quel giorno, su quell'isola... cosa è successo?"""
Ushiromiya Ange,"""Non me lo stavi per raccontare, Onii-chan...?"""
Ushiromiya Battler,"""Oh, lo farò. Racconterò la storia e ti lascerò ascoltare. ... Tuttavia, potrebbe essere quel genere di cosa che non potresti veramente provare se l'ascolti da qualcun altro e basta."""
Ushiromiya Ange,"""... Cosa intendi...?"""
Ushiromiya Battler,"""Quello che tu vuoi... non è sapere cosa è successo su quell'isola quel giorno."""
,"... Allora... capisce, dopotutto."
,Cosa è successo su quell'isola quel giorno?
,"Provare a rispondere a quella domanda era tutto ciò che sapevo fare, quindi non desiderai niente di più."
,"... Ma, se avessi potuto..."
,Sarei... voluta andare lì.
,Su quell'isola. In quel giorno.
,"Su Rokkenjima, in quel giorno in cui non ero potuta andare... alla villa della famiglia Ushiromiya."
,"Mamma e Papà. Tutti i cugini, tutti i parenti. E... tutti gli altri."
,Voglio tornare... su quell'isola in quel giorno.
,"Quindi, sono sempre rimasta la stessa che ero quel giorno. Il mio cuore e la mia anima si sono fermati, bloccati come quelli di una ragazzina di sei anni per sempre..."
Ushiromiya Ange,"""... Voglio tornare lì."""
Ushiromiya Battler,"""Lo so."""
Ushiromiya Ange,"""Mamma, Papà, Onii-chan. Tutti. ... Voglio andare... dove sono tutti..."""
Ushiromiya Battler,"""Ecco perché... ho deciso di invitarti lì."""
Ushiromiya Ange,"""... Uh...?"""
